,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
t9,0.0032368493,2.8652961,-0.92178416,15.646602,-0.009938813,-1.3045505,12.153402,11.995396,-0.123713724,2.9634728,-0.14919387,-0.30703726,-1.0496975,9.154162,-0.028163286,4.4788847,5.6578197,-0.534547,-0.33236453,0.7505779,5.584937,-0.0024125122,-0.20279166,-0.580637,-0.0752999,-0.9555253
t11,0.014215276,2.3506835,-0.9315959,15.413853,-0.024755439,-1.3620172,12.129763,12.45711,-0.15314785,2.7055945,-0.106524505,-0.32483754,-0.8912855,10.0145645,-0.026595607,3.427954,5.1104536,-0.47848633,-0.2838975,0.56399727,4.890369,-0.0064156656,-0.21318722,-0.6242195,-0.14790207,-0.7907353
t19,0.030581094,1.4017593,-0.7352319,10.688069,-0.043638702,-0.9527001,9.372036,10.031062,-0.17407797,1.3843702,0.0010172939,-0.24139692,-0.24054618,8.5813875,-0.018908193,-0.004870797,2.1348588,-0.11017044,-0.11236946,0.00699749,1.625216,-0.02784558,-0.1551073,-0.5348638,-0.26877108,-0.13300017
t130,0.1716191,0.5347601,-0.58980983,7.665998,-0.11967551,-0.8768411,11.7141075,9.036804,1.3489356,-0.015133014,-0.005529008,-0.42613745,5.387062,11.632186,-0.0415498,-0.053563647,-0.16143838,8.493233,1.5433601,0.019224456,0.54585695,-0.046417583,-0.08889824,-0.45697638,-0.37279496,12.185192
t192,0.1840201,1.3468347,-0.5063877,6.5256968,-0.09973632,-0.7158713,11.953915,7.22475,2.4601135,-0.05904575,0.0038521662,-0.4707816,6.583904,11.706364,-0.05325521,-0.024737418,-0.25922853,9.637472,2.8723798,0.02266019,0.7191748,-0.04207361,-0.06886675,-0.36922878,-0.34642902,15.540779
t229,0.18398401,1.3290105,-0.506575,6.5334144,-0.10035359,-0.7166037,11.974262,7.2297845,2.4579148,-0.059506536,0.0046184454,-0.47053584,6.590886,11.711394,-0.053306326,-0.0250074,-0.25985533,9.651272,2.8681633,0.02237714,0.720276,-0.041770466,-0.069378786,-0.36948317,-0.34139085,15.568086
t230,0.18371525,1.3321097,-0.5073661,6.5258803,-0.10042515,-0.715252,11.9709425,7.2333164,2.457939,-0.059831277,0.024474772,-0.4704365,6.604226,11.736207,-0.053134207,-0.025583204,-0.2598793,9.660475,2.8934486,0.022381566,0.7213324,-0.041788906,-0.06981297,-0.37107122,-0.3424765,15.580932
t228,0.18378751,1.325686,-0.5137329,6.6010017,-0.101531945,-0.712362,11.995287,7.294973,2.470014,-0.059649926,-0.0021168322,-0.47293857,6.638586,11.731128,-0.053782515,-0.024728777,-0.25774434,9.74976,2.8580801,0.021664722,0.7212881,-0.041064657,-0.06832756,-0.37397364,-0.33172628,15.667313
t242,0.18442532,1.3283556,-0.51447725,6.6058187,-0.10162875,-0.7146768,12.015156,7.303594,2.4744728,-0.059407577,-0.0027230578,-0.4746728,6.6459775,11.73917,-0.05404793,-0.024348887,-0.25770217,9.760877,2.856173,0.021837996,0.72147334,-0.041337963,-0.06824906,-0.37375775,-0.3321983,15.6824255
t243,0.18416026,1.3303151,-0.5153961,6.6068244,-0.1016508,-0.7141373,12.015403,7.304112,2.477184,-0.059541736,-0.002566773,-0.47444892,6.6444697,11.737717,-0.054026186,-0.024458686,-0.25807416,9.754831,2.862978,0.021908611,0.7214207,-0.04141084,-0.06846696,-0.37354577,-0.33262035,15.678096
t238,0.18423258,1.3316793,-0.51468116,6.6034327,-0.10155567,-0.7142923,12.003858,7.2963667,2.4763699,-0.059221584,-0.0025930936,-0.47439975,6.6348233,11.725183,-0.054093916,-0.024227226,-0.25757787,9.755336,2.8525481,0.021876032,0.7211363,-0.041302253,-0.06823959,-0.37287116,-0.33241376,15.677131
t123,0.1746988,0.75756824,-0.5699796,7.191937,-0.114822686,-0.8258868,11.670322,8.399471,1.7487764,-0.028993787,-0.005778864,-0.43559363,5.696634,11.586218,-0.0443627,-0.042218637,-0.17934114,8.721996,1.9249859,0.021505887,0.5898166,-0.045310557,-0.08121426,-0.4303975,-0.37442967,13.041456
t216,0.18241309,1.3121327,-0.5279276,6.705505,-0.10696277,-0.70154834,12.203256,7.3893604,2.656049,-0.059944514,-0.006797936,-0.47224522,6.666822,11.833991,-0.055060674,-0.02308976,-0.2695874,9.828744,2.8271763,0.026088644,0.72646517,-0.044298332,-0.066269465,-0.36418304,-0.3623938,15.8938
t217,0.18235072,1.3068787,-0.5277768,6.7125134,-0.10738857,-0.70068383,12.207501,7.388993,2.633612,-0.059655245,-0.0072517893,-0.47245505,6.659785,11.83884,-0.05521743,-0.022954525,-0.26791394,9.846797,2.8215585,0.02628904,0.72635853,-0.04438619,-0.06542775,-0.3651084,-0.3613,15.897116
t142,0.17887275,1.2962058,-0.5224041,6.685692,-0.10612021,-0.69286984,12.108091,7.3695908,2.6571033,-0.06011734,0.012298688,-0.46674,6.6191754,11.719772,-0.055363897,-0.022182524,-0.27226287,9.767737,2.7646356,0.026383743,0.72373897,-0.042924188,-0.061460905,-0.36221686,-0.36151904,15.828605
t181,0.18089485,1.2753541,-0.52530444,6.5769525,-0.109327964,-0.6838349,12.125257,7.4039583,2.7012002,-0.05841829,0.031995222,-0.4700948,6.676972,11.828515,-0.05522936,-0.022873476,-0.2688329,9.819446,2.871769,0.027127706,0.72239995,-0.044100385,-0.06321285,-0.36473203,-0.36546168,15.838133
t182,0.18081886,1.2857007,-0.5223294,6.5750217,-0.10796578,-0.6863906,12.114203,7.372202,2.6807299,-0.057602566,0.02803698,-0.47036356,6.644247,11.745541,-0.055960108,-0.021788623,-0.27197915,9.780637,2.8435276,0.02697239,0.7209983,-0.044317536,-0.061756637,-0.35971522,-0.3634658,15.806401
t149,0.17846133,0.6928756,-0.60112715,7.589465,-0.12554513,-0.8417261,12.158564,8.992927,1.9015335,-0.02656907,-0.018850617,-0.44522655,5.8803277,11.963839,-0.045314744,-0.042834003,-0.18001747,9.084831,1.7626877,0.023346921,0.5954957,-0.046055377,-0.08098867,-0.4501631,-0.40043423,13.3777
t156,0.1810635,1.0269057,-0.55974907,6.9821987,-0.11657666,-0.7336151,12.2134285,8.061823,2.4913077,-0.04918463,-0.011556756,-0.45882225,6.512283,11.991299,-0.051569667,-0.028332647,-0.23314583,9.702775,2.4530013,0.02465058,0.68249255,-0.043852232,-0.06872315,-0.4054352,-0.38614362,15.073641
t244,0.18558364,1.2268524,-0.54387796,6.9231377,-0.11401488,-0.69251984,12.500572,7.7842965,2.7888353,-0.061504643,-0.009506701,-0.47860324,6.926388,12.217787,-0.055295248,-0.023858812,-0.26671246,10.211909,2.8145008,0.026410133,0.73911,-0.043227296,-0.06459634,-0.38810438,-0.37052104,16.270714
t259,0.18579683,1.2283453,-0.5434756,6.9252105,-0.113852665,-0.6940933,12.513322,7.7825933,2.7929034,-0.061935425,-0.009486448,-0.47880045,6.93035,12.225285,-0.055201698,-0.024003597,-0.26731834,10.208335,2.817161,0.02646075,0.7397551,-0.04329857,-0.06495531,-0.38824728,-0.37114355,16.275658
t260,0.18580177,1.228535,-0.54348266,6.925316,-0.11385706,-0.69401455,12.513452,7.7826824,2.7928398,-0.061941385,-0.009500874,-0.47878212,6.930446,12.2251005,-0.05519989,-0.023995703,-0.26731294,10.208545,2.8169107,0.026459904,0.739747,-0.043297607,-0.064959474,-0.38824695,-0.37113842,16.275494
t252,0.18564677,1.229656,-0.54401904,6.9213843,-0.11401665,-0.6931981,12.508053,7.784736,2.7933466,-0.06167778,-0.009367909,-0.4788618,6.930726,12.224174,-0.05526057,-0.02397086,-0.2669947,10.212453,2.820115,0.026463686,0.739528,-0.04326364,-0.064813696,-0.388331,-0.37116534,16.276178
t245,0.18560621,1.225083,-0.54406524,6.92185,-0.11400922,-0.69331986,12.504148,7.788108,2.7900078,-0.06157052,-0.009138939,-0.47877404,6.9272027,12.225086,-0.05526063,-0.024027282,-0.26646134,10.212974,2.8208501,0.026421119,0.73946387,-0.04325061,-0.064737394,-0.38870537,-0.3708404,16.271137
t239,0.1854874,1.2218926,-0.5427814,6.914344,-0.113852575,-0.6934156,12.491716,7.7733445,2.796108,-0.061577477,-0.009798949,-0.47862685,6.916481,12.209283,-0.05516534,-0.023795059,-0.2656972,10.200289,2.8120124,0.026485024,0.73853636,-0.043135334,-0.06453012,-0.3877694,-0.37030315,16.254772
t237,0.18555532,1.2260597,-0.542785,6.9082537,-0.113788106,-0.6932511,12.496711,7.775821,2.7877603,-0.061592445,-0.009697861,-0.47875008,6.9189224,12.211307,-0.055142604,-0.023953745,-0.26570627,10.197357,2.8231115,0.026456375,0.73862815,-0.04319489,-0.06474918,-0.38829035,-0.370522,16.2448
t136,0.17438348,0.85959744,-0.5770123,7.2893944,-0.115661904,-0.8050573,11.865744,8.403887,1.892971,-0.03563224,-0.013006378,-0.4351491,5.866098,11.638412,-0.04638782,-0.0379873,-0.20055357,8.92174,1.864501,0.02384211,0.6082791,-0.046786733,-0.07658523,-0.42244506,-0.39522332,13.498798
t150,0.17661685,1.3554809,-0.51316476,6.5673223,-0.10057116,-0.67298996,11.881,7.1673117,2.5294104,-0.061719414,-0.0001497875,-0.45718077,6.528351,11.531655,-0.054165784,-0.020981163,-0.27069247,9.582382,2.7662122,0.0263825,0.7144205,-0.044585776,-0.063839674,-0.35500827,-0.36116597,15.512901
t250,0.17551394,1.3893666,-0.5056092,6.591183,-0.09820203,-0.6782553,11.940144,7.2305026,2.4736125,-0.062647626,-0.0025594463,-0.45663756,6.5787845,11.617518,-0.053622976,-0.02206197,-0.27236298,9.594719,2.779235,0.026027028,0.7215381,-0.043938138,-0.06136876,-0.36306542,-0.37128013,15.506391
t251,0.17544389,1.3912213,-0.50570065,6.5935335,-0.098215446,-0.678031,11.940799,7.2297096,2.4703918,-0.062731706,-0.0024542445,-0.45649642,6.5749946,11.616965,-0.05361923,-0.022124872,-0.27230412,9.596353,2.7808173,0.026071563,0.7216772,-0.043928504,-0.061406117,-0.36318293,-0.37156734,15.505502
t191,0.17535365,1.4303311,-0.51013184,6.5926557,-0.09914454,-0.67653465,11.932706,7.1828475,2.523776,-0.06367076,-0.0018009455,-0.4600495,6.585984,11.593583,-0.053973477,-0.02102072,-0.27539772,9.605159,2.8052099,0.026946884,0.720908,-0.04401686,-0.06304937,-0.35963255,-0.36904588,15.573226
t235,0.15425013,1.3112801,-0.42534342,6.120049,-0.079861015,-0.63020796,11.147824,6.050243,2.2533007,-0.071765415,0.53212065,-0.41609204,5.8868027,10.205712,-0.05207215,-0.017929828,-0.3157892,8.434623,2.8358114,0.027174804,0.6675704,-0.04266172,-0.05975368,-0.29814205,-0.3291644,14.110415
t236,0.15419625,1.3084182,-0.42372718,6.1263757,-0.0796188,-0.6286081,11.143107,6.046246,2.2435281,-0.07205879,0.52810407,-0.41508308,5.8828683,10.200172,-0.052034695,-0.017791908,-0.31621423,8.438453,2.8224535,0.027167529,0.66782,-0.042565286,-0.059458163,-0.2982791,-0.32933876,14.108899
t212,0.15358646,1.3076423,-0.42521232,6.104377,-0.07935993,-0.6318829,11.126575,6.0326705,2.2568355,-0.07165703,0.5195187,-0.415935,5.8819413,10.185622,-0.051820956,-0.01817798,-0.31508562,8.391556,2.8366547,0.026849752,0.6655585,-0.042724434,-0.05988221,-0.2966234,-0.3272624,14.066056
t66,0.13014853,-0.005246244,-0.7042384,10.307562,-0.10419243,-1.053509,11.071694,12.15578,-0.055061597,1.443502,-0.024760945,-0.33424306,2.2624795,11.309088,-0.029646348,-0.06416234,0.6416948,4.9462132,-0.060523957,0.0061621238,0.193142,-0.040007327,-0.126604,-0.58431566,-0.40638787,5.5806904
t61,0.13078782,-0.0029503617,-0.6476738,9.56493,-0.10018453,-1.0253766,10.918292,11.217388,-0.022979101,0.9769787,-0.007829599,-0.33434743,2.6686864,10.8970375,-0.030908698,-0.061431102,-0.009956809,5.334055,-0.029565398,0.008536829,0.25039944,-0.0423264,-0.115420654,-0.53834593,-0.3956391,6.3287253
t52,0.11918059,0.07405839,-0.6174379,9.035339,-0.0904504,-1.0012554,10.393414,10.4791355,-0.031048704,0.8192758,0.14252748,-0.322267,2.5163174,10.401237,-0.030766414,-0.056880567,-0.03149758,4.8517127,-0.019586802,0.0102967555,0.2467137,-0.042083014,-0.10950058,-0.510761,-0.38259086,6.041152
t101,0.117493875,0.22100617,-0.5017255,7.5349383,-0.08314166,-0.935092,10.129779,8.397836,0.31301272,-0.015132531,0.5389055,-0.3276637,3.5749989,9.692724,-0.031061232,-0.05376314,-0.18359259,5.4708476,0.55803835,0.01816164,0.37331775,-0.046609264,-0.08944852,-0.4260612,-0.36399138,7.6962905
