,Unnamed: 0,Ev Model,Missing Type,Tree Type,Variable Type,Signal,corHMM,phylnn_fill_means,logit_eigenvecs,logit_umap,logit_umap_supervised,logit_autoencoded,logit_autoenc_supervised,xgb_eigenvecs,xgb_umap,xgb_umap_supervised,xgb_autoencoded,xgb_autoenc_supervised
count,400.0,400,400,400,400,394.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
unique,,1,2,2,1,,,,,,,,,,,,,
top,,BiSSE,mcar,ultrametric,binary,,,,,,,,,,,,,
freq,,400,200,200,400,,,,,,,,,,,,,
mean,199.5,,,,,0.5705487879568031,0.14988028964792277,0.15805289868809613,0.1775301620362349,0.17825646463852046,0.18870110111793892,0.17579745670648778,0.17784273213178303,0.1696949225734619,0.1716028997841581,0.22205678827545264,0.17063641826461232,0.16603967779458664
std,115.61430130683084,,,,,0.5060572290996349,0.09241180584589719,0.09636372816875195,0.09391985741223535,0.09892104232813476,0.11413297457970005,0.09765689966150264,0.09831850020378106,0.10618675077515043,0.10173018342446304,0.1429719858758254,0.10682637581112836,0.10415936291413513
min,0.0,,,,,-4.45628887117237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25%,99.75,,,,,0.429765317339798,0.08259586292225322,0.0882469135802469,0.09992237337988055,0.09758347717634405,0.1010024994837779,0.09861263974229882,0.09895788257680582,0.08952603083197332,0.09286741277849912,0.10378351893833601,0.09281408807948825,0.08772964024594902
50%,199.5,,,,,0.619491113722576,0.16029020180621115,0.16477432277622264,0.19693732292444996,0.20045519603900558,0.1994824309102784,0.1866564641741339,0.20023218013468363,0.17050286931392877,0.1779900388477078,0.2228110868213472,0.1697551036435257,0.17868219544905883
75%,299.25,,,,,0.757590351069702,0.21736995751833085,0.23078591482979907,0.24892289839806522,0.24989905943152363,0.2612722597992936,0.24945290291678984,0.24725032179026488,0.24698037614936627,0.24652625562427538,0.32250512353690475,0.2471903669209628,0.2395741389323511
max,399.0,,,,,3.37567270621418,0.4031456414102132,0.5,0.4341607515840563,0.5684423703824427,0.694632524088938,0.5099740665741718,0.4951980274061329,0.5682092230196769,0.4900257043112176,0.7934080848207681,0.5372666437995653,0.6016513351144149
