,Unnamed: 0,Ev Model,Missing Type,Tree Type,Variable Type,Signal,corHMM,phylnn_fill_means,logit_eigenvecs,logit_umap,logit_umap_supervised,logit_autoencoded,logit_autoenc_supervised,xgb_eigenvecs,xgb_umap,xgb_umap_supervised,xgb_autoencoded,xgb_autoenc_supervised
count,400.0,400,400,400,400,398.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
unique,,1,2,2,1,,,,,,,,,,,,,
top,,HiSSE,mcar,ultrametric,binary,,,,,,,,,,,,,
freq,,400,200,200,400,,,,,,,,,,,,,
mean,199.5,,,,,0.6544566071724474,0.1561582191767955,0.16843285250023687,0.18245865731080074,0.18483056624337924,0.1981407423052994,0.1827772619735557,0.18409083747268884,0.1817991291125096,0.18288738533180804,0.22945208985457094,0.17978105560777777,0.17677017084309377
std,115.61430130683084,,,,,0.965511081352393,0.08284175948956866,0.09315922500510315,0.09411363751882897,0.09678723049440713,0.11914007123343522,0.09067168450000462,0.09455158838211132,0.1040097256561832,0.09821601161290308,0.13560286088599216,0.1020697001936026,0.0982070187014315
min,0.0,,,,,-0.563817312931068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25%,99.75,,,,,0.42715403713140576,0.09466802254719628,0.10462543252595147,0.11061703185547805,0.1123151239763695,0.11403061029626188,0.1098748537614179,0.11127774740443586,0.09951640769520095,0.10992903109097435,0.12206223167627445,0.10664666550134592,0.1000992527857063
50%,199.5,,,,,0.590030294455897,0.1650363577405435,0.17482926453426964,0.19745235828737995,0.1998054115201078,0.20230499509097866,0.19854510587024948,0.19969603350593104,0.18555552944980347,0.1955293952221817,0.22293941074687226,0.1816774617553955,0.18390248557349087
75%,299.25,,,,,0.7162502220926428,0.2173966198357149,0.22888294920809144,0.2458393307164921,0.24620475236991388,0.2609810798473659,0.2452663592982664,0.2480846710257985,0.2457783078079792,0.2490159769981766,0.31808794117933137,0.24247000550254347,0.23752801350984826
max,399.0,,,,,11.7616485923731,0.4173171522200357,0.6017014723435585,0.5999924646771604,0.6310793891896842,0.8031822672295884,0.524545368518978,0.5657854804478228,0.6673288378080401,0.5808728153359121,0.7448904091848487,0.610027353283953,0.57501765901041
