,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
t1,7.096128,3.936524,1.7733349,8.180213,3.5161202,4.7660265,3.1304917,5.7962575,5.505808,4.595219,3.029739,9.059969,4.213781,2.5819688,6.2912807,3.275749,5.9595146,7.3859468,3.9140236,5.360686,3.5928268,2.4696732,3.9300272,2.1187963
t203,12.793382,16.69125,6.0583096,5.868053,3.958909,6.586488,1.296832,5.9860444,7.0632234,6.202595,4.0364065,5.085693,5.656578,3.6573782,4.6777306,2.7950773,4.9044213,8.09852,2.7086272,5.0510306,5.8497195,3.1480632,3.5195086,1.9898131
t204,12.77551,16.698437,6.066063,5.9074326,3.8912027,6.5435734,1.2845815,5.9562955,7.0807433,6.1586876,4.0222507,5.1185794,5.676582,3.6456652,4.6597004,2.8343737,4.942445,8.054893,2.7030132,5.019157,5.9028177,3.1638465,3.5061276,2.0039482
t198,12.768677,16.656664,6.0261707,5.8724794,3.9301612,6.528824,1.2568438,5.9712663,7.0902567,6.174688,4.008519,5.111996,5.6927104,3.6293519,4.6507688,2.840706,4.9246507,8.071321,2.6505988,5.093651,5.895034,3.1757448,3.4912944,2.018984
t165,12.848897,16.585083,6.09505,5.8075585,4.012885,6.583462,1.3356748,6.0518923,7.172068,6.1197505,3.9261322,5.1825714,5.679969,3.5458899,4.569492,2.75801,4.9830375,8.017459,2.7297678,5.084445,5.8153677,3.2576885,3.4090412,2.100583
t206,12.830286,16.64521,6.0982857,5.848797,3.976096,6.592523,1.3327726,6.027924,7.123958,6.1448693,3.9766388,5.146667,5.6678095,3.5980136,4.6170015,2.7690501,4.9600215,8.041616,2.744812,5.034108,5.8270354,3.2082782,3.46013,2.0491447
t207,12.83651,16.647642,6.096567,5.831081,4.0144,6.615685,1.3361942,6.060032,7.115521,6.171514,3.9833548,5.128717,5.644465,3.6036057,4.6258993,2.7569294,4.937599,8.068627,2.7533908,5.0261035,5.797395,3.20072,3.4664063,2.0428042
t196,12.756819,16.627483,5.9796143,5.823324,3.9766352,6.533274,1.2230906,6.0314116,7.0897384,6.2386475,4.003453,5.078695,5.637651,3.620562,4.653011,2.85349,4.8659816,8.137809,2.6136441,5.1109266,5.8797116,3.178132,3.484845,2.0252187
t197,12.745052,16.584764,5.9653997,5.807512,3.9643242,6.501953,1.2036849,6.0924854,7.12765,6.234407,3.963685,5.10069,5.6120844,3.579423,4.616431,2.8876066,4.8685627,8.1363535,2.6042848,5.0891485,5.8979597,3.2169456,3.4444637,2.0664394
t176,12.756951,16.59419,5.968213,5.801587,3.981529,6.514008,1.2104964,6.057836,7.1268964,6.2260485,3.9649322,5.104401,5.633254,3.5814517,4.616565,2.8674164,4.876379,8.127086,2.5949864,5.1166573,5.88546,3.215998,3.4459682,2.0643084
t91,12.113361,15.931858,5.24891,5.791899,4.5505342,6.05628,2.0804513,5.3204403,8.354184,4.6489544,3.068665,7.0021763,6.126462,2.7746296,3.3247864,3.3100216,6.234397,6.5891466,2.5467873,5.8171124,6.2132006,4.296592,2.694424,2.968827
t21,12.04554,15.934923,5.206486,5.803987,4.589688,6.0623693,2.1192527,5.352833,8.311648,4.7135224,3.1255224,7.0168204,5.970655,2.8113837,3.4510086,3.324549,6.203076,6.701843,2.6854131,5.8167205,6.1577783,4.2551374,2.7574828,3.1563182
t34,12.012342,15.928446,5.179363,5.7969704,4.6145115,6.055777,2.1460023,5.358665,8.287102,4.747009,3.1426868,7.002393,5.936233,2.8354962,3.4928288,3.3181455,6.175295,6.745057,2.7280953,5.806043,6.126689,4.232355,2.7911153,3.1900609
t35,12.005383,15.876374,5.1638265,5.7754455,4.6365666,6.00628,2.1610243,5.30889,8.256116,4.7573013,3.0952964,6.965825,5.9881554,2.8629482,3.46469,3.2693825,6.175054,6.730516,2.7011735,5.7604313,6.1116967,4.199023,2.7780116,3.1326447
t18,12.026032,15.930147,5.188417,5.7955394,4.6059923,6.0563207,2.1379514,5.3538756,8.302588,4.7287183,3.130811,7.0057673,5.9599833,2.8238285,3.4689057,3.3190362,6.188808,6.723774,2.7045066,5.8100376,6.142296,4.2468257,2.774846,3.1669085
t50,12.041379,15.91026,5.1948376,5.789556,4.603483,6.035147,2.1321156,5.3311357,8.302119,4.7153106,3.1033957,6.9965644,6.0103836,2.8235307,3.4263763,3.2982745,6.202978,6.686024,2.6614144,5.7935824,6.151521,4.244181,2.7497094,3.1111598
t69,12.145776,15.907593,5.276048,5.800974,4.519179,6.0408387,2.0527105,5.287564,8.372801,4.6148696,3.033765,7.019309,6.183943,2.7491133,3.2741404,3.2987378,6.266931,6.542663,2.4941843,5.821383,6.2345734,4.3134265,2.660548,2.8996112
t73,12.168671,15.946732,5.2747717,5.7833767,4.491528,6.0703,2.0555432,5.3091903,8.436307,4.542652,3.0231855,7.0282116,6.2583303,2.6947987,3.197398,3.3334346,6.292229,6.46597,2.4263756,5.8663783,6.2874236,4.367701,2.6265426,2.831584
t141,12.283092,15.850352,5.397921,5.854897,4.3653765,6.036949,1.9288218,5.2087703,8.426998,4.5296984,2.9458437,7.0661902,6.3674097,2.6503513,3.1360178,3.2844403,6.351962,6.4211903,2.3183455,5.852068,6.307297,4.375562,2.5711672,2.6324186
t142,12.263983,15.85103,5.384729,5.8592005,4.371646,6.0351443,1.9397329,5.221685,8.403313,4.556694,2.9661028,7.0522738,6.334204,2.6630495,3.1724918,3.2780337,6.3287845,6.457136,2.348376,5.853174,6.2910914,4.3575344,2.5927768,2.66056
t77,12.204047,15.890891,5.323921,5.8189235,4.454912,6.0502954,2.0049684,5.2603645,8.4083605,4.5662966,2.9972188,7.0397067,6.2738175,2.7028675,3.2008889,3.3040383,6.306553,6.4766884,2.4057157,5.845069,6.2700567,4.355387,2.6188402,2.7836418
t122,12.315623,15.764776,5.443614,5.9065065,4.2950554,5.9740477,1.874404,5.1459017,8.383388,4.5465403,2.93416,7.0690646,6.3708754,2.6382,3.1558604,3.2154431,6.387216,6.4476986,2.3050282,5.842854,6.2927723,4.3219075,2.5569582,2.58088
t219,12.332331,15.872299,5.4456444,5.854043,4.315748,6.0622587,1.8798139,5.2097178,8.445176,4.452901,2.8881204,7.0514565,6.4006653,2.595162,3.079943,3.3202415,6.3628464,6.3659487,2.2455404,5.8807077,6.330696,4.4266124,2.5254133,2.5858684
t220,12.316854,15.861957,5.432678,5.853214,4.3480415,6.022591,1.8916327,5.1732388,8.457191,4.4711,2.9073634,7.0967393,6.4190297,2.6147716,3.0801482,3.2784188,6.3955727,6.3586497,2.2776225,5.8618326,6.344772,4.387795,2.5287566,2.591662
t193,12.325369,15.830514,5.4344378,5.8380346,4.36752,5.978675,1.8947883,5.1492167,8.469526,4.461764,2.8982093,7.0993133,6.43103,2.6356702,3.0609393,3.2431262,6.4143043,6.338404,2.2729478,5.831293,6.358118,4.3775473,2.5039272,2.597889
t194,12.326897,15.771768,5.4386177,5.8557124,4.2933774,5.9871764,1.8852615,5.138585,8.442348,4.4505897,2.899994,7.065648,6.414447,2.636615,3.06125,3.246357,6.441893,6.345445,2.2318168,5.85044,6.306941,4.3812513,2.5049517,2.5751925
t182,12.288931,15.777967,5.4060483,5.9337997,4.2422986,6.021525,1.9128563,5.1774273,8.398507,4.543683,2.9635131,7.0770445,6.388167,2.6030421,3.1554735,3.251991,6.376104,6.4488983,2.2700195,5.887187,6.254631,4.364654,2.5901902,2.551688
t183,12.340368,15.787328,5.4577713,5.811315,4.384213,5.948076,1.8689276,5.1319222,8.425644,4.4678507,2.8837423,7.056568,6.382553,2.6875799,3.0742526,3.2199805,6.4267254,6.3553925,2.2915616,5.8000526,6.3543215,4.337843,2.484574,2.6275673
t180,12.339707,15.793815,5.4662495,5.921661,4.328773,5.939828,1.8522508,5.1070094,8.417241,4.5260997,2.9088762,7.110254,6.4203653,2.6014247,3.1287181,3.1860254,6.414828,6.4218326,2.2971337,5.831997,6.3312483,4.313703,2.5243745,2.5552044
t181,12.226089,15.918085,5.340156,5.8105836,4.422342,6.049521,1.986122,5.250592,8.467487,4.501271,2.9639413,7.056334,6.321969,2.6518745,3.1417642,3.310558,6.332329,6.4138126,2.3632755,5.872796,6.3131824,4.3964515,2.5786393,2.7074282
t2,7.0512357,3.9734342,1.7183379,8.147877,3.4793303,4.7819724,3.088465,5.81243,5.455954,4.6069884,3.034767,8.998973,4.202721,2.6349785,6.3526177,3.2976022,5.9450355,7.3609686,3.9415903,5.4194374,3.5627584,2.5105,3.872511,2.1125517
t3,7.624183,3.663934,1.9819429,8.31538,3.9925432,4.9102,3.3220482,5.4156456,6.0438313,4.270964,2.7141476,9.378516,4.2321024,2.2846863,5.947041,3.0583375,5.9024887,7.7367516,3.812527,5.158499,3.9285471,2.1703186,4.104009,2.3913004
t13,7.036679,3.9837925,1.6555274,8.088392,3.5050397,4.814566,3.0506976,5.780862,5.4498563,4.5621843,2.9779522,8.951237,4.1879783,2.6945205,6.403102,3.2936115,5.9259415,7.37995,3.9755032,5.463731,3.5794797,2.5280092,3.8096476,2.1529653
t44,6.548363,4.2893124,0.8861525,7.10343,3.3383632,5.21592,2.667347,5.6393447,5.2945466,4.561477,2.3431776,8.39836,3.7635033,4.3682284,7.5977125,3.5617359,5.8964186,7.3744526,4.2389784,6.0646977,3.5259433,2.8096664,2.9248059,2.4741232
t115,6.438156,4.3604493,0.62769806,6.8779807,3.1302037,5.3468485,2.5425029,5.6595445,5.2215962,4.614014,2.1496937,8.192366,3.6077042,4.7088466,7.933931,3.6714196,5.9309597,7.250879,4.406246,6.2906485,3.3603818,2.8937902,2.7325935,2.4319997
