,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
t1,-0.072197564,-0.2819938,1.2656987,1.733141,-0.22995108,2.0964696,3.4790933,5.9570765,0.15986885,14.728616,-0.8203449,0.27277863,2.098181,3.027778,10.02268,2.6977246,-0.018457538,0.8022921,-0.42286628,-0.8448567,4.438057,-0.002499281,5.8522296,-0.18583791
t203,19.486162,17.909811,-0.6149564,-0.13741443,10.930793,-1.0096515,-0.025009256,-0.48610267,0.70821106,-2.6979148,7.768343,0.20861636,5.8560615,-0.32171687,-0.0028658204,18.505579,6.5251513,0.16666433,20.196726,-0.14612934,6.7372136,13.180343,14.369181,-0.17122884
t204,19.453415,17.89716,-0.6160327,-0.13713816,10.93111,-1.0015467,-0.026361205,-0.48724723,0.70714766,-2.7007453,7.7550044,0.20621817,5.8246098,-0.32216126,-0.0027647999,18.509996,6.505383,0.16665794,20.224735,-0.14970016,6.766316,13.158842,14.362218,-0.1722081
t198,19.469645,17.887499,-0.61547756,-0.13719289,10.9271345,-1.0105149,-0.025937745,-0.48650873,0.70693696,-2.6950834,7.760998,0.20479134,5.840945,-0.32266378,-0.0035364756,18.534918,6.5452976,0.16692753,20.213564,-0.147222,6.759518,13.18197,14.365624,-0.17137016
t165,18.495663,16.677727,-0.5606318,-0.13411143,10.087136,-1.0785958,-0.042551685,-0.49295044,0.6660098,-2.4011936,7.2330546,0.23549615,6.0841126,-0.295109,0.5882331,17.87601,6.6002083,0.18561906,19.450558,-0.16947521,6.525163,12.56858,13.947528,-0.2173481
t206,19.397068,17.86469,-0.57040316,-0.14129288,11.105323,-1.0506042,-0.031130433,-0.50496453,0.70045954,-2.6658013,7.8281693,0.21866304,5.834217,-0.32342863,-0.0049969438,18.384644,6.4261036,0.15224639,20.330317,-0.118980035,6.7409973,13.510449,14.255102,-0.1740491
t207,19.38139,17.83073,-0.57043594,-0.14098749,11.076136,-1.046625,-0.029334828,-0.50838214,0.7020467,-2.6614292,7.8393908,0.21960323,5.819445,-0.32579374,-0.0054368414,18.39832,6.433232,0.15091795,20.339651,-0.11804504,6.7333455,13.512789,14.233322,-0.17022462
t196,19.270615,17.676533,-0.5654458,-0.13391098,11.10966,-1.0551944,-0.0421728,-0.48081604,0.6835406,-2.7504854,7.6949472,0.18272395,5.5256095,-0.32645315,-0.014216342,18.284298,6.234935,0.16442446,20.331667,-0.13043435,6.9275827,13.532347,14.232461,-0.30215448
t197,19.299393,17.70626,-0.5613027,-0.13419762,11.112611,-1.0566225,-0.04320508,-0.4848788,0.6848857,-2.7419705,7.732092,0.18255234,5.512491,-0.33120602,-0.015664272,18.289062,6.2297506,0.16093588,20.370243,-0.12987097,6.935767,13.526027,14.217285,-0.3036968
t176,18.753428,16.965027,-0.55027384,-0.13045484,10.568184,-1.0693581,-0.04701631,-0.474372,0.6627188,-2.6059988,7.3579764,0.19813335,5.6703506,-0.30840993,0.030448087,17.911816,6.2576785,0.17926738,19.762491,-0.1488111,6.7624764,13.046538,14.006075,-0.3102021
t91,12.384661,8.767432,-0.48353177,-0.08081257,4.2625136,-1.0448976,-0.08392892,-0.32896832,0.42787844,-0.876445,4.325769,0.26039287,6.8623695,-0.24592496,4.6199393,16.11135,6.8461833,0.3537738,13.960575,-0.4025684,5.926076,6.5545955,12.134907,-0.5764257
