,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
t2,4.7118535,3.6890051,2.8470871,5.0009756,5.2948,3.5731776,5.712841,7.728702,4.7388105,5.2796164,5.907435,5.2009773,5.699718,3.3440225,2.5914962,4.748477,5.1274595,5.585609,4.6966524,6.1185007,4.922406
t3,4.69584,3.7656906,2.9556723,5.04712,5.269656,3.552134,5.701016,7.7013693,4.7809834,5.3110647,5.9427586,5.287499,5.7170277,3.3983402,2.5520494,4.701309,5.1314917,5.5825706,4.7389326,6.20016,4.8895597
t6,4.6877522,3.714554,2.9229467,5.0509567,5.273914,3.594577,5.725331,7.688497,4.7338977,5.2637343,5.952732,5.2455897,5.695133,3.4056504,2.5768857,4.697019,5.083657,5.6196356,4.753875,6.170491,4.905463
t15,4.672909,3.8211384,3.086147,5.110358,5.2617307,3.599619,5.7464437,7.648754,4.7439685,5.284627,6.0193157,5.3120914,5.707006,3.4889479,2.5284233,4.607721,5.0562406,5.6302266,4.8221445,6.254007,4.8813415
t16,4.6961446,3.7288327,2.9689624,5.058512,5.2822504,3.6364026,5.7623067,7.6850767,4.697655,5.2539463,5.9860067,5.234331,5.6852427,3.437452,2.5694509,4.6496496,5.042544,5.6264057,4.785729,6.176853,4.9260936
t7,4.725628,3.5936375,2.757706,4.9706407,5.3049636,3.5872965,5.708878,7.7480536,4.717848,5.257766,5.867384,5.144262,5.6872516,3.325892,2.6176207,4.792541,5.118318,5.58614,4.6684227,6.0600033,4.9389915
t23,4.7025275,3.9206922,3.287508,5.1780515,5.2020173,3.535631,5.7152324,7.615951,4.8278265,5.352765,6.068478,5.430386,5.7351856,3.637565,2.4275405,4.511274,5.0344534,5.6021004,4.893745,6.3822,4.8203125
t24,4.6621823,3.8777325,3.197849,5.140622,5.245593,3.5911655,5.742474,7.6203403,4.7672677,5.3009553,6.0533996,5.3640523,5.714866,3.56394,2.4904487,4.5594816,5.0406156,5.639958,4.85489,6.3135214,4.862814
t146,3.9727416,5.8150096,7.5418463,5.7841535,6.2990637,3.6777873,6.2095585,5.5866547,4.8799324,4.304774,8.183763,5.3331623,6.29815,7.019142,1.7795124,2.0805776,3.9435976,6.158091,5.630279,7.6396823,3.9391317
t147,3.9293375,5.7944117,7.5155296,5.767244,6.3142347,3.7416615,6.2300825,5.603391,4.8545346,4.328968,8.153571,5.360965,6.275126,6.9954906,1.7975081,2.0967112,3.9879036,6.1132402,5.6075315,7.601841,3.8961139
t215,4.018399,5.8595095,7.576016,5.7281475,6.2947726,3.6573417,6.2027817,5.540001,4.9066777,4.240271,8.243954,5.2875824,6.343461,7.061282,1.749188,2.0626938,4.049801,6.051156,5.685042,7.6875134,3.8366623
