"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114","t115","t116","t117","t118","t119","t120","t121","t122","t123","t124","t125","t126","t127","t128","t129","t130","t131","t132","t133","t134","t135","t136","t137","t138","t139","t140","t141","t142","t143","t144","t145","t146","t147","t148","t149","t150","t151","t152","t153","t154","t155","t156","t157","t158","t159"
"t1",0,0.979071229675604,2.38592407050221,2.32960138668215,4.47511692959287,4.22850805954646,4.64333468965471,4.64767016413471,5.9119411256928,5.78163532666652,6.33320600559707,5.95915184272329,8.63077978385429,8.46052820276368,8.97051946426847,8.34430030095996,6.50137992969241,7.17650297749083,6.95515337630364,7.58415159785757,7.27829199159777,7.35576304701466,8.32012814571233,8.14143303656373,7.94837502203598,7.51630555319242,8.07574161264687,8.96764006548776,8.68043545088378,9.67021526065188,9.67021526065188,8.60734966186215,8.44679508593509,7.92276447998097,9.67021526065188,8.69897317210604,8.61677742000479,9.67021526065188,8.55692216341797,8.20415206331752,9.57584929816411,9.31952844413918,8.65707831149905,8.62586226747698,9.67021526065188,9.67021526065188,9.67021526065188,8.32985647987308,9.11804864053932,8.51965068135289,9.67021526065188,9.67021526065188,9.60468279560465,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.31480418163321,8.66349205106176,9.67021526065188,8.73637114326093,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,8.80840163132306,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,8.87204207786194,9.67021526065188,9.22197365719194,9.04757727236023,9.44285392715627,9.67021526065188,9.06545440591849,9.67021526065188,9.67021526065188,9.67021526065188,8.98373768765196,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.20038362866091,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.3192018519038,9.67021526065188,9.43178825443855,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.44229688654246,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.59945179772455,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188,9.67021526065188
"t2",0.979071229675604,0,1.524985784966,1.46866310114593,3.61417864405665,3.36756977401024,3.78239640411849,3.78673187859849,5.05100284015658,4.9206970411303,5.47226772006085,5.09821355718707,7.76984149831807,7.59958991722746,8.10958117873225,7.48336201542374,5.6404416441562,6.31556469195461,6.09421509076742,6.72321331232135,6.41735370606155,6.49482476147844,7.45918986017611,7.28049475102751,7.08743673649976,6.6553672676562,7.21480332711065,8.10670177995154,7.81949716534757,8.80927697511566,8.80927697511566,7.74641137632593,7.58585680039887,7.06182619444475,8.80927697511566,7.83803488656982,7.75583913446857,8.80927697511566,7.69598387788175,7.34321377778129,8.71491101262789,8.45859015860296,7.79614002596283,7.76492398194076,8.80927697511566,8.80927697511566,8.80927697511566,7.46891819433687,8.2571103550031,7.65871239581667,8.80927697511566,8.80927697511566,8.74374451006843,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.45386589609699,7.80255376552554,8.80927697511566,7.87543285772471,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,7.94746334578684,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.01110379232572,8.80927697511566,8.36103537165572,8.18663898682401,8.58191564162005,8.80927697511566,8.20451612038227,8.80927697511566,8.80927697511566,8.80927697511566,8.12279940211574,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.33944534312469,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.45826356636758,8.80927697511566,8.57084996890233,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.58135860100624,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.73851351218833,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566,8.80927697511566
"t3",2.38592407050221,1.524985784966,0,1.45802862635748,3.60354416926819,3.35693529922178,3.77176192933003,3.77609740381004,5.04036836536813,4.91006256634184,5.4616332452724,5.08757908239862,7.75920702352961,7.588955442439,8.0989467039438,7.47272754063528,5.62980716936774,6.30493021716615,6.08358061597897,6.71257883753289,6.40671923127309,6.48419028668998,7.44855538538766,7.26986027623905,7.0768022617113,6.64473279286774,7.20416885232219,8.09606730516309,7.80886269055911,8.79864250032721,8.79864250032721,7.73577690153748,7.57522232561042,7.05119171965629,8.79864250032721,7.82740041178137,7.74520465968012,8.79864250032721,7.6853494030933,7.33257930299284,8.70427653783944,8.44795568381451,7.78550555117438,7.7542895071523,8.79864250032721,8.79864250032721,8.79864250032721,7.45828371954841,8.24647588021464,7.64807792102821,8.79864250032721,8.79864250032721,8.73311003527997,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.44323142130853,7.79191929073709,8.79864250032721,7.86479838293626,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,7.93682887099839,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.00046931753726,8.79864250032721,8.35040089686727,8.17600451203556,8.5712811668316,8.79864250032721,8.19388164559381,8.79864250032721,8.79864250032721,8.79864250032721,8.11216492732729,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.32881086833624,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.44762909157913,8.79864250032721,8.56021549411388,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.57072412621779,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.72787903739988,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.79864250032721,8.7986425003272,8.7986425003272,8.79864250032721,8.79864250032721
"t4",2.32960138668215,1.46866310114593,1.45802862635748,0,2.28097745039524,2.03436858034883,2.44919521045708,2.45353068493708,3.71780164649518,3.58749584746889,4.13906652639945,3.76501236352567,6.43664030465666,6.26638872356605,6.77637998507084,6.15016082176233,4.30724045049479,4.9823634982932,4.76101389710602,5.39001211865994,5.37413258829715,5.16162356781703,6.12598866651471,6.23727363326311,6.04421561873536,5.32216607399479,5.88160213344924,6.77350058629014,6.77627604758317,7.47607578145426,7.47607578145426,6.41321018266453,6.25265560673746,5.72862500078334,7.47607578145426,6.50483369290841,6.42263794080716,7.47607578145426,6.36278268422035,6.01001258411989,7.38170981896648,7.12538896494156,6.46293883230143,6.43172278827935,7.47607578145426,7.47607578145426,7.47607578145426,6.13571700067546,6.92390916134169,6.32551120215526,7.76605585735126,7.47607578145426,7.41054331640702,7.47607578145425,7.47607578145426,7.47607578145425,7.47607578145425,7.12066470243558,6.46935257186413,7.47607578145425,6.54223166406331,7.47607578145426,7.47607578145426,7.76605585735126,7.76605585735126,7.47607578145426,7.47607578145426,7.47607578145426,7.47607578145425,6.61426215212544,7.47607578145426,7.47607578145426,7.47607578145426,7.47607578145425,6.67790259866431,7.47607578145426,7.02783417799432,6.85343779316261,7.24871444795865,7.47607578145426,6.87131492672086,7.47607578145425,7.47607578145425,7.47607578145426,6.78959820845433,7.47607578145425,7.47607578145426,7.47607578145426,7.47607578145426,7.47607578145426,7.47607578145426,7.47607578145426,7.47607578145425,7.00624414946329,7.47607578145426,7.47607578145425,7.47607578145426,7.47607578145426,7.47607578145426,7.47607578145426,7.47607578145426,7.47607578145426,7.47607578145425,7.47607578145425,7.47607578145426,7.47607578145426,7.47607578145426,7.47607578145426,7.47607578145426,7.12506237270617,7.47607578145426,7.23764877524092,7.47607578145426,7.47607578145426,7.47607578145425,7.47607578145426,7.24815740734483,7.47607578145425,7.47607578145425,7.76605585735126,7.76605585735126,7.40531231852693,7.47607578145426,7.47607578145426,7.76605585735126,7.47607578145426,7.47607578145425,7.47607578145425,7.47607578145425,7.47607578145425,7.47607578145425,7.47607578145425,7.47607578145426,7.47607578145426,7.47607578145426,7.47607578145426,7.47607578145425,7.47607578145426,7.47607578145426,7.47607578145425,7.47607578145425,7.47607578145425,7.47607578145425,7.47607578145425,7.76605585735126,7.47607578145426,7.47607578145426,7.47607578145426,7.47607578145426,7.47607578145426,7.47607578145426,7.76605585735126,7.76605585735126,7.47607578145426,7.47607578145426,7.76605585735126,7.76605585735126,7.47607578145425,7.47607578145425
"t5",4.47511692959287,3.61417864405665,3.60354416926819,2.28097745039524,0,2.68715941496641,3.10198604507465,3.10632151955466,4.37059248111275,2.74896976823129,3.30054044716185,2.92648628428806,7.08943113927424,6.91917955818363,5.93785390583324,5.31163474252473,4.96003128511236,5.63515433291078,5.41380473172359,4.55148603942234,7.51964813120787,5.81441440243461,6.77877950113228,8.38278917617382,8.18973116164607,5.97495690861236,5.04307605421164,7.42629142090771,8.92179159049388,6.63754970221665,8.12886661607183,5.57468410342692,6.90544644135504,4.89009892154574,8.12886661607183,7.15762452752599,7.07542877542474,6.63754970221665,5.52425660498275,6.66280341873746,8.03450065358406,7.77817979955913,7.115729666919,7.08451362289693,6.63754970221665,8.12886661607183,6.63754970221665,5.29719092143786,6.08538308210409,6.97830203677284,9.91157140026198,6.63754970221665,6.57201723716942,6.63754970221665,6.63754970221665,6.63754970221665,6.63754970221665,6.28213862319798,7.12214340648171,8.12886661607183,5.7037055848257,6.63754970221665,6.63754970221665,9.91157140026198,9.91157140026198,8.12886661607183,8.12886661607183,8.12886661607183,6.63754970221665,5.77573607288784,6.63754970221665,6.63754970221665,6.63754970221665,8.12886661607183,7.33069343328188,6.63754970221665,6.18930809875672,7.50622862778018,7.90150528257622,8.12886661607183,6.03278884748326,8.12886661607183,8.12886661607183,8.12886661607183,7.44238904307191,6.63754970221665,8.12886661607183,8.12886661607183,8.12886661607183,8.12886661607183,8.12886661607183,6.63754970221665,6.63754970221665,7.65903498408086,6.63754970221665,8.12886661607183,6.63754970221665,6.63754970221665,8.12886661607183,6.63754970221665,6.63754970221665,8.12886661607183,6.63754970221665,6.63754970221665,8.12886661607183,8.12886661607183,8.12886661607183,8.12886661607183,6.63754970221665,6.28653629346857,8.12886661607183,7.8904396098585,8.12886661607183,8.12886661607183,8.12886661607183,8.12886661607183,6.40963132810723,6.63754970221665,6.63754970221665,9.91157140026198,9.91157140026198,6.56678623928932,6.63754970221665,6.63754970221665,9.91157140026198,6.63754970221665,6.63754970221665,6.63754970221665,8.12886661607183,8.12886661607183,8.12886661607183,8.12886661607183,6.63754970221665,6.63754970221665,6.63754970221665,6.63754970221665,6.63754970221665,8.12886661607183,8.12886661607183,6.63754970221665,6.63754970221665,6.63754970221665,8.12886661607183,8.12886661607183,9.91157140026198,6.63754970221665,6.63754970221665,8.12886661607183,8.12886661607183,8.12886661607183,8.12886661607183,9.91157140026198,9.91157140026198,8.12886661607183,8.12886661607183,9.91157140026198,9.91157140026198,8.12886661607183,8.12886661607183
"t6",4.22850805954646,3.36756977401024,3.35693529922178,2.03436858034883,2.68715941496641,0,1.22192839418458,1.22626386866458,2.49053483022268,3.99367781204005,4.54524849097061,4.17119432809683,5.20937348838416,5.03912190729355,7.18256194964201,6.55634278633349,3.07997363422229,3.7550966820207,3.53374708083352,5.7961940832311,7.27303926116145,3.93435675154453,4.8987218502422,8.13618030612741,7.94312229159966,4.09489925772229,6.28778409802041,5.54623377001764,8.67518272044747,7.88225774602542,6.24880896518176,6.81939214723569,5.02538879046496,6.1348069653545,6.24880896518176,5.27756687663591,5.19537112453466,7.88225774602542,6.76896464879151,4.78274576784739,6.15444300269398,5.89812214866906,5.23567201602893,5.20445597200685,7.88225774602542,6.24880896518176,7.88225774602542,6.54189896524662,7.33009112591286,5.09824438588276,9.66496253021556,7.88225774602542,7.81672528097818,7.88225774602542,7.88225774602542,7.88225774602542,7.88225774602542,7.52684666700674,5.24208575559163,6.24880896518175,6.94841362863447,7.88225774602542,7.88225774602542,9.66496253021556,9.66496253021556,6.24880896518176,6.24880896518176,6.24880896518176,7.88225774602542,7.0204441166966,7.88225774602542,7.88225774602542,7.88225774602542,6.24880896518175,5.45063578239181,7.88225774602542,7.43401614256548,5.62617097689011,6.02144763168615,6.24880896518176,7.27749689129202,6.24880896518175,6.24880896518175,6.24880896518176,5.56233139218183,7.88225774602542,6.24880896518176,6.24880896518176,6.24880896518176,6.24880896518176,6.24880896518176,7.88225774602542,7.88225774602542,5.77897733319079,7.88225774602542,6.24880896518175,7.88225774602542,7.88225774602542,6.24880896518176,7.88225774602542,7.88225774602542,6.24880896518176,7.88225774602542,7.88225774602542,6.24880896518176,6.24880896518176,6.24880896518176,6.24880896518176,7.88225774602542,7.53124433727734,6.24880896518176,6.01038195896842,6.24880896518176,6.24880896518176,6.24880896518175,6.24880896518176,7.654339371916,7.88225774602542,7.88225774602542,9.66496253021556,9.66496253021556,7.81149428309809,7.88225774602542,7.88225774602542,9.66496253021557,7.88225774602542,7.88225774602542,7.88225774602542,6.24880896518175,6.24880896518175,6.24880896518175,6.24880896518175,7.88225774602542,7.88225774602542,7.88225774602542,7.88225774602542,7.88225774602542,6.24880896518176,6.24880896518176,7.88225774602542,7.88225774602542,7.88225774602542,6.24880896518175,6.24880896518175,9.66496253021556,7.88225774602542,7.88225774602542,6.24880896518176,6.24880896518176,6.24880896518176,6.24880896518176,9.66496253021556,9.66496253021556,6.24880896518176,6.24880896518176,9.66496253021556,9.66496253021556,6.24880896518175,6.24880896518175
"t7",4.64333468965471,3.78239640411849,3.77176192933003,2.44919521045708,3.10198604507465,1.22192839418458,0,0.139073538596868,2.24945720038373,4.4085044421483,4.96007512107886,4.58602095820508,4.96829585854521,4.79804427745461,7.59738857975025,6.97116941644174,2.83889600438334,3.51401905218176,3.29266945099457,6.21102071333935,7.6878658912697,3.69327912170558,4.65764422040326,8.55100693623566,8.35794892170791,3.85382162788334,6.70261072812865,5.30515614017869,9.09000935055572,8.29708437613367,6.00773133534281,7.23421877734394,4.78431116062602,6.54963359546275,6.00773133534281,5.03648924679697,4.95429349469572,8.29708437613367,7.18379127889976,4.54166813800844,5.91336537285504,5.65704451883011,4.99459438618998,4.96337834216791,8.29708437613367,6.00773133534281,8.29708437613367,6.95672559535487,7.7449177560211,4.85716675604381,10.0797891603238,8.29708437613367,8.23155191108643,8.29708437613367,8.29708437613367,8.29708437613367,8.29708437613367,7.94167329711499,5.00100812575269,6.00773133534281,7.36324025874272,8.29708437613367,8.29708437613367,10.0797891603238,10.0797891603238,6.00773133534281,6.00773133534281,6.00773133534281,8.29708437613367,7.43527074680485,8.29708437613367,8.29708437613367,8.29708437613367,6.00773133534281,5.20955815255286,8.29708437613367,7.84884277267373,5.38509334705116,5.7803700018472,6.00773133534281,7.69232352140027,6.00773133534281,6.00773133534281,6.00773133534281,5.32125376234289,8.29708437613367,6.00773133534281,6.00773133534281,6.00773133534281,6.00773133534281,6.00773133534281,8.29708437613367,8.29708437613367,5.53789970335184,8.29708437613367,6.00773133534281,8.29708437613367,8.29708437613367,6.00773133534281,8.29708437613367,8.29708437613367,6.00773133534281,8.29708437613367,8.29708437613367,6.00773133534281,6.00773133534281,6.00773133534281,6.00773133534281,8.29708437613367,7.94607096738559,6.00773133534281,5.76930432912948,6.00773133534281,6.00773133534281,6.00773133534281,6.00773133534281,8.06916600202425,8.29708437613367,8.29708437613367,10.0797891603238,10.0797891603238,8.22632091320634,8.29708437613367,8.29708437613367,10.0797891603238,8.29708437613367,8.29708437613367,8.29708437613367,6.00773133534281,6.00773133534281,6.00773133534281,6.00773133534281,8.29708437613367,8.29708437613367,8.29708437613367,8.29708437613367,8.29708437613367,6.00773133534281,6.00773133534281,8.29708437613367,8.29708437613367,8.29708437613367,6.00773133534281,6.00773133534281,10.0797891603238,8.29708437613367,8.29708437613367,6.00773133534281,6.00773133534281,6.00773133534281,6.00773133534281,10.0797891603238,10.0797891603238,6.00773133534281,6.00773133534281,10.0797891603238,10.0797891603238,6.00773133534281,6.00773133534281
"t8",4.64767016413471,3.78673187859849,3.77609740381004,2.45353068493708,3.10632151955466,1.22626386866458,0.139073538596868,0,2.25379267486374,4.41283991662831,4.96441059555886,4.59035643268508,4.97263133302522,4.80237975193461,7.60172405423026,6.97550489092174,2.84323147886335,3.51835452666176,3.29700492547458,6.21535618781935,7.69220136574971,3.69761459618559,4.66197969488326,8.55534241071567,8.36228439618792,3.85815710236335,6.70694620260866,5.3094916146587,9.09434482503572,8.30141985061367,6.01206680982281,7.23855425182394,4.78864663510602,6.55396906994275,6.01206680982281,5.04082472127697,4.95862896917572,8.30141985061367,7.18812675337976,4.54600361248845,5.91770084733504,5.66137999331012,4.99892986066999,4.96771381664791,8.30141985061367,6.01206680982281,8.30141985061367,6.96106106983487,7.74925323050111,4.86150223052382,10.0841246348038,8.30141985061367,8.23588738556644,8.30141985061367,8.30141985061367,8.30141985061367,8.30141985061367,7.946008771595,5.00534360023269,6.01206680982281,7.36757573322272,8.30141985061367,8.30141985061367,10.0841246348038,10.0841246348038,6.01206680982281,6.01206680982281,6.01206680982281,8.30141985061367,7.43960622128485,8.30141985061367,8.30141985061367,8.30141985061367,6.01206680982281,5.21389362703287,8.30141985061367,7.85317824715373,5.38942882153117,5.78470547632721,6.01206680982281,7.69665899588028,6.01206680982281,6.01206680982281,6.01206680982281,5.32558923682289,8.30141985061367,6.01206680982281,6.01206680982281,6.01206680982281,6.01206680982281,6.01206680982281,8.30141985061367,8.30141985061367,5.54223517783185,8.30141985061367,6.01206680982281,8.30141985061367,8.30141985061367,6.01206680982281,8.30141985061367,8.30141985061367,6.01206680982281,8.30141985061367,8.30141985061367,6.01206680982281,6.01206680982281,6.01206680982281,6.01206680982281,8.30141985061367,7.95040644186559,6.01206680982281,5.77363980360948,6.01206680982281,6.01206680982281,6.01206680982281,6.01206680982282,8.07350147650425,8.30141985061367,8.30141985061367,10.0841246348038,10.0841246348038,8.23065638768634,8.30141985061367,8.30141985061367,10.0841246348038,8.30141985061367,8.30141985061367,8.30141985061367,6.01206680982281,6.01206680982281,6.01206680982281,6.01206680982281,8.30141985061367,8.30141985061367,8.30141985061367,8.30141985061367,8.30141985061367,6.01206680982282,6.01206680982282,8.30141985061367,8.30141985061367,8.30141985061367,6.01206680982281,6.01206680982281,10.0841246348038,8.30141985061367,8.30141985061367,6.01206680982281,6.01206680982281,6.01206680982281,6.01206680982281,10.0841246348038,10.0841246348038,6.01206680982281,6.01206680982281,10.0841246348038,10.0841246348038,6.01206680982281,6.01206680982281
"t9",5.9119411256928,5.05100284015658,5.04036836536813,3.71780164649518,4.37059248111275,2.49053483022268,2.24945720038373,2.25379267486374,0,5.6771108781864,6.22868155711696,5.85462739424318,4.63951815831811,4.4692665772275,8.86599501578835,8.23977585247984,2.63521523783117,3.31033828562958,3.0889886844424,7.47962714937745,8.9564723273078,3.48959835515341,4.85811789727537,9.81961337227376,9.62655535774601,4.05429530475545,7.97121716416675,5.5056298170508,10.3586157865938,9.56569081217177,5.80405056879064,8.50282521338204,4.98478483749812,7.81824003150085,5.80405056879064,4.8328084802448,4.75061272814354,9.56569081217176,8.45239771493786,4.74214181488055,5.70968460630287,5.45336375227794,4.79091361963781,4.75969757561573,9.56569081217177,5.80405056879064,9.56569081217176,8.22533203139297,9.0135241920592,4.65348598949164,11.3483955963619,9.56569081217177,9.50015834712453,9.56569081217176,9.56569081217176,9.56569081217176,9.56569081217177,9.21027973315309,4.79732735920051,5.80405056879064,8.63184669478082,9.56569081217176,9.56569081217176,11.3483955963619,11.3483955963619,6.20820501221492,6.20820501221492,5.80405056879064,9.56569081217176,8.70387718284295,9.56569081217176,9.56569081217176,9.56569081217176,6.20820501221492,5.41003182942497,9.56569081217176,9.11744920871183,5.58556702392327,5.98084367871931,5.80405056879064,8.96092995743837,5.80405056879063,5.80405056879063,5.80405056879064,5.11757299579071,9.56569081217176,5.80405056879064,5.80405056879064,5.80405056879064,5.80405056879064,5.80405056879064,9.56569081217176,9.56569081217176,5.33421893679967,9.56569081217177,5.80405056879064,9.56569081217176,9.56569081217176,5.80405056879064,9.56569081217176,9.56569081217176,6.20820501221492,9.56569081217176,9.56569081217176,5.80405056879064,5.80405056879064,5.80405056879064,5.80405056879064,9.56569081217177,9.21467740342368,6.20820501221491,5.96977800600158,5.80405056879064,5.80405056879064,5.80405056879064,5.80405056879064,9.33777243806234,9.56569081217176,9.56569081217176,11.3483955963619,11.3483955963619,9.49492734924444,9.56569081217177,9.56569081217177,11.3483955963619,9.56569081217176,9.56569081217176,9.56569081217176,5.80405056879064,5.80405056879064,5.80405056879064,5.80405056879064,9.56569081217177,9.56569081217177,9.56569081217176,9.56569081217176,9.56569081217176,5.80405056879064,5.80405056879064,9.56569081217176,9.56569081217177,9.56569081217177,5.80405056879064,5.80405056879064,11.3483955963619,9.56569081217177,9.56569081217177,5.80405056879064,5.80405056879064,5.80405056879064,5.80405056879064,11.3483955963619,11.3483955963619,5.80405056879064,5.80405056879064,11.3483955963619,11.3483955963619,5.80405056879064,5.80405056879064
"t10",5.78163532666652,4.9206970411303,4.91006256634184,3.58749584746889,2.74896976823129,3.99367781204005,4.4085044421483,4.41283991662831,5.6771108781864,0,0.774222943801096,1.74071364062962,8.39594953634788,8.22569795525728,4.75208126217479,4.12586209886628,6.26654968218601,6.94167272998443,6.72032312879724,3.36571339576389,8.82616652828152,7.12093279950825,8.08529789820593,9.68930757324747,9.49624955871972,7.28147530568601,3.85730341055319,8.73280981798136,10.2283099875675,5.45177705855821,9.43538501314548,4.38891145976848,8.21196483842869,3.70432627788729,9.43538501314548,8.46414292459964,8.38194717249839,5.45177705855821,4.3384839613243,7.96932181581111,9.34101905065771,9.08469819663278,8.42224806399265,8.39103201997057,5.45177705855821,9.43538501314548,5.45177705855821,4.11141827777941,4.89961043844564,8.28482043384648,11.2180897973356,5.45177705855821,5.38624459351097,5.45177705855821,5.45177705855821,5.45177705855821,5.45177705855821,5.09636597953953,8.42866180355536,9.43538501314548,4.51793294116726,5.45177705855821,5.4517770585582,11.2180897973356,11.2180897973356,9.43538501314548,9.43538501314548,9.43538501314548,5.4517770585582,4.58996342922939,5.4517770585582,5.4517770585582,5.4517770585582,9.43538501314548,8.63721183035553,5.45177705855821,5.00353545509827,8.81274702485383,9.20802367964987,9.43538501314548,4.84701620382481,9.43538501314548,9.43538501314548,9.43538501314548,8.74890744014556,5.45177705855821,9.43538501314548,9.43538501314548,9.43538501314548,9.43538501314548,9.43538501314548,5.45177705855821,5.45177705855821,8.96555338115451,5.45177705855821,9.43538501314548,5.45177705855821,5.45177705855821,9.43538501314548,5.45177705855821,5.45177705855821,9.43538501314548,5.45177705855821,5.45177705855821,9.43538501314548,9.43538501314548,9.43538501314548,9.43538501314548,5.45177705855821,5.10076364981012,9.43538501314548,9.19695800693215,9.43538501314548,9.43538501314548,9.43538501314548,9.43538501314548,5.22385868444878,5.45177705855821,5.45177705855821,11.2180897973356,11.2180897973356,5.38101359563088,5.45177705855821,5.45177705855821,11.2180897973356,5.45177705855821,5.45177705855821,5.45177705855821,9.43538501314548,9.43538501314548,9.43538501314548,9.43538501314548,5.45177705855821,5.45177705855821,5.45177705855821,5.45177705855821,5.45177705855821,9.43538501314548,9.43538501314548,5.4517770585582,5.4517770585582,5.4517770585582,9.43538501314548,9.43538501314548,11.2180897973356,5.45177705855821,5.45177705855821,9.43538501314548,9.43538501314548,9.43538501314548,9.43538501314548,11.2180897973356,11.2180897973356,9.43538501314548,9.43538501314548,11.2180897973356,11.2180897973356,9.43538501314548,9.43538501314548
