accepted_species,estimate
t33,0.41787696
t30,0.4131896
t55,0.52982676
t35,0.26699668
t77,-0.21309339
t45,-0.16507779
t119,-1.5151956
t120,-1.2319429
t145,-1.0660765
t126,-0.92335624
t93,-0.9311056
t127,-0.9238521
t147,-0.50973797
t148,-0.7756589
t455,-0.24404009
t332,-0.21495833
t204,-0.69137794
t172,-0.76050836
t426,0.20182115
t238,-0.0775088
t412,-0.27452695
t336,-0.592283
t367,-0.43473524
t304,-0.25990304
t388,-0.25533998
t263,-1.162602
t413,1.0833613
t419,1.0237066
t420,1.0022211
t441,-0.7498321
t214,0.036453865
t192,-0.07860593
t181,-0.41152015
t152,0.16091079
t265,0.18268271
t408,0.18168965
t260,0.19748332
t236,0.21083625
t428,-0.41548592
t452,0.1719768
t338,0.72031873
t362,1.0221534
t177,1.1454439
t89,-0.9311056
t92,-0.7903093
t103,-0.97544444
