accepted_species,estimate
t1,2.9591572
t14,2.558269
t20,2.455289
t27,1.6411525
t36,1.9181614
t249,-0.59780985
t212,0.19693822
t395,-0.7137351
t288,-0.71186614
t164,-0.4353243
t345,-1.4583398
t281,0.34874406
t225,0.0040627546
t119,0.15475938
t25,0.9565406
t46,1.1324493
t343,-1.5664296
t332,-1.3230934
t141,0.1787684
t388,-0.6360858
t334,-0.68543226
t81,0.9648218
t61,0.19119468
t85,0.5808104
t297,-0.2631496
t226,-0.09013308
t194,0.29934487
t170,0.12147315
t246,-0.12290107
t205,-0.063281894
t118,0.042163894
t296,-1.3530197
t378,-0.9824324
t299,-0.99752676
t87,0.27394953
t147,-0.2083503
t349,-1.1126754
t348,-0.99939734
t32,0.907285
t4,3.3083594
