,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
t1,0.093428336,6.0105257,-0.045498233,4.3132024,8.415677,0.33932683,2.300628,-0.54151404,3.577744,0.15213668,3.6000142,5.3640556,4.7811556,0.026567793,-0.38828647,-0.013291833,0.51317793,2.3317692,-0.07881301,6.1313405,0.010510103,2.0756805,-0.2232846,-0.018269015,-0.5656614,9.4272375,-0.07191745,-0.0134801455,2.2670045,-0.03976692,-0.02018446,-0.19399767,-0.0366214
t2,0.10092216,6.361374,-0.044842876,4.674028,9.07072,0.36291575,2.279083,-0.5780044,3.6909518,0.16189396,3.7671955,5.6119246,5.1859517,0.028934665,-0.42570055,-0.013256625,0.5458282,2.518189,-0.07784153,6.5312033,0.011196072,2.1872487,-0.23643595,-0.019871723,-0.603746,10.067423,-0.07711057,-0.015975643,2.5895588,-0.047891736,-0.0205204,-0.2043773,-0.035955105
t3,0.09762855,6.0869913,-0.04462966,4.6732383,8.755264,0.35288283,2.274855,-0.5557146,3.5563595,0.1538565,3.7238798,5.492426,5.028199,0.027898924,-0.40955377,-0.01774928,0.529268,2.4227762,-0.07691228,6.3915095,0.010704821,2.2514532,-0.23002744,-0.019054284,-0.59458345,9.840263,-0.07753955,-0.01470405,2.4207165,-0.0464168,-0.01963922,-0.20006824,-0.04079019
t10,0.1068388,5.803244,-0.04641616,4.495382,8.085849,0.33829224,2.1705024,-0.55788857,3.538945,0.1491991,3.5630517,5.2258234,4.7807508,0.026648195,-0.39950737,-0.008164173,0.47949985,2.206278,-0.07433737,6.048069,0.009983934,2.1911159,-0.21813488,-0.015684873,-0.575757,9.32492,-0.08563227,-0.013294121,2.3029327,-0.013792278,-0.018866464,-0.18701816,-0.0318106
t11,0.041577764,2.8939333,-0.04905711,2.627268,4.1824923,0.21018687,2.4422367,-0.34260488,2.4282882,0.086262025,2.822576,4.212412,3.1099327,0.013920458,-0.19208388,0.003924605,0.2814266,0.9024529,-0.080676556,3.9386148,0.0051452783,1.9043868,-0.14791143,-0.009164453,-0.35766196,5.5968013,-0.07935273,-0.00493347,0.72938406,0.53591585,-0.015525963,-0.136221,-0.03176991
t7,0.11361943,6.560529,-0.044694208,4.7233286,9.161155,0.36910048,2.2738953,-0.60741353,3.954621,0.17430325,3.7006292,5.5530586,5.093994,0.029519014,-0.43655863,-0.013840333,0.53603125,2.4706194,-0.07935857,6.5821443,0.011047699,2.3592942,-0.239833,-0.016684275,-0.6251184,10.2523,-0.09116103,-0.017382529,2.7138665,-0.024767721,-0.019750059,-0.20709807,-0.02706704
t8,0.11957783,6.6291723,-0.044399533,4.7812376,9.227924,0.37368038,2.2247338,-0.60898393,3.988873,0.17519052,3.7063267,5.607711,5.1066294,0.02949257,-0.44098765,-0.015440518,0.53978336,2.5104244,-0.07750808,6.672436,0.011177804,2.3784642,-0.24000761,-0.016420914,-0.63408077,10.335256,-0.09085656,-0.017875612,2.76323,-0.030488955,-0.019592311,-0.20643423,-0.027804557
t21,0.18363622,9.783167,0.41124132,4.212526,9.113676,0.45796123,2.3637695,-0.6387926,4.6543555,0.22878225,5.49869,7.3101044,0.9743472,0.014230816,-0.8036084,-0.18858144,0.5269727,6.6730413,5.3136277,5.1212387,0.0162319,1.1867625,-0.27848375,-0.05325245,-0.76216894,16.250664,3.2009,-0.11811535,8.707761,-0.26472166,-0.031228479,-0.34499988,-0.23154354
t36,0.17858472,7.2647405,0.59679353,2.695235,5.8897467,0.34821412,2.5117648,-0.4265496,3.4353998,0.18400647,4.640683,7.051295,-0.079334974,0.006715648,-0.59598863,-0.19467741,0.3774661,4.9199224,5.395812,3.9109313,0.01210828,0.48283905,-0.2245856,-0.051707212,-0.51525897,12.8748255,3.1584313,-0.11020373,7.104443,-0.22301373,-0.023565428,-0.30404127,-0.22493048
t41,0.17945032,7.161204,0.60359263,2.6348403,5.7714357,0.34400806,2.530495,-0.41897476,3.3835433,0.1828251,4.624408,7.048687,-0.08596602,0.0064728465,-0.58783376,-0.19436188,0.37150908,4.8615646,5.412597,3.8615065,0.011885892,0.46982184,-0.2226848,-0.051727425,-0.5061773,12.748836,3.1470425,-0.11002691,7.0499306,-0.22208978,-0.023480335,-0.30195254,-0.22478399
t42,0.1782659,6.786359,0.62676066,2.404174,5.298332,0.3268542,2.5381312,-0.38633144,3.2092261,0.17527306,4.4629903,6.9415092,-0.11137579,0.005443338,-0.55750287,-0.19272777,0.34731922,4.574801,5.396436,3.6556194,0.011251365,0.38130397,-0.21240336,-0.05127398,-0.472057,12.201412,3.1545875,-0.10861688,6.783588,-0.21844037,-0.022584792,-0.29133046,-0.22149657
t35,0.1772939,7.265393,0.58987546,2.716648,5.9127913,0.3483746,2.5134468,-0.42938045,3.4528463,0.18371572,4.6279683,7.0231123,-0.080820024,0.006876322,-0.5970814,-0.19437572,0.37783328,4.9120398,5.3711963,3.896837,0.012150087,0.4832055,-0.22495563,-0.051482644,-0.5196777,12.899493,3.1584778,-0.110284954,7.103743,-0.22280774,-0.023479877,-0.30298936,-0.2240907
