"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122","c123","c124","c125"
"t27",-0.113601636515096,-0.0719677916886464,0.00165416443406714,0.00429033053520468,0.00251531850981508,0.000881735420987933,0.0105588618139715,0.0298549266195133,-0.00755873688430702,-0.00382002627431821,0.0140434611005977,0.000102253368702639,0.157744532550004,-0.000179947930759974,0.000174832857223763,0.00220832617993275,0.0152529142130211,-0.00399491327963877,0.0484692769412243,0.564733986297828,0.0903297329598619,0.00485091492805847,-0.00682458242288881,-0.178358794393555,0.0516817521765216,-0.00507288373016179,-0.00507426617502003,-0.000496072915989223,0.00372122106298,-5.15520707166847e-05,0.00563222108718439,7.21716509053113e-05,0.00506098246880623,2.30192209077386e-05,4.37959934698167e-06,4.50337502185345e-05,0.00024041956371251,-2.19108305229108e-05,0.00130019162047233,0.000299570329782695,0.000124278138776683,0.000704854086311303,0.000810448020597328,-0.0080937706742983,7.54670063105551e-05,0.000115745138734345,-0.000164789890508906,-4.44247791868991e-05,0.000806727869264588,-1.18138426978742e-05,-9.58511260691895e-06,-1.33264900575473e-05,7.40848439491142e-05,-5.00682898721819e-08,-0.000222564096457548,4.98940342822975e-06,-0.00132383910950065,-0.000158248096861036,-4.73533420432811e-05,7.03253193852178e-05,5.03763879012433e-05,-1.35721209903191e-14,-0.0417384950087584,0.753273195094165,-2.1414927519443e-14,-0.0490037614106581,-0.0114861540717381,-0.107570930207152,-0.000124151626451604,-1.37203808258743e-15,0.000370736994743232,-5.62731674758356e-06,0.000887356464770634,1.07866042847413e-15,-0.00436591076345663,3.05732392913459e-16,-0.000747503700845103,6.48933421197624e-05,0.000154177809851387,-1.65195809984682e-15,-1.3173305717027e-05,7.81907835688282e-18,-0.000213483534010466,0.000163286279373939,-0.0012744111164273,-1.82847362184206e-15,2.54586093552807e-06,7.13439295039802e-06,-1.0799205082074e-17,-2.31084090182741e-16,1.90643653729672e-06,-0.000910619333064232,3.24069066474954e-06,0.000854848093194577,1.76292260789155e-16,-6.94494350438997e-08,-6.78221009257661e-17,4.65217763702732e-16,1.36162043991986e-05,3.59135085118913e-16,-4.49848872124079e-16,9.24041343586084e-06,2.11968598913319e-16,0.00263643503247384,-4.38720540109171e-07,-1.11847284186821e-16,0.000154894451908344,3.99036194669635e-16,-6.53267627438585e-05,-5.89519356484952e-15,-4.21322241648571e-07,1.98705305892787e-16,0.000113105648953909,1.96544357639821e-16,-2.12130644357187e-17,1.62121722105464e-15,6.38536032376299e-16,4.89380272609126e-07,-9.64493746589771e-16,-2.4693590654824e-15,-5.12863743204358e-16,-2.08754423171835e-15,4.65220717838572e-15,-1.09809483805567e-12,-0.089442719100001
"t28",-0.114722664843441,-0.0728300814619459,0.00167682241658748,0.00438817822974693,0.00258526416207207,0.000907390059273179,0.0109515666494705,0.0310630810735744,-0.00812818504903734,-0.00412946481923068,0.0152814172714474,0.00011204184321344,0.174848682709357,-0.000201096996044133,0.000195633001365678,0.0024891592204496,0.0173270309590369,-0.00454537192327578,0.0567389377980855,0.672306259379296,0.109940882687379,0.00596083492327732,-0.00859013444303537,-0.228208077505116,0.0680366517569101,-0.00679620303924085,-0.00692785608594051,-0.000684827795595658,0.00517283183846973,-7.27066580396465e-05,0.00801774554515297,0.000105379857102703,0.00751746739656045,3.44817091918996e-05,6.56493785877694e-06,6.80553091246982e-05,0.000364454452320517,-3.46660633827459e-05,0.00215485799235572,0.000512047794657176,0.00022612227675064,0.0013046604427688,0.00150792638506958,-0.0163274683340725,0.000184586874738829,0.000293958586125536,-0.000465124941314056,-0.000129058765942396,0.00254443747835295,-3.88646873185573e-05,-3.65386385676363e-05,-6.60855675925458e-05,0.00100262213704474,4.96246883336789e-06,0.0109364490834577,-8.89691552123325e-05,0.00792929098530324,0.000923543120410558,0.000122233613222565,-0.000133630689946372,-6.00120611674999e-05,1.09230356599014e-14,0.0365832472717491,-0.639604248325264,1.87472802485535e-14,0.0347249932223141,0.00796915782703051,0.0683598275580068,6.90320794472227e-05,1.19604708556995e-15,-0.000104856503974162,8.18550870680442e-07,-0.00012775382265031,-9.02661693887459e-16,0.000300313295434738,-1.8097529799214e-16,-3.76149428373663e-06,5.20320449271788e-07,6.05385990636683e-06,1.4779489377131e-15,-1.56708862080423e-06,-1.11347389874948e-16,-3.16869700518299e-05,2.69385406237934e-05,-0.000217305199954927,-4.30820459159147e-16,6.61273073155115e-07,2.01444384349107e-06,1.1049657313008e-17,5.24857711052899e-16,5.94176586888046e-07,-0.000287795646153384,1.06135116572455e-06,0.000291714503079084,-1.99981909029846e-15,-2.52921371772131e-08,-1.9054991030164e-16,-2.90059453715704e-16,5.17752146218021e-06,-3.77808478291111e-18,9.04041068381088e-17,3.70997832634636e-06,7.55894803521733e-16,0.00107981360572675,-1.83178164119447e-07,-8.10464942219918e-17,6.74319166037307e-05,2.10606896457909e-16,-2.88474145070643e-05,9.54415771124841e-15,-1.92634065755836e-07,1.73296599599191e-15,5.32350040558018e-05,1.72892572757856e-16,-1.00094338336054e-15,1.37761340342238e-15,4.94051582470352e-16,2.40193146324561e-07,-1.02457269594007e-15,-2.27378093268941e-15,-3.101607484201e-16,-2.10505913961157e-15,4.49111010716133e-15,-1.09490295622655e-12,-0.0894427190999794
"t101",-0.155480856255422,-0.107606320026321,0.00267911935574278,0.0131764674497578,0.0167400300652068,0.0085444976311894,-0.0496954215674195,-0.0851252010064279,0.00324259548114665,0.00138428834423194,-0.00420969452172088,-2.58910535538365e-05,-0.0355154927930669,8.40547588720978e-05,-0.000165330440913095,9.37740570441238e-05,-4.937933708879e-05,1.87479701131432e-05,0.000887299915771491,0.018699359635077,0.00395214556489657,0.000214583777068482,-0.000176252433951202,0.00473180760489592,-0.632757307769998,-0.00251737004766346,-0.00177075584002778,-0.000160450775600585,0.0011722524281811,-1.59021652486107e-05,0.00174889637788788,2.59572168223406e-05,0.178115725872286,2.11855728093565e-06,4.63866376096174e-07,8.42241829255384e-06,4.84071039184961e-05,-5.8370407571326e-06,0.000389165703423946,9.66807865378326e-05,4.90120159728692e-05,0.00151704100249034,0.000354540416896343,-0.107902711183807,1.89987555499105e-05,3.19650834443321e-05,-5.4557334762157e-05,-1.53047991133368e-05,0.000307932401038825,-4.73316422969606e-06,-4.49604915708417e-06,-8.12334343048801e-06,0.00011971523919661,5.80880107112326e-07,0.00127869361973564,-1.0421693893896e-05,0.0209510506427523,-0.000189460642228,9.22542489763552e-06,-8.78704660617797e-06,-2.36880322996654e-06,3.1524172491275e-16,0.00338372241635842,-0.00541032501737694,4.72680792876145e-16,-0.000450239955904208,-0.00012582781750408,-0.00193081085884705,-0.000111061687472457,2.51164574111087e-15,2.28621132292879e-05,-1.04643386236284e-05,7.07764190345341e-05,-8.77733030091408e-16,-0.000392293757877553,5.57135780825031e-17,-7.47632379997417e-05,6.51752438391413e-06,1.61627143376642e-05,-1.23273121367562e-15,-1.53261529070866e-06,-2.426620989296e-17,-2.57732162400461e-05,2.01210001090533e-05,-0.000158112960950357,-9.44931713840917e-16,3.51840208947949e-07,1.01329052234027e-06,1.27852553218303e-15,1.07268508239343e-14,2.80885750500796e-07,-0.000134952890304941,4.88519865403525e-07,0.00240837160000947,-2.74026824860077e-14,-1.08792381540915e-08,9.93170092132069e-17,2.08595550810916e-14,2.19518871961132e-06,4.70551379890711e-16,2.08318571013975e-15,1.62958604174781e-06,-4.70454217817398e-15,0.00765246434716346,-6.48707120867194e-08,-2.91272067375756e-15,2.51310970032929e-05,5.97941720677821e-15,-1.07391712084625e-05,0.707106781186546,-7.10754947615976e-08,3.1065731167106e-14,1.94452272361492e-05,-1.77754992456703e-14,-5.83537582265831e-15,3.36065342703656e-16,1.62250051291256e-14,8.63669581427566e-08,2.13668838068488e-16,-4.89824955356081e-15,-8.76088175124914e-16,-2.71580880942497e-15,1.35004072857606e-14,-1.08423494074423e-12,-0.0894427190999836
"t102",-0.155480856255422,-0.10760632002632,0.0026791193557428,0.0131764674497577,0.0167400300652068,0.00854449763118955,-0.0496954215674194,-0.0851252010064283,0.00324259548114606,0.00138428834423191,-0.00420969452172144,-2.58910535540333e-05,-0.0355154927930652,8.40547588713818e-05,-0.000165330440913616,9.37740570439072e-05,-4.93793370882323e-05,1.8747970112623e-05,0.000887299915771861,0.0186993596350804,0.00395214556489558,0.000214583777068157,-0.000176252433951241,0.00473180760489494,-0.632757307769994,-0.002517370047663,-0.00177075584002643,-0.000160450775600251,0.00117225242818002,-1.59021652492588e-05,0.00174889637788597,2.59572168215815e-05,0.178115725872284,2.11855727996152e-06,4.6386637625409e-07,8.42241829310921e-06,4.84071039184244e-05,-5.83704075828013e-06,0.000389165703426092,9.66807865328154e-05,4.90120159727036e-05,0.00151704100249036,0.000354540416898257,-0.107902711183807,1.89987555536412e-05,3.19650834441004e-05,-5.45573347622966e-05,-1.53047991147839e-05,0.000307932401036239,-4.73316423264479e-06,-4.49604915555227e-06,-8.12334342937078e-06,0.000119715239195866,5.80880106977759e-07,0.00127869361973792,-1.04216938955246e-05,0.0209510506427577,-0.000189460642228448,9.2254248994461e-06,-8.78704660512394e-06,-2.36880323291485e-06,-8.60403070119105e-17,0.00338372241636069,-0.00541032501739173,-3.71215723933174e-17,-0.000450239955901404,-0.000125827817501102,-0.0019308108588414,-0.000111061687477397,-2.76761838194632e-15,2.28621132296545e-05,-1.04643386292382e-05,7.0776419039022e-05,4.6520892675427e-16,-0.000392293757878376,-2.82857051937479e-16,-7.47632380030404e-05,6.5175243923171e-06,1.61627143426523e-05,-8.30734702055554e-16,-1.53261528668544e-06,-2.01407559299013e-16,-2.57732162329414e-05,2.01210001179107e-05,-0.00015811296095175,7.10560465103499e-16,3.51840192669061e-07,1.01329051886298e-06,-1.32911577676809e-15,-1.01674020889214e-14,2.80885749435743e-07,-0.000134952890327325,4.88519864087282e-07,0.00240837160002266,2.64498206486398e-14,-1.08792397617449e-08,-8.12065371466626e-16,-2.24518357440351e-14,2.19518872054342e-06,-4.17120464630868e-16,-2.65306531133259e-15,1.62958610082503e-06,8.15324591637112e-15,0.00765246434711194,-6.48707000717404e-08,2.72442982124701e-15,2.5131096972655e-05,-5.81201740679959e-15,-1.07391712133866e-05,-0.70710678118655,-7.10758015904783e-08,-2.98493119174112e-14,1.94452272478489e-05,1.77348249707571e-14,5.16017484830564e-15,2.6485694188432e-15,-1.53088145436558e-14,8.63669300339485e-08,-2.5021953726925e-15,-1.78272903139383e-16,-2.4814178721786e-16,-1.1538594700484e-15,-5.2635634965713e-15,-1.11120063520361e-12,-0.0894427190999942
"t33",-0.161102141990163,-0.112422176834769,0.0028183916383042,0.0144218245327819,0.018770214367557,0.00964347010233163,-0.058621176496405,-0.102400010731742,0.005264245093744,0.00241726193039916,-0.00818901880503414,-5.7969155838562e-05,-0.111080996664849,0.000388018311836482,-0.000829807969565385,0.000991868193651455,0.00163328478874543,-0.000325711887776464,-0.00130010228936033,-0.0152931477917843,-0.0017504816519399,-7.45121605081526e-05,3.34655098837282e-05,-0.000581549842388441,0.031244392439832,5.5562846846023e-05,6.93391309009126e-06,-2.73416725877631e-07,3.81720744294805e-06,-1.18855604363083e-08,-1.11223793241102e-05,-2.1108849653688e-06,-0.100785239693519,2.91921305058092e-06,5.21158897075599e-07,3.33172517675457e-06,1.59448885120445e-05,-8.0833643362449e-07,3.54225215244174e-05,6.14068679986786e-06,-3.33751247362687e-07,-5.05095594519299e-05,-1.50037969845148e-05,0.0383595392725831,3.21896049508058e-06,3.50047596769031e-06,5.14439600232113e-07,5.60854263554509e-07,-3.36983005489887e-05,6.87232965426124e-07,1.20146098611789e-06,3.92583814929849e-06,-0.000150890547133406,-1.3983029520099e-06,-0.00336346905102352,3.8531564332813e-05,-0.950166787847894,0.013257363270877,3.61410798250796e-05,-2.45574587982026e-05,-4.8476178293045e-06,2.44481148169841e-15,0.0919926088570552,-0.00410149773608515,4.82154484995556e-16,-0.000638044457224012,-0.000178393157299907,-0.00271640146212649,-0.00228416245517684,-7.12362611563664e-16,2.80800686451716e-05,-0.000129530270945516,8.15978461680566e-05,-4.14763362022991e-16,-0.000436905581112597,-2.77166877234602e-16,-8.05022674629435e-05,7.0083324709251e-06,1.71367686316444e-05,4.75539022018604e-15,-1.56931244820876e-06,-8.49229120118807e-16,-2.60692994353419e-05,2.02176596705233e-05,-0.000158528144037881,4.92093711967487e-16,3.42754553925336e-07,9.83913384934838e-07,-7.9158613620627e-17,2.63806091385426e-15,2.74014736345709e-07,-0.000132033733464175,4.86273803314036e-07,0.0150065809681408,-1.0351486131567e-14,-1.04388165771332e-08,-6.03653712208801e-16,3.11136700415558e-15,2.2093762755273e-06,-9.87175184906831e-17,-1.36272381893213e-15,2.13139709089968e-06,1.0731078762709e-14,0.0425839674015336,-2.13730657080436e-08,-1.9194601383298e-16,1.78441167582603e-05,1.13763687239996e-16,-7.93622194519098e-06,-3.8353688884502e-15,-5.50979246587639e-08,-7.98696960531655e-16,1.5346295647462e-05,-4.05778026307136e-16,-6.55499077217519e-16,1.669608233856e-15,-8.405443597675e-17,6.89833277597085e-08,-2.01326362303193e-15,-2.66106510586917e-15,-3.8138948385403e-16,-1.87807466257345e-15,4.57395712148211e-15,-1.0997824059512e-12,-0.0894427190999868
"t89",-0.165632342655199,-0.11628420098271,0.00292963266330637,0.0153954645544787,0.020338758743204,0.0104899549733078,-0.0653645385576146,-0.115348619011885,0.00665474483312799,0.00311759789739976,-0.0108379328427021,-7.89068487972041e-05,-0.158775972636004,0.000575223738414272,-0.00123744228861945,0.00153053412997702,0.00261792569145399,-0.000526248536478455,-0.00245572423569537,-0.0321507627427004,-0.00433042864163866,-0.00019972982465407,0.000113772959996741,-0.00242375527008333,0.21544785287152,0.00064323006881634,0.000302031534753168,1.92995271627586e-05,-0.000102206616861065,1.38718348049203e-07,9.53412551480406e-05,1.05415305502888e-05,0.394123699811938,-1.03307068060131e-05,-1.8302454693703e-06,-1.07383497154203e-05,-4.98390861199178e-05,1.81686772480377e-06,-6.47187337018831e-05,-1.08346686441691e-05,-1.47772488935522e-06,-1.36435140186525e-05,-8.51093168752426e-07,-0.0180664674119146,-1.21452186091179e-06,-1.249475151002e-06,-1.58671897677226e-07,-1.66680675711508e-07,9.06623351207438e-06,-1.76313090253311e-07,-2.65411482173435e-07,-6.99846921634489e-07,1.71323008062052e-05,1.16369173879576e-07,0.000269062334904704,-2.67582465694872e-06,0.0401980518501036,-0.000548545940649786,-1.92139496443982e-07,-2.64135053798128e-07,-1.72351402697938e-07,-5.24022800897501e-16,0.00534576969208047,-0.000168053396697329,5.18566844320133e-17,-3.70990695992357e-05,-1.05345824272316e-05,-0.000170009021912849,-0.000175889358983029,7.34239508811909e-16,2.3423703619636e-06,-1.27606197074035e-05,7.25572305155761e-06,-2.70904394186502e-15,-3.89822463727215e-05,1.18124778505463e-15,-6.87309044696745e-06,5.96311979059535e-07,1.39036601926236e-06,-4.34496638530504e-15,-9.28992854111317e-08,5.70705690244334e-16,-1.12891177584939e-06,6.29544980695742e-07,-4.1826662477719e-06,-4.57113171625071e-16,-5.62156566814895e-08,-3.09581114858167e-07,-2.39340369826146e-15,-3.26715532085455e-14,-2.36135381998428e-07,0.000138891898142394,-1.02356399596576e-06,-0.837355423987258,4.56358917886904e-13,-1.90180591473753e-08,5.96397573901529e-16,-7.07539676527251e-14,2.6298521572527e-06,7.65232737364759e-17,-2.33997072082163e-15,1.90793931968537e-06,9.16192193445572e-15,0.0367767567029801,-1.39249708461325e-08,-4.97972901066697e-15,1.18884584533742e-05,1.67198784554825e-15,-5.15391532719696e-06,-8.40244616916961e-15,-3.38351154335399e-08,-8.23029699560277e-16,9.07128466843851e-06,-2.63691399140134e-15,8.05469598849457e-17,2.68000175014523e-15,-4.96144395354533e-16,3.90727417843403e-08,1.51102223668099e-17,-2.7443135309229e-15,-1.47109441443726e-15,-2.29303642380438e-15,6.04252919063732e-15,-1.09767877632901e-12,-0.0894427191000196
"t124",-0.166283050828143,-0.116837449186669,0.00294553382474682,0.0155330653119601,0.0205590740375387,0.0106086637250983,-0.0663009742828648,-0.117139718899087,0.00683949597369563,0.0032100660093679,-0.0111849510437293,-8.16274122622175e-05,-0.164890427445608,0.000598997741512617,-0.00128913279744427,0.00159827243630569,0.00274065784392358,-0.000551199953913745,-0.0025950478287749,-0.0341465652306941,-0.00462883754488841,-0.000214070735126378,0.000122749898507271,-0.00262639964231282,0.235171117384295,0.000705158348437085,0.000332616435128939,2.13091171783033e-05,-0.000113029735380695,1.53913300770464e-07,0.000106004819635546,1.17853539728841e-05,0.442219425265284,-1.16115652724886e-05,-2.05745882431818e-06,-1.20914245978499e-05,-5.61542226710411e-05,2.06423643386149e-06,-7.41568552955465e-05,-1.24810873856298e-05,-1.71956903686653e-06,-1.59181074856478e-05,-9.93761249674485e-07,-0.0213385099311286,-1.46763378358865e-06,-1.51567007592974e-06,-1.9437874606113e-07,-2.04694618111706e-07,1.12074201746709e-05,-2.18635817861431e-07,-3.32355982027818e-07,-8.88535673939231e-07,2.23552435112985e-05,1.54430268594947e-07,0.000357781981644244,-3.58274608475995e-06,0.0549377197063492,-0.00075027460458221,-2.72554909913335e-07,-3.8276169511984e-07,-2.60745455832323e-07,-1.46193770231501e-16,0.00838341061802114,-0.000264621553430794,5.14812415604902e-16,-5.98603218056925e-05,-1.70485855014398e-05,-0.000278642307576221,-0.000294133809520269,-2.64023532613768e-15,4.38295911669271e-06,-2.66927936441513e-05,1.5202058081768e-05,1.85616794598422e-15,-9.02409434995532e-05,-4.80634220029753e-17,-1.85570753206201e-05,1.62312313894352e-06,4.17453632211421e-06,1.31849903068486e-15,-4.42468133642233e-07,-4.10832817481207e-16,-7.83705281736488e-06,6.32476994378156e-06,-5.02965012311688e-05,-8.43082601447792e-16,1.52073007728371e-07,5.14835777849877e-07,1.28282680251156e-15,1.24101664398191e-14,2.15573862824347e-07,-0.000115572693511171,6.60853082928417e-07,0.385729465445476,-2.12779843991258e-13,4.16078666148147e-09,1.54334365802718e-15,3.50839662071651e-14,-2.23515969627494e-07,-1.23551093184532e-15,4.78240751618943e-15,1.14442222704109e-07,1.56885913229212e-15,0.00395612450545692,-2.10341819489159e-09,2.32779566165146e-15,2.82938834589666e-06,-2.69884323644705e-15,-1.36837997397207e-06,1.75468113051192e-14,-1.11179679323672e-08,-8.0025595149702e-16,3.42149398186138e-06,-2.46408579342659e-15,3.24913569409365e-16,-5.24945354353136e-15,-1.7415516060091e-14,1.72572640772379e-08,-1.05918578463477e-14,2.51683654224049e-14,4.88396737876344e-15,1.49367357337142e-14,4.61061279813957e-13,-0.707106781187645,-0.0894427190913042
"t125",-0.166283050828143,-0.116837449186669,0.00294553382474565,0.0155330653119598,0.0205590740375387,0.0106086637250983,-0.0663009742828647,-0.117139718899087,0.00683949597369554,0.0032100660093679,-0.0111849510437294,-8.16274122620433e-05,-0.164890427445608,0.000598997741512172,-0.00128913279744423,0.00159827243630512,0.00274065784392354,-0.000551199953913997,-0.00259504782877428,-0.0341465652306945,-0.00462883754488856,-0.000214070735126569,0.00012274989850701,-0.00262639964231125,0.235171117384293,0.000705158348437242,0.000332616435128062,2.13091171780805e-05,-0.000113029735380327,1.53913300896649e-07,0.000106004819635948,1.17853539736015e-05,0.442219425265288,-1.16115652724808e-05,-2.05745882437524e-06,-1.20914245976286e-05,-5.61542226709152e-05,2.06423643423289e-06,-7.41568552957795e-05,-1.24810873858904e-05,-1.71956903668739e-06,-1.59181074873254e-05,-9.93761251077713e-07,-0.0213385099311274,-1.46763378328389e-06,-1.51567007553437e-06,-1.94378746332045e-07,-2.04694619250762e-07,1.12074201754886e-05,-2.1863581768298e-07,-3.32355982314547e-07,-8.88535674082623e-07,2.23552435108094e-05,1.54430269209186e-07,0.000357781981643413,-3.58274608523348e-06,0.0549377197063445,-0.000750274604582452,-2.7255490909917e-07,-3.82761695401933e-07,-2.6074545581423e-07,-2.94454480165033e-16,0.00838341061802297,-0.000264621553427852,8.79248419003683e-17,-5.98603218067472e-05,-1.70485855014691e-05,-0.000278642307576318,-0.000294133809524517,8.64659135268562e-16,4.38295911613749e-06,-2.66927936442395e-05,1.52020580813187e-05,6.57015505756661e-16,-9.0240943500266e-05,-9.50742066656956e-16,-1.85570753218237e-05,1.62312313385536e-06,4.17453632146268e-06,1.03858548047677e-15,-4.42468134772541e-07,-3.62514353457894e-16,-7.83705281588518e-06,6.32476993827344e-06,-5.02965012292324e-05,7.3509494782804e-16,1.52073006107516e-07,5.14835782346055e-07,9.70030980442336e-16,1.78443813901617e-14,2.1557387522438e-07,-0.000115572693516938,6.6085308304436e-07,0.385729465445475,-2.11642603466443e-13,4.16078063646861e-09,-1.52769330895185e-15,2.88305782004813e-14,-2.23515966276013e-07,1.17991308257328e-15,-3.12441964774553e-15,1.14442220269033e-07,6.92421023460254e-16,0.00395612450544318,-2.10345473159642e-09,1.25058466962625e-15,2.82938834842609e-06,1.76828247272924e-15,-1.36837997674382e-06,-9.54263049573462e-15,-1.1117972093399e-08,4.29132058411352e-15,3.4214939853644e-06,5.36477853562984e-15,-1.0864471060559e-15,7.34706504343652e-15,2.01553165433251e-14,1.72572939191368e-08,8.10724659823812e-15,-2.85101033376819e-14,-4.99271483708951e-15,-1.91019201413504e-14,-4.52934668863775e-13,0.707106781185451,-0.0894427191086475
"t43",-0.163361555271997,-0.114341985235831,0.00287354035466699,0.0148975253097742,0.019530315852506,0.0100527942282651,-0.0618378230188467,-0.1085419590988,0.00588269817539103,0.00272524513111144,-0.00933696820228267,-6.68985404271183e-05,-0.130857906295772,0.00046401835484595,-0.000994727658699509,0.00120548446529254,0.00201510331541845,-0.000403108332249921,-0.00170601519966161,-0.020834638717136,-0.00251535039926148,-0.000109756387723251,5.27825114789516e-05,-0.000967745895762758,0.0586607263670013,0.000117914769775232,2.2972874968187e-05,1.35566603241076e-07,3.96138038025022e-06,-1.96599739043851e-08,-2.03814790486722e-05,-4.61330932378208e-06,-0.243143466415753,7.38949283705025e-06,1.32442803404596e-06,8.87461706322041e-06,4.32547538349365e-05,-2.9001963646098e-06,0.000192992802859579,5.11309242553737e-05,3.21437671638664e-05,0.00107943451117993,0.000259237529457652,-0.164103160411902,-4.74124101522147e-06,-4.54672036922042e-06,-4.98810947319748e-07,-5.07942493411127e-07,2.56311318678596e-05,-4.82559062564648e-07,-6.62861916007303e-07,-1.56114061153014e-06,3.10146954659586e-05,1.82607762648255e-07,0.000414351239594076,-3.84639081442276e-06,0.0442361711054194,-0.000595823731127551,-4.31470836445254e-08,1.62649803652244e-07,8.91457119944482e-07,-1.31599275902601e-14,-0.671919711891475,-0.0399119653175362,-1.39792225988594e-14,-0.000633470815078424,-0.000166008709436543,-0.00211628881405854,-0.601923209385564,4.53013177326314e-14,1.35224798179151e-05,-0.000752578223198897,3.91969859975008e-05,-3.23296739251055e-16,-0.000212936277084322,1.14478427061402e-15,-4.01568219313841e-05,3.4999144008421e-06,8.66787033177992e-06,-2.22067731139432e-15,-8.26707784333036e-07,-8.32489801403847e-16,-1.39891306651505e-05,1.09730211697646e-05,-8.63833151680596e-05,1.94486168816233e-16,2.02716358660043e-07,5.99368827068973e-07,-8.92386967173841e-17,-1.6815252102578e-15,1.75419297082924e-07,-8.53007057579861e-05,3.22899678469648e-07,0.0110533206820482,-3.31357468617459e-15,-7.89685965752013e-09,6.69443253855247e-16,3.67466302097535e-15,1.88922362359571e-06,-1.7067624212736e-16,-1.66522085871148e-15,2.82863661831943e-06,2.59628859565599e-14,0.106113783788912,6.71398099670883e-08,-1.37810806531832e-15,1.70031185639077e-06,-4.37953452391368e-17,-1.6847101814811e-06,-9.56466823227213e-16,-1.96922712515426e-08,-1.01536967646572e-15,6.45104464600877e-06,1.11151985284277e-16,4.30363014000286e-16,9.80363049629166e-16,3.24508280976101e-16,3.29092437632836e-08,7.42628380516357e-19,-2.60680459447636e-15,-7.36431441985906e-16,-2.2123610549417e-15,5.33838201087665e-15,-1.09580330243407e-12,-0.089442719099995
"t44",-0.163496420407519,-0.114456491369729,0.00287682762890084,0.0149257871936018,0.0195753926324423,0.010077057332402,-0.0620279356704173,-0.108904535547273,0.00591874857080586,0.00274316074223649,-0.0094035705966179,-6.74151670325373e-05,-0.131996749752873,0.000468379837143813,-0.00100418688791853,0.00121769857261057,0.00203686077374362,-0.000407515570284036,-0.00172882485321679,-0.021143354477786,-0.0025574216632435,-0.000111683002254222,5.3819135199398e-05,-0.000988132033770104,0.060042492879163,0.000120873504020956,2.35875640104168e-05,1.39326499435296e-07,4.07367230077077e-06,-2.02424618926448e-08,-2.10021823843236e-05,-4.7642169883433e-06,-0.251469116889656,7.64809367359961e-06,1.37085874100086e-06,9.19219201859044e-06,4.48146574929388e-05,-3.01594043424965e-06,0.00020150577969861,5.35297624685558e-05,3.38353471805488e-05,0.00113793868036024,0.000273411601587746,-0.174297644157014,-5.12029853821105e-06,-4.92603244541233e-06,-5.45269239109898e-07,-5.56590554253925e-07,2.82773033283697e-05,-5.34208449414532e-07,-7.42442623937463e-07,-1.78298952939772e-06,3.74030120586357e-05,2.31776240546873e-07,0.000529863351968816,-5.06196548554486e-06,0.0661967111943077,-0.000897779482038602,-2.01064594302807e-07,-1.29028511419484e-07,4.25754953379504e-07,-1.67160233947868e-14,-0.422149922413506,-0.0253992545359173,4.05784809795249e-15,-0.000415062393290877,-0.000108395747390225,-0.00130947325815839,0.789709919488006,-4.44926316536278e-14,1.1892804457133e-05,-0.000998586192495782,3.50247711475008e-05,4.5634265012175e-16,-0.000192417264935498,-3.04570682781813e-15,-3.67007888208459e-05,3.20018777418064e-06,7.96447276942989e-06,1.31755603017362e-15,-7.69420736535177e-07,3.21338780687593e-15,-1.30842207421975e-05,1.02925251832438e-05,-8.11048441647425e-05,4.32013577275922e-16,1.9370803865633e-07,5.75936392733193e-07,8.96502765629397e-17,-4.98286695492204e-16,1.7004178127192e-07,-8.28120158108699e-05,3.14856866482859e-07,0.0108454819219914,-3.36190289646673e-15,-7.86144788085781e-09,-5.49186568487463e-16,1.31489542710991e-15,1.91147116914201e-06,-1.22191418303295e-15,-1.74002563096313e-15,2.98916795238049e-06,2.92085752923164e-14,0.116199960696884,7.87883267390096e-08,-1.74921397391731e-15,-1.44447427364607e-08,1.21044764486981e-16,-1.05016216406773e-06,-5.98068594750936e-15,-1.63825107156818e-08,-1.3905977894618e-15,5.6596296928508e-06,5.59298848263723e-16,-9.74247913438098e-16,1.45773046599461e-15,1.02469821400518e-15,2.9867746096571e-08,-7.78810705901943e-16,-2.0917298778455e-15,-1.4217506296185e-16,-1.41982616057571e-15,4.57200365555587e-15,-1.09150443747815e-12,-0.0894427190999906
