"accepted_species","traits"
"t1",1
"t2",1
"t3",1
"t4",0
"t5",1
"t6",1
"t7",1
"t8",1
"t9",1
"t10",1
"t11",1
"t12",1
"t13",1
"t14",1
"t15",1
"t16",1
"t17",1
"t18",1
"t19",1
"t20",1
"t21",0
"t22",1
"t23",1
"t24",1
"t25",1
"t26",0
"t27",1
"t28",1
"t29",NA
"t30",1
"t31",1
"t32",NA
"t33",1
"t34",1
"t35",1
"t36",1
"t37",1
"t38",0
"t39",NA
"t40",1
"t41",0
"t42",0
"t43",0
"t44",0
"t45",1
"t46",NA
"t47",1
"t48",1
"t49",1
"t50",0
"t51",0
"t52",1
"t53",1
"t54",0
"t55",0
"t56",1
"t57",NA
"t58",1
"t59",1
"t60",1
"t61",1
"t62",1
"t63",0
"t64",0
"t65",1
"t66",NA
"t67",0
"t68",1
"t69",1
"t70",1
"t71",1
"t72",1
"t73",NA
"t74",1
"t75",NA
"t76",0
"t77",1
"t78",1
"t79",0
"t80",1
"t81",1
"t82",0
"t83",1
"t84",0
"t85",1
"t86",0
"t87",0
"t88",0
"t89",0
"t90",0
"t91",0
"t92",0
"t93",1
"t94",0
"t95",0
"t96",1
"t97",1
"t98",1
"t99",0
"t100",0
"t101",1
"t102",1
"t103",1
"t104",1
"t105",0
"t106",NA
"t107",NA
"t108",1
"t109",0
"t110",0
"t111",0
"t112",NA
"t113",0
"t114",0
"t115",0
"t116",NA
"t117",0
"t118",0
"t119",0
"t120",1
"t121",1
"t122",1
"t123",1
"t124",0
"t125",0
