"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114","t115","t116","t117","t118","t119","t120","t121","t122","t123","t124","t125","t126","t127","t128","t129","t130","t131","t132","t133","t134","t135","t136","t137","t138","t139","t140","t141","t142","t143","t144","t145","t146","t147","t148","t149","t150","t151","t152","t153","t154","t155","t156","t157","t158","t159","t160","t161","t162","t163","t164","t165"
"t1",0,2.80514286932057,3.37048955250126,4.46470485269785,5.74508653426728,3.71323797631948,3.86589298667682,3.77782350284463,6.35938930891347,5.15093418601617,4.49962003323617,4.85159493044935,4.87173323260708,5.04974415579794,5.16545185667883,5.40722801566011,8.243546993663,5.05203686305994,7.68242831934208,8.04702276379132,5.5845764681362,7.33470019664193,6.2801781948652,7.72300226767681,7.23184166865164,6.83081188755446,5.8938938627584,7.68749916607556,7.51864685643604,6.01431827903344,7.14208740997761,6.01005690166611,7.45158800854459,6.73410560176221,6.53948796993482,6.62413180429886,7.40334469208557,6.87488056353194,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,6.51540183916089,7.26079850055186,7.88601424612998,6.62454024451818,7.69492877639831,8.24354699366299,6.92039202652567,8.24354699366299,7.35995651931533,8.24354699366299,6.86848220926726,8.24354699366299,7.16613001451313,7.36041886715288,7.20585993299085,8.24354699366299,8.24354699366299,7.43440109366188,7.58916922795672,8.24354699366299,8.078655440755,7.22690507493345,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,7.59379780667431,7.66755337246524,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,7.84424982826125,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.05599844278109,8.24354699366299,7.9051983669644,8.24354699366299,7.53474003895633,8.24354699366299,8.16072907668752,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,7.8402335971493,8.24354699366299,8.24354699366299,8.16201162155053,8.24354699366299,8.243546993663,8.243546993663,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.243546993663,8.243546993663,8.24354699366299,8.24354699366299,8.24354699366299,7.87741445823044,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.00415841972481,8.243546993663,8.24354699366299,8.24354699366299,8.243546993663,8.243546993663,8.24354699366299,8.24354699366299,8.24354699366299,8.243546993663,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.09721839504886,8.243546993663,8.12614102408532,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.243546993663,8.243546993663,8.243546993663,8.243546993663,8.24354699366299,8.24354699366299,8.243546993663,8.243546993663,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299,8.24354699366299
"t2",2.80514286932057,0,2.94417767475697,4.03839297495357,5.05619829673545,3.28692609857519,3.43958110893253,3.0889352653128,5.67050107138164,4.72462230827189,4.07330815549188,4.16270669291751,4.18284499507525,4.36085591826611,4.73913997893454,4.71833977812828,7.81723511591871,4.62572498531566,6.99354008181025,7.35813452625949,4.89568823060437,6.6458119591101,5.59128995733337,7.29669038993253,6.80552979090736,6.40450000981018,5.20500562522657,6.99861092854373,6.82975861890421,5.32543004150161,6.71577553223333,5.58374502392182,6.76269977101276,6.30779372401793,5.85059973240299,5.93524356676702,6.71445645455373,6.18599232600011,7.55465875613116,7.55465875613116,7.55465875613116,7.81723511591871,7.81723511591871,7.55465875613116,6.0890899614166,6.83448662280758,7.4597023683857,5.93565200698635,7.26861689865403,7.55465875613116,6.23150378899383,7.55465875613116,6.67106828178349,7.55465875613116,6.17959397173543,7.55465875613116,6.4772417769813,6.67153062962104,6.51697169545902,7.55465875613116,7.55465875613116,6.74551285613005,6.90028099042489,7.55465875613116,7.38976720322316,6.53801683740162,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,6.90490956914248,6.97866513493341,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.15536159072941,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.36711020524925,7.55465875613116,7.21631012943257,7.55465875613116,6.84585180142449,7.55465875613116,7.47184083915569,7.55465875613116,7.55465875613116,7.81723511591871,7.55465875613116,7.55465875613116,7.55465875613116,7.15134535961747,7.55465875613116,7.55465875613116,7.4731233840187,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.18852622069861,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.31527018219298,7.55465875613116,7.55465875613116,7.81723511591871,7.55465875613117,7.55465875613117,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.40833015751702,7.55465875613116,7.43725278655349,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.55465875613116,7.81723511591871,7.81723511591871,7.55465875613116,7.55465875613116
"t3",3.37048955250126,2.94417767475697,0,4.10147041241086,5.88412133970368,3.35000353603249,3.50265854638983,3.91685830828103,6.49842411434987,4.78769974572919,4.13638559294918,4.99062973588575,5.01076803804348,5.18877896123434,4.80221741639184,5.54626282109651,7.88031255337601,4.68880242277296,7.82146312477848,8.18605756922772,5.7236112735726,7.47373500207833,6.4192130003016,7.35976782738983,6.86860722836465,6.46757744726748,6.0329286681948,7.82653397151196,7.65768166187244,6.15335308446984,6.77885296969063,5.64682246137912,7.59062281398099,6.37087116147522,6.67852277537122,6.76316660973526,7.54237949752197,7.01391536896834,8.38258179909939,8.38258179909939,8.38258179909939,7.88031255337601,7.88031255337601,8.38258179909939,6.1521673988739,6.89756406026488,7.522779805843,6.76357504995458,7.33169433611133,8.38258179909939,7.05942683196207,8.38258179909939,7.49899132475173,8.38258179909939,7.00751701470366,8.38258179909939,7.30516481994953,7.49945367258928,7.34489473842725,8.38258179909939,8.38258179909939,7.57343589909828,7.72820403339312,8.38258179909939,8.2176902461914,7.36593988036985,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,7.73283261211071,7.80658817790164,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,7.98328463369764,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.19503324821748,8.38258179909939,8.0442331724008,8.38258179909939,7.67377484439273,8.38258179909939,8.29976388212392,8.38258179909939,8.38258179909939,7.88031255337601,8.38258179909939,8.38258179909939,8.38258179909939,7.9792684025857,8.38258179909939,8.38258179909939,8.30104642698693,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.01644926366684,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.14319322516121,8.38258179909939,8.38258179909939,7.88031255337601,8.3825817990994,8.3825817990994,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.23625320048526,8.38258179909939,8.26517582952172,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,8.38258179909939,7.88031255337601,7.88031255337601,8.38258179909939,8.38258179909939
"t4",4.46470485269785,4.03839297495357,4.10147041241086,0,6.97833663990027,4.35026982205217,4.50292483240951,5.01107360847763,7.59263941454646,5.78796603174887,5.13665187896886,6.08484503608234,6.10498333824007,6.28299426143094,5.80248370241152,6.64047812129311,8.88057883939569,5.68906870879264,8.91567842497507,9.28027286942431,6.81782657376919,8.56795030227492,7.51342830049819,8.36003411340951,7.86887351438433,7.46784373328716,7.12714396839139,8.92074927170855,8.75189696206903,7.24756838466643,7.77911925571031,6.6470887473988,8.68483811417758,7.3711374474949,7.77273807556781,7.85738190993185,8.63659479771856,8.10813066916493,9.47679709929598,9.47679709929598,9.47679709929598,8.88057883939569,8.88057883939569,9.47679709929599,7.15243368489358,7.89783034628456,8.52304609186268,7.85779035015118,8.33196062213101,9.47679709929598,8.15364213215866,9.47679709929598,8.59320662494832,9.47679709929598,8.10173231490025,9.47679709929598,8.39938012014612,8.59366897278587,8.43911003862384,9.47679709929598,9.47679709929598,8.66765119929487,8.82241933358971,9.47679709929598,9.31190554638799,8.46015518056645,9.47679709929598,9.47679709929598,9.47679709929598,9.47679709929598,9.47679709929598,9.47679709929598,8.8270479123073,8.90080347809823,9.47679709929598,9.47679709929598,9.47679709929598,9.47679709929598,9.47679709929599,9.07749993389424,9.47679709929598,9.47679709929598,9.47679709929598,9.47679709929598,9.28924854841408,9.47679709929598,9.13844847259739,9.47679709929598,8.76799014458932,9.47679709929599,9.39397918232051,9.47679709929598,9.47679709929598,8.88057883939569,9.47679709929598,9.47679709929598,9.47679709929598,9.07348370278229,9.47679709929598,9.47679709929598,9.39526172718352,9.47679709929598,9.47679709929599,9.47679709929598,9.47679709929598,9.47679709929598,9.47679709929599,9.47679709929599,9.47679709929598,9.47679709929599,9.47679709929599,9.47679709929598,9.47679709929598,9.47679709929598,9.11066456386343,9.47679709929598,9.47679709929599,9.47679709929598,9.47679709929598,9.47679709929598,9.47679709929598,9.2374085253578,9.47679709929598,9.47679709929599,8.88057883939569,9.47679709929599,9.47679709929599,9.47679709929598,9.47679709929598,9.47679709929598,9.47679709929599,9.47679709929598,9.47679709929598,9.47679709929598,9.47679709929598,9.47679709929598,9.47679709929599,9.33046850068185,9.47679709929599,9.35939112971831,9.47679709929598,9.47679709929599,9.47679709929599,9.47679709929598,9.47679709929598,9.47679709929598,9.47679709929598,9.47679709929599,9.47679709929599,9.47679709929599,9.47679709929599,9.47679709929598,9.47679709929598,9.47679709929599,9.47679709929599,9.47679709929598,9.47679709929598,9.47679709929599,9.47679709929599,9.47679709929599,9.47679709929599,8.88057883939569,8.88057883939569,9.47679709929598,9.47679709929598
"t5",5.74508653426728,5.05619829673545,5.88412133970368,6.97833663990027,0,6.2268697635219,6.37952477387924,3.08035653602345,5.35908513915355,7.6645659732186,7.01325182043859,4.15412796362816,4.1742662657859,4.35227718897676,7.67908364388125,4.70976104883893,10.7571787808654,7.56566865026237,6.98496135252089,7.34955579697014,4.58427229837628,6.33439602688201,5.27987402510528,10.2366340548792,9.74547345585406,9.34444367475689,5.19642689593721,6.99003219925437,6.82117988961485,5.01401410927352,9.65571919718004,8.52368868886853,6.7541210417234,9.24773738896463,5.84202100311363,5.92666483747767,6.40304052232565,5.87457639377202,7.24324282390308,7.54608002684181,7.54608002684181,10.7571787808654,10.7571787808654,7.54608002684181,9.02903362636331,9.77443028775429,10.3996460333324,5.62423607475827,10.2085605636007,7.54608002684181,5.92008785676575,7.24324282390308,6.66248955249414,7.54608002684181,5.86817803950734,7.24324282390308,6.16582584475321,6.66295190033169,6.50839296616967,7.54608002684181,7.24324282390307,6.43409692390196,6.5888650581968,7.54608002684181,7.38118847393381,6.22660090517354,7.24324282390308,7.54608002684181,7.24324282390308,7.24324282390308,7.24324282390308,7.24324282390308,6.89633083985312,6.66724920270532,7.54608002684181,7.54608002684181,7.54608002684181,7.54608002684181,7.24324282390308,6.84394565850133,7.5460800268418,7.5460800268418,7.24324282390307,7.24324282390307,7.05569427302117,7.24324282390308,6.90489419720448,7.54608002684181,6.83727307213514,7.54608002684181,7.46326210986634,7.54608002684181,7.24324282390307,10.7571787808654,7.24324282390308,7.24324282390308,7.24324282390308,6.83992942738938,7.24324282390307,7.24324282390307,7.46454465472934,7.24324282390308,7.24324282390308,7.24324282390308,7.54608002684181,7.54608002684181,7.54608002684181,7.54608002684181,7.54608002684181,7.24324282390308,7.24324282390308,7.54608002684181,7.54608002684181,7.54608002684181,7.17994749140925,7.54608002684181,7.54608002684181,7.24324282390307,7.24324282390307,7.54608002684181,7.54608002684181,7.00385424996489,7.24324282390308,7.54608002684181,10.7571787808654,7.24324282390308,7.24324282390308,7.54608002684181,7.54608002684181,7.54608002684181,7.54608002684181,7.54608002684181,7.54608002684181,7.54608002684181,7.24324282390308,7.24324282390308,7.54608002684181,7.39975142822767,7.54608002684181,7.42867405726413,7.54608002684181,7.54608002684181,7.54608002684181,7.24324282390308,7.24324282390308,7.54608002684181,7.54608002684181,7.24324282390308,7.24324282390308,7.24324282390308,7.24324282390308,7.5460800268418,7.5460800268418,7.24324282390308,7.24324282390308,7.54608002684181,7.54608002684181,7.24324282390308,7.24324282390308,7.54608002684181,7.54608002684181,10.7571787808654,10.7571787808654,7.24324282390308,7.24324282390308
"t6",3.71323797631948,3.28692609857519,3.35000353603249,4.35026982205217,6.2268697635219,0,0.662478589533468,4.25960673209925,6.84117253816809,4.19235388090411,3.5410397281241,5.33337815970397,5.3535164618617,5.53152738505256,4.20687155156677,5.88901124491473,7.28496668855094,4.09345655794788,8.1642115485967,8.52880599304594,6.06635969739082,7.81648342589655,6.76196142411982,4.51958787053346,6.27326136353958,5.8722315824424,6.37567709201302,8.16928239533018,8.00043008569066,6.49610150828806,6.18350710486555,5.05147659655405,7.93337123779921,3.53069120461886,7.02127119918944,7.10591503355348,7.88512792134019,7.35666379278656,8.72533022291761,8.72533022291761,8.72533022291761,5.04013259651965,5.04013259651965,8.72533022291761,5.55682153404883,6.3022181954398,6.92743394101792,7.1063234737728,6.73634847128625,8.72533022291761,7.40217525578029,8.72533022291761,7.84173974856995,8.72533022291761,7.35026543852188,8.72533022291761,7.64791324376775,7.8422020964075,7.68764316224547,8.72533022291761,8.72533022291761,7.9161843229165,8.07095245721134,8.72533022291761,8.56043867000962,7.70868830418807,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.07558103592893,8.14933660171986,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.32603305751586,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.5377816720357,8.72533022291761,8.38698159621902,8.72533022291761,8.01652326821094,8.72533022291761,8.64251230594214,8.72533022291761,8.72533022291761,7.28496668855093,8.72533022291761,8.72533022291761,8.72533022291761,8.32201682640392,8.72533022291761,8.72533022291761,8.64379485080515,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.35919768748506,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.48594164897943,8.72533022291761,8.72533022291761,7.28496668855093,8.72533022291762,8.72533022291762,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.57900162430348,8.72533022291761,8.60792425333994,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,8.72533022291761,7.28496668855093,7.28496668855093,8.72533022291761,8.72533022291761
"t7",3.86589298667682,3.43958110893253,3.50265854638983,4.50292483240951,6.37952477387924,0.662478589533468,0,4.41226174245659,6.99382754852543,4.34500889126145,3.69369473848144,5.4860331700613,5.50617147221904,5.6841823954099,4.3595265619241,6.04166625527207,7.43762169890828,4.24611156830522,8.31686655895404,8.68146100340328,6.21901470774816,7.96913843625389,6.91461643447716,4.6557104783006,6.42591637389692,6.02488659279974,6.52833210237036,8.32193740568752,8.153085096048,6.6487565186454,6.33616211522289,5.20413160691139,8.08602624815655,3.666813812386,7.17392620954678,7.25857004391081,8.03778293169752,7.5093188031439,8.87798523327495,8.87798523327495,8.87798523327495,5.17625520428679,5.17625520428679,8.87798523327495,5.70947654440617,6.45487320579714,7.08008895137526,7.25897848413014,6.88900348164359,8.87798523327495,7.55483026613762,8.87798523327495,7.99439475892728,8.87798523327495,7.50292044887922,8.87798523327495,7.80056825412509,7.99485710676483,7.84029817260281,8.87798523327495,8.87798523327495,8.06883933327384,8.22360746756868,8.87798523327495,8.71309368036695,7.86134331454541,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.22823604628627,8.3019916120772,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.4786880678732,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.69043668239304,8.87798523327495,8.53963660657636,8.87798523327495,8.16917827856828,8.87798523327495,8.79516731629948,8.87798523327495,8.87798523327495,7.43762169890827,8.87798523327495,8.87798523327495,8.87798523327495,8.47467183676126,8.87798523327495,8.87798523327495,8.79644986116249,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.5118526978424,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.63859665933677,8.87798523327495,8.87798523327495,7.43762169890827,8.87798523327496,8.87798523327496,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.73165663466082,8.87798523327495,8.76057926369728,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,8.87798523327495,7.43762169890827,7.43762169890827,8.87798523327495,8.87798523327495
"t8",3.77782350284463,3.0889352653128,3.91685830828103,5.01107360847763,3.08035653602345,4.25960673209925,4.41226174245659,0,3.69465931066963,5.69730294179595,5.04598878901594,1.16541056930156,1.18554887145929,1.36355979465015,5.7118206124586,1.72104365451232,8.78991574944277,5.59840561883972,3.99624395819429,4.36083840264353,2.91984646989236,4.66997019839809,3.61544819662136,8.26937102345659,7.77821042443141,7.37718064333424,2.20770950161061,4.00131480492777,3.83246249528825,3.34958828078961,7.68845616575739,6.55642565744588,3.7654036473968,7.28047435754199,2.85330360878703,2.93794744315107,4.73861469384173,4.2101505652881,5.57881699541916,4.5573626325152,4.5573626325152,8.78991574944277,8.78991574944277,4.5573626325152,7.06177059494066,7.80716725633164,8.43238300190976,3.95981024627435,8.24129753217809,4.5573626325152,4.25566202828183,5.57881699541916,3.67377215816754,4.5573626325152,4.20375221102343,5.57881699541916,4.50140001626929,3.67423450600509,3.51967557184306,4.5573626325152,5.57881699541916,4.76967109541804,4.92443922971288,4.5573626325152,4.39247107960721,4.56217507668962,5.57881699541916,4.5573626325152,5.57881699541916,5.57881699541916,5.57881699541916,5.57881699541916,3.90761344552652,5.0028233742214,4.5573626325152,4.5573626325152,4.5573626325152,4.5573626325152,5.57881699541916,5.17951983001741,4.5573626325152,4.5573626325152,5.57881699541916,5.57881699541916,5.39126844453725,5.57881699541916,5.24046836872056,4.5573626325152,3.84855567780854,4.5573626325152,4.47454471553973,4.5573626325152,5.57881699541916,8.78991574944277,5.57881699541916,5.57881699541916,5.57881699541916,5.17550359890546,5.57881699541916,5.57881699541916,4.47582726040274,5.57881699541916,5.57881699541916,5.57881699541916,4.5573626325152,4.5573626325152,4.5573626325152,4.5573626325152,4.5573626325152,5.57881699541916,5.57881699541916,4.5573626325152,4.5573626325152,4.5573626325152,4.19123009708265,4.5573626325152,4.5573626325152,5.57881699541916,5.57881699541916,4.5573626325152,4.5573626325152,5.33942842148097,5.57881699541916,4.5573626325152,8.78991574944277,5.57881699541916,5.57881699541916,4.5573626325152,4.5573626325152,4.5573626325152,4.5573626325152,4.5573626325152,4.5573626325152,4.5573626325152,5.57881699541916,5.57881699541916,4.5573626325152,4.41103403390107,4.5573626325152,4.43995666293753,4.5573626325152,4.5573626325152,4.5573626325152,5.57881699541916,5.57881699541916,4.5573626325152,4.5573626325152,5.57881699541916,5.57881699541916,5.57881699541916,5.57881699541916,4.5573626325152,4.5573626325152,5.57881699541916,5.57881699541916,4.5573626325152,4.5573626325152,5.57881699541916,5.57881699541916,4.5573626325152,4.5573626325152,8.78991574944277,8.78991574944277,5.57881699541915,5.57881699541915
"t9",6.35938930891347,5.67050107138164,6.49842411434987,7.59263941454646,5.35908513915355,6.84117253816809,6.99382754852543,3.69465931066963,0,8.27886874786479,7.62755459508478,4.76843073827435,4.78856904043208,4.96657996362294,8.29338641852744,5.32406382348511,11.3714815555116,8.17997142490855,7.59926412716708,7.96385857161632,3.28783858347334,5.03796231197907,3.98344031020234,10.8509368295254,10.3597762305003,9.95874644940307,5.8107296705834,7.60433497390056,7.43548266426104,3.71758039437059,10.2700219718262,9.13799146351472,7.36842381636959,9.86204016361082,6.45632377775982,6.54096761212385,5.10660680742271,4.57814267886908,5.94680910900014,8.16038280148799,8.16038280148799,11.3714815555116,11.3714815555116,8.16038280148799,9.6433364010095,10.3887330624005,11.0139488079786,4.32780235985533,10.8228633382469,8.16038280148799,4.62365414186281,5.94680910900014,7.27679232714032,8.16038280148799,4.57174432460441,5.94680910900014,4.86939212985027,7.27725467497788,7.12269574081585,8.16038280148799,5.94680910900014,5.13766320899902,5.29243134329387,8.16038280148799,7.99549124858,4.9301671902706,5.94680910900014,8.16038280148799,5.94680910900014,5.94680910900014,5.94680910900014,5.94680910900014,7.51063361449931,5.37081548780238,8.16038280148799,8.16038280148799,8.16038280148799,8.16038280148799,5.94680910900014,5.54751194359839,8.16038280148799,8.16038280148799,5.94680910900014,5.94680910900014,5.75926055811823,5.94680910900014,5.60846048230154,8.16038280148799,7.45157584678132,8.16038280148799,8.07756488451252,8.16038280148799,5.94680910900014,11.3714815555116,5.94680910900014,5.94680910900014,5.94680910900014,5.54349571248644,5.94680910900014,5.94680910900014,8.07884742937553,5.94680910900014,5.94680910900014,5.94680910900014,8.16038280148799,8.16038280148799,8.16038280148799,8.16038280148799,8.16038280148799,5.94680910900014,5.94680910900014,8.16038280148799,8.16038280148799,8.16038280148799,7.79425026605544,8.16038280148799,8.16038280148799,5.94680910900014,5.94680910900014,8.16038280148799,8.16038280148799,5.70742053506195,5.94680910900014,8.16038280148799,11.3714815555116,5.94680910900014,5.94680910900014,8.16038280148799,8.16038280148799,8.16038280148799,8.16038280148799,8.16038280148799,8.16038280148799,8.16038280148799,5.94680910900014,5.94680910900014,8.16038280148799,8.01405420287386,8.16038280148799,8.04297683191032,8.16038280148799,8.16038280148799,8.16038280148799,5.94680910900014,5.94680910900014,8.16038280148799,8.16038280148799,5.94680910900014,5.94680910900014,5.94680910900014,5.94680910900014,8.16038280148799,8.16038280148799,5.94680910900014,5.94680910900014,8.16038280148799,8.16038280148799,5.94680910900014,5.94680910900014,8.16038280148799,8.16038280148799,11.3714815555116,11.3714815555116,5.94680910900014,5.94680910900014
"t10",5.15093418601617,4.72462230827189,4.78769974572919,5.78796603174887,7.6645659732186,4.19235388090411,4.34500889126145,5.69730294179595,8.27886874786479,0,0.926238465898499,6.77107436940066,6.7912126715584,6.96922359474926,2.03873044496598,7.32670745461143,5.11682558195015,1.9253154513471,9.6019077582934,9.96650220274264,7.50405590708752,9.25417963559325,8.19965763381652,8.20211817226145,4.1051202569388,3.70409047584162,7.81337330170972,9.60697860502688,9.43812629538736,7.93379771798476,4.01536599826477,2.88333548995326,9.37106744749591,7.21322150634684,8.45896740888614,8.54361124325017,9.32282413103688,8.79436000248326,10.1630264326143,10.1630264326143,10.1630264326143,8.72266289824763,8.72266289824763,10.1630264326143,3.38868042744804,4.13407708883902,4.75929283441714,8.5440196834695,4.56820736468547,10.1630264326143,8.83987146547699,10.1630264326143,9.27943595826664,10.1630264326143,8.78796164821858,10.1630264326143,9.08560945346445,9.2798983061042,9.12533937194217,10.1630264326143,10.1630264326143,9.3538805326132,9.50864866690804,10.1630264326143,9.99813487970631,9.14638451388477,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,9.51327724562563,9.58703281141656,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,9.76372926721256,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,9.9754778817324,10.1630264326143,9.82467780591572,10.1630264326143,9.45421947790764,10.1630264326143,10.0802085156388,10.1630264326143,10.1630264326143,5.11682558195015,10.1630264326143,10.1630264326143,10.1630264326143,9.75971303610062,10.1630264326143,10.1630264326143,10.0814910605018,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,9.79689389718176,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,9.92363785867613,10.1630264326143,10.1630264326143,5.11682558195015,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.0166978340002,10.1630264326143,10.0456204630366,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,10.1630264326143,5.11682558195015,5.11682558195015,10.1630264326143,10.1630264326143
