accepted_species,estimate
t265,-0.60208786
t322,-0.57026845
t295,-0.5489476
t236,-0.6064375
t237,-0.6064375
t306,-0.5087969
t262,-0.9949141
t251,-1.5018032
t324,-2.0762544
t320,-2.105532
t118,-0.90685534
t50,-0.941771
t94,-1.4736772
t343,0.19061169
t216,0.26233962
t108,-0.8144898
t131,-0.3881918
t111,-0.47406533
t98,-1.0626322
t305,-0.3677393
t76,-1.0137507
t142,1.6601908
t79,0.9045128
t100,0.8682914
t113,0.7697647
t288,-0.53336215
t195,-0.4676749
t292,0.15644054
t272,0.3451138
t246,0.3746853
t188,0.013122336
t41,1.1153895
t44,1.2506832
t16,0.58580476
