,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
t1,3.7522538,0.13720821,-0.17179197,-1.0086627,5.7852364,-0.64612055,18.398146,-0.38247052,6.509144,-0.6396949,4.4829874,1.4424655,-0.1634629,-0.025913838,-0.024448972,3.8704963,1.1993543,-0.47213584,-1.089846,-0.10030165,-0.0041393694,-0.09823759,-0.8112805,-0.629284,-0.22380589,-1.6497182,-0.9845587,-0.08441652,-1.1809717,8.209774,1.1317779,-0.093600154,-0.06960807,0.43630823,8.137788,3.935163
t2,3.0910194,0.11654087,-0.16426519,-1.0155783,6.133777,-0.5722739,16.698622,-0.35582912,5.4630876,-0.61765903,3.6389754,1.2893077,-0.16306446,-0.012968393,-0.017034993,4.277429,0.9360835,-0.4070603,-0.9968308,-0.10407375,-0.0016344605,-0.07954983,-0.7416328,-0.54456496,-0.2028567,-1.4770591,-0.88838464,-0.08912138,-1.0599023,6.807968,1.042774,-0.076382086,-0.059635103,0.38547498,6.8730216,4.160937
t3,2.9520378,0.11096662,-0.16400479,-1.0277729,6.325923,-0.553116,16.282185,-0.35050195,5.2409697,-0.61947364,3.3405,1.2533695,-0.1635429,-0.012543115,-0.014198145,4.46718,0.83372104,-0.3931401,-0.97594696,-0.112177774,-0.0008781292,-0.07416593,-0.7299844,-0.52234006,-0.19941406,-1.4374433,-0.8682419,-0.09072141,-1.0323993,6.408668,1.0295411,-0.07035659,-0.05616939,0.3720067,6.559191,4.270298
t4,4.1373878,0.14838544,-0.16845171,-0.95348275,5.148375,-0.6776046,18.968979,-0.38654286,7.118313,-0.62521553,5.0447307,1.5029154,-0.15421858,-0.03871213,-0.03005463,3.238413,1.3777194,-0.50440735,-1.1151197,-0.08696384,-0.0053546107,-0.107772745,-0.8337299,-0.6736851,-0.22863787,-1.7160974,-1.0206349,-0.07533254,-1.2271862,8.985292,1.1483914,-0.10520965,-0.0754666,0.46095845,8.919762,3.4937894
t5,2.964591,0.105985425,-0.15006548,-0.9042114,5.4085865,-0.5129456,15.338969,-0.32649955,4.9082966,-0.54937315,3.4646504,1.170458,-0.14351586,-0.02583169,-0.013682363,3.6102464,0.83744806,-0.3650427,-0.9046328,-0.10135628,-0.00020190497,-0.055998,-0.6837857,-0.49926552,-0.18551278,-1.3400321,-0.80736065,-0.0757725,-0.9635623,6.269786,0.9176849,-0.06736089,-0.055130042,0.3555222,6.4408207,3.7476828
t6,2.8618073,0.095631935,-0.15039317,-0.89129645,5.3896894,-0.4826414,14.570142,-0.31105858,4.659895,-0.53621864,3.253058,1.1109419,-0.1399841,-0.029586922,-0.005316379,3.6214232,0.66301584,-0.34448108,-0.85847515,-0.10143383,0.1458956,-0.049992755,-0.6584479,-0.47149613,-0.17427641,-1.2753849,-0.7815025,-0.07502515,-0.904256,5.83448,0.87617636,-0.061416615,-0.05117538,0.33772787,6.0541296,3.6602442
t7,2.4397151,0.09543783,-0.15780018,-1.0321794,6.4960213,-0.5029686,15.15447,-0.33312848,4.489002,-0.5961932,2.8128614,1.1461257,-0.16549557,-0.00079870754,-0.009513841,4.6518116,0.6602333,-0.34802148,-0.91322124,-0.11639302,0.03400725,-0.05661879,-0.6799561,-0.46366194,-0.18662316,-1.313677,-0.7931649,-0.09444525,-0.9513903,5.5187054,0.96789813,-0.060195923,-0.049605265,0.33766928,5.7226763,4.439931
t8,1.5133632,0.0629636,-0.14314874,-1.0140259,6.753473,-0.40537483,12.790866,-0.28933904,3.152674,-0.5447024,1.6834668,0.9291567,-0.15279879,0.15398361,-0.006934768,5.0020947,0.2739523,-0.24349944,-0.7784194,-0.11115868,0.22991224,-0.025160415,-0.5873202,-0.350244,-0.15224399,-1.0882577,-0.6538863,-0.09707402,-0.77846116,3.6414104,0.85232896,-0.035237677,-0.03675904,0.26565808,4.29685,4.4762363
t9,2.2669847,0.08848334,-0.15019526,-1.0472003,6.7287827,-0.47279996,14.445298,-0.31963995,4.1948366,-0.5977178,2.3674984,1.0905758,-0.16080062,-0.0047762906,-0.006410418,4.8948545,0.5127892,-0.33023858,-0.87201583,-0.11643033,0.13074148,-0.052442674,-0.6630974,-0.4348827,-0.17640075,-1.2598314,-0.77285784,-0.09534048,-0.90738696,4.8493204,0.9429174,-0.051021777,-0.045135394,0.31730488,5.2914805,4.453933
t10,3.9605622,0.13576762,-0.13934848,-0.8198779,4.1597633,-0.61162084,17.133757,-0.34176064,6.483729,-0.54419255,4.809619,1.3611604,-0.12980625,-0.05221168,-0.02540765,2.4229608,1.3308054,-0.46250895,-0.9914688,-0.06533688,-0.0028058277,-0.08906766,-0.75256705,-0.6280604,-0.20229006,-1.551256,-0.9229552,-0.060443506,-1.1031377,8.229938,1.0044513,-0.10334255,-0.07030986,0.42365155,8.308602,2.7041228
