accepted_species,estimate
t464,0.75835717
t29,-0.8270292
t311,-0.89108497
t137,-0.68543756
t68,-0.572422
t714,1.0342308
t929,1.2670412
t16,0.68082404
t38,-0.86021036
t757,-0.9233401
t854,-1.4303629
t504,-1.2237325
t652,-1.2214797
t401,-0.35633457
t361,-0.6234489
t140,-0.60724014
t196,-0.7480294
t506,-0.37400308
t406,-1.8758729
t653,-0.31495297
t103,-0.4484541
t846,-0.094329014
t251,0.7609977
t276,0.9441771
t247,-0.16504897
t445,-0.19453703
t446,-0.17575286
t970,0.6061846
t551,-0.1111231
t898,0.057970297
t338,-0.13473742
t58,0.80311865
t716,1.2445774
t947,0.46119782
t460,-0.62194425
t817,-0.6504431
t475,0.29246038
t274,1.6740164
t871,1.4836779
t749,1.3040658
t754,1.4072139
t368,1.1409929
t241,-0.116000414
t242,0.057837922
t254,0.8287326
t47,0.8232412
t924,0.76952785
t533,0.006540563
t631,-0.032841638
t655,0.089040704
t660,0.4360219
t265,0.6274193
t130,0.57689434
t584,1.6154528
t307,-0.40695873
t544,0.25515607
t431,-0.36707154
t398,1.3629663
t835,1.8216361
t524,2.067367
t450,1.4488708
t683,1.7180585
t659,1.7180585
t478,0.27754715
t37,0.9932029
t302,1.0585235
t353,0.048224494
t239,0.9400057
t999,0.5569125
t756,0.31081793
t476,0.09833567
t131,0.28427938
t542,0.1584426
t862,-0.5707769
t73,0.25088602
t916,-0.65563655
t457,-0.21728611
t221,-0.12234372
t712,-0.017260535
t412,0.15941441
t738,0.38941547
t337,-1.9912775
t848,-2.3427863
t600,-2.0034256
t878,-0.8370067
t88,-0.6716997
t210,-0.8471485
t890,0.1906517
t539,-1.0991997
t879,-1.112353
t983,-1.1933582
t553,-1.1642448
t178,-0.2730422
t531,-0.20616929
t693,-0.09154378
t826,-0.4601034
t586,0.24803813
t630,0.24916466
t888,0.22268285
t491,-0.19056387
