"accepted_species","trait_ARD"
"t1","0"
"t28","1"
"t57","1"
"t90","1"
"t94","1"
"t95","1"
"t40","1"
"t87","1"
"t103",NA
"t116","1"
"t117",NA
"t68","1"
"t138","1"
"t139","1"
"t166","1"
"t167","1"
"t106",NA
"t141","1"
"t142","1"
"t168","1"
"t177","1"
"t178","1"
"t158","1"
"t197","1"
"t198","1"
"t108",NA
"t199","1"
"t200","1"
"t88","1"
"t89",NA
"t111","1"
"t125","1"
"t185","1"
"t186","1"
"t156",NA
"t96","1"
"t82",NA
"t50","1"
"t22","1"
"t23","1"
"t18","1"
"t19",NA
"t55","1"
"t56","1"
"t84","1"
"t85","1"
"t53",NA
"t149","1"
"t150","1"
"t48",NA
"t67","1"
"t193","1"
"t194",NA
"t124","1"
"t164","1"
"t165","1"
"t144","1"
"t76","1"
"t41","1"
"t109","1"
"t161","1"
"t162","0"
"t147","1"
"t148","1"
"t102","1"
"t126","1"
"t127","1"
"t92","1"
"t93","1"
"t145","1"
"t146","1"
"t15","1"
"t43","1"
"t110","1"
"t205","1"
"t206","1"
"t99","1"
"t195","1"
"t196","1"
"t163",NA
"t187","1"
"t188","1"
"t13","1"
"t7","1"
"t5","0"
"t10","0"
"t91","1"
"t134","1"
"t151","1"
"t181","1"
"t182","1"
"t143","1"
"t159","1"
"t160","1"
"t97",NA
"t157","1"
"t203","1"
"t204","1"
"t191",NA
"t192","1"
"t132","1"
"t171","1"
"t172","1"
"t135","1"
"t121",NA
"t122","1"
"t130","1"
"t131","1"
"t120","1"
"t34","1"
"t42","1"
"t65","1"
"t66","1"
"t59","1"
"t47","1"
"t175","1"
"t176","1"
"t49","1"
"t44","1"
"t58","1"
"t70","1"
"t71","1"
"t72","1"
"t86","1"
"t115","1"
"t136","0"
"t137","0"
"t119","0"
"t173","0"
"t174","0"
"t62","0"
"t36","0"
"t100","1"
"t101","1"
"t104","0"
"t105","1"
"t113","0"
"t114","0"
"t112","0"
"t107","0"
"t77","0"
"t61","1"
"t51","0"
"t52","0"
"t78","0"
"t79","0"
"t60","0"
"t54","0"
"t20","0"
"t16","0"
"t17","0"
"t33","1"
"t128","0"
"t129",NA
"t98","0"
"t133","0"
"t179","0"
"t180","0"
"t73",NA
"t74",NA
"t140","0"
"t154","1"
"t155","1"
"t83","1"
"t69","0"
"t183","1"
"t184","1"
"t45","0"
"t46","0"
"t8","0"
"t9","0"
"t3","0"
"t4","0"
"t6","1"
"t11","1"
"t63",NA
"t64","1"
"t21","1"
"t24","1"
"t26","1"
"t189","1"
"t190","1"
"t201","1"
"t202","1"
"t38","1"
"t39","1"
"t37","1"
"t14","1"
"t80","1"
"t81","1"
"t27","1"
"t29",NA
"t31","1"
"t32","1"
"t30","0"
"t35","1"
"t118","1"
"t152","1"
"t153","1"
"t169","1"
"t170","1"
"t123",NA
"t75","1"
"t25","1"
"t12","1"
"t2","1"
