,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
t2,0.1781069,0.7001574,0.44662362,6.1194043,6.4930763,2.214884,5.067484,3.3293536,5.925862,5.920346,3.7114623,7.34838,5.19293,4.867549,4.8667116
t29,16.01985,12.721103,9.826645,4.705686,6.2330165,7.051455,10.067746,1.4257246,7.9257255,4.5382605,6.4952126,4.589122,3.4204085,3.2081919,3.6509793
t52,15.907487,12.586407,9.889249,4.7259727,6.124868,6.798473,10.186676,1.6352271,8.061569,4.563608,6.4703684,4.8002462,3.3974097,3.3596408,3.877533
t53,15.90266,12.627792,9.82434,4.811499,6.1218314,6.8425207,10.21677,1.5387598,8.018347,4.583963,6.4842644,4.711128,3.3413749,3.2675862,3.8803372
t114,15.922261,12.602505,9.824976,4.8214397,6.07812,6.8360915,10.24936,1.5686986,8.114083,4.4906716,6.4129753,4.757309,3.441212,3.321962,3.885691
t115,15.915532,12.5836735,9.906521,4.7032924,6.12544,6.7915726,10.181056,1.6560374,8.072341,4.557153,6.4720154,4.8166246,3.4105625,3.3804808,3.8753154
t142,15.953725,12.667625,9.940329,4.648143,6.222181,6.930946,10.052203,1.5843966,8.004705,4.587317,6.4676156,4.7460938,3.3522503,3.348314,3.720971
t143,15.998352,12.63496,9.917798,4.6133184,6.2869716,6.9407377,10.003988,1.5387701,8.060842,4.509648,6.4084644,4.8090086,3.4877586,3.3234582,3.686627
t54,15.843154,12.543962,9.819008,4.7683196,6.2677727,6.8650603,10.045886,1.5540667,7.9262075,4.598748,6.422761,4.8171945,3.395729,3.258986,3.7910178
t55,15.993175,12.703032,9.862538,4.665966,6.1933627,6.999532,10.09882,1.4966779,7.924634,4.564009,6.5250735,4.6374826,3.4319987,3.2719016,3.694463
t93,15.892765,12.628079,9.7985935,4.7577524,6.199253,6.9545794,10.099909,1.4859433,7.9790316,4.54042,6.4294066,4.731587,3.4627044,3.261561,3.7434611
t94,15.828705,12.637173,9.787339,4.776103,6.252592,6.9529543,10.036226,1.5576099,7.8248196,4.6927505,6.4988284,4.737476,3.3206007,3.2596807,3.7241158
t69,15.829262,12.531196,9.847039,4.753202,6.213835,6.827512,10.076832,1.6049025,8.006425,4.5620584,6.393922,4.8715634,3.4374347,3.323956,3.8243601
t70,15.827347,12.547773,9.897434,4.6907506,6.3023124,6.8364706,9.996004,1.6223375,7.8708205,4.6906285,6.478467,4.8492355,3.308032,3.3159533,3.7771792
t18,15.93084,12.657454,9.892721,4.6876197,6.3276343,6.9701304,9.958571,1.5602409,7.8668175,4.634015,6.469805,4.7471914,3.3209655,3.2757642,3.6796024
t27,0.43467727,6.475325,2.495093,5.348836,4.2517877,3.3957732,5.8884006,3.2616866,6.8334036,4.9701166,5.2990203,4.745002,4.8674707,6.619045,3.7226517
t99,1.302024,10.026827,4.557928,4.762743,3.7717817,4.2970366,6.375824,3.50424,5.177054,4.6412477,5.9386134,4.288639,5.3526244,6.4079914,1.8185949
t100,1.3577663,10.044166,4.603284,4.8104987,3.7197583,4.3351316,6.351264,3.4751878,5.1567173,4.6355267,5.950318,4.2610927,5.38767,6.3880277,1.7767116
t23,1.3923237,10.051643,4.616689,4.7976217,3.7004902,4.3593874,6.3311353,3.4501,5.158782,4.6166573,5.980406,4.2874055,5.379999,6.360218,1.7464861
t68,1.180899,10.195681,4.4974866,4.7475095,3.8746128,4.348574,6.401857,3.4852376,5.027895,4.51822,6.0231266,4.2975793,5.4499454,6.5311656,1.831314
t72,1.2302965,10.156691,4.562531,4.739424,3.8266177,4.329217,6.448246,3.523547,5.0877676,4.5899987,5.965848,4.2338758,5.426389,6.4883885,1.820903
t136,1.2293532,10.078292,4.519675,4.7702637,3.7729084,4.2929664,6.348878,3.5442872,5.1620317,4.516825,5.9864273,4.3655725,5.361488,6.429441,1.8717679
t137,1.2480166,10.146231,4.597582,4.721378,3.8118389,4.316846,6.481415,3.5482006,5.113481,4.635055,5.9327736,4.193245,5.421501,6.4726214,1.8123189
t22,1.3669204,10.193691,4.6249213,4.701842,3.7754202,4.4408636,6.4649835,3.3962379,5.048457,4.6453123,6.057709,4.2063746,5.434569,6.3971214,1.6715877
t28,0.47381732,6.4174385,2.4448268,5.3677,4.2333426,3.4113097,5.9583206,3.2502832,6.782553,4.98526,5.2459073,4.7332644,4.8731375,6.6330853,3.6876717
t56,1.4493471,10.1285,4.7060313,4.8057423,3.663721,4.4316645,6.412311,3.433791,5.1085587,4.7155805,5.9701023,4.1433625,5.4618335,6.3503366,1.6655146
t134,1.426817,10.195733,4.6891656,4.72558,3.7820725,4.438142,6.522336,3.4126737,5.0178905,4.634835,5.985217,4.1755433,5.448181,6.4285793,1.6319059
t135,1.4142807,10.171343,4.7256703,4.823579,3.6929176,4.4442225,6.4624248,3.4378936,5.0571218,4.716207,5.966947,4.0926123,5.5215774,6.4034657,1.6647106
t19,0.57762724,6.400954,2.4612262,5.3431597,4.1142287,3.5054905,5.8920703,3.2753026,6.7473936,5.0941052,5.2536407,4.634357,4.8088336,6.5642548,3.6823142
t15,0.52474564,6.379212,2.3994837,5.3000665,4.170929,3.483581,5.9326177,3.3398252,6.7523813,5.08908,5.2248464,4.6486464,4.8872304,6.6300607,3.6642385
t10,0.58734787,6.4706497,2.4548056,5.262805,4.109795,3.540664,5.8449445,3.3744164,6.7227454,5.13421,5.2337418,4.5934525,4.8371563,6.586409,3.6978133
t6,0.51770896,6.4090233,2.465844,5.2988377,4.1948647,3.465574,6.018314,3.3204224,6.702688,5.04444,5.2006392,4.6858315,4.8733997,6.6124496,3.57428
t7,0.53531545,6.2943096,2.3624933,5.387274,4.12484,3.5202203,5.8934555,3.254222,6.8228803,5.1229744,5.3525057,4.6148067,5.0106664,6.725068,3.70451
t48,2.7011569,12.900961,6.461211,2.524884,1.4264711,3.2439456,7.81802,5.8402376,3.510904,4.3938627,5.9057727,3.6071227,6.3976407,4.7416224,-0.8457349
t74,2.656215,12.872975,6.5084467,2.5546882,1.4084768,3.2053404,7.8825226,5.7983932,3.4602501,4.389194,5.8864236,3.6221607,6.425976,4.7049875,-0.8136302
t86,2.7327368,12.944365,6.552469,2.4806185,1.389932,3.1340935,7.908507,5.884044,3.42108,4.306899,5.9727807,3.537364,6.3758335,4.6855454,-0.886627
t113,2.6695602,12.967892,6.561533,2.5434198,1.3472348,3.2060795,7.825583,5.8959274,3.4319649,4.403618,5.879056,3.628172,6.507727,4.650784,-0.9096564
t148,2.6850197,12.990109,6.522848,2.5114336,1.3337474,3.2232633,7.8438873,5.917783,3.4586673,4.383804,5.909786,3.5989232,6.4665837,4.670239,-0.9320051
t149,2.7235496,12.988233,6.4619603,2.497365,1.3529421,3.2396984,7.774415,5.922918,3.5274286,4.379052,5.924257,3.587108,6.4254293,4.7083755,-0.93215984
t130,2.6287522,12.9519415,6.5117927,2.5912352,1.3654191,3.2721415,7.8200955,5.88337,3.474223,4.443727,5.843951,3.6662574,6.472349,4.698136,-0.8944659
t77,2.7754745,12.82497,6.3596554,2.5006745,1.5276088,3.2338257,7.7514505,5.7914534,3.6034951,4.3451815,5.9681687,3.5572338,6.264149,4.838194,-0.776427
t78,2.8024893,12.888695,6.3634667,2.4587903,1.4923339,3.1929379,7.7568564,5.8652496,3.5997102,4.3085327,6.004397,3.5199032,6.2488904,4.814256,-0.84383994
t9,0.58118606,6.5007315,2.5294695,5.405826,4.1160245,3.521301,5.9739947,3.2161305,6.694371,5.06241,5.329971,4.644835,4.96628,6.7338533,3.5694451
t25,0.56256044,6.7371316,2.6853983,5.36629,4.164517,3.492584,5.943252,3.2479343,6.6012955,4.9793286,5.3211136,4.6949863,4.9306707,6.757181,3.4930058
t33,0.88772625,8.555481,3.572406,5.184374,4.0557218,3.85395,5.937629,3.382147,5.9198446,4.8822474,5.526459,4.5983176,5.087427,6.9380302,2.6591134
