,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
t2,-0.27524763,-0.31283075,1.1604648,19.088396,0.6904345,0.3519559,12.132374,8.134518,3.994062,-1.2255063,4.1000423,-0.2289017,-0.21036236,8.526305,4.087504
t29,-0.1655725,-0.16436693,1.164995,0.3431127,0.635856,19.167717,2.4031298,3.7538133,0.32697713,7.4487505,-0.2823641,-0.62465626,-0.09249309,0.041889936,6.5990834
t52,-0.04109812,-0.05733248,0.8804836,-0.8996296,0.46838942,22.770046,-0.005681863,3.4234893,0.48183557,11.32205,-0.014921373,-0.58816737,-0.015876476,0.20190889,7.73093
t53,-0.049334187,-0.05554604,0.85234374,-0.90063936,0.45933247,22.646915,0.0023079943,3.360277,0.48274946,11.311895,-0.007103712,-0.5934842,-0.016756825,0.20805961,7.761341
t114,-0.05672914,-0.07275598,0.87996197,-0.88983166,0.4942205,22.745678,-0.009708091,3.4459822,0.47429287,11.249855,-0.01416167,-0.57813174,-0.01617713,0.1969728,7.7076244
t115,-0.05635135,-0.0716428,0.88312286,-0.8857896,0.49136883,22.76059,-0.0134269195,3.4745095,0.4731922,11.250064,-0.019423774,-0.57756233,-0.017826699,0.1950031,7.7130456
t142,-0.054573067,-0.053604204,0.98073006,-0.88274115,0.5200871,24.005651,-0.0026014987,3.8169363,0.4904661,11.558885,-0.009002774,-0.65278286,-0.016993966,0.19050868,7.9703684
t143,-0.054625615,-0.053945754,0.9803358,-0.8833158,0.51998997,24.003176,-0.0022041083,3.815713,0.4906157,11.561992,-0.008678024,-0.65301144,-0.01726603,0.19071802,7.9722977
t54,-0.07309627,-0.04718467,0.95992863,-0.83577406,0.533328,23.558266,0.27684945,3.7585216,0.47851726,11.332609,-0.03880035,-0.6351022,-0.018303594,0.18371548,7.85214
t55,-0.10751792,-0.09044163,1.0805546,-0.52234286,0.6033465,22.882061,0.91705316,3.9525785,0.4317701,10.257982,-0.14676338,-0.6350731,-0.039913815,0.13050541,7.570825
t93,-0.0889335,-0.07062894,1.0580612,-0.63805,0.5817334,23.48193,0.7855445,3.9652812,0.45316508,10.752719,-0.10708034,-0.6535858,-0.030000288,0.1450789,7.7129264
t94,-0.0539163,-0.05062414,0.9732807,-0.87757707,0.526613,24.070787,0.17154233,3.7808254,0.49234372,11.635609,-0.011261615,-0.6516549,-0.012482629,0.19296694,7.978705
t69,-0.07328146,-0.039395135,1.0000806,-0.77489126,0.53354734,23.633005,0.40534836,3.8367562,0.47105268,11.24814,-0.06385302,-0.6540236,-0.022235857,0.17131759,7.839765
t70,-0.05214258,-0.035276134,0.95216095,-0.8894226,0.5051518,23.78684,0.10571626,3.606739,0.49159023,11.647686,-0.013525271,-0.65800685,-0.022537224,0.19691683,8.031977
t18,-0.15032646,-0.12663968,1.0961276,1.6150106,0.5583745,15.006331,2.8496733,3.3034432,0.23390311,5.144018,-0.27383,-0.57527894,-0.08480776,0.39087102,5.0235324
t27,-0.15853903,-0.34368032,0.4405948,7.0933547,5.3354483,0.7523623,9.409413,-0.03707802,0.14508237,-1.2310176,14.9756775,-0.38523987,-0.6268937,0.28894114,6.9616103
t99,3.330975,-0.5720612,0.33732918,-0.3964546,6.299737,0.3476824,4.263451,-0.06857092,0.43523657,-0.07566202,18.719866,-0.80594933,-0.36946383,0.43332073,4.192467
t100,3.3286107,-0.56312424,0.32770067,-0.40170094,6.2673287,0.34735605,4.268497,-0.06779356,0.43491155,-0.07288566,18.689228,-0.80825007,-0.36628318,0.4329632,4.1416354
t23,3.2254884,-0.5039057,0.32425237,-0.44684616,6.2292905,0.3510865,4.4037337,-0.06293524,0.4537826,-0.017930819,18.393642,-0.82234776,-0.37204972,0.44070348,4.3631673
t68,3.2158468,-0.5354958,0.34895203,-0.34314525,6.470623,0.393626,4.7698245,-0.06932213,0.44602713,-0.1081936,19.643457,-0.88138616,-0.39161873,0.44558322,4.106329
t72,3.2102613,-0.5400211,0.351028,-0.3366992,6.436382,0.3920379,4.8018813,-0.06942869,0.44567567,-0.117126405,19.626259,-0.87841314,-0.39396745,0.4462837,4.1415777
t136,3.1886775,-0.5240757,0.34024453,-0.34166825,6.504055,0.4063487,4.833491,-0.06840809,0.4462452,-0.116503194,19.695322,-0.8832475,-0.39503282,0.45075,4.154959
t137,3.1954181,-0.52351415,0.33899602,-0.34120408,6.49799,0.4061128,4.8391404,-0.06847404,0.446262,-0.11640657,19.697836,-0.8830477,-0.39485773,0.45055264,4.153562
t22,2.120113,-0.42779225,0.3378211,0.5948109,6.4437976,0.49315134,5.584239,-0.060306404,0.32559317,-0.48654974,17.459553,-0.6869882,-0.43480888,0.38279316,4.818568
t28,-0.23458642,-0.3325083,0.47650233,8.667311,4.870536,0.78017265,10.525906,-0.023800597,0.10872343,-1.4402014,14.936372,-0.37129948,-0.64350396,0.25734863,7.091829
t56,2.8885798,-0.46077305,0.27154768,-0.35320538,6.448514,0.4102772,4.9945145,-0.05343209,0.42495513,-0.18725178,19.144463,-0.8119075,-0.39156,0.4234799,4.3306317
t134,3.0164871,-0.46144238,0.2941461,-0.3356984,6.388941,0.3917642,5.076222,-0.05504591,0.42089412,-0.21304539,19.306852,-0.8129086,-0.38179737,0.42080072,4.235301
t135,3.0065055,-0.46226937,0.29517072,-0.3366602,6.3907185,0.3919635,5.0748696,-0.05495014,0.4210777,-0.21279131,19.308977,-0.8131119,-0.38248765,0.4208552,4.2372003
t19,-0.39861998,-0.32808018,0.65998036,13.659795,3.2649212,0.89052767,13.176791,0.8491946,0.008996081,-1.7622465,12.827424,-0.3031949,-0.7014599,0.14361556,7.7466
t15,-0.3854612,-0.32392824,0.6587025,13.505198,3.1961436,0.8762807,12.859976,0.673289,0.010426781,-1.7296615,12.346225,-0.28580046,-0.7010468,0.14428543,7.7996135
t10,-0.3732939,-0.32205003,0.68266904,13.819546,3.025034,0.8612445,12.790844,0.89554673,0.00036666432,-1.7366135,11.709115,-0.265214,-0.6964016,0.12850207,7.859545
t6,-0.20890076,-0.27034673,0.71784127,14.194916,1.4459602,0.7741992,13.42608,1.0267525,0.02167778,-1.6953177,8.92282,-0.1417807,-0.68986565,0.11732681,8.997883
