,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
t1,10.180176,0.08617442,4.324598,3.2156768,1.9992573,7.491569,7.8119917,7.200412,4.252131,6.368673,2.6891384,4.828214,7.096373,3.6217237,1.5634394,4.908318,4.0442824,3.8098793
t2,10.156094,0.1705582,4.2399883,3.2305892,2.0004425,7.492165,7.7641563,7.1899686,4.299735,6.317857,2.6814258,4.8249464,7.0592804,3.6590817,1.5859426,4.9023438,4.1077914,3.7432609
t3,10.203115,0.21381113,4.2711916,3.227682,1.9842157,7.520528,7.760474,7.1954436,4.321896,6.3034167,2.6640525,4.870616,7.0639334,3.6145816,1.5665395,4.865752,4.140335,3.7577136
t4,10.355493,-0.06822648,4.4631696,3.047884,1.8136016,7.6478386,7.7710085,7.4476037,4.110327,6.500791,2.476092,5.081036,7.2371264,3.4478462,1.3809993,4.831983,3.8898458,3.831046
t5,10.295007,0.05271705,4.3760586,3.1407619,1.8933067,7.584265,7.782548,7.3468337,4.194863,6.407461,2.5789418,4.972914,7.166932,3.5152085,1.4579865,4.8418584,3.9872186,3.7885804
t6,10.258161,0.09898994,4.336349,3.157408,1.9098076,7.5778356,7.746798,7.309813,4.2543607,6.375376,2.5889487,4.954741,7.114917,3.5573752,1.4943461,4.846878,4.044844,3.7600393
t7,10.122824,0.2521866,4.1889086,3.2664297,2.068185,7.459053,7.7453423,7.1074734,4.3573313,6.2797565,2.7234597,4.7798333,7.009056,3.690188,1.6250346,4.925315,4.176642,3.7501247
t8,10.210837,0.122698545,4.419677,3.1802957,1.9219317,7.559592,7.7558746,7.2200317,4.29525,6.3446794,2.6199129,4.8972006,7.0708756,3.5857816,1.5026152,4.881577,4.036603,3.8849359
t9,10.277571,-0.049908336,4.4759345,3.1138186,1.8927968,7.584845,7.789161,7.327649,4.146351,6.4528556,2.5728135,4.962628,7.1868367,3.5021002,1.4389524,4.893158,3.906975,3.9026124
t10,10.21041,-0.024358418,4.450261,3.1900406,1.9583285,7.52217,7.8129787,7.2318974,4.178996,6.410101,2.652854,4.871682,7.1409783,3.5692492,1.5024109,4.9149165,3.968856,3.9093256
t11,9.945578,0.531436,3.9669116,3.366513,2.2712104,7.396509,7.5683985,6.835627,4.548107,6.1639376,2.7757537,4.6809554,6.8241835,3.8367457,1.7888504,5.002277,4.3699317,3.6696575
t12,10.178563,0.17654032,4.468868,3.1786003,1.8608142,7.6076922,7.6685457,7.208416,4.378557,6.2890024,2.5692217,4.937707,6.9871664,3.6257396,1.4829625,4.8794346,4.099095,3.9481592
t13,10.132539,0.11457102,4.4469275,3.2333517,1.9496999,7.5312786,7.716055,7.1412463,4.333587,6.3022027,2.6517448,4.8615646,7.0042496,3.6624737,1.5539906,4.9004946,4.1160774,3.9307606
t14,9.891865,0.5948207,3.9371326,3.4254315,2.324821,7.4350677,7.5172157,6.7700214,4.5934896,6.1059833,2.8087842,4.706871,6.786253,3.838317,1.8479939,4.9872293,4.429018,3.7058144
t15,10.096577,0.1971972,4.487485,3.2002592,1.8773452,7.586173,7.616331,7.1428246,4.429717,6.251031,2.574485,4.9148283,6.919122,3.7045345,1.5295777,4.900254,4.1679277,3.9898512
t16,9.932968,0.60972863,3.877807,3.435351,2.333844,7.344559,7.597706,6.829328,4.583475,6.080369,2.847627,4.621178,6.80036,3.8645947,1.8055396,4.9886875,4.4775615,3.6247816
t17,9.896431,0.64702976,3.8719075,3.4348464,2.365328,7.355544,7.5597925,6.7844453,4.6072235,6.0823126,2.8428144,4.62996,6.7762356,3.8719614,1.8444767,5.0015154,4.50041,3.6366692
t18,9.945791,0.6379503,3.8288343,3.469619,2.3587215,7.303399,7.638954,6.8548775,4.59193,6.03527,2.9006588,4.5774126,6.8012195,3.8712356,1.7977737,4.9718494,4.53895,3.592153
t19,10.334889,-0.4146569,4.788325,2.8680718,1.6872227,7.7310233,7.734753,7.541174,3.939402,6.7121344,2.3183668,5.2178426,7.319352,3.393496,1.2619041,4.945982,3.629389,4.1097164
t20,10.3442545,-0.28901774,4.664489,2.9464834,1.774631,7.675641,7.746658,7.4905005,4.0133276,6.6229815,2.4191244,5.1291366,7.2779193,3.4095736,1.3315191,4.936465,3.7193727,4.0196404
t21,9.913618,0.6813246,3.7295618,3.477184,2.4046593,7.2401986,7.5782313,6.7810035,4.6374006,6.039884,2.873948,4.509768,6.742257,3.9586153,1.8130662,5.0415597,4.533455,3.5268939
t22,9.880618,0.6151984,3.8770282,3.3904607,2.3421376,7.3683577,7.5007787,6.7357044,4.610777,6.1381216,2.7772608,4.6417503,6.7568665,3.9061058,1.8418713,5.0476623,4.410564,3.6383803
t23,10.41074,-0.34668288,4.6394773,2.885148,1.7965317,7.657947,7.7643876,7.5587535,3.9465203,6.6731706,2.3985624,5.170924,7.3455253,3.3440456,1.3738406,4.9944873,3.6571503,3.9501052
t24,10.300143,-0.31181708,4.735875,2.9410553,1.7122678,7.716003,7.7259955,7.4759135,4.018887,6.638966,2.3759842,5.154668,7.255824,3.4420354,1.2741045,4.903779,3.7181292,4.0996175
t25,9.962263,0.54310703,3.8133612,3.3697436,2.311215,7.263359,7.639036,6.9041834,4.5763583,6.129869,2.8349435,4.5365734,6.8012657,3.9403925,1.7561717,5.045777,4.448867,3.5352674
t26,9.959314,0.6099275,3.8617902,3.460412,2.330559,7.3235993,7.643365,6.8690143,4.5731406,6.046432,2.8826911,4.600574,6.8182173,3.8574488,1.7831722,4.9641767,4.5107155,3.6058872
t27,8.814888,-1.5001704,7.6583714,4.862064,5.5209336,8.835388,5.339685,4.796754,5.3280234,4.5467906,4.711578,6.7981076,5.241818,4.527809,4.8237147,3.011013,5.057447,5.5916924
t28,8.768968,-1.5429367,7.671833,4.8316994,5.5357494,8.872243,5.365883,4.7578177,5.3815703,4.5781026,4.6747055,6.826429,5.258088,4.5435867,4.7943387,3.0447826,5.1077976,5.6140447
t29,10.335511,-0.46783715,4.8425946,2.824196,1.6433822,7.754254,7.735301,7.583333,3.8960638,6.757919,2.2709646,5.2599072,7.348602,3.3844047,1.2156062,4.947815,3.5822644,4.1538124
t30,10.326888,-0.6419958,4.9739723,2.7493372,1.5554554,7.831784,7.7336717,7.6463866,3.8770156,6.8755856,2.1446898,5.3726296,7.3505797,3.3793502,1.1616385,4.930812,3.493301,4.2130203
t31,8.778138,-1.5415785,7.695308,4.9349356,5.6279297,8.8833065,5.2675023,4.7146482,5.3671637,4.472997,4.787147,6.8366284,5.1558557,4.5753913,4.902063,2.9224799,5.090296,5.6030083
t32,9.665832,11.5601,7.146781,7.089708,6.284087,6.7812557,5.195829,4.4136167,3.3790994,6.4691634,3.6649935,3.923894,5.941662,5.383188,1.6977892,0.7974657,0.86643654,2.0738213
t33,10.401334,-0.7595377,5.1099873,2.6859577,1.47911,7.925708,7.6929502,7.6949854,3.84188,6.939252,2.021246,5.481483,7.376035,3.2978384,1.1443887,4.910381,3.4331176,4.2561793
t34,9.112445,4.255364,2.0312254,7.547723,5.5585914,7.7895775,6.9860654,2.9500928,7.1912065,4.081989,3.887974,4.650909,4.2856994,4.9636254,4.036784,6.434201,4.641495,2.0253003
t35,8.7158985,-1.6054889,7.759123,4.9049683,5.571417,8.823823,5.302124,4.785458,5.318671,4.4288135,4.8288736,6.8190293,5.1856246,4.549692,4.874701,2.8821619,5.0414243,5.63617
