"accepted_species","trait_OU_scaled"
"t6",-1.34212881415902
"t50",-1.47823316862979
"t54",-1.48411711766237
"t55",-0.429280159070542
"t83",0.379660010375437
"t84",0.971656270451939
"t97",0.0484999362460479
"t98",0.204424654456213
"t2",-1.33323908940154
"t12",NA
"t3",1.42505558830833
"t19",1.84802133108965
"t20",2.54674532020643
"t9",-0.294039070446049
"t25",NA
"t26",0.223605749350431
"t4",-0.574103053543154
"t36",0.787042050978017
"t48",-0.196717926536555
"t49",1.37167694105249
"t1",NA
"t66",-0.894031178965181
"t67",0.286390346533577
"t7",-0.732702633249934
"t31",0.270536981623427
"t32",-0.584850486772827
"t33",-0.769511920731703
"t74",-1.7255640063394
"t75",-0.2976479695726
"t41",-0.224986994146344
"t30",-0.117513152220812
"t16",0.833473760323211
"t68",0.98513700683879
"t91",NA
"t92",-0.0614435577021169
"t69",0.0654911613591029
"t70",2.613826079252
"t64",0.542308407834659
"t65",0.909809531302934
"t5",-0.24529607469559
"t17",-2.11837946053564
"t95",0.803917642020214
"t96",NA
"t37",-2.67457167739997
"t38",0.321874791301394
"t87",-0.601964052402363
"t88",-0.314286557912597
"t44",0.421787105892126
"t45",1.00869393057955
"t71",1.23858270848883
"t34",-0.404271951440496
"t42",-1.04025502931747
"t43",-0.375379985800234
"t57",NA
"t85",-0.0402110391784888
"t86",-0.171934205364086
"t27",-1.47564302659356
"t28",-1.11133455250013
"t80",-1.13123082121414
"t81",-0.745735997342672
"t23",1.07676308263246
"t24",0.416673912193335
"t60",0.0100239324753571
"t61",-0.563698522171979
"t18",NA
"t47",-0.366633801130062
"t52",-0.799944276571332
"t53",0.55417054793123
"t8",-0.998025054575995
"t62",-1.71215729609831
"t63",-1.40509412482933
"t35",-0.636509220750951
"t15",-0.116302403698571
"t39",NA
"t40",0.707236930178926
"t82",1.41684054493471
"t93",0.851022280741892
"t94",1.10055220711772
"t21",0.0788698839823087
"t22",-0.684988049542901
"t78",NA
"t79",0.880247970876944
"t51",0.632734809849118
"t72",1.80195840272763
"t73",0.453249894362896
"t58",NA
"t59",1.74518069633271
"t99",-0.366457535638678
"t100",-0.317282667676775
"t14",0.339215141512142
"t13",0.850719239906287
"t76",1.16280998086894
"t77",-0.0770643453185542
"t89",-0.770326025543162
"t90",-0.686675022812556
"t56",-0.621601723167626
"t46",0.080303151945491
"t29",-1.92546908223758
"t10",-0.688451493061574
"t11",-0.797620333266672
