"accepted_species","trait_ARD"
"t1","0"
"t2","0"
"t16","1"
"t17","1"
"t4","0"
"t207","1"
"t208","1"
"t114",NA
"t124","0"
"t199","0"
"t200","0"
"t185","0"
"t186",NA
"t82","0"
"t42","0"
"t25","1"
"t12","0"
"t8","1"
"t6","0"
"t10","1"
"t11",NA
"t36","0"
"t89","0"
"t159","0"
"t160","1"
"t78","0"
"t66","0"
"t46","0"
"t31",NA
"t69","0"
"t161","0"
"t183","0"
"t184","0"
"t197","0"
"t198","0"
"t84","0"
"t117","0"
"t118","1"
"t93","0"
"t119","0"
"t181","0"
"t182","0"
"t106","0"
"t123","0"
"t176","0"
"t191","0"
"t192","0"
"t188","0"
"t189","0"
"t143","0"
"t43","0"
"t27","0"
"t28","1"
"t19",NA
"t29","0"
"t30",NA
"t20","0"
"t37","0"
"t45",NA
"t201","0"
"t202",NA
"t187","0"
"t141","0"
"t142","0"
"t132","0"
"t133","0"
"t77",NA
"t96","0"
"t97","0"
"t91","0"
"t112","0"
"t166","0"
"t167","0"
"t131","0"
"t125","1"
"t126",NA
"t90","0"
"t52","0"
"t44","0"
"t99","0"
"t121","0"
"t122","0"
"t177","0"
"t178","0"
"t205","1"
"t206",NA
"t115","0"
"t157","1"
"t158","0"
"t113","0"
"t164","0"
"t165","0"
"t87","0"
"t88","1"
"t72","0"
"t73","0"
"t75","0"
"t76",NA
"t70",NA
"t80","0"
"t81","0"
"t92","1"
"t151","1"
"t152","1"
"t109","1"
"t100","0"
"t174","1"
"t175","1"
"t203","0"
"t204","0"
"t147",NA
"t148","0"
"t139","1"
"t140","1"
"t110","0"
"t83","1"
"t105","1"
"t172","1"
"t173","0"
"t179","1"
"t180","1"
"t79","1"
"t155","1"
"t156","1"
"t116","1"
"t58",NA
"t55","1"
"t56","1"
"t65","1"
"t153","1"
"t154","1"
"t193","0"
"t194","0"
"t136","0"
"t168","0"
"t169","0"
"t111","0"
"t107",NA
"t108","0"
"t209","0"
"t210","0"
"t134","1"
"t135","1"
"t146","0"
"t162","0"
"t163",NA
"t127","1"
"t128","1"
"t103","0"
"t63","0"
"t64","0"
"t21","0"
"t23","0"
"t50","0"
"t51","0"
"t33","0"
"t35",NA
"t49","0"
"t59","0"
"t60","0"
"t120","0"
"t195","0"
"t196","0"
"t38","0"
"t39","0"
"t32","0"
"t85","0"
"t86","0"
"t41","0"
"t67","0"
"t68","0"
"t144","0"
"t145","0"
"t94","0"
"t95",NA
"t54","1"
"t211","0"
"t212","0"
"t190","0"
"t98","0"
"t26","1"
"t22","1"
"t57","0"
"t62","0"
"t170","0"
"t171","0"
"t74","0"
"t71","0"
"t53","0"
"t61","0"
"t137","1"
"t138","1"
"t104","1"
"t102",NA
"t129","0"
"t130","0"
"t101","0"
"t34","0"
"t24","1"
"t18","1"
"t9","1"
"t5","0"
"t14","1"
"t15","1"
"t13","0"
"t40","1"
"t47","1"
"t48","1"
"t149","1"
"t150","0"
"t7",NA
"t3","0"
