accepted_species,estimate
t6,3.3009
t15,0.35313845
t24,-0.4493894
t30,0.08809658
t33,0.40696403
t71,0.16724777
t183,0.53221405
t152,-0.11086412
t245,-0.13000683
t222,-0.01189228
t235,-0.449054
t315,-0.5644881
t318,0.37197182
t177,0.6144976
t242,-0.040307313
t86,0.32290134
t84,0.13058761
t87,-0.034399737
t176,-0.41792715
t214,0.020170575
t98,0.07229223
t102,0.15726645
t94,-0.29960606
t156,0.52725154
t310,-1.8823664
t212,0.10100491
t192,-0.45100927
t121,0.6471121
t119,0.5101001
t303,-1.1101575
t31,0.06032502
t32,0.06032502
