accepted_species,estimate
t137,0.7611782374040322
t138,0.9077406434475358
t244,0.9568241691603588
t181,0.9463117399179223
t70,0.18614928762283575
t83,0.3937725062124128
t75,0.22769260534319943
t46,-0.26802658944684177
t95,0.3718711742092987
t97,0.32566180853393967
t227,0.6677787830730769
t228,0.6856373682622233
t133,0.4411817773723167
t56,0.06828993524776336
t57,-0.11616838468541305
t96,0.40430769459568217
t156,0.7397316092864213
t142,0.7583172857019492
t235,0.7264342691765641
t236,0.7263810161124883
t16,-1.4920018913061088
t31,-0.7444698811020873
t39,0.4376890053961052
t40,0.1966773557928859
