"accepted_species","traits"
"t7",NA
"t8",0
"t13",1
"t15",1
"t16",1
"t18",1
"t21",1
"t23",NA
"t24",0
"t25",1
"t26",0
"t30",NA
"t34",1
"t35",1
"t37",0
"t38",1
"t39",1
"t40",1
"t41",0
"t42",1
"t43",0
"t44",1
"t45",0
"t46",0
"t47",0
"t49",1
"t50",1
"t51",1
"t52",0
"t54",0
"t55",1
"t56",1
"t57",NA
"t59",1
"t60",NA
"t62",1
"t64",0
"t65",1
"t66",1
"t67",1
"t68",0
"t70",1
"t71",1
"t72",0
"t73",1
"t75",1
"t77",1
"t78",1
"t79",1
"t80",1
"t81",1
"t83",1
"t84",1
"t85",NA
"t86",1
"t87",0
"t88",0
"t89",1
"t90",NA
"t91",0
"t92",1
"t93",1
"t94",1
"t95",1
"t96",1
"t97",1
"t99",1
"t100",1
"t102",1
"t103",1
"t104",1
"t105",1
"t106",1
"t107",1
"t108",0
"t109",1
"t110",1
"t111",1
"t112",NA
"t113",1
"t114",0
"t115",0
"t116",1
"t117",1
"t118",0
"t119",1
"t120",1
"t121",1
"t122",1
"t123",0
"t124",1
"t125",1
"t126",NA
"t127",0
"t128",0
"t129",NA
"t130",1
"t131",1
"t132",1
"t133",1
