"accepted_species","trait_ARD"
"t1","1"
"t2","0"
"t6","1"
"t21","0"
"t53","0"
"t67","1"
"t139","1"
"t182","1"
"t313","0"
"t314","0"
"t271","1"
"t282","1"
"t283","0"
"t253","1"
"t265","0"
"t266","0"
"t272","1"
"t273","0"
"t84","0"
"t39","1"
"t43","1"
"t93","0"
"t261","0"
"t286","1"
"t287","1"
"t225","1"
"t250","1"
"t301","1"
"t309","1"
"t310","1"
"t241","0"
"t242","1"
"t219","1"
"t218","1"
"t64","0"
"t65","1"
"t69","1"
"t70","1"
"t126","1"
"t127","1"
"t131","1"
"t254","1"
"t317","0"
"t318","0"
"t203","0"
"t165","1"
"t28","0"
"t23","0"
"t11","1"
"t12","0"
"t26","1"
"t27","0"
"t19","1"
"t20","1"
"t16","1"
"t34","0"
"t58","1"
"t59","1"
"t36","0"
"t25","1"
"t289","1"
"t306","1"
"t307","1"
"t194","1"
"t136","1"
"t155","1"
"t156","0"
"t249","0"
"t290","0"
"t291","0"
"t137","1"
"t138","0"
"t108","1"
"t109","0"
"t82","1"
"t83","1"
"t144","0"
"t169","0"
"t170","0"
"t159","0"
"t173","0"
"t174","0"
"t120","1"
"t149","1"
"t150","1"
"t188","1"
"t189","1"
"t183","1"
"t184","0"
"t141","1"
"t76","0"
"t267","0"
"t268","0"
"t122","1"
"t71","0"
"t78","0"
"t130","0"
"t229","0"
"t230","1"
"t191","1"
"t116","1"
"t162","1"
"t217","1"
"t223","1"
"t224","1"
"t204","1"
"t157","1"
"t258","0"
"t294","0"
"t295","0"
"t207","0"
"t208","0"
"t161","1"
"t292","1"
"t293","1"
"t187","0"
"t180","0"
"t181","1"
"t92","0"
"t214","0"
"t215","0"
"t99","1"
"t121","1"
"t153","1"
"t154","0"
"t134","1"
"t74","0"
"t86","1"
"t118","1"
"t119","0"
"t114","0"
"t115","1"
"t90","0"
"t107","0"
"t195","1"
"t196","1"
"t117","0"
"t52","0"
"t40","0"
"t41","1"
"t32","0"
"t38","1"
"t60","1"
"t61","0"
"t57","1"
"t44","1"
"t47","0"
"t51","0"
"t62","0"
"t63","1"
"t201","0"
"t202","0"
"t190","0"
"t256","0"
"t257","0"
"t247","0"
"t75","1"
"t45","1"
"t42","1"
"t37","0"
"t7","1"
"t8","1"
"t9","0"
"t10","0"
"t13","0"
"t143","0"
"t198","0"
"t262","1"
"t297","1"
"t298","1"
"t288","1"
"t240","0"
"t234","1"
"t235","1"
"t197","0"
"t167","1"
"t163","1"
"t164","1"
"t142","0"
"t248","1"
"t284","1"
"t285","1"
"t311","0"
"t312","0"
"t66","0"
"t128","0"
"t129","0"
"t151","1"
"t152","1"
"t91","1"
"t77","1"
"t46","1"
"t31","0"
"t147","0"
"t177","1"
"t216","0"
"t227","0"
"t228","0"
"t304","0"
"t305","0"
"t259","0"
"t260","0"
"t274","1"
"t275","1"
"t246","0"
"t205","0"
"t206","0"
"t238","0"
"t243","0"
"t244","0"
"t255","0"
"t296","0"
"t319","0"
"t320","0"
"t281","0"
"t321","1"
"t322","1"
"t276","1"
"t277","1"
"t222","0"
"t308","0"
"t315","0"
"t316","0"
"t280","0"
"t148","0"
"t79","0"
"t88","1"
"t89","0"
"t175","0"
"t176","1"
"t269","1"
"t270","1"
"t166","0"
"t110","0"
"t185","0"
"t186","0"
"t199","1"
"t200","1"
"t112","1"
"t113","0"
"t100","0"
"t101","0"
"t80","0"
"t33","0"
"t29","0"
"t24","0"
"t14","0"
"t15","0"
"t17","0"
"t18","0"
"t22","0"
"t30","0"
"t81",NA
"t103","0"
"t111",NA
"t192","1"
"t193",NA
"t168","0"
"t135","1"
"t123","0"
"t160","0"
"t263",NA
"t264",NA
"t212","1"
"t213",NA
"t178","0"
"t179","1"
"t210","0"
"t211","0"
"t209","1"
"t236",NA
"t237",NA
"t171","0"
"t172","1"
"t106",NA
"t97",NA
"t98",NA
"t87",NA
"t132","0"
"t158","1"
"t302","1"
"t303","1"
"t233",NA
"t251","1"
"t252","1"
"t133",NA
"t145","0"
"t146","0"
"t245","0"
"t278","0"
"t279",NA
"t239",NA
"t226","0"
"t221",NA
"t231","0"
"t232",NA
"t220",NA
"t299",NA
"t300",NA
"t140",NA
"t72",NA
"t73",NA
"t104","0"
"t105",NA
"t94",NA
"t95",NA
"t48","0"
"t49",NA
"t56","0"
"t85","0"
"t96","1"
"t102",NA
"t124","0"
"t125","0"
"t68",NA
"t54",NA
"t55",NA
"t50","0"
"t35","1"
"t3","0"
"t4","1"
"t5","1"
