"accepted_species","trait_ARD"
"t8","1"
"t49","1"
"t50","0"
"t74","1"
"t75","1"
"t71","1"
"t11","1"
"t76","1"
"t77","1"
"t23","1"
"t6","0"
"t7","1"
"t5","1"
"t26","1"
"t3","1"
"t59","0"
"t80","0"
"t81","0"
"t21","0"
"t22","0"
"t25","0"
"t62","0"
"t63","0"
"t60","1"
"t61","0"
"t24","0"
"t18","0"
"t14","0"
"t12","0"
"t66","0"
"t67","0"
"t51","0"
"t15","1"
"t44","0"
"t45","0"
"t86","0"
"t99","0"
"t100","0"
"t10","0"
"t2","0"
"t57","0"
"t58","0"
"t64","1"
"t65","1"
"t52","1"
"t53","1"
"t47","1"
"t97","1"
"t98","1"
"t46","1"
"t78","1"
"t79","1"
"t30","0"
"t43","0"
"t56","0"
"t9","0"
"t31","0"
"t32","0"
"t33","0"
"t28","0"
"t87","0"
"t88","0"
"t70","0"
"t13","0"
"t93","0"
"t94","0"
"t83","0"
"t84","0"
"t42","0"
"t34","0"
"t37","0"
"t38","0"
"t19","0"
"t20","0"
"t1","1"
"t91","1"
"t92","1"
"t72","1"
"t73","1"
"t55","0"
"t27","1"
"t4","0"
"t95","1"
"t96","1"
"t16","1"
"t85","0"
"t82","0"
"t89","0"
"t90","0"
"t48","0"
"t54","0"
"t68","1"
"t69","0"
"t41","0"
"t35","0"
"t36","0"
"t39","0"
"t40","0"
"t17","0"
"t29","0"
