,0,1,2,3,4,5,6,7,8,9,10
t1,10.835806,4.2613225,7.14613,6.1901474,4.8249025,4.3137536,2.9433846,2.0577562,2.336521,5.7475133,3.784586
t2,10.906398,4.2232447,7.266122,6.1338034,4.757208,4.265153,2.898459,2.1295846,2.3909776,5.8015113,3.6563108
t3,10.913088,4.1897264,7.229925,6.110524,4.775342,4.245896,2.8690999,2.1379755,2.321944,5.829962,3.7036579
t4,-4.5441914,1.41772,4.185841,8.43853,9.715029,5.871138,3.5642982,4.25205,4.923494,1.4310604,2.7522662
t5,-4.6135654,1.4751083,4.2571077,8.4743595,9.797825,5.8171024,3.609795,4.2449527,4.8451967,1.3566908,2.7513738
t6,10.0399475,7.4786205,0.40029725,8.4324255,7.0440187,3.0344791,-1.0261856,7.7788277,3.7949915,4.389488,7.481308
t7,10.965875,3.978858,6.7625213,6.383975,4.8657517,4.8262,2.5990965,2.225687,2.3881261,5.4536304,3.9580991
t8,10.089202,7.3678975,0.44089526,8.430539,7.1172614,3.0262227,-0.9108391,7.747342,3.6763785,4.462686,7.524106
t9,9.991156,7.4445696,0.33637035,8.528914,7.071762,2.953365,-1.0209715,7.899659,3.7917635,4.453593,7.3320594
t10,-4.765418,1.2018108,4.068876,8.551225,9.728475,5.6087995,3.5629618,4.1346726,4.798881,1.3189995,2.9638782
t11,-4.8243737,1.3291761,4.1944346,8.549446,9.82914,5.5836787,3.6397178,4.2236814,4.7971125,1.3614776,2.8853018
t12,-4.3332324,1.6281191,4.246803,8.796169,9.780728,5.9937143,4.077605,4.356719,4.7734985,1.0831469,2.5591388
t13,11.8255825,1.9361621,5.3464584,3.9368167,1.6901418,6.872522,4.9410048,0.69923687,4.431393,7.3542376,3.800979
t14,-4.8330116,1.3151674,4.142435,8.48779,9.759631,5.6015415,3.469266,4.2812114,4.998971,1.5025269,2.8497326
t15,10.138679,7.4889355,0.48810795,8.385887,7.077052,3.0607574,-0.9524024,7.664378,3.7239232,4.2969847,7.7596645
t16,11.21408,3.9614003,6.8902507,6.425458,4.8419795,4.8721313,2.4945657,2.3970935,2.305873,5.555509,3.7905486
t17,11.067402,3.850989,6.888763,6.4684987,4.7143097,4.8079824,2.4317446,2.4161901,2.388836,5.4528995,3.9398437
t18,12.057734,1.8932811,5.509083,3.7872508,1.7252396,6.9504304,4.815196,1.0004321,4.5479074,7.855395,4.020084
t19,10.127556,7.3810854,0.5714037,8.353367,7.0919485,3.1184475,-0.80459946,7.612462,3.5825412,4.3909674,7.7778687
t20,10.101934,7.382438,0.69498825,8.324267,7.1963196,3.104404,-0.7616635,7.6118817,3.5370011,4.4189477,7.6927843
t21,9.121669,2.6997435,5.0607886,4.381157,4.4343886,3.5472763,4.0557117,3.7504268,0.98516786,5.999221,6.017116
t22,11.878409,4.8670835,9.160386,6.907241,4.1374574,3.3291764,4.0163746,1.7192482,2.198531,6.5161014,3.0244548
t23,6.5127273,10.652957,9.508035,-1.5645964,5.145402,3.4606836,2.518292,1.6590583,7.406151,8.937655,3.367557
t24,10.10275,4.2559514,5.798577,6.2335677,4.9117684,4.591269,2.3628187,2.1508524,2.2498753,5.437963,4.097691
t25,-4.2625365,1.5987604,4.2813754,8.7933445,9.839303,5.994378,4.1908426,4.247056,4.7456584,1.083229,2.5683362
t26,11.976349,2.0753007,5.6767697,3.9178526,1.5869875,7.050782,4.860919,0.9521019,4.452038,7.681621,3.889487
t27,-4.434521,1.5328484,4.1722884,8.677263,9.680074,5.8732452,4.264886,4.3814864,4.909791,1.2314101,2.6847045
t28,11.210022,3.9079607,6.8702917,6.4489803,4.8504753,5.1302357,2.434601,2.3655362,2.4215238,5.363695,3.9501956
t29,-4.544837,1.5350834,4.2410607,8.702062,9.755839,5.811038,4.005521,4.320906,4.80717,1.1825043,2.724015
t30,-4.5119557,1.6066136,4.2293897,8.820733,9.683674,5.7840667,4.106238,4.428353,4.7929296,1.0592417,2.6177216
t31,11.995682,4.8576007,9.243297,7.0250306,4.227583,3.2184718,4.007308,1.7267088,2.2117453,6.536364,2.9471986
t32,10.681358,6.421228,0.49238318,7.6298966,6.5562243,3.7616534,-0.101114556,6.7856035,3.0343306,4.894081,8.117014
t33,6.6121445,10.457616,9.390677,-1.4148673,5.185351,3.463422,2.4907527,1.7252095,7.2637954,8.814862,3.305345
t34,10.72237,6.4579167,0.48465335,7.639925,6.560709,3.7170098,-0.15288523,6.8276625,3.0895195,4.8097796,8.10637
t35,10.662391,6.358812,0.49131706,7.5739713,6.5661883,3.8421006,-0.021318523,6.69207,2.9604032,4.9569297,8.13288
t36,11.8611355,4.9795785,8.926995,6.9330606,4.544022,3.2524173,3.9490561,1.7608656,2.1602192,6.3172317,3.1096015
t37,11.656407,2.0049274,5.4092755,3.774421,1.5101398,6.9214325,5.0082803,0.63974255,4.6318855,7.364464,3.6408231
t38,11.707259,2.0734906,5.354977,3.8442318,1.5922649,6.9637156,4.9661574,0.5651125,4.639791,7.324943,3.664581
t39,10.563387,4.0058904,6.404359,6.3920317,4.850357,4.798017,2.5166073,2.2092078,2.3238819,5.4397345,4.0578885
t40,-4.97673,1.2799839,4.128875,8.685562,9.842125,5.428708,3.6003838,4.3082414,4.919283,1.2818903,2.8490322
t41,-4.834631,1.1372926,4.042217,8.482368,9.702199,5.549156,3.4628048,4.0722885,4.842847,1.4342567,3.0132306
t42,11.8386965,4.780599,9.090793,6.881642,4.1318903,3.2863693,3.951197,1.6928082,2.2535043,6.424173,3.0089512
t43,11.769448,4.872284,9.048872,6.835384,4.1704206,3.3839226,3.8785276,1.7146683,2.2710903,6.3308053,3.115873
t44,6.5408,10.268651,9.497897,-1.2362671,5.167071,3.3229363,2.473577,1.9042296,6.7547283,8.389613,3.0106812
t45,6.5405884,10.239859,9.486715,-1.1793482,5.170185,3.3140745,2.4821496,1.9340389,6.6947145,8.338197,3.0093102
t46,6.4008107,10.381704,9.530883,-1.2384139,5.253399,3.4585254,2.5660853,1.8576674,6.9881253,8.440026,3.0194776
