"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114","t115","t116"
"t1",0,3.11619225782387,2.78939087640605,6.49315102821176,6.66745111705966,6.73073479712725,6.73073479712725,6.73073479712725,5.72352533922251,9.79458926048816,9.02878884822431,9.79458926048816,6.73073479712725,8.13059666122158,6.73073479712725,6.25778416241631,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.61842576649076,6.73073479712725,6.73073479712725,6.73073479712725,9.79458926048816,6.73073479712725,9.79458926048816,6.73073479712725,9.79458926048816,9.79458926048816,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.1918354095506,6.73073479712725,6.22966624311867,6.73073479712725,9.54787875559861,9.79458926048816,6.73073479712725,6.73073479712725,6.73073479712725,6.28063274235823,6.73073479712725,6.28272179748342,6.73073479712725,6.73073479712725,6.73073479712725,9.79458926048816,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,9.79458926048816,9.79458926048816,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712724,6.73073479712725,6.5846643509257,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,9.79458926048816,9.79458926048816,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725,6.73073479712725
"t2",3.11619225782387,0,1.90990255974331,7.17117583596883,7.34547592481673,5.5126052774663,5.53031083969424,5.5126052774663,4.50539581956157,10.4726140682452,9.70681365598138,10.4726140682452,5.53031083969424,8.80862146897865,5.85124648046451,5.05736020498331,5.53031083969424,5.53031083969424,5.85124648046451,5.85124648046451,5.41800180905776,5.53031083969424,5.53031083969424,5.53031083969424,10.4726140682452,5.53031083969424,10.4726140682452,5.53031083969424,10.4726140682452,10.4726140682452,5.53031083969424,5.85124648046451,5.53031083969424,5.85124648046451,5.85124648046451,4.9914114521176,5.53031083969424,5.02924228568567,5.53031083969424,10.2259035633557,10.4726140682452,5.53031083969424,5.53031083969424,5.53031083969424,5.08020878492522,5.53031083969424,5.08229784005042,5.53031083969424,5.85124648046451,5.85124648046451,10.4726140682452,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.85124648046451,5.85124648046451,10.4726140682452,10.4726140682452,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.38424039349269,5.85124648046451,5.85124648046451,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,10.4726140682452,10.4726140682452,5.53031083969424,5.53031083969424,5.85124648046451,5.85124648046451,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.53031083969424,5.85124648046451,5.85124648046451,5.53031083969424,5.53031083969424,5.85124648046451,5.85124648046451,5.53031083969424,5.53031083969424
"t3",2.78939087640605,1.90990255974331,0,6.84437445455101,7.01867454339891,5.52444509904669,5.52444509904669,5.52444509904669,4.51723564114195,10.1458126868274,9.38001227456356,10.1458126868274,5.52444509904669,8.48182008756083,4.78297882620718,5.05149446433575,5.52444509904669,5.52444509904669,4.78297882620718,4.78297882620718,5.4121360684102,5.52444509904669,5.52444509904669,5.52444509904669,10.1458126868274,5.52444509904669,10.1458126868274,5.52444509904669,10.1458126868274,10.1458126868274,5.52444509904669,4.78297882620718,5.52444509904669,4.78297882620718,4.78297882620718,4.98554571147004,5.52444509904669,5.02337654503811,5.52444509904669,9.89910218193786,10.1458126868274,5.52444509904669,5.52444509904669,5.52444509904669,5.07434304427767,5.52444509904669,5.07643209940287,5.52444509904669,4.78297882620718,4.78297882620718,10.1458126868274,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,4.78297882620718,4.78297882620718,10.1458126868274,10.1458126868274,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.37837465284514,4.78297882620718,4.78297882620718,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,10.1458126868274,10.1458126868274,5.52444509904668,5.52444509904668,4.78297882620718,4.78297882620718,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,5.52444509904669,4.78297882620718,4.78297882620718,5.52444509904669,5.52444509904669,4.78297882620718,4.78297882620718,5.52444509904669,5.52444509904669
"t4",6.49315102821176,7.17117583596883,6.84437445455101,0,0.764988155918494,10.7857183752722,10.7857183752722,10.7857183752722,9.77850891736747,5.04726165483868,4.28146124257483,6.74184571420038,10.7857183752722,3.38326905557209,10.7857183752722,10.3127677405613,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.6734093446357,10.7857183752722,10.7857183752722,10.7857183752722,6.74184571420038,10.7857183752722,6.74184571420038,10.7857183752722,6.74184571420038,6.74184571420038,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.2468189876956,10.7857183752722,10.2846498212636,10.7857183752722,4.80055114994913,5.04726165483868,10.7857183752722,10.7857183752722,10.7857183752722,10.3356163205032,10.7857183752722,10.3377053756284,10.7857183752722,10.7857183752722,10.7857183752722,6.74184571420038,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,5.04726165483868,5.04726165483868,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.6396479290707,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,6.74184571420038,6.74184571420038,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722,10.7857183752722
"t5",6.66745111705966,7.34547592481673,7.01867454339891,0.764988155918494,0,10.9600184641201,10.9600184641201,10.9600184641201,9.95280900621537,5.22156174368658,4.45576133142273,6.91614580304827,10.9600184641201,3.55756914441999,10.9600184641201,10.4870678294092,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.8477094334836,10.9600184641201,10.9600184641201,10.9600184641201,6.91614580304827,10.9600184641201,6.91614580304827,10.9600184641201,6.91614580304827,6.91614580304827,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.4211190765435,10.9600184641201,10.4589499101115,10.9600184641201,4.97485123879703,5.22156174368658,10.9600184641201,10.9600184641201,10.9600184641201,10.5099164093511,10.9600184641201,10.5120054644763,10.9600184641201,10.9600184641201,10.9600184641201,6.91614580304827,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,5.22156174368658,5.22156174368658,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.8139480179186,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,6.91614580304827,6.91614580304827,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201,10.9600184641201
"t6",6.73073479712725,5.5126052774663,5.52444509904669,10.7857183752722,10.9600184641201,0,9.14485337899762,4.39329534422497,3.38608588632024,14.0871566075486,13.3213561952848,14.0871566075486,9.14485337899762,12.423164008282,9.46578901976788,8.67190274428668,9.14485337899762,9.14485337899762,9.46578901976788,9.46578901976788,9.03254434836113,9.14485337899762,9.14485337899762,9.14485337899762,14.0871566075486,9.14485337899762,14.0871566075486,9.14485337899762,14.0871566075486,14.0871566075486,9.14485337899762,9.46578901976788,9.14485337899762,9.46578901976788,9.46578901976788,8.60595399142098,9.14485337899762,8.64378482498904,9.14485337899762,13.8404461026591,14.0871566075486,9.14485337899762,9.14485337899762,9.14485337899762,8.6947513242286,9.14485337899762,8.6968403793538,9.14485337899762,9.46578901976788,9.46578901976788,14.0871566075486,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.46578901976788,9.46578901976788,14.0871566075486,14.0871566075486,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,8.99878293279607,9.46578901976788,9.46578901976788,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,14.0871566075486,14.0871566075486,9.14485337899762,9.14485337899762,9.46578901976788,9.46578901976788,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.46578901976788,9.46578901976788,9.14485337899762,9.14485337899762,9.46578901976788,9.46578901976788,9.14485337899762,9.14485337899762
"t7",6.73073479712725,5.53031083969424,5.52444509904669,10.7857183752722,10.9600184641201,9.14485337899762,0,9.14485337899762,8.13764392109288,14.0871566075486,13.3213561952848,14.0871566075486,6.44343106311969,12.423164008282,9.46578901976788,3.82832886812568,4.30127950283662,6.44343106311969,9.46578901976788,9.46578901976788,6.3311220324832,6.07992635034509,6.07992635034509,5.225233729012,14.0871566075486,6.44343106311969,14.0871566075486,4.30127950283662,14.0871566075486,14.0871566075486,6.07992635034509,9.46578901976788,6.07992635034509,9.46578901976788,9.46578901976788,5.54102696276845,6.44343106311969,5.94236250911111,5.225233729012,13.8404461026591,14.0871566075486,6.07992635034509,6.07992635034509,6.07992635034509,5.62982429557607,6.07992635034509,4.77722072936818,5.225233729012,9.46578901976788,9.46578901976788,14.0871566075486,6.07992635034509,6.07992635034509,6.07992635034509,6.07992635034509,6.07992635034509,6.07992635034509,6.07992635034509,4.30127950283662,6.44343106311969,6.44343106311969,5.225233729012,5.225233729012,4.30127950283662,6.07992635034509,9.46578901976788,9.46578901976788,14.0871566075486,14.0871566075486,6.44343106311969,6.44343106311969,6.44343106311969,5.225233729012,4.30127950283662,6.07992635034509,5.93385590414354,9.46578901976788,9.46578901976788,6.44343106311969,6.44343106311969,5.13336497267129,5.13336497267129,6.44343106311969,6.44343106311969,5.225233729012,6.44343106311969,6.44343106311969,6.07992635034509,6.07992635034509,14.0871566075486,14.0871566075486,6.44343106311969,6.44343106311969,9.46578901976788,9.46578901976788,6.07992635034509,5.225233729012,5.225233729012,6.44343106311969,6.44343106311969,6.07992635034509,6.07992635034509,6.07992635034509,6.07992635034509,4.30127950283662,4.30127950283662,6.07992635034509,6.07992635034509,9.46578901976788,9.46578901976788,6.44343106311969,6.44343106311969,9.46578901976788,9.46578901976788,5.225233729012,5.225233729012
"t8",6.73073479712725,5.5126052774663,5.52444509904669,10.7857183752722,10.9600184641201,4.39329534422497,9.14485337899762,0,3.13600854342531,14.0871566075486,13.3213561952848,14.0871566075486,9.14485337899762,12.423164008282,9.46578901976788,8.67190274428668,9.14485337899762,9.14485337899762,9.46578901976788,9.46578901976788,9.03254434836113,9.14485337899762,9.14485337899762,9.14485337899762,14.0871566075486,9.14485337899762,14.0871566075486,9.14485337899762,14.0871566075486,14.0871566075486,9.14485337899762,9.46578901976788,9.14485337899762,9.46578901976788,9.46578901976788,8.60595399142098,9.14485337899762,8.64378482498904,9.14485337899762,13.8404461026591,14.0871566075486,9.14485337899762,9.14485337899762,9.14485337899762,8.6947513242286,9.14485337899762,8.6968403793538,9.14485337899762,9.46578901976788,9.46578901976788,14.0871566075486,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.46578901976788,9.46578901976788,14.0871566075486,14.0871566075486,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,8.99878293279607,9.46578901976788,9.46578901976788,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,14.0871566075486,14.0871566075486,9.14485337899762,9.14485337899762,9.46578901976788,9.46578901976788,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.14485337899762,9.46578901976788,9.46578901976788,9.14485337899762,9.14485337899762,9.46578901976788,9.46578901976788,9.14485337899762,9.14485337899762
"t9",5.72352533922251,4.50539581956157,4.51723564114195,9.77850891736747,9.95280900621537,3.38608588632024,8.13764392109288,3.13600854342531,0,13.0799471496439,12.31414673738,13.0799471496439,8.13764392109288,11.4159545503773,8.45857956186315,7.66469328638195,8.13764392109288,8.13764392109288,8.45857956186315,8.45857956186315,8.0253348904564,8.13764392109288,8.13764392109288,8.13764392109288,13.0799471496439,8.13764392109288,13.0799471496439,8.13764392109288,13.0799471496439,13.0799471496439,8.13764392109288,8.45857956186315,8.13764392109288,8.45857956186315,8.45857956186315,7.59874453351624,8.13764392109288,7.63657536708431,8.13764392109288,12.8332366447543,13.0799471496439,8.13764392109288,8.13764392109288,8.13764392109288,7.68754186632386,8.13764392109288,7.68963092144906,8.13764392109288,8.45857956186315,8.45857956186315,13.0799471496439,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.45857956186315,8.45857956186315,13.0799471496439,13.0799471496439,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,7.99157347489134,8.45857956186315,8.45857956186315,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,13.0799471496439,13.0799471496439,8.13764392109288,8.13764392109288,8.45857956186315,8.45857956186315,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.13764392109288,8.45857956186315,8.45857956186315,8.13764392109288,8.13764392109288,8.45857956186315,8.45857956186315,8.13764392109288,8.13764392109288
"t10",9.79458926048816,10.4726140682452,10.1458126868274,5.04726165483868,5.22156174368658,14.0871566075486,14.0871566075486,14.0871566075486,13.0799471496439,0,3.13732921836474,10.0432839464768,14.0871566075486,4.79718920201481,14.0871566075486,13.6142059728377,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,13.9748475769121,14.0871566075486,14.0871566075486,14.0871566075486,10.0432839464768,14.0871566075486,10.0432839464768,14.0871566075486,10.0432839464768,10.0432839464768,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,13.548257219972,14.0871566075486,13.58608805354,14.0871566075486,6.21447129639184,6.46118180128139,14.0871566075486,14.0871566075486,14.0871566075486,13.6370545527796,14.0871566075486,13.6391436079048,14.0871566075486,14.0871566075486,14.0871566075486,10.0432839464768,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,6.46118180128139,6.46118180128139,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,13.9410861613471,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,10.0432839464768,10.0432839464768,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486,14.0871566075486
