,0,1,2,3,4,5,6,7,8,9,10
t1,0.028918635,-0.36693668,3.120122,-0.39834592,-0.007931429,2.3697784,6.3393397,0.24384503,0.760479,5.9220686,0.43598515
t2,0.029459791,-0.45838347,2.4728205,-0.83476853,-0.046795126,6.9515514,6.624329,0.33772638,-0.2643954,6.8791437,-0.22230677
t3,0.035412885,-0.465454,2.9159446,-0.8738472,-0.04177893,7.243833,7.6609235,0.36106193,-0.16433711,8.116566,-0.20803009
t4,0.081055276,-0.66646546,20.640215,14.032952,-0.043614008,-0.9438094,11.303483,1.0787694,-0.14642659,0.08288576,2.8956861
t5,0.07966676,-0.68020946,21.16196,14.681864,-0.04433625,-0.9698181,11.423844,1.1000491,-0.16169344,0.008690021,2.9902
t6,3.4828155,-0.51435924,1.7504718,6.729425,-0.01873167,-0.22345881,1.2807935,0.48658353,6.622757,3.6705854,-0.23521158
t7,0.032106932,-0.21798961,-0.005363132,-0.5384501,-0.067585364,5.3017554,-0.035465363,0.22375368,-0.5903698,0.037167326,-0.62726265
t8,3.559462,-0.51586753,1.665821,6.556283,-0.019113014,-0.22595863,1.6094462,0.48794788,6.482556,3.9719746,-0.22478011
t9,1.6458867,-0.40331435,1.5733577,3.468722,0.008640478,-0.0973351,2.300247,0.38105276,4.538026,3.5085514,0.050920837
t10,0.016678452,-1.2148087,29.800983,26.063297,-0.12676257,-1.5276166,14.233316,1.6774201,-0.09048745,0.051542886,3.1536891
t11,0.036242627,-1.0764469,27.816624,23.129488,-0.11327014,-1.3945936,13.480598,1.5246662,-0.17887555,0.056360655,3.1768398
t12,0.043324284,-1.2374277,30.450417,26.091635,-0.15227805,-1.5393374,14.44011,1.7847161,0.022862157,0.09603727,3.4896123
t13,0.019586343,-0.17380995,-0.038091257,-0.39727914,-0.05665279,4.049363,-0.05003594,0.16586684,-0.42761704,0.019846365,-0.53215986
t14,0.045803376,-0.9085964,26.027538,20.158583,-0.09067685,-1.2916886,13.119643,1.3400751,-0.20879701,0.048026312,3.0948336
t15,3.6744642,-0.44790396,2.001945,7.986263,1.7659168,-0.25709212,3.017925,0.5497819,7.898567,6.037244,-0.31736827
t16,0.041981414,-0.28856266,0.093066886,-0.7657192,-0.0909794,7.210508,0.3155235,0.26431012,-0.7402162,0.09296504,-0.83751094
t17,0.043402586,-0.22139962,0.01686759,-0.59464806,-0.069357514,5.5914817,-0.025624748,0.21623057,-0.6153053,0.037149765,-0.7179818
t18,0.017449068,-0.21693417,-0.06903148,-0.42146555,-0.06950605,4.6480904,-0.09484049,0.21403371,-0.503031,0.037122544,-0.62760454
