,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
t1,0.87647015,9.51387,3.4874942,7.577476,-1.6384897,5.9534874,5.7699,6.8390512,1.5039816,3.9955776,4.58092,4.358398,5.0606213,7.4065194,3.0853639,4.4299126,3.4775312,5.156032,4.4665933,3.4534879,4.207089,6.4311867,7.1098304,6.612067,5.4919806,4.471796,6.226154,4.5388627,5.332879,3.801569,4.9704475,5.771076,6.9522676,5.592277,4.2709785,3.5780802,5.230227,3.603521,4.2802963,5.188216
t2,0.90297157,9.547396,3.4727423,7.5686116,-1.6247822,5.959457,5.7931323,6.8150244,1.5618368,4.0035133,4.5962977,4.3405867,5.0283394,7.422567,3.0703168,4.462433,3.4568107,5.1307483,4.4694057,3.4855437,4.1977034,6.415876,7.0858507,6.595927,5.500794,4.4687643,6.2133317,4.5209155,5.3084335,3.7850685,4.996324,5.73992,6.943794,5.603122,4.290145,3.583635,5.2379775,3.5946388,4.2639146,5.220058
t3,0.84546614,9.463226,3.5071833,7.5910425,-1.6551785,5.9369717,5.728384,6.8800116,1.4044752,3.9790447,4.555063,4.3887234,5.0916486,7.370937,3.1165931,4.387873,3.492605,5.1922493,4.4560847,3.4209917,4.212421,6.449605,7.142952,6.646133,5.487848,4.4891853,6.2514772,4.5677686,5.3642774,3.8289313,4.936052,5.819168,6.959179,5.5906076,4.23325,3.5685337,5.2153335,3.6169114,4.311768,5.152844
t4,0.80825406,9.466708,3.4907756,7.5969324,-1.652524,5.9219484,5.7106204,6.898771,1.3468486,3.9506576,4.5345426,4.397475,5.134529,7.3405023,3.1433127,4.353015,3.5562963,5.2077847,4.4293504,3.3860734,4.21574,6.453582,7.1800394,6.673931,5.4927526,4.493097,6.2906566,4.5999675,5.392544,3.844881,4.9029717,5.8507156,7.0279174,5.5723786,4.211844,3.544982,5.183487,3.6542923,4.2676654,5.1275253
t5,0.86755747,9.52909,3.4713182,7.576359,-1.6352555,5.946359,5.7643375,6.843327,1.503712,3.9825919,4.5724425,4.3591003,5.074616,7.3962965,3.095933,4.4239316,3.5175996,5.1537175,4.4526043,3.4458594,4.204647,6.4279327,7.1186204,6.6213765,5.499383,4.479242,6.2442164,4.5499067,5.339576,3.8050976,4.962268,5.7779813,7.002499,5.591931,4.26202,3.5666335,5.2167397,3.620984,4.2507095,5.182881
t6,0.8242849,9.435384,3.5310988,7.610549,-1.6877902,5.904026,5.6638203,6.94273,1.2778387,3.9515522,4.5147176,4.436932,5.1226563,7.3172717,3.1652474,4.341633,3.489254,5.243895,4.436806,3.3896825,4.21577,6.4748006,7.177904,6.6975904,5.4933214,4.522289,6.291351,4.606527,5.399186,3.8700159,4.8924103,5.8849516,6.9416323,5.5997553,4.17515,3.554515,5.1922956,3.6371274,4.340511,5.1160383
t7,0.7737885,9.375688,3.5372896,7.61967,-1.6737986,5.8991218,5.6536493,6.9566307,1.2169005,3.938757,4.506695,4.443063,5.1366296,7.2912006,3.181432,4.307119,3.5163398,5.264839,4.427395,3.3679874,4.222129,6.4803905,7.2187495,6.719656,5.4876766,4.514359,6.309743,4.629732,5.4246364,3.8808715,4.8649845,5.911948,6.9369464,5.57938,4.164044,3.5438821,5.1744056,3.652469,4.3567452,5.1005864
t8,0.8160132,9.369368,3.5731046,7.623503,-1.7093638,5.8970113,5.6321106,6.9751253,1.1559278,3.9599586,4.5062685,4.4656467,5.1132865,7.3061066,3.173686,4.323412,3.450895,5.2781067,4.453051,3.385534,4.2244678,6.4939146,7.1851845,6.7088466,5.4855003,4.5328035,6.282761,4.6096926,5.409553,3.8858645,4.879533,5.9139433,6.881066,5.60959,4.154653,3.5664642,5.2031145,3.6146455,4.405373,5.101227
t9,0.8390703,9.257187,3.6185205,7.637798,-1.7484678,5.8993225,5.636276,6.986745,1.0173273,3.9764535,4.516413,4.4803486,5.1353655,7.339155,3.1428175,4.298135,3.3627899,5.3219767,4.4807067,3.3561964,4.2589517,6.5161076,7.183329,6.677884,5.4714513,4.486481,6.2419786,4.592859,5.402621,3.8826373,4.8689313,5.922047,6.762335,5.5657244,4.1860633,3.5871477,5.217432,3.5849059,4.545016,5.0909767
t10,0.8140116,9.351893,3.563645,7.613532,-1.6842402,5.928439,5.6863065,6.9264655,1.1622138,3.9797986,4.5379467,4.426727,5.119007,7.349118,3.1330976,4.3374023,3.4466085,5.2494574,4.4693127,3.38103,4.231688,6.4821296,7.173819,6.6679335,5.4689116,4.4881454,6.2509522,4.585716,5.3952293,3.8573344,4.899866,5.8722754,6.8707395,5.576499,4.206523,3.576055,5.2159038,3.6044261,4.4182925,5.110972
t11,0.8274341,9.375618,3.5481427,7.605017,-1.671999,5.9377527,5.7104435,6.902398,1.2479476,3.9861298,4.5509872,4.408227,5.105611,7.364392,3.1190205,4.3570275,3.445656,5.2280707,4.4712496,3.3962908,4.2271376,6.4709816,7.160671,6.6530104,5.469927,4.4782267,6.2414227,4.5734973,5.381269,3.8428748,4.916874,5.846684,6.8732758,5.5749025,4.2260466,3.5782986,5.2216,3.6025646,4.4005523,5.1285872
t12,1.0474246,9.478556,3.68135,7.6544914,-1.8735018,5.837054,5.5054393,7.088222,1.0398645,3.9843729,4.4662037,4.580704,5.0302143,7.2994275,3.2017605,4.386195,3.1142166,5.355094,4.492561,3.4616594,4.21609,6.547694,7.0667124,6.7272515,5.5157237,4.633568,6.2461724,4.571821,5.3534636,3.9418762,4.908299,5.9555907,6.5771375,5.738323,4.075827,3.6213965,5.2570524,3.5247295,4.6063995,5.1274157
t13,1.1050392,9.539221,3.686814,7.6646595,-1.9184684,5.800232,5.4581704,7.1297517,1.0684932,3.973114,4.445765,4.618178,4.9864283,7.2702603,3.2325416,4.419376,3.0517814,5.371229,4.480117,3.5046554,4.196436,6.5533967,7.0304956,6.757257,5.5486298,4.6804466,6.264204,4.571562,5.33044,3.9666078,4.9185066,5.9695024,6.525437,5.788236,4.0349407,3.6264517,5.253503,3.5141182,4.603269,5.162729
t14,1.1143134,9.547968,3.6932003,7.669949,-1.92292,5.804674,5.461046,7.1267257,1.0791863,3.9805315,4.453994,4.618129,4.9820843,7.276459,3.2260869,4.4261994,3.0419693,5.373064,4.4890704,3.5076485,4.197726,6.5591435,7.0218306,6.7522388,5.5421166,4.678246,6.2553506,4.5631847,5.324902,3.9682918,4.9244294,5.9638696,6.5167603,5.789332,4.041066,3.6376226,5.2578583,3.5003188,4.61045,5.163264
t15,-1.0551476,-1.5881966,5.202473,9.076225,5.8597946,7.9659605,5.5366387,6.775228,4.371067,3.7578688,5.4369197,3.5207212,5.0423784,6.360093,2.616878,4.6302905,4.4582763,4.408753,5.157586,2.6647737,3.8595986,5.7719226,7.69928,6.8495693,5.5790105,4.36078,6.2623277,4.709594,5.746246,3.8222737,4.5374355,5.903492,7.289153,5.7969093,4.409832,3.8406053,4.2768617,2.6542695,3.274083,3.8608193
t16,0.94077873,9.356644,3.654568,7.6385574,-1.7965162,5.8989835,5.5990176,7.0074577,1.0366025,4.002451,4.5104012,4.507872,5.0953207,7.3474517,3.1481845,4.347498,3.244032,5.316496,4.5065527,3.3976817,4.2387023,6.53049,7.1149,6.6782517,5.467889,4.5431366,6.2189727,4.565909,5.3778152,3.8990014,4.9035845,5.916531,6.667859,5.6424236,4.154321,3.6161964,5.25755,3.5404785,4.589868,5.094826
t17,12.643345,2.5768564,4.388019,6.1585836,3.6830797,6.517893,5.563879,8.135955,4.7270637,2.6371207,4.2922144,4.6579924,7.0275564,8.070609,1.8915466,5.1364093,4.3114934,5.4121532,3.882759,3.435875,2.5515177,5.7754316,5.7974577,5.7750316,5.701102,5.490989,5.6285872,4.5892754,4.9289217,3.5782812,5.968796,6.0539618,5.489245,5.957529,3.766615,4.841509,5.2361975,2.9725943,4.0506907,3.8262262
t18,1.1943059,9.594076,3.7492752,7.6586823,-1.9790969,5.7750516,5.4091086,7.1754656,1.0065717,3.9837458,4.4152083,4.667936,4.9595385,7.2924824,3.2293515,4.4366803,2.9101808,5.402516,4.5085053,3.5315976,4.2145796,6.5733633,6.9893837,6.737533,5.562836,4.723892,6.2293687,4.553256,5.3139353,3.9681447,4.9247985,5.988889,6.4079523,5.848178,4.002777,3.6364663,5.2911863,3.4869947,4.698089,5.1446834
t19,0.8867373,9.298596,3.642504,7.6352477,-1.7631334,5.918795,5.631502,6.981462,1.0257175,4.0035405,4.5259743,4.4815645,5.1207128,7.358885,3.1313684,4.324764,3.3039978,5.307413,4.5070105,3.3705447,4.2493863,6.5232773,7.145104,6.6648984,5.451945,4.504458,6.2157025,4.5701613,5.3916497,3.8841887,4.894069,5.908433,6.7097354,5.598645,4.1831527,3.610359,5.2490387,3.552286,4.57956,5.0842185
t20,0.8554728,9.25128,3.6407492,7.6259837,-1.7254151,5.967501,5.6895595,6.9271784,1.0733093,4.032028,4.558862,4.437974,5.1491423,7.3966184,3.0940247,4.316741,3.3381784,5.2779965,4.530399,3.341209,4.2571945,6.5172863,7.149816,6.6303487,5.412751,4.460636,6.1852455,4.5549755,5.40053,3.8608842,4.904054,5.875808,6.7278357,5.5596824,4.2302375,3.6212764,5.269329,3.5383904,4.5888186,5.0624647
t21,1.2413396,9.635193,3.7585146,7.646558,-2.002494,5.7573323,5.3954177,7.187913,1.0205106,3.978964,4.39765,4.6810303,4.9362187,7.3012843,3.2295146,4.454615,2.8502524,5.401607,4.5069895,3.5600007,4.213704,6.5680165,6.9636087,6.728434,5.586472,4.7453475,6.219856,4.5437613,5.2962503,3.9607687,4.9366407,5.9866796,6.3576236,5.8823576,3.9911406,3.6323402,5.302977,3.4866757,4.710037,5.1599727
