,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
t3,8.02933,14.078759,4.0146365,6.040572,6.486729,3.5302644,6.52733,3.2000701,6.5637665,3.1614497,5.2313976,6.49253,4.8072453,6.10473,2.7644746,5.992414,5.574478,4.9715476,6.632159,4.9059877,6.0938535,5.2564797,5.9640427,6.5118027,7.1080427,3.0584865,4.4584665,6.7195344,4.810009,5.319326,5.5574536,7.0429726,6.0390177,5.9782887,3.9507074
t4,8.0870285,14.1861725,4.0488925,6.002472,6.5768437,3.5466487,6.449703,3.2555807,6.5417204,3.1182382,5.222185,6.509215,4.7250814,6.0605726,2.7091408,6.098964,5.616182,4.933734,6.6946836,4.9034095,6.174595,5.193149,5.8472185,6.470535,7.124071,3.027893,4.4176784,6.7527304,4.8458033,5.380189,5.4715524,6.9685483,5.967202,5.9820747,3.9895148
t22,8.19702,14.398856,4.1337476,5.938349,6.7677956,3.584739,6.279767,3.3623414,6.492026,3.0191507,5.193342,6.512458,4.50892,5.922871,2.606735,6.3210187,5.6988893,4.863916,6.8311744,4.8954062,6.3402934,5.076952,5.613912,6.3994174,7.1540585,2.978779,4.3428197,6.8100085,4.899111,5.505029,5.2953005,6.817012,5.801466,5.994704,4.093638
t23,8.196941,14.414505,4.1381855,5.921329,6.7771797,3.5880942,6.2582173,3.3674479,6.4761114,3.0083055,5.1894836,6.5158916,4.4739156,5.895046,2.598492,6.3340864,5.711215,4.8448257,6.854487,4.8917694,6.360047,5.064839,5.599421,6.3907037,7.1454577,2.980749,4.3292656,6.826491,4.913442,5.5196834,5.290388,6.8092866,5.7757483,5.9886527,4.117527
t10,8.137612,14.279541,4.0837016,5.9749517,6.6574907,3.5611002,6.3796067,3.3045392,6.5252676,3.0794659,5.212794,6.5167556,4.6418643,6.013071,2.6625764,6.1926494,5.6496725,4.9102054,6.74799,4.9023614,6.24613,5.1421285,5.7513413,6.4392138,7.1411886,3.003919,4.386807,6.7751946,4.8702116,5.432222,5.39407,6.9032383,5.9031467,5.9921246,4.0243516
t2,7.5140605,13.385143,3.8187642,6.160985,5.889534,3.4154472,6.88749,2.750374,6.584574,3.333314,5.291444,6.3508825,5.177309,6.289239,3.2897344,5.401082,5.4590325,5.0182977,6.4509954,4.833214,5.6612964,5.6549172,6.781683,6.827915,6.964834,3.439605,4.6521387,6.7163663,4.640514,4.93139,6.1646194,7.621107,6.2642665,5.930499,3.8385875
t7,7.4033947,13.301342,3.7528262,6.191367,5.7782,3.488419,6.9870214,2.6734488,6.6199923,3.3682141,5.2456594,6.3182273,5.251922,6.3490906,3.3651083,5.28253,5.493009,5.0221243,6.4465446,4.8491983,5.5591955,5.7535586,6.876735,6.920995,6.936188,3.5034645,4.6273637,6.6695976,4.657765,4.853452,6.292976,7.712183,6.344274,5.9676847,3.7575376
t8,7.399112,13.326419,3.7622752,6.143038,5.7938213,3.4754472,6.9655514,2.660477,6.6300178,3.4034398,5.25709,6.348695,5.246848,6.332886,3.382596,5.2910776,5.464514,4.9669394,6.4366226,4.8863626,5.5464425,5.766142,6.8765025,6.8796086,6.963699,3.509283,4.6170034,6.7118673,4.6507206,4.8747168,6.270667,7.7135096,6.298634,5.951883,3.7430718
t14,7.5060916,13.416117,3.7624094,6.160945,5.8664246,3.4528232,6.9062014,2.7519064,6.5868,3.3132086,5.2809186,6.347078,5.191462,6.302759,3.2999642,5.400664,5.5031385,5.023931,6.503221,4.8674526,5.6503606,5.6796913,6.809908,6.8528795,6.9516416,3.418209,4.5937266,6.685003,4.6372266,4.931984,6.177169,7.664276,6.314606,5.941902,3.8292696
t24,8.074021,14.118436,4.032562,6.0704517,6.530865,3.5221682,6.522231,3.231825,6.6016064,3.1583498,5.239437,6.4975715,4.832511,6.146743,2.7370062,6.032526,5.562456,4.9881577,6.61292,4.92369,6.1058917,5.2480083,5.8956566,6.5049143,7.1489315,3.0143764,4.473817,6.6907377,4.7934265,5.3239737,5.509105,7.0029073,6.052852,5.989812,3.916819
