,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
t3,0.51047355,-0.033015974,-0.18324092,0.021755882,-0.22274606,1.4871703,-0.39879766,-0.14419891,5.5333414,0.010641316,-0.28727868,1.5729921,-0.00745381,6.9925814,0.010823262,3.9968503,-0.031416755,5.084797,0.038083535,1.0307871,3.177821,0.8073078,-1.346891,-0.0655493,-0.21221161,9.758249,-0.014037955,6.4252987,-0.114265725,15.223103,-0.025534369,3.8971183,0.32198682,-0.05611059,-0.11554565
t4,-0.014523231,-0.048540868,-0.13751131,0.023164548,-0.17642067,1.4709039,-0.37757847,-0.13509977,5.903757,0.013771002,-0.28685206,3.382302,-0.012751808,8.802556,0.011603905,3.1516309,-0.033644404,7.277314,0.10013995,0.55451417,5.605025,2.1744323,-1.1827514,-0.21897317,-0.23796885,12.8428545,-0.031633954,5.2943482,-0.118803106,15.085239,-0.051508445,3.0740755,0.38261464,-0.0857355,-0.09585724
t22,-0.07910835,-0.059430167,-0.07498732,0.027543336,-0.093615204,1.8024415,-0.32204428,-0.09869032,6.7578435,0.020312123,-0.26375622,6.825163,-0.02178616,11.614781,0.01385944,1.928152,-0.036040355,10.874685,0.19185252,2.1411952e-05,9.860489,4.474452,-0.78496695,-0.46550888,-0.29286996,17.19862,-0.05409615,2.916802,-0.12502924,14.288764,-0.0943634,1.7916921,0.49730223,-0.14742887,-0.07581515
t23,-0.084947556,-0.059905898,-0.070376754,0.027825547,-0.08652284,1.8247205,-0.31728438,-0.09479691,6.8348126,0.020830287,-0.25942472,7.1026635,-0.022484059,11.85381,0.014087975,1.8241999,-0.036183137,11.148399,0.19869298,2.509783e-05,10.219138,4.6555533,-0.7498967,-0.4859241,-0.29788524,17.534103,-0.055695124,2.706395,-0.12529409,14.216036,-0.097776435,1.6745524,0.5055737,-0.15270604,-0.0735356
t10,-0.031507783,-0.051779665,-0.11911375,0.024367731,-0.15581678,1.513526,-0.36450338,-0.12742813,6.134628,0.015654553,-0.28362507,4.283158,-0.015170853,9.596639,0.012166664,2.8478205,-0.034895536,8.256157,0.12665354,0.26676244,6.7554464,2.800077,-1.0875579,-0.28772786,-0.2513133,14.082838,-0.038717303,4.701267,-0.12220854,14.942772,-0.06330325,2.7510993,0.4137324,-0.10129324,-0.092793785
t2,1.9896048,-0.030091304,-0.24959217,0.021547403,-0.3275929,1.665572,-0.39602467,-0.11288673,4.913072,0.007372542,-0.26413867,-0.073403284,-0.0013135163,4.4356556,0.011652522,5.112119,-0.023592662,2.5281367,1.4534723,2.4595685,-0.04057197,-0.058011986,-1.6132464,1.2848405,-0.16921014,6.340151,0.842156,6.980611,-0.12097815,15.285504,-0.0029602072,5.4154572,0.300014,-0.019333418,-0.11248049
t7,2.4206786,-0.03339849,-0.2811242,0.022625737,-0.3706165,1.6288612,-0.38746154,-0.11810534,5.0359116,0.0074805412,-0.24806152,-0.12385644,-0.0011190103,4.176715,0.012357207,5.737224,-0.019784253,2.1350944,2.4254787,2.8657377,-0.15017186,-0.079845525,-1.8601707,2.2593994,-0.17514409,6.078066,1.4940027,7.232068,-0.1236835,16.391243,-0.0015492667,6.1844697,0.32070467,-0.013352492,-0.10618595
t8,2.5405457,-0.03534959,-0.28523093,0.022529883,-0.376069,1.6479532,-0.38032073,-0.116094634,4.994758,0.007399621,-0.2433918,-0.13447794,-0.0011170591,4.080582,0.012526479,5.838117,-0.018960038,2.0163891,2.6004565,2.9370131,-0.17674866,-0.08242172,-1.8966327,2.4734936,-0.17303793,5.9535427,1.6552047,7.1871185,-0.12075839,16.499157,-0.001201785,6.329428,0.32389516,-0.01187549,-0.10685983
t14,1.7946029,-0.022404442,-0.26470244,0.025058862,-0.3497702,1.4787257,-0.4298933,-0.13739468,5.715755,0.007471737,-0.28107503,-0.054559883,-0.0024979578,5.176502,0.011876192,5.5689907,-0.025901899,2.9707928,1.1521584,2.2332861,0.13474646,-0.06509012,-1.7594078,1.2719277,-0.19206177,7.37178,0.9123924,7.7560997,-0.1346663,16.995443,-0.00290103,5.8312497,0.32712606,-0.026838297,-0.122590184
t24,0.25711644,-0.03221147,-0.1934143,0.026524505,-0.23654851,1.4139793,-0.4265609,-0.1667391,6.3330173,0.011938241,-0.3268623,2.0947206,-0.009567385,7.874963,0.010850161,4.422204,-0.032572817,5.8930435,0.04996424,0.6719558,3.7447484,1.2575926,-1.4835694,-0.06253119,-0.23452263,11.237493,-0.012531224,6.9275274,-0.11620739,16.90967,-0.029242229,4.231465,0.37071103,-0.06689152,-0.10647543
t25,0.4254994,-0.025485927,-0.20614786,0.026289998,-0.24752063,1.3948487,-0.43023798,-0.16945015,6.300484,0.011489961,-0.32551965,1.6239865,-0.008510462,7.503041,0.010805449,4.643011,-0.03150477,5.3689713,0.033684712,0.7453884,3.1800537,0.9105452,-1.5357251,-0.015822586,-0.23032264,10.586667,-0.007744031,7.2862544,-0.11889737,17.105227,-0.022836538,4.490958,0.35790884,-0.06010603,-0.111338295
t40,-0.036648232,-0.05233271,-0.15933676,0.03193818,-0.20831327,1.494114,-0.43218425,-0.17329654,7.238776,0.016882533,-0.35821563,4.4894285,-0.016739313,10.41522,0.0118977325,3.8546,-0.034465257,8.873833,0.12495788,2.9826708e-06,6.9401927,3.1351905,-1.4289833,-0.21864356,-0.27664858,15.487139,-0.030687917,6.2288103,-0.13068064,18.385193,-0.061464183,3.7623353,0.47116908,-0.10012725,-0.090861104
t44,-0.055671815,-0.05630906,-0.13946144,0.033296008,-0.18448088,1.6036193,-0.41610992,-0.16330452,7.4855876,0.0188335,-0.35616192,5.4531503,-0.019306492,11.207755,0.012393216,3.4712121,-0.035081185,9.90245,0.15109801,1.6432206e-05,8.139335,3.8250687,-1.3124763,-0.29063344,-0.29070383,16.758131,-0.037945505,5.5589647,-0.13128725,18.100868,-0.073694296,3.352645,0.5040152,-0.117486015,-0.082043156
t45,-0.035324544,-0.051528107,-0.15994422,0.0320217,-0.21118037,1.5090992,-0.43333268,-0.1744404,7.2694373,0.016877633,-0.36037168,4.4117913,-0.016534382,10.367935,0.011880409,3.8967104,-0.034691658,8.806633,0.12276073,1.944742e-06,6.8635073,3.1123455,-1.4346195,-0.21620852,-0.27422535,15.38795,-0.03043856,6.272447,-0.13070378,18.394926,-0.060423516,3.7846384,0.47045058,-0.09937364,-0.09186588
t49,-0.06185687,-0.05998886,-0.13677278,0.034731735,-0.18130024,1.6319687,-0.41892338,-0.16337787,7.6860523,0.019519841,-0.3644404,5.883515,-0.020460319,11.620195,0.012849949,3.4555347,-0.035576444,10.3945055,0.1616683,2.6363841e-05,8.7882395,4.0953918,-1.3102465,-0.30961606,-0.3069308,17.317396,-0.036838546,5.453445,-0.13634609,18.507227,-0.07978207,3.2879565,0.5234182,-0.12470632,-0.07888385
t51,-0.063723765,-0.0603612,-0.13545576,0.034853224,-0.17931846,1.6378037,-0.4171801,-0.16230907,7.703535,0.01966316,-0.36445418,5.9660897,-0.020624597,11.6757,0.012914575,3.4236703,-0.035623655,10.477668,0.16339454,2.7203498e-05,8.8727665,4.143402,-1.3029929,-0.31606597,-0.30785853,17.420954,-0.037339497,5.402367,-0.13648586,18.47569,-0.08079746,3.26998,0.5257971,-0.12611747,-0.07771167
t52,-0.06739388,-0.061210833,-0.13192634,0.035110686,-0.1741814,1.673556,-0.41290203,-0.15975071,7.741094,0.020102644,-0.362643,6.18101,-0.021211673,11.832418,0.013020031,3.3453643,-0.03554022,10.688892,0.16851597,3.05357e-05,9.141151,4.282673,-1.2786573,-0.32804126,-0.31202415,17.663757,-0.038388826,5.257905,-0.13712087,18.421196,-0.08355813,3.1878855,0.53272974,-0.12963368,-0.07604705
t54,-0.064254925,-0.060378168,-0.13534535,0.03486037,-0.17834687,1.6380649,-0.41752657,-0.16252707,7.6996803,0.01970568,-0.36481464,5.9928365,-0.020689642,11.6930275,0.01293242,3.4176767,-0.035686664,10.491582,0.16419265,2.8063036e-05,8.894326,4.1516457,-1.3022506,-0.316527,-0.30855092,17.442768,-0.03745689,5.4042315,-0.13683234,18.487019,-0.08101437,3.263712,0.526663,-0.12646317,-0.077900745
t55,-0.101077855,-0.06813414,-0.098813,0.03763264,-0.12447749,1.8963102,-0.38484854,-0.13799827,8.127466,0.023515875,-0.3521142,8.105343,-0.026239172,13.311044,0.014101859,2.5950131,-0.035678655,12.699709,0.21946353,5.8892318e-05,11.503058,5.502529,-1.0519286,-0.45702577,-0.3465388,20.051292,-0.049807515,3.9372041,-0.13692035,17.950512,-0.10791753,2.4428954,0.59365386,-0.16263416,-0.060935777
t46,-0.04295845,-0.05612556,-0.15485461,0.03295075,-0.20750733,1.5082159,-0.43528,-0.17466325,7.405979,0.017521502,-0.36761963,4.7945147,-0.017599287,10.763605,0.012211419,3.8314857,-0.03539316,9.254459,0.13362698,9.761733e-06,7.4459,3.375708,-1.4287452,-0.23836173,-0.28568563,15.997325,-0.03106494,6.1704416,-0.13535002,18.689001,-0.06624223,3.6831052,0.48747826,-0.10513896,-0.08710489
t43,-0.04768636,-0.056288186,-0.14981416,0.033232894,-0.2018547,1.5295397,-0.43001145,-0.17134608,7.433864,0.017873714,-0.36558634,5.0279264,-0.018210037,10.905949,0.012241145,3.731385,-0.035364393,9.469869,0.13974981,1.3876962e-05,7.72487,3.5258596,-1.3950155,-0.25470874,-0.28758743,16.26827,-0.032871403,5.9823294,-0.13555476,18.563988,-0.068923,3.5965858,0.4946977,-0.10897493,-0.085472204
t39,-0.013388216,-0.043604698,-0.18503553,0.031476803,-0.23724444,1.5015308,-0.44678283,-0.18082263,7.136482,0.015516651,-0.3602928,3.5404224,-0.014138074,9.613648,0.011623345,4.376908,-0.034276213,7.8053107,0.09523723,0.18310437,5.8022475,2.412853,-1.533823,-0.14018726,-0.2684693,14.008852,-0.021012874,6.8980308,-0.13102534,18.734241,-0.048435748,4.2284503,0.44474205,-0.08471867,-0.10532384
t58,-0.073434584,-0.059092373,-0.12388516,0.034442425,-0.16301666,1.7084104,-0.4070029,-0.1514429,7.6939764,0.020811222,-0.34491768,6.463588,-0.022227433,11.968052,0.012756025,3.138925,-0.035054073,10.884336,0.17853759,3.584677e-05,9.466755,4.4091897,-1.2047857,-0.3430565,-0.31291375,17.965805,-0.043414332,4.9433293,-0.13297619,18.043583,-0.086758316,3.1090417,0.53781426,-0.13201258,-0.07626953
