,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
t1,-0.030371629,-0.6586203,4.859821,-0.0036361604,-0.0115279965,2.0316818,0.9676671,0.7701152,0.029374486,0.028125139,-0.076844245,0.13464779,1.0164003,-0.37474176,-0.16608357,0.059260838,3.534047,1.0494931,0.40974692,0.03477615,-0.16562887,0.0008812597,-0.03504797,6.697813,-0.23290738,-0.012720569,-0.332272,2.6935902,0.8047406,2.5176082,3.0091255,3.2433426,4.0352244,0.52516687,10.833701,10.1415415
t2,-0.06160687,-1.1253831,8.523478,2.1868305,1.9801905,0.97359747,2.3720715,3.8381,0.030957256,0.024860628,0.6151292,0.21158427,2.5682747,-0.7098533,-0.30675086,0.09304776,3.7728443,-0.09617702,0.85515386,0.16831602,-0.21352307,0.0011381804,-0.039969865,7.7436576,-0.5693208,-0.0199778,-0.5322552,4.4737453,0.92000496,3.4559689,2.2328973,3.0635004,3.6192627,0.50197136,15.311143,16.066221
t3,-0.067928694,-1.2496681,9.543888,3.0520926,3.1822774,0.59726644,2.682678,4.8166304,0.027718663,0.022401812,1.6412356,0.24447827,3.1005657,-0.799952,-0.3460501,0.10889816,3.5964324,-0.14371026,0.930394,0.20621231,-0.20837393,0.0012517364,-0.040374346,8.01261,-0.6675544,-0.021657122,-0.5873293,5.089282,0.9367803,3.643925,1.9790467,2.946238,3.551582,0.4795078,16.388596,17.69267
t4,-0.02647203,-0.6266689,4.3270116,-0.021567287,-0.010206254,2.1299973,1.096137,0.68068624,0.02981696,0.025283832,-0.07709676,0.12444355,0.6584131,-0.38001418,-0.14041297,0.049761612,3.6060417,1.0958121,0.1962217,0.029317526,-0.14689232,0.00047742558,-0.035208303,6.5852294,-0.22062573,-0.0120632695,-0.30568692,2.706353,0.62522876,2.4143922,3.079861,3.4655201,3.8343773,0.5106782,10.248069,9.359193
t5,-0.058544137,-1.0821377,8.238028,1.9014614,1.7572377,0.98855543,2.4052725,3.7910185,0.032948963,0.02398635,0.5045662,0.2002196,2.3831384,-0.6905306,-0.29089904,0.08515782,3.7994328,-0.084765024,0.84330064,0.15985245,-0.20718111,0.0009438806,-0.039501492,7.4855857,-0.54375243,-0.019053917,-0.5204575,4.430882,0.7555407,3.345479,2.2943552,3.1596775,3.5901518,0.5055014,14.711257,15.347448
t6,-0.06298177,-1.3045155,10.82207,1.9695083,1.2568777,1.4725311,2.7124932,4.5692587,0.053855013,0.025483102,-0.019265018,0.26241162,2.0735283,-0.9621239,-0.3366667,0.08104036,5.412017,-0.043586567,0.5585278,0.20391507,-0.31157547,0.0017025473,-0.043127645,10.228182,-0.62782943,-0.021175629,-0.65223175,5.436235,-2.3332785e-05,3.17414,3.5254655,5.2570896,5.7926936,0.73712474,18.127869,17.728561
t7,-0.073426746,-1.5515642,10.582924,6.6054926,8.060453,-0.06014226,3.0706978,7.296281,1.0915942,0.014815542,5.6544504,0.35966888,6.1963825,-0.9351726,-0.45807487,0.28852212,0.57924354,-0.30818695,1.9679476,0.300354,-0.069584,0.003155014,-0.040766392,7.527846,-0.9189205,-0.028680872,-0.66363674,5.962896,2.3554988,4.117642,0.02336599,0.020776385,1.4804548,0.17970806,18.150488,23.080065
t8,-0.0859433,-1.6121156,10.7966585,7.641388,8.848115,-0.06878976,2.9801016,7.771884,1.8836966,0.012185466,6.8351994,0.39155832,7.224741,-1.0549604,-0.4750449,0.33189034,0.11942282,-0.36005867,2.0094285,0.34105456,-0.065980844,0.0031719082,-0.03742567,7.3858213,-0.94427055,-0.029068833,-0.6661235,6.111404,2.6855009,3.5227938,0.04329688,0.0015999564,1.0465313,0.122858584,17.954174,23.716331
t9,-0.037111852,-1.1147672,7.3169465,3.7460883,5.296729,-0.020387044,2.5755517,4.771788,0.00069852255,0.020897418,2.9545991,0.23205678,4.0428786,-0.49791697,-0.33642983,0.18651351,0.7832551,-0.17265794,1.984529,0.16279937,-0.031986218,0.002160961,-0.039331526,5.982668,-0.61942625,-0.021817893,-0.49307665,4.068464,1.856933,4.3417516,0.00025453212,0.03248722,1.1625211,0.20083688,14.06499,17.528828
t10,-0.04396359,-1.1717101,10.294491,0.12061094,-0.017567769,2.6004272,1.8161985,3.0180733,0.07246908,0.036775496,-0.13195741,0.2542894,0.8814885,-0.9360531,-0.27432933,0.07442349,6.6048017,1.3544694,-0.0007890147,0.14183542,-0.3479845,0.0017027225,-0.041094165,11.648388,-0.50136906,-0.017843794,-0.62130576,5.234047,-0.034218058,2.0232635,5.4200068,6.838343,7.541889,0.88962686,17.658451,15.593006
