"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114","V_115","V_116","V_117","V_118","V_119","V_120","V_121","V_122","V_123","V_124","V_125","V_126","V_127","V_128","V_129","V_130","V_131","V_132","V_133","V_134","V_135"
"t8",-0.0581349374426545,0.00115633620814425,-0.125069982526115,0.0334153491078523,-0.0220343324102982,0.0169615837386084,-0.00145603548036881,0.00321144610285654,-0.199475880253519,0.0563631617435744,0.00106842114163085,-0.00496779940227463,7.76908076925858e-05,-0.000163536436155769,0.000296698092417595,-0.00638546247945485,0.000475781942613397,-4.90025423687014e-05,-0.00332724623505776,0.0118663864927435,-0.0188243568737498,-0.00108612986641236,0.00105186411754327,0.00184459058744013,-0.00438517372104365,-7.170642118276e-17,-5.38848479725296e-17,1.23912364061334e-15,-6.33908682976235e-15,3.5290140635838e-05,0.0143662904071032,-0.00638836150906951,-0.0184905369322378,0.0292992561191148,0.00072861676079678,0.0191560841408613,0.000599933639751733,-4.77964677796047e-05,0.00212381193960729,-2.78986527990632e-15,4.70001641772466e-17,-2.14563609934881e-16,-2.94089839286693e-17,5.77710351345323e-17,2.00035300823576e-17,0.14822263934494,-0.0842243773514779,0.00338939430355765,-0.000792194298500181,0.0601477046019536,-0.832919764386649,0.0567031076704434,-0.0090635155636587,0.104707010714148,-0.00401560500262505,0.0113135360311095,-0.000177419040408876,0.030657618665984,-0.00331146752417897,-0.000415322096641261,0.0012145633779014,-0.0010489752972875,-4.51368319766385e-05,0.0108072649416553,0.136677380065765,-0.00220202157764698,-0.000532787890180236,-0.0194789008791611,-0.391377588312085,0.00181184053714606,0.0540030769330156,-0.0824370116118093,-6.45813013171802e-05,0.000236096855378284,0.000149763935656068,0.00141324584212592,0.000431647229857694,1.81761457969522e-14,2.46590942110103e-15,2.72812371651665e-16,2.29857636830505e-16,0.0464675643686798,-0.0155710857650319,0.00518111433151016,-3.07197631462904e-05,-0.000104109399035209,-0.000148085398336123,0.0019681905509779,1.20711830334007e-05,-0.00293094911765143,0.00332063376619754,7.7134392217247e-07,-1.93421093997778e-15,-5.1011712215443e-16,-6.23416249179165e-17,3.12250225675825e-17,2.93818788743572e-17,9.17235037922737e-17,1.19858550168273e-16,-1.64798730217797e-17,5.03069808033274e-17,7.28312809367138e-17,1.16876994193937e-16,-1.02511315408504e-16,1.75640751942652e-16,5.54569411226336e-17,-9.36750677027476e-17,-6.32631967645292e-17,-1.63714528045311e-17,-6.657001339061e-17,4.40186082029115e-17,1.00830802041152e-17,-2.34187669256869e-17,1.196959198424e-16,-4.46691295064028e-17,1.89518539750466e-16,-5.71645595442982e-17,-2.39937433359533e-15,-6.7762635780344e-17,2.32154790183459e-17,-9.64939933512099e-18,-7.27499657737773e-17,-1.45147565841497e-17,8.89045781438114e-18,2.25947732745979e-16,-3.10081821330854e-17,1.34637581031966e-16,-1.47451495458029e-16,3.38921599118969e-16,-1.32272665043232e-16,-1.52073754251195e-16,1.3910313872989e-16,2.53703308361608e-17,1.65666091955785e-16,-4.11996825544492e-18
"t26",-0.0605426240288287,0.00126134028440043,-0.144099813965078,0.0394949274484662,-0.0268590554721904,0.0220750720280413,-0.00196622168766413,0.00487934704938352,-0.308425384727415,0.091742567093128,0.00249581942291131,-0.0209107000114334,0.00162554556709408,-0.0105560578649243,-0.00215754794859009,0.0415603448711819,-0.00169098288675719,0.000104413196096784,0.00434274302807507,-0.0147151605761197,0.0227475297016026,0.00118959823568739,-0.000915368535637006,-0.00150894062751711,0.00265548833409035,-0.00225913428483272,-0.00199015884947856,-0.0299734798589327,0.259211896540132,-1.53641226363209e-05,-0.00533099059163032,0.00145420327735186,0.00371543643567424,-0.00567066250656075,-0.000132896141378231,-0.00324956971273471,-9.31673272238245e-05,7.02346849212948e-06,-3.35339876546998e-05,-5.95068629761119e-16,1.03369901909127e-16,2.38206701635203e-16,2.1791897302481e-17,-1.59821057076362e-16,1.96994111746936e-16,0.00693722084537608,-0.00653427688999256,0.000315355535776988,-7.61844191887005e-05,0.00622409061216526,-0.16404590311321,0.0124352783826573,-0.002281216029721,0.0267806795600136,-0.0012852493015568,0.00477183701047258,-9.13310154493308e-05,0.022309671411746,-0.00245981098118186,-0.000446618473768856,0.00163301455426636,-0.00418126786651499,-0.000628481424591242,-0.0283195215669813,-0.299171769914368,0.00360551607843542,0.000838096033565583,0.028329088683748,0.478896666055045,-0.00203790630987797,-0.0570647845816462,0.0792717249889652,5.35167966723466e-05,-0.000188198929838899,-0.000110309657322514,-0.000994423940587171,-0.000282994201658091,-0.594254225809354,0.272959379475404,0.0562367945047113,0.0330792077484467,-0.0151951375896522,0.00468370612894298,-0.00148068838694331,8.28423046958906e-06,2.46494564500264e-05,3.47506680193961e-05,-0.000448530227380696,-2.28902137986012e-06,0.000545460439050908,-0.000617582216310624,-1.37192620929379e-07,2.6662203456424e-14,3.6359512209501e-15,-1.28095121802437e-15,-2.13866021485861e-16,-1.27237651012973e-15,-5.04036079256503e-16,9.79406660399734e-16,3.98211651978556e-16,1.29094500699858e-15,1.36063935058985e-16,1.50406171462257e-15,-8.26688706027176e-16,6.03826549589124e-16,6.97520531232566e-17,-9.11846808279647e-16,1.08195065603463e-17,-1.35470705765495e-15,4.27863616749441e-16,2.00626275779554e-15,-2.37864270521021e-17,7.15727868861471e-16,1.90512115437691e-16,1.05193855330522e-15,3.77321494415832e-16,-3.68804313918911e-17,6.48561300382351e-15,2.51947790711642e-17,4.27635436914755e-16,1.65677522577445e-16,2.88849418468879e-16,-1.68538239226162e-15,-4.46838265573106e-16,2.09773420327699e-15,-1.44535825760384e-15,1.36135418771574e-15,-4.98178249306937e-16,3.3174715672992e-15,4.93324929748206e-16,-2.32583019220876e-15,-1.53987805025143e-15,-3.36430208553898e-15,-8.89817021128426e-16,-3.24640341151288e-15
"t27",-0.0610792369672266,0.00128481752200364,-0.148369624548879,0.0408611722294247,-0.0279452901494297,0.0232305607732376,-0.00208173289595203,0.00525913376413178,-0.333252942020045,0.0998226706862636,0.00282586846802168,-0.024641887926097,0.00199198272876821,-0.0130210554760832,-0.00274481944213595,0.0530436316693044,-0.0022136174867357,0.000141789813478906,0.00623936067956773,-0.0213008876890426,0.0330575617818597,0.00175626066591668,-0.00141045924341575,-0.00235560793610559,0.00446439366951187,-0.00402301303332943,-0.00354402792414802,-0.0533760657506262,0.461598429618014,-2.86818907650367e-05,-0.0105749692599188,0.00363238095105948,0.00995317959187096,-0.0155274412486833,-0.000377040131634657,-0.00964098276447682,-0.000292457347949833,2.28638061323095e-05,-0.000736645579282201,1.80947408347089e-15,4.49511933404605e-17,-9.56129058900234e-17,8.70558521258217e-17,-6.31322559277588e-17,-1.7547324025522e-16,-0.0441712838238196,0.0235365914003614,-0.000920992035259725,0.000214130393568584,-0.0160679745578448,0.206192214677306,-0.0140437993944795,0.00226761022932747,-0.0262474663795263,0.00105234433041493,-0.00327308406968891,5.66510174992734e-05,-0.0121351841043571,0.00132950866099422,0.000219867773148139,-0.000771743658082774,0.00177899584996582,0.000257696121867914,0.0106061189621699,0.110419747453563,-0.00129205264011719,-0.000298914983866959,-0.0100052533684267,-0.165083698786481,0.000693232078393582,0.0192086431550422,-0.0262332070189427,-1.71884945110272e-05,5.99368016497726e-05,3.45008173748074e-05,0.000307606744921654,8.59849930229462e-05,0.166852566013416,-0.0766405536634983,-0.0157899650687384,-0.00928786107831508,0.0036322070104412,-0.00107833138957776,0.000332816732228629,-1.81040932634104e-06,-5.03946029090312e-06,-7.07099813619269e-06,8.98381376447806e-05,4.1294613927567e-07,-9.73049534352745e-05,0.000110127940366134,2.38099084270869e-08,0.640083037462977,-0.00192119328655392,-0.0300224839277118,-0.0240007291855275,-0.0432864309998346,-0.0109388583727864,0.0268906395136975,0.0216047930442138,0.0117426947511285,-0.0116086224205098,0.0266666615152929,-0.0177445249595719,0.0159707787283058,0.00967241491475188,0.0163999933019768,-0.00790753458569056,-0.0198940736063123,-0.016884854038257,0.0297607085150975,0.00269193853152217,0.00221648136184617,0.0152359279069143,0.0175751116492416,0.0149810010727449,0.000445347985123922,0.162877600528968,-0.00849874552439395,0.0223662990527544,-1.53759088729569e-05,0.0112757680418978,-0.0330712404142685,-0.0628951797828768,0.0345710772741972,-0.014525650006916,0.0242873623685328,0.0138506555436862,0.162420219636513,-0.0192651836189246,-0.107485990259986,-0.0581903298995348,-0.0333330307988778,-0.0555501480634793,-0.0308611266863918
"t28",-0.0610792369672266,0.00128481752200343,-0.148369624548879,0.0408611722294247,-0.0279452901494298,0.0232305607732377,-0.00208173289595193,0.00525913376413185,-0.333252942020045,0.0998226706862636,0.00282586846802163,-0.0246418879260972,0.00199198272876821,-0.0130210554760834,-0.00274481944213578,0.0530436316693046,-0.00221361748673678,0.000141789813478896,0.00623936067956716,-0.0213008876890422,0.0330575617818596,0.00175626066591637,-0.00141045924341558,-0.00235560793610527,0.0044643936695122,-0.0040230130333295,-0.00354402792414805,-0.0533760657506261,0.461598429618014,-2.86818907649614e-05,-0.0105749692599193,0.00363238095105996,0.00995317959187197,-0.0155274412486845,-0.000377040131634761,-0.00964098276447771,-0.00029245734795005,2.28638061323842e-05,-0.000736645579282139,8.68377015015308e-16,2.43325325043228e-16,-4.3251472269972e-16,9.29017294808606e-18,-1.55366869597498e-16,5.83876780268663e-17,-0.0441712838238195,0.0235365914003612,-0.000920992035259401,0.000214130393569078,-0.0160679745578445,0.206192214677302,-0.0140437993944781,0.00226761022932881,-0.0262474663795287,0.00105234433041458,-0.00327308406968743,5.66510174994934e-05,-0.0121351841043557,0.00132950866099426,0.000219867773151388,-0.000771743658081176,0.00177899584996689,0.000257696121869225,0.0106061189621704,0.110419747453553,-0.00129205264011722,-0.00029891498386669,-0.0100052533684263,-0.165083698786469,0.000693232078392047,0.0192086431550385,-0.0262332070189372,-1.71884945125718e-05,5.99368016497513e-05,3.45008173770459e-05,0.000307606744921788,8.59849930230883e-05,0.166852566013376,-0.0766405536634775,-0.0157899650687345,-0.00928786107831308,0.0036322070104393,-0.00107833138957955,0.000332816732227856,-1.81040932472437e-06,-5.03946029186219e-06,-7.07099813792695e-06,8.98381376414166e-05,4.12946138423898e-07,-9.73049534329249e-05,0.000110127940366363,2.38099079043696e-08,-0.640083037462994,0.00192119328655137,0.0300224839277127,0.0240007291855278,0.0432864309998354,0.0109388583727863,-0.0268906395136983,-0.0216047930442142,-0.0117426947511296,0.0116086224205103,-0.0266666615152945,0.0177445249595722,-0.0159707787283063,-0.00967241491475177,-0.0163999933019758,0.00790753458569011,0.0198940736063131,0.0168848540382571,-0.0297607085150994,-0.00269193853152253,-0.00221648136184603,-0.0152359279069149,-0.0175751116492429,-0.0149810010727457,-0.000445347985123876,-0.162877600528972,0.00849874552439403,-0.0223662990527546,1.53759088729457e-05,-0.011275768041898,0.0330712404142702,0.0628951797828765,-0.0345710772741988,0.0145256500069174,-0.0242873623685338,-0.0138506555436854,-0.162420219636515,0.0192651836189242,0.107485990259988,0.0581903298995364,0.0333330307988803,0.0555501480634805,0.030861126686394
"t52",-0.0605426240288287,0.00126134028440039,-0.144099813965077,0.0394949274484654,-0.0268590554721905,0.0220750720280414,-0.00196622168766398,0.0048793470493835,-0.308425384727411,0.0917425670931271,0.00249581942291182,-0.0209107000114324,0.00162554556709325,-0.0105560578649244,-0.00215754794858935,0.0415603448711811,-0.00169098288675855,0.000104413196098124,0.00434274302807416,-0.0147151605761183,0.0227475297016017,0.00118959823568731,-0.000915368535634895,-0.00150894062751766,0.00265548833408791,0.00225913428483309,0.00199015884947865,0.0299734798589343,-0.259211896540142,-1.53641226292101e-05,-0.00533099059163274,0.00145420327735106,0.00371543643567459,-0.00567066250656057,-0.000132896141378753,-0.00324956971273479,-9.3167327222952e-05,7.02346849229921e-06,-3.35339876563918e-05,1.29154542754221e-15,-6.54222633338003e-16,2.76630970832084e-16,4.11140206599925e-17,1.87574967530746e-16,-2.15524701786659e-16,0.00693722084537959,-0.00653427688999336,0.000315355535777058,-7.61844191886491e-05,0.00622409061216585,-0.164045903113221,0.0124352783826613,-0.00228121602971918,0.0267806795600309,-0.00128524930155432,0.00477183701047963,-9.13310154479734e-05,0.022309671411739,-0.00245981098117217,-0.000446618473764947,0.00163301455425504,-0.00418126786651323,-0.000628481424602379,-0.0283195215669651,-0.299171769914433,0.00360551607845667,0.000838096033571764,0.0283290886837567,0.478896666055104,-0.00203790630984184,-0.0570647845816097,0.0792717249890512,5.35167966496325e-05,-0.00018819892982799,-0.000110309657311282,-0.000994423940617427,-0.000282994201690449,0.594254225809272,-0.272959379475383,-0.0562367945047105,-0.033079207748447,-0.0151951375895742,0.00468370612901098,-0.0014806883869364,8.28423046619758e-06,2.46494564441904e-05,3.47506680352524e-05,-0.000448530227387084,-2.28902136533164e-06,0.000545460439041385,-0.000617582216298445,-1.37192618738349e-07,-1.3388437875272e-14,-5.31950891092023e-16,4.85231408751272e-16,-9.51395819475361e-17,5.40407642869235e-16,-5.54694783607996e-16,-6.51773878060976e-16,3.15634761986973e-16,-1.26538262955001e-15,-5.77052873913169e-16,-1.29148968752459e-15,5.98137989422816e-16,-6.08297277843479e-16,1.30901185091189e-16,6.39892634749666e-16,-6.60947545062832e-16,1.18271126436609e-15,1.3598290662949e-16,-4.80842029057375e-16,-4.47769855310969e-16,6.14673239430184e-16,-3.88840672087084e-16,3.30462915614174e-18,-1.02807247183565e-15,-1.03703268147323e-16,6.42660564376471e-16,-1.70663611141591e-16,-9.01064826070334e-16,6.52330936259081e-16,-6.60322801311967e-17,9.58244859248237e-16,1.67818251141062e-16,-1.48162872203143e-15,1.96143578269139e-15,-1.42569374266685e-15,-1.78536435198123e-16,-6.15775572408967e-15,1.07588319533204e-15,2.87886839771842e-15,3.30877595202625e-16,1.73392507614988e-15,7.11779759820545e-16,4.86220268071346e-15
"t97",-0.0610792369672264,0.00128481752200349,-0.148369624548878,0.0408611722294249,-0.02794529014943,0.023230560773238,-0.00208173289595206,0.0052591337641317,-0.333252942020043,0.0998226706862634,0.0028258684680219,-0.0246418879260967,0.00199198272876798,-0.0130210554760839,-0.00274481944213593,0.0530436316693035,-0.00221361748673572,0.000141789813481401,0.00623936067956688,-0.0213008876890408,0.0330575617818583,0.00175626066591657,-0.00141045924341207,-0.00235560793610477,0.00446439366950558,0.00402301303332948,0.00354402792414826,0.0533760657506261,-0.461598429618011,-2.86818907519409e-05,-0.0105749692599252,0.00363238095106003,0.00995317959187227,-0.0155274412486847,-0.000377040131634805,-0.00964098276448007,-0.00029245734794887,2.2863806132445e-05,-0.000736645579287424,5.86840479486789e-16,3.11836404664827e-16,-8.30556702176865e-17,-2.77361916446902e-16,3.0201152159216e-16,1.98635305947704e-16,-0.0441712838238221,0.0235365914003622,-0.000920992035259952,0.000214130393568486,-0.0160679745578459,0.206192214677315,-0.0140437993944823,0.00226761022932668,-0.0262474663795364,0.00105234433041409,-0.00327308406969001,5.66510174999121e-05,-0.0121351841043558,0.00132950866099201,0.000219867773145156,-0.000771743658079502,0.00177899584996584,0.000257696121872431,0.0106061189621662,0.110419747453576,-0.00129205264012394,-0.000298914983868779,-0.0100052533684294,-0.165083698786493,0.000693232078382737,0.0192086431550298,-0.0262332070189621,-1.71884945052238e-05,5.99368016472007e-05,3.45008173726926e-05,0.000307606744928976,8.59849930321497e-05,-0.166852566013361,0.0766405536634774,0.0157899650687366,0.00928786107831474,0.00363220701041875,-0.00107833138959544,0.000332816732226543,-1.81040932487409e-06,-5.03946028823849e-06,-7.07099814156065e-06,8.98381376482186e-05,4.12946129336693e-07,-9.73049534312439e-05,0.000110127940363915,2.38099071564057e-08,-0.0686357162054433,-0.28880220925447,0.0476396739581382,0.0612696453348929,-0.0268152440058516,-0.0219744573351868,0.0363997463088138,-0.0556794743758695,-0.0243477694947354,0.0760267377781109,-0.0282186717435769,-0.0228326379102544,-0.0710480888134797,0.0114207911816003,0.0211188134131712,-0.0292394325634444,-0.0161100848532031,-0.00224606320115551,-0.0705619612814568,-0.017134701109398,-0.0707668107287518,-0.0162788129138481,-0.0102383164086479,0.0216210905147899,0.0673117485003264,-0.291387083698781,-0.0144716991503623,0.0210926904416411,-0.0313528476214002,0.0074853326566641,0.0186939281473597,-0.153322431040543,-0.0963671462195648,-0.0420259415640074,-0.0122995773132654,0.0525522483517222,0.389125757019246,-0.0243683193092933,-0.242050745325434,0.0523412946726245,-0.170717833488633,0.0569100778457068,0.00134638217623377
"t98",-0.0610792369672263,0.00128481752200357,-0.148369624548878,0.0408611722294244,-0.02794529014943,0.0232305607732383,-0.00208173289595201,0.0052591337641317,-0.333252942020043,0.0998226706862631,0.00282586846802173,-0.0246418879260969,0.00199198272876786,-0.0130210554760837,-0.00274481944213559,0.0530436316693032,-0.00221361748673591,0.000141789813482021,0.00623936067956714,-0.0213008876890409,0.0330575617818589,0.00175626066591602,-0.00141045924341195,-0.00235560793610502,0.00446439366950615,0.00402301303332927,0.00354402792414799,0.0533760657506263,-0.461598429618011,-2.86818907520759e-05,-0.0105749692599254,0.00363238095106002,0.00995317959187159,-0.0155274412486848,-0.00037704013163489,-0.00964098276448136,-0.000292457347948691,2.28638061325026e-05,-0.00073664557928595,3.84540454989645e-16,1.1307977888677e-16,-3.03758992018251e-16,1.86802589239598e-16,2.19888857599628e-16,-2.38526979318988e-16,-0.0441712838238222,0.0235365914003645,-0.00092099203525965,0.000214130393569404,-0.0160679745578459,0.206192214677316,-0.014043799394481,0.00226761022932703,-0.026247466379537,0.00105234433041378,-0.00327308406969166,5.66510174990776e-05,-0.0121351841043534,0.00132950866099115,0.000219867773148794,-0.000771743658077964,0.00177899584996626,0.000257696121873005,0.0106061189621657,0.110419747453581,-0.00129205264012308,-0.000298914983868833,-0.0100052533684292,-0.165083698786498,0.000693232078382261,0.0192086431550317,-0.0262332070189682,-1.71884945056293e-05,5.99368016463058e-05,3.45008173718844e-05,0.000307606744932003,8.59849930323658e-05,-0.166852566013362,0.0766405536634747,0.0157899650687354,0.00928786107831331,0.00363220701041852,-0.00107833138959994,0.00033281673222513,-1.81040932424167e-06,-5.03946029102875e-06,-7.07099814153504e-06,8.98381376412958e-05,4.12946139781902e-07,-9.73049534311547e-05,0.000110127940362774,2.38099083511964e-08,0.068635716205448,0.28880220925447,-0.0476396739581383,-0.0612696453348923,0.0268152440058515,0.021974457335187,-0.0363997463088135,0.0556794743758691,0.0243477694947361,-0.0760267377781102,0.0282186717435773,0.0228326379102538,0.0710480888134798,-0.0114207911816003,-0.0211188134131718,0.0292394325634446,0.0161100848532023,0.00224606320115569,0.0705619612814569,0.0171347011093982,0.0707668107287514,0.0162788129138483,0.0102383164086477,-0.0216210905147893,-0.0673117485003266,0.29138708369878,0.0144716991503625,-0.0210926904416411,0.0313528476213996,-0.00748533265666448,-0.0186939281473599,0.153322431040543,0.0963671462195655,0.0420259415640067,0.0122995773132661,-0.0525522483517225,-0.389125757019243,0.0243683193092931,0.242050745325433,-0.052341294672625,0.170717833488633,-0.0569100778457068,-0.00134638217623602
"t80",-0.0630832752585237,0.00140000212608385,-0.178737747626288,0.0527473448735013,-0.0404653092693278,0.0555480189043225,-0.0120830695910297,-0.00255292379068162,0.11254424976097,-0.00906669238442646,0.000465431754546136,0.000978555639803702,-0.0015207385477315,0.0132230558304188,0.0128175547773553,-0.311264487342453,-0.035351919089271,0.000706498609704921,0.035279351011218,-0.136117653035983,0.229281853218438,0.0212550895863054,0.115736837915271,0.00558391601777665,-0.00162209706020756,4.23901225994348e-17,-3.24885096771163e-16,1.21524410363594e-15,3.65250801285211e-17,-3.98733173519303e-06,-0.00249901266264188,0.00127198948959048,0.00356956908613033,-0.00559494108576858,-0.00013661689911792,-0.00350794214049714,-0.000106615656220863,8.33289047305066e-06,-0.000229323585852527,0.488277906142626,-0.0774398982838533,0.0104643051462328,-0.00165073294413042,0.00532177833093697,-0.0738051529414654,-0.0110181595796937,0.0049880702412879,-0.000176887384750233,4.02560800191337e-05,-0.00286756103593342,0.0133155608642953,-0.000584053445257898,-1.98603881133008e-05,0.0284218293541461,-2.63153698966164e-05,0.000215607469789466,-4.95153752540654e-06,0.00136102997686844,-0.000150530028576887,-2.79314419225037e-05,0.000101747671834724,-0.000249455528217648,-3.65788618117897e-05,-0.00158021232235151,-0.0169199918708745,0.000232729535901195,5.72727847822017e-05,0.0024186825862168,-0.00863714315817155,-2.84896579900047e-05,-0.00127741948236146,0.00433972862998808,8.30463008378332e-07,-3.01271692422779e-06,-1.70203516274722e-06,-1.44435151693564e-05,-3.55326738625777e-06,-2.53258146803644e-15,-2.19433162427603e-15,-5.89704360915627e-16,-4.50401416235915e-16,0.000560874423113047,-0.000222681956053409,8.12100623701463e-05,-5.30866688351054e-07,-2.39659204315232e-06,-3.59616819464861e-06,0.00372534326355299,2.84814042652523e-07,-7.04860170551132e-05,7.99086510606052e-05,1.93540414139508e-08,0.187521435822808,0.105899853586511,-0.032183017336664,-0.0406792825536406,-0.00410621770645222,-0.0132729116520408,-0.00414687446649134,0.0117103477190429,-0.0460535181472519,0.0772661069379797,0.0302624433238395,0.0227203829221028,-0.0525405142622831,0.0188507629350964,0.0453901373929378,-0.0737083573348372,0.0558709946146802,0.0829566898814346,-0.0612314381309003,-0.0561536722800317,0.0429951452750131,0.0248370737971202,-0.020060520808271,0.035104746740727,0.0234982405156888,-0.229395974852537,0.0515216502548408,0.0457323671933303,0.109220278681179,0.04912560978042,0.0730329317263012,-0.031185650331902,-0.0941947492864855,0.0619648675325546,0.0273943136338233,0.0371023077540513,-0.224549037036648,-0.0780472358509769,0.107328572234216,0.249153323901181,-0.200583483082206,0.308035213631717,0.225402486409061
"t81",-0.0630832752585237,0.00140000212608382,-0.178737747626287,0.0527473448735012,-0.0404653092693276,0.0555480189043225,-0.0120830695910297,-0.00255292379068161,0.112544249760969,-0.00906669238442648,0.00046543175454666,0.000978555639803341,-0.00152073854773116,0.0132230558304185,0.0128175547773554,-0.311264487342452,-0.0353519190892706,0.000706498609705281,0.0352793510112176,-0.136117653035982,0.229281853218438,0.0212550895863051,0.115736837915271,0.00558391601777696,-0.00162209706020833,2.87751850496482e-16,1.18816505299911e-17,1.0677265215215e-15,1.09736243711635e-15,-3.98733173401797e-06,-0.00249901266264092,0.0012719894895899,0.00356956908612999,-0.00559494108576845,-0.000136616899117628,-0.00350794214049735,-0.000106615656220853,8.33289047332336e-06,-0.00022932358585447,0.488277906142619,-0.0774398982838519,0.0104643051462331,-0.00165073294413024,0.00532177833093673,-0.073805152941464,-0.0110181595796929,0.00498807024128786,-0.000176887384750687,4.02560800193199e-05,-0.00286756103593316,0.0133155608642934,-0.000584053445259372,-1.98603881146322e-05,0.028421829354139,-2.63153698961661e-05,0.000215607469787558,-4.95153752619333e-06,0.0013610299768688,-0.000150530028579692,-2.79314419256732e-05,0.000101747671834393,-0.000249455528217296,-3.65788618095742e-05,-0.00158021232235083,-0.0169199918708725,0.000232729535900719,5.72727847832833e-05,0.00241868258621618,-0.00863714315816616,-2.84896579925465e-05,-0.00127741948236186,0.00433972862998522,8.30463007378616e-07,-3.01271692376129e-06,-1.70203515961933e-06,-1.44435151699996e-05,-3.55326738696375e-06,-7.20303329582399e-16,4.13220489261139e-15,7.68584120774213e-16,3.33910435340099e-16,0.000560874423115594,-0.0002226819560475,8.12100623704308e-05,-5.30866693096112e-07,-2.39659204393887e-06,-3.59616819200646e-06,0.00372534326356114,2.84814046256948e-07,-7.04860170579616e-05,7.99086510623816e-05,1.93540425524012e-08,-0.18752143582281,-0.105899853586512,0.0321830173366644,0.0406792825536411,0.00410621770645215,0.0132729116520406,0.00414687446649138,-0.0117103477190426,0.0460535181472523,-0.0772661069379803,-0.0302624433238404,-0.0227203829221029,0.0525405142622834,-0.0188507629350963,-0.0453901373929379,0.0737083573348375,-0.0558709946146803,-0.082956689881435,0.0612314381309007,0.0561536722800321,-0.0429951452750132,-0.0248370737971208,0.0200605208082711,-0.0351047467407276,-0.0234982405156888,0.229395974852538,-0.0515216502548412,-0.0457323671933309,-0.10922027868118,-0.0491256097804207,-0.0730329317263017,0.0311856503319019,0.094194749286486,-0.0619648675325543,-0.0273943136338238,-0.0371023077540516,0.224549037036649,0.0780472358509778,-0.107328572234216,-0.249153323901183,0.200583483082207,-0.30803521363172,-0.225402486409062
"t43",-0.0630832752585236,0.00140000212608382,-0.178737747626287,0.0527473448735011,-0.0404653092693272,0.0555480189043229,-0.0120830695910296,-0.00255292379068177,0.112544249760968,-0.00906669238442542,0.00046543175454649,0.000978555639803258,-0.00152073854773116,0.0132230558304186,0.0128175547773555,-0.311264487342453,-0.0353519190892706,0.000706498609704905,0.0352793510112177,-0.136117653035982,0.229281853218438,0.0212550895863051,0.115736837915273,0.00558391601777705,-0.00162209706020732,-3.18012232061903e-16,-2.00249280780376e-16,8.15654793555698e-16,4.90676928691173e-16,-3.98733173333376e-06,-0.00249901266264361,0.00127198948959045,0.00356956908612843,-0.00559494108576654,-0.000136616899117721,-0.00350794214049895,-0.000106615656219567,8.33289047306527e-06,-0.000229323585896513,-0.488277906142622,0.0774398982838526,-0.0104643051462331,0.00165073294413024,-0.0053217783309366,0.0738051529414648,-0.0110181595796969,0.00498807024129054,-0.000176887384752436,4.02560800195335e-05,-0.0028675610359319,0.0133155608642966,-0.000584053445257764,-1.9860388114157e-05,0.0284218293541483,-2.63153698959288e-05,0.000215607469789045,-4.95153752577889e-06,0.00136102997686965,-0.000150530028578615,-2.79314419190313e-05,0.000101747671833764,-0.000249455528218509,-3.65788618102778e-05,-0.00158021232235108,-0.0169199918708715,0.00023272953590146,5.72727847827732e-05,0.00241868258621597,-0.00863714315816605,-2.84896579918368e-05,-0.00127741948236254,0.00433972862998901,8.30463007953819e-07,-3.0127169242127e-06,-1.70203515940332e-06,-1.44435151687801e-05,-3.55326738682492e-06,3.26854848080714e-16,-1.49610542519536e-15,4.54212717263817e-17,-6.18886433840162e-16,0.000560874423113401,-0.000222681956048812,8.12100623704881e-05,-5.30866690981593e-07,-2.39659204335798e-06,-3.59616819362388e-06,0.00372534326355806,2.84814043325719e-07,-7.04860170540945e-05,7.99086510610155e-05,1.93540410866754e-08,-0.0121167466802447,0.0309135643639878,0.029516204848162,-0.121043115626943,-0.00953554194859176,0.0616217167839471,-0.0526057700955092,0.0424184719343457,-0.0793572887177201,0.0878894990809481,0.0834487169027025,0.00815216852472582,0.0923985468778209,0.0316014828499355,-0.00651731724771983,0.0307287955403738,-0.089476141569479,-0.0206881826485905,0.0303528607729443,0.034084332101719,0.0977666175949212,0.0536648866095713,-0.0433907559890839,-0.0987346828265883,-0.00567157133417925,0.0215109179818086,0.0390848586425174,-0.0588302897713878,-0.024267157928821,-0.045607477433849,0.046401326392574,-0.0473269793286952,0.103885313735342,-0.0671039038812516,0.154581968651542,0.068683296265345,0.193701373789159,-0.104057602719897,0.0811584998053932,0.3244267164271,0.296878124075425,0.219966508222787,-0.235786732575724
