,0,1,2,3,4,5,6,7,8,9,10
t1,3.8527966,5.0524473,9.913964,8.5856495,6.4554896,3.4106412,8.839069,10.984576,-0.2014534,9.038841,2.950051
t2,12.746722,-0.31577194,6.628682,2.106547,3.9644945,4.4531994,2.2641327,3.6474798,4.0456133,6.1949825,5.131651
t3,4.09653,4.643336,10.084148,8.5031,6.5054607,3.505789,8.502311,10.298686,-0.114418425,8.958482,2.4839823
t4,4.1557336,4.5699096,10.185507,8.555335,6.348565,3.5184314,8.404331,10.14813,0.00854945,8.970083,2.2483654
t5,3.744267,5.2329273,9.882316,8.668901,6.381319,3.3990934,8.97299,11.24121,-0.21950792,9.106087,3.0700536
t6,12.88833,-0.22469345,6.6639905,1.9374802,3.8597145,4.4376583,2.2553456,3.519668,3.9149156,6.4232407,5.144808
t7,12.923362,-0.30088556,6.6301527,1.9482064,3.9182405,4.3325586,2.2756717,3.5432937,3.9592295,6.4117007,5.046682
t8,13.064321,-0.18287233,6.532693,1.7534548,3.7203257,4.3455906,2.2740216,3.6923685,3.9422734,6.6245966,5.073806
t9,13.139115,-0.022914957,6.7341776,1.8267642,3.8844628,4.3204346,2.2999368,3.242887,3.7102213,6.7973394,5.0114822
t10,13.11266,-0.015802832,6.682898,1.7720307,3.848257,4.3264036,2.275045,3.2550838,3.7327616,6.8106728,5.0731125
t11,3.9902859,4.7988424,10.016983,8.499166,6.4756327,3.5233483,8.644373,10.543752,-0.1486705,8.992323,2.6486802
t12,4.590906,4.459183,10.1743965,8.588052,6.6672835,3.240658,8.167279,10.0166235,-0.10343856,8.994185,2.4720979
t13,10.879566,-0.4354667,6.30601,4.2525077,4.6404576,5.4032326,1.9511956,5.1255994,5.3390045,4.2645345,6.295966
t14,10.768116,-0.32688355,6.219355,4.229741,4.703054,5.4983487,1.9530488,5.1009307,5.3715806,4.2320457,6.424119
t15,3.368341,6.0236764,9.867186,8.747673,6.309897,3.441952,9.495182,12.166273,-0.2923171,9.340467,3.4751778
