"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114","t115","t116","t117","t118"
"t1",0,6.13532485145469,7.52829248923224,8.4684499135495,5.80855678377029,7.74500200701378,7.57235113893002,9.47273469418399,10.2529009676591,10.2529009676591,6.54732012509047,8.46844991354949,10.2529009676591,10.2529009676591,8.46844991354949,8.46844991354949,8.46844991354949,8.46844991354949,10.2529009676591,10.2529009676591,10.2529009676591,10.2529009676591,7.53051249144082,5.58708571743889,5.58708571743889,5.58708571743889,7.35111891754976,5.58708571743889,5.58708571743889,10.2529009676591,10.2529009676591,8.46844991354949,10.2529009676591,5.10572567189348,5.58708571743889,8.46844991354949,8.46844991354949,10.2529009676591,10.2529009676591,10.2529009676591,10.2529009676591,5.58708571743889,10.2529009676591,10.2529009676591,10.2529009676591,10.0846528987408,10.2529009676591,8.0657476898713,8.46844991354949,8.4684499135495,5.58708571743889,5.58708571743889,10.2529009676591,10.2529009676591,8.46844991354949,8.46844991354949,9.96050476365924,10.2529009676591,10.2529009676591,8.1852597398146,8.46844991354949,5.58708571743889,5.58708571743889,10.2529009676591,10.2529009676591,10.2529009676591,10.2529009676591,10.2529009676591,10.2529009676591,8.46844991354949,8.46844991354949,8.46844991354949,8.33621003396379,10.2529009676591,10.2529009676591,10.1684366542834,10.2529009676591,10.2529009676591,10.2529009676591,10.2529009676591,10.2529009676591,10.2529009676591,10.2529009676591,8.46844991354949,8.22682991335065,10.2529009676591,10.2529009676591,5.58708571743889,5.58708571743889,8.46844991354949,8.46844991354949,10.2529009676591,10.2529009676591,10.2529009676591,8.46844991354949,8.46844991354949,10.2529009676591,10.2529009676591,10.2529009676591,10.2529009676591,10.2529009676591,8.4684499135495,8.4684499135495,10.2529009676591,10.2529009676591,8.46844991354949,8.46844991354949,8.4684499135495,8.4684499135495,10.2529009676591,10.2529009676591,10.2529009676591,10.2529009676591,10.2529009676591,10.2529009676591,10.2529009676591,10.2529009676591,10.2529009676591
"t2",6.13532485145469,0,10.544753953657,11.4849113779743,8.82501824819509,3.40453771670619,3.23188684862243,5.1322704038764,5.91243667735155,5.91243667735155,9.56378158951528,11.4849113779743,4.2919149683975,4.2919149683975,11.4849113779743,11.4849113779743,11.4849113779743,11.4849113779743,5.91243667735155,5.91243667735155,5.91243667735155,8.66745458264695,10.5469739558656,11.4849113779743,11.4849113779743,11.4849113779743,10.3675803819746,11.4849113779743,11.4849113779743,8.66745458264695,8.66745458264695,11.4849113779743,4.2919149683975,11.0035513324289,11.4849113779743,11.4849113779743,11.4849113779743,4.2919149683975,8.66745458264695,5.91243667735155,5.91243667735155,11.4849113779743,8.66745458264695,8.66745458264695,8.66745458264695,4.1236668994792,8.66745458264695,11.0822091542961,11.4849113779743,11.4849113779743,11.4849113779743,11.4849113779743,8.66745458264695,4.2919149683975,11.4849113779743,11.4849113779743,3.9995187643976,4.2919149683975,4.2919149683975,11.2017212042394,11.4849113779743,11.4849113779743,11.4849113779743,8.66745458264695,4.2919149683975,5.91243667735155,5.91243667735155,4.2919149683975,4.2919149683975,11.4849113779743,11.4849113779743,11.4849113779743,11.3526714983886,5.91243667735155,5.91243667735155,4.20745065502179,4.2919149683975,8.66745458264695,8.66745458264695,4.2919149683975,4.2919149683975,8.66745458264695,8.66745458264695,11.4849113779743,11.2432913777754,4.2919149683975,4.2919149683975,11.4849113779743,11.4849113779743,11.4849113779743,11.4849113779743,4.2919149683975,4.2919149683975,8.66745458264695,11.4849113779743,11.4849113779743,8.66745458264695,8.66745458264695,4.2919149683975,4.2919149683975,8.66745458264695,11.4849113779743,11.4849113779743,8.66745458264695,8.66745458264695,11.4849113779743,11.4849113779743,11.4849113779743,11.4849113779743,8.66745458264695,8.66745458264695,4.2919149683975,8.66745458264695,8.66745458264695,8.66745458264695,8.66745458264695,4.2919149683975,4.2919149683975
"t3",7.52829248923224,10.544753953657,0,5.9751748951861,5.48153046101491,12.1544311092161,11.9817802411324,13.8821637963863,14.6623300698615,14.6623300698615,4.05404510672708,10.3057323570116,14.6623300698615,14.6623300698615,8.14142359079412,7.43832921593412,5.9751748951861,5.9751748951861,14.6623300698615,14.6623300698615,14.6623300698615,14.6623300698615,7.20348616868544,12.8778790157518,12.8778790157518,12.8778790157518,6.32099821993439,12.8778790157518,12.8778790157518,14.6623300698615,14.6623300698615,7.43832921593412,14.6623300698615,12.3965189702064,12.8778790157518,5.97517489518609,8.14142359079412,14.6623300698615,14.6623300698615,14.6623300698615,14.6623300698615,12.8778790157518,14.6623300698615,14.6623300698615,14.6623300698615,14.4940820009432,14.6623300698615,7.73872136711592,8.14142359079412,7.43832921593412,12.8778790157518,12.8778790157518,14.6623300698615,14.6623300698615,8.14142359079412,8.14142359079412,14.3699338658616,14.6623300698615,14.6623300698615,5.69198472145121,5.9751748951861,12.8778790157518,12.8778790157518,14.6623300698615,14.6623300698615,14.6623300698615,14.6623300698615,14.6623300698615,14.6623300698615,8.14142359079412,8.14142359079412,8.14142359079412,8.00918371120842,14.6623300698615,14.6623300698615,14.5778657564858,14.6623300698615,14.6623300698615,14.6623300698615,14.6623300698615,14.6623300698615,14.6623300698615,14.6623300698615,8.14142359079412,7.89980359059527,14.6623300698615,14.6623300698615,12.8778790157518,12.8778790157518,7.43832921593412,7.43832921593412,14.6623300698615,14.6623300698615,14.6623300698615,8.14142359079412,8.14142359079412,14.6623300698615,14.6623300698615,14.6623300698615,14.6623300698615,14.6623300698615,7.43832921593412,7.43832921593412,14.6623300698615,14.6623300698615,10.3057323570116,10.3057323570116,10.3057323570116,10.3057323570116,14.6623300698615,14.6623300698615,14.6623300698615,14.6623300698615,14.6623300698615,14.6623300698615,14.6623300698615,14.6623300698615,14.6623300698615
"t4",8.4684499135495,11.4849113779743,5.9751748951861,0,6.42168788533217,13.0945885335334,12.9219376654496,14.8223212207036,15.6024874941788,15.6024874941788,4.43757545728991,11.2458897813288,15.6024874941788,15.6024874941788,9.08158101511137,8.37848664025137,6.35870524574893,6.35870524574893,15.6024874941788,15.6024874941788,15.6024874941788,15.6024874941788,8.1436435930027,13.8180364400691,13.8180364400691,13.8180364400691,7.26115564425164,13.8180364400691,13.8180364400691,15.6024874941788,15.6024874941788,8.37848664025137,15.6024874941787,13.3366763945237,13.8180364400691,6.35870524574893,9.08158101511137,15.6024874941787,15.6024874941788,15.6024874941787,15.6024874941788,13.8180364400691,15.6024874941788,15.6024874941788,15.6024874941788,15.4342394252605,15.6024874941788,8.67887879143318,9.08158101511137,8.37848664025137,13.8180364400691,13.8180364400691,15.6024874941788,15.6024874941787,9.08158101511137,9.08158101511137,15.3100912901788,15.6024874941788,15.6024874941788,6.07551507201404,6.35870524574893,13.8180364400691,13.8180364400691,15.6024874941788,15.6024874941788,15.6024874941788,15.6024874941788,15.6024874941788,15.6024874941788,9.08158101511137,9.08158101511137,9.08158101511137,8.94934113552567,15.6024874941788,15.6024874941788,15.518023180803,15.6024874941788,15.6024874941788,15.6024874941788,15.6024874941788,15.6024874941788,15.6024874941788,15.6024874941788,9.08158101511137,8.83996101491253,15.6024874941788,15.6024874941788,13.8180364400691,13.8180364400691,8.37848664025137,8.37848664025137,15.6024874941788,15.6024874941788,15.6024874941788,9.08158101511137,9.08158101511137,15.6024874941788,15.6024874941788,15.6024874941788,15.6024874941788,15.6024874941788,8.37848664025137,8.37848664025137,15.6024874941788,15.6024874941788,11.2458897813288,11.2458897813288,11.2458897813288,11.2458897813288,15.6024874941788,15.6024874941788,15.6024874941788,15.6024874941788,15.6024874941788,15.6024874941788,15.6024874941788,15.6024874941788,15.6024874941788
"t5",5.80855678377029,8.82501824819509,5.48153046101491,6.42168788533217,0,10.4346954037542,10.2620445356704,12.1624280909244,12.9425943643995,12.9425943643995,4.50055809687314,8.58599665154963,12.9425943643995,12.9425943643995,3.52533007526599,6.42168788533216,6.42168788533216,6.42168788533216,12.9425943643995,12.9425943643995,12.9425943643995,12.9425943643995,2.58739265315731,11.1581433102899,11.1581433102899,11.1581433102899,5.30435688933243,11.1581433102899,11.1581433102899,12.9425943643995,12.9425943643995,6.42168788533216,12.9425943643995,10.6767832647445,11.1581433102899,6.42168788533216,3.52533007526599,12.9425943643995,12.9425943643995,12.9425943643995,12.9425943643995,11.1581433102899,12.9425943643995,12.9425943643995,12.9425943643995,12.7743462954812,12.9425943643995,3.1226278515878,3.52533007526599,6.42168788533216,11.1581433102899,11.1581433102899,12.9425943643995,12.9425943643995,3.52533007526599,3.52533007526599,12.6501981603996,12.9425943643995,12.9425943643995,6.13849771159728,6.42168788533216,11.1581433102899,11.1581433102899,12.9425943643995,12.9425943643995,12.9425943643995,12.9425943643995,12.9425943643995,12.9425943643995,3.52533007526599,3.52533007526599,3.52533007526599,3.39309019568029,12.9425943643995,12.9425943643995,12.8581300510238,12.9425943643995,12.9425943643995,12.9425943643995,12.9425943643995,12.9425943643995,12.9425943643995,12.9425943643995,3.52533007526599,3.28371007506714,12.9425943643995,12.9425943643995,11.1581433102899,11.1581433102899,6.42168788533216,6.42168788533216,12.9425943643995,12.9425943643995,12.9425943643995,3.52533007526599,3.52533007526599,12.9425943643995,12.9425943643995,12.9425943643995,12.9425943643995,12.9425943643995,6.42168788533216,6.42168788533216,12.9425943643995,12.9425943643995,8.58599665154963,8.58599665154963,8.58599665154963,8.58599665154963,12.9425943643995,12.9425943643995,12.9425943643995,12.9425943643995,12.9425943643995,12.9425943643995,12.9425943643995,12.9425943643995,12.9425943643995
"t6",7.74500200701378,3.40453771670619,12.1544311092161,13.0945885335334,10.4346954037542,0,0.578228491655995,2.71064154661832,5.18042174135628,5.18042174135628,11.1734587450744,13.0945885335334,7.52211383291064,7.52211383291064,13.0945885335334,13.0945885335334,13.0945885335334,13.0945885335334,3.49080782009347,3.49080782009347,3.49080782009347,10.277131738206,12.1566511114247,13.0945885335334,13.0945885335334,13.0945885335334,11.9772575375337,13.0945885335334,13.0945885335334,10.277131738206,10.277131738206,13.0945885335334,7.52211383291064,12.613228487988,13.0945885335334,13.0945885335334,13.0945885335334,7.52211383291064,10.277131738206,5.18042174135628,3.49080782009347,13.0945885335334,10.277131738206,10.277131738206,10.277131738206,7.35386576399234,10.277131738206,12.6918863098552,13.0945885335334,13.0945885335334,13.0945885335334,13.0945885335334,10.277131738206,7.52211383291064,13.0945885335334,13.0945885335334,7.22971762891073,7.52211383291064,7.52211383291064,12.8113983597985,13.0945885335334,13.0945885335334,13.0945885335334,10.277131738206,7.52211383291064,5.18042174135628,5.18042174135628,7.52211383291064,7.52211383291064,13.0945885335334,13.0945885335334,13.0945885335334,12.9623486539477,3.49080782009347,3.49080782009347,7.43764951953493,7.52211383291064,10.277131738206,10.277131738206,7.52211383291064,7.52211383291064,10.277131738206,10.277131738206,13.0945885335334,12.8529685333345,7.52211383291064,7.52211383291064,13.0945885335334,13.0945885335334,13.0945885335334,13.0945885335334,7.52211383291064,7.52211383291064,10.277131738206,13.0945885335334,13.0945885335334,10.277131738206,10.277131738206,7.52211383291064,7.52211383291064,10.277131738206,13.0945885335334,13.0945885335334,10.277131738206,10.277131738206,13.0945885335334,13.0945885335334,13.0945885335334,13.0945885335334,10.277131738206,10.277131738206,7.52211383291064,10.277131738206,10.277131738206,10.277131738206,10.277131738206,7.52211383291064,7.52211383291064
"t7",7.57235113893002,3.23188684862243,11.9817802411324,12.9219376654496,10.2620445356704,0.578228491655995,0,2.53799067853456,5.00777087327252,5.00777087327252,11.0008078769906,12.9219376654496,7.34946296482688,7.34946296482688,12.9219376654496,12.9219376654496,12.9219376654496,12.9219376654496,3.31815695200971,3.31815695200971,3.31815695200971,10.1044808701223,11.9840002433409,12.9219376654496,12.9219376654496,12.9219376654496,11.8046066694499,12.9219376654496,12.9219376654496,10.1044808701223,10.1044808701223,12.9219376654496,7.34946296482687,12.4405776199042,12.9219376654496,12.9219376654496,12.9219376654496,7.34946296482688,10.1044808701223,5.00777087327252,3.31815695200971,12.9219376654496,10.1044808701223,10.1044808701223,10.1044808701223,7.18121489590858,10.1044808701223,12.5192354417714,12.9219376654496,12.9219376654496,12.9219376654496,12.9219376654496,10.1044808701223,7.34946296482688,12.9219376654496,12.9219376654496,7.05706676082697,7.34946296482688,7.34946296482688,12.6387474917147,12.9219376654496,12.9219376654496,12.9219376654496,10.1044808701223,7.34946296482688,5.00777087327252,5.00777087327252,7.34946296482688,7.34946296482688,12.9219376654496,12.9219376654496,12.9219376654496,12.7896977858639,3.31815695200971,3.31815695200971,7.26499865145117,7.34946296482688,10.1044808701223,10.1044808701223,7.34946296482688,7.34946296482688,10.1044808701223,10.1044808701223,12.9219376654496,12.6803176652508,7.34946296482688,7.34946296482688,12.9219376654496,12.9219376654496,12.9219376654496,12.9219376654496,7.34946296482688,7.34946296482688,10.1044808701223,12.9219376654496,12.9219376654496,10.1044808701223,10.1044808701223,7.34946296482688,7.34946296482688,10.1044808701223,12.9219376654496,12.9219376654496,10.1044808701223,10.1044808701223,12.9219376654496,12.9219376654496,12.9219376654496,12.9219376654496,10.1044808701223,10.1044808701223,7.34946296482688,10.1044808701223,10.1044808701223,10.1044808701223,10.1044808701223,7.34946296482688,7.34946296482688
"t8",9.47273469418399,5.1322704038764,13.8821637963863,14.8223212207036,12.1624280909244,2.71064154661832,2.53799067853456,0,6.90815442852649,6.90815442852649,12.9011914322446,14.8223212207036,9.24984652008084,9.24984652008084,14.8223212207036,14.8223212207036,14.8223212207036,14.8223212207036,4.25577776395536,4.25577776395536,4.25577776395536,12.0048644253762,13.8843837985949,14.8223212207036,14.8223212207036,14.8223212207036,13.7049902247039,14.8223212207036,14.8223212207036,12.0048644253762,12.0048644253762,14.8223212207036,9.24984652008084,14.3409611751582,14.8223212207036,14.8223212207036,14.8223212207036,9.24984652008084,12.0048644253762,6.90815442852649,4.25577776395536,14.8223212207036,12.0048644253762,12.0048644253762,12.0048644253762,9.08159845116255,12.0048644253762,14.4196189970254,14.8223212207036,14.8223212207036,14.8223212207036,14.8223212207036,12.0048644253762,9.24984652008085,14.8223212207036,14.8223212207036,8.95745031608094,9.24984652008085,9.24984652008085,14.5391310469687,14.8223212207036,14.8223212207036,14.8223212207036,12.0048644253762,9.24984652008085,6.90815442852649,6.90815442852649,9.24984652008084,9.24984652008084,14.8223212207036,14.8223212207036,14.8223212207036,14.6900813411179,4.25577776395536,4.25577776395536,9.16538220670514,9.24984652008085,12.0048644253762,12.0048644253762,9.24984652008085,9.24984652008085,12.0048644253762,12.0048644253762,14.8223212207036,14.5807012205047,9.24984652008084,9.24984652008084,14.8223212207036,14.8223212207036,14.8223212207036,14.8223212207036,9.24984652008084,9.24984652008084,12.0048644253762,14.8223212207036,14.8223212207036,12.0048644253762,12.0048644253762,9.24984652008084,9.24984652008084,12.0048644253762,14.8223212207036,14.8223212207036,12.0048644253762,12.0048644253762,14.8223212207036,14.8223212207036,14.8223212207036,14.8223212207036,12.0048644253762,12.0048644253762,9.24984652008085,12.0048644253762,12.0048644253762,12.0048644253762,12.0048644253762,9.24984652008085,9.24984652008085
"t9",10.2529009676591,5.91243667735155,14.6623300698615,15.6024874941788,12.9425943643995,5.18042174135628,5.00777087327252,6.90815442852649,0,4.99677022357293,13.6813577057197,15.6024874941787,10.030012793556,10.030012793556,15.6024874941787,15.6024874941787,15.6024874941787,15.6024874941787,7.68832070200164,7.68832070200164,7.68832070200164,12.7850306988514,14.6645500720701,15.6024874941787,15.6024874941787,15.6024874941787,14.485156498179,15.6024874941787,15.6024874941787,12.7850306988514,12.7850306988514,15.6024874941787,10.030012793556,15.1211274486333,15.6024874941787,15.6024874941787,15.6024874941787,10.030012793556,12.7850306988514,6.23162048586996,7.68832070200164,15.6024874941787,12.7850306988514,12.7850306988514,12.7850306988514,9.8617647246377,12.7850306988514,15.1997852705006,15.6024874941787,15.6024874941787,15.6024874941787,15.6024874941787,12.7850306988514,10.030012793556,15.6024874941787,15.6024874941787,9.73761658955609,10.030012793556,10.030012793556,15.3192973204439,15.6024874941787,15.6024874941787,15.6024874941787,12.7850306988514,10.030012793556,6.23162048586996,6.23162048586996,10.030012793556,10.030012793556,15.6024874941787,15.6024874941787,15.6024874941787,15.470247614593,7.68832070200164,7.68832070200164,9.94554848018029,10.030012793556,12.7850306988514,12.7850306988514,10.030012793556,10.030012793556,12.7850306988514,12.7850306988514,15.6024874941787,15.3608674939799,10.030012793556,10.030012793556,15.6024874941787,15.6024874941787,15.6024874941787,15.6024874941787,10.030012793556,10.030012793556,12.7850306988514,15.6024874941787,15.6024874941787,12.7850306988514,12.7850306988514,10.030012793556,10.030012793556,12.7850306988514,15.6024874941787,15.6024874941787,12.7850306988514,12.7850306988514,15.6024874941787,15.6024874941787,15.6024874941787,15.6024874941787,12.7850306988514,12.7850306988514,10.030012793556,12.7850306988514,12.7850306988514,12.7850306988514,12.7850306988514,10.030012793556,10.030012793556
"t10",10.2529009676591,5.91243667735155,14.6623300698615,15.6024874941788,12.9425943643995,5.18042174135628,5.00777087327252,6.90815442852649,4.99677022357293,0,13.6813577057197,15.6024874941787,10.030012793556,10.030012793556,15.6024874941787,15.6024874941787,15.6024874941787,15.6024874941787,7.68832070200164,7.68832070200164,7.68832070200164,12.7850306988514,14.6645500720701,15.6024874941787,15.6024874941787,15.6024874941787,14.485156498179,15.6024874941787,15.6024874941787,12.7850306988514,12.7850306988514,15.6024874941787,10.030012793556,15.1211274486333,15.6024874941787,15.6024874941787,15.6024874941787,10.030012793556,12.7850306988514,6.23162048586996,7.68832070200164,15.6024874941787,12.7850306988514,12.7850306988514,12.7850306988514,9.8617647246377,12.7850306988514,15.1997852705006,15.6024874941787,15.6024874941787,15.6024874941787,15.6024874941787,12.7850306988514,10.030012793556,15.6024874941787,15.6024874941787,9.73761658955609,10.030012793556,10.030012793556,15.3192973204439,15.6024874941787,15.6024874941787,15.6024874941787,12.7850306988514,10.030012793556,6.23162048586996,6.23162048586996,10.030012793556,10.030012793556,15.6024874941787,15.6024874941787,15.6024874941787,15.470247614593,7.68832070200164,7.68832070200164,9.94554848018029,10.030012793556,12.7850306988514,12.7850306988514,10.030012793556,10.030012793556,12.7850306988514,12.7850306988514,15.6024874941787,15.3608674939799,10.030012793556,10.030012793556,15.6024874941787,15.6024874941787,15.6024874941787,15.6024874941787,10.030012793556,10.030012793556,12.7850306988514,15.6024874941787,15.6024874941787,12.7850306988514,12.7850306988514,10.030012793556,10.030012793556,12.7850306988514,15.6024874941787,15.6024874941787,12.7850306988514,12.7850306988514,15.6024874941787,15.6024874941787,15.6024874941787,15.6024874941787,12.7850306988514,12.7850306988514,10.030012793556,12.7850306988514,12.7850306988514,12.7850306988514,12.7850306988514,10.030012793556,10.030012793556
