"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118"
"t22",0.0593602494331726,-0.165937589075527,0.0651448209980969,0.125624809879425,-0.0185827968011991,-0.00342959564462289,0.00381392453575338,-0.00202269210945637,9.75079500643782e-06,-0.00146339789650449,0.00028026634085563,-6.34122195268666e-05,-0.00016118770584053,-0.025112495343283,1.8031028679507e-05,4.79275592670351e-05,0.00019121575005655,0.00123011773097476,-0.000216523577343982,0.000561349998702237,-0.00116548131917258,-0.000675882347786086,-0.00012164266253844,-0.123956184514439,0.00129057252041176,0.00174515550496955,-0.00423367399531847,0.000406592930867588,6.35880999852849e-17,-0.0128478957551524,0.00537673111060695,-0.000468780585573618,-0.00263632999148758,0.00943580651616016,0.939232976425503,0.0953033502599083,-0.0171587657687421,-0.000226924821772671,0.0837208745734029,-3.21006941340526e-15,0.00787499539959968,8.88748343181394e-16,0.0108071503142701,0.000498206773948485,-0.000239915511539618,0.000169387791127459,0.00158822330721456,0.00213247722828519,-4.44905473728609e-15,-0.00217403361453114,0.000101996128508513,-0.00623312132188652,-0.126732029195214,4.12456731451965e-05,-2.7375742465902e-08,-2.61032025064645e-15,0.000779191524101326,-0.086955018420299,0.00129447665869751,0.0127900808671852,0.000875515835894755,0.000409116771853033,0.000201119925900486,0.000253941755714764,-0.000135639637165556,-0.0060505122190585,0.0102259895605756,-0.0307506289205742,1.44144108792092e-05,4.58539604142012e-05,0.000340755192546607,-6.95228793050253e-05,-8.42240767027277e-05,0.00761485115235392,-2.12827959499831e-16,-0.000140692360240396,-2.26834892679421e-06,3.08937681913652e-06,5.24456169458047e-17,4.63955654427935e-16,4.30166107186163e-16,7.22313823248595e-07,1.46095014406905e-07,-1.16231711549911e-16,2.35008413395013e-16,-8.26849949587827e-10,-4.85823407531636e-10,0.000141510346349577,0.00644563739619332,-3.20484772853355e-16,-3.77891948065409e-05,-1.23263891646664e-06,2.81217991872221e-05,1.31885116891049e-15,6.06512072943762e-17,0.000160559151627697,-8.41640987595947e-07,1.14455873541612e-07,-3.98396786774423e-16,1.08283082694918e-15,-4.79315464185164e-16,-5.23208647064124e-16,-5.33087311736816e-05,1.40747017013889e-15,-1.90000712874746e-06,-2.61853084708964e-15,5.45222592321248e-16,0.000437040738718901,-2.88066019803849e-15,1.61032204770065e-15,2.11799386260628e-08,2.59623686514406e-15,1.41738006228868e-15,-1.62811616641299e-15,2.90112553939527e-14,-4.87899656799415e-15,-5.26270329595903e-13,-0.092057461789834
"t39",0.0609533203801557,-0.17446073502535,0.0688042124173565,0.136557196933715,-0.0209904543667387,-0.00398269266781204,0.0050600170781975,-0.00274716110936676,1.43273562718561e-05,-0.00275144731348517,0.000546011159320233,-0.000177959878724433,-0.000612621397577335,-0.166038059657599,-0.00028362573504084,-0.000544308702168124,-0.000302092849257653,-0.00134932823111235,0.00022169030416566,-0.000380365901301342,0.000565873085457351,0.000248248946627035,4.26269409209244e-05,0.056545831786146,1.30710339202516e-05,1.2121794956525e-08,-1.12706373532638e-05,3.0692908627979e-06,1.04775434338698e-15,-0.000312299652957994,0.000175288515943402,-1.53991751800009e-05,-9.07698804683657e-05,0.000387625794664567,0.0425968926607125,0.00432369457194184,-0.000766305876091009,-1.01096677616237e-05,0.00272913685832673,1.3965724946972e-16,9.77279732506517e-05,-2.28017228444314e-15,-0.000714374010275345,-5.22069452049705e-05,3.1753512810287e-05,-4.65325375518644e-05,-0.000510110272252836,-0.00081662773770084,2.25044942368733e-14,0.00114940778848631,-0.000219218296940333,0.0361899874137439,0.871074817790673,-0.000532750073072419,-1.07165800019608e-07,9.99775841006666e-15,0.001462548388013,-0.119632229706944,0.00167314013887019,-0.334382930435774,0.00123177790244627,0.00048776915925196,0.000223121032913402,0.000258092103064426,-0.000128501221013304,-0.00503372220150441,0.00845469242918083,-0.0919684584660904,6.97896910821273e-06,2.36884400043495e-05,0.000176833479917147,-3.62318924498003e-05,-4.51489038092393e-05,0.0781330678004947,2.88042577244014e-16,-6.45516475900687e-05,-1.04486965376827e-06,1.42292996858808e-06,4.40070644727638e-15,4.56117747494579e-16,3.5289984137074e-15,3.31527430751922e-07,6.69983600712803e-08,7.85025784165134e-17,-1.22745098598777e-16,-3.78690608895601e-10,-2.2222823249801e-10,6.46170419562426e-05,0.00294319858915762,-1.08943079326474e-15,-1.72336217857356e-05,-5.62122675775318e-07,1.28176280251906e-05,-7.37529100781901e-15,-4.56180115223217e-17,7.31333211633666e-05,-3.83312096316877e-07,5.21202126458031e-08,6.01229710920343e-16,2.01696312686869e-15,-5.19571661261222e-16,1.00286784773838e-15,-2.42755597319733e-05,-2.3973310147314e-16,-8.66229017086691e-07,2.99603261025012e-15,-7.00491220951277e-16,0.000199451395401925,-3.30688798151607e-15,6.96568159137896e-15,9.68545345757875e-09,2.08680467243032e-15,3.11981510537017e-15,-7.04585982831603e-16,3.79706321466651e-14,-6.28857816090587e-15,-5.27180761539708e-13,-0.0920574617898195
"t53",0.0614772443841562,-0.177262057915652,0.0700068161460905,0.140147528259829,-0.0217805290907083,-0.00416409998893317,0.00546798828714382,-0.00298430018848329,1.58245215641319e-05,-0.00317252674843921,0.000632886288496339,-0.000215432397006368,-0.000760444236377575,-0.2122624606851,-0.000383045691357138,-0.000739628734262487,-0.000468313669345242,-0.00223246001720131,0.000372362399866803,-0.000717513186000469,0.00123199214262577,0.000671945557658919,0.000129552897824391,0.217697941434204,0.000160593000988984,-1.33971957529293e-05,0.000185123650399523,-2.50748558149075e-05,-7.09038613663429e-16,0.000951636620777356,-0.000375912428322664,3.26788889506791e-05,0.000180032783920929,-0.000559876921674661,-0.0413187848298711,-0.00400135029103711,0.000620751200677728,8.10249375764188e-06,-0.00144110982968475,-5.29120626613224e-16,-3.84812935429116e-05,-3.31806560296644e-16,0.000162598607695267,1.0074436367546e-05,-5.55370334323937e-06,5.64319792582387e-06,5.66459559107953e-05,8.18743029735021e-05,-5.86466352329912e-16,-9.49703450957404e-05,7.98689741912298e-06,-0.000865404751366689,-0.0197601267231072,1.03785723610696e-05,1.7386644746756e-10,-1.94687862993264e-15,2.72020513994707e-05,-0.00475029842526333,7.73207722274638e-05,0.0752758184250443,-6.09605236599924e-05,-1.41350848140874e-05,-4.65684327285222e-06,-3.12508759090788e-06,7.97330090491578e-07,-1.26238537776077e-06,2.40501995803265e-06,0.00360268538133324,-7.82606625119705e-07,-5.68106783701618e-06,-4.80786478971379e-05,1.12163678347235e-05,2.98125036703819e-05,-0.911570666863507,2.42855782174028e-15,-5.52139141783727e-05,-7.410120483015e-07,9.20419396126375e-07,-1.59618529083356e-14,-1.25973385330374e-15,7.79375840950572e-15,1.88393812308806e-07,3.74607454666485e-08,-1.84006405217602e-16,-4.14238088829949e-16,-2.07212666296265e-10,-1.19587474725047e-10,3.40775029620902e-05,0.00155198367443734,6.60390582527466e-15,-8.97994713934872e-06,-2.92825333901197e-07,6.64727200788847e-06,-2.9704633125805e-14,-2.09220933596617e-15,3.77359677084013e-05,-1.97604568539513e-07,2.68436579889392e-08,2.93040096961254e-15,5.21448908408271e-15,-1.26508528736603e-15,-2.98645425935361e-15,-1.2498921826689e-05,1.11798151637424e-15,-4.48463274861329e-07,-1.31918281547924e-14,-2.24869034972718e-16,0.000103711398883657,-7.43929545593296e-16,-5.89193552285366e-15,5.07716162223433e-09,2.14149928047676e-15,1.91737165738934e-15,-1.11659006568245e-14,5.61765496423781e-14,5.90534472564549e-16,-5.24635593487259e-13,-0.0920574617898649
"t113",0.0616824232088638,-0.17835785051837,0.0704771366302633,0.141549801554058,-0.0220885990234459,-0.0042347560967721,0.00562614639425701,-0.00307616576148693,1.6403221483927e-05,-0.00333440040530351,0.000666261999218473,-0.000229755964825667,-0.000816793145520159,-0.229828565046817,-0.000420625008075805,-0.000813414844738941,-0.000530419904139401,-0.00256089290654078,0.000428339561796546,-0.000841876491281877,0.00147589654447251,0.000825718795492114,0.000160981383879669,0.275598163850472,0.000212809695793317,-1.81134407243234e-05,0.00025389193056712,-3.48863633954288e-05,1.01054217018633e-15,0.00138628428795646,-0.000563883463133547,4.90698052561326e-05,0.000272180107363393,-0.000878991077071592,-0.0691242524527849,-0.00675384564595959,0.00107639711663498,1.40819543097078e-05,-0.00277945089031247,4.71383853459691e-16,-8.14339584818135e-05,6.84408072362781e-17,0.000430392177112235,2.89341945948765e-05,-1.68006577449193e-05,2.11869140206091e-05,0.000225234473319111,0.000348878554766863,-5.77121954940457e-15,-0.000464924589310634,7.78797660503302e-05,-0.0126086647260159,-0.303155216920757,0.000185049009620285,3.79732507499222e-08,2.92666238947761e-15,-0.000575719526240039,0.0564655028949336,-0.000839327439474432,-0.415231820089967,0.000261287094889116,5.28753315730691e-05,1.60071266607218e-05,9.44054401663022e-06,-2.11839923756661e-06,2.418983734277e-06,-4.51309039866689e-06,-0.00324469066373067,4.91611759414886e-07,2.63586585513008e-06,2.11972776034114e-05,-4.69194829103406e-06,-9.33491702482073e-06,0.170421251309046,2.92166523475015e-15,5.08980300248745e-08,-4.19884664914253e-08,8.91406772880028e-08,3.84445216286277e-15,6.59264255995162e-16,9.13414612930569e-16,3.44129412370041e-08,7.42396188658493e-09,-2.89865863857562e-15,9.06586823568306e-16,-4.60358887150392e-11,-2.92552933600333e-11,9.52765472017675e-06,0.000434311617679605,-1.49225779985099e-15,-2.77751420118766e-06,-9.08159643900546e-08,2.16319129367182e-06,-1.82472216946091e-14,-3.91630165449769e-15,1.32225232583568e-05,-7.05770994450938e-08,9.83651889794478e-09,3.72804694811559e-15,3.49038066527356e-16,6.11422010393526e-15,-2.36530783605274e-15,-5.05799323277905e-06,3.5623680456347e-15,-1.99480071785601e-07,-1.62062006951564e-14,5.37905580383122e-15,4.80249479928181e-05,-4.03721945224614e-15,1.13040055897596e-13,2.4822612826863e-09,9.17026456819423e-15,1.13843167689397e-14,6.01544893147334e-14,-0.707106781186532,-6.26198196462995e-13,-5.5851212640339e-13,-0.0920574617900635
"t114",0.0616824232088637,-0.17835785051837,0.0704771366302635,0.141549801554057,-0.0220885990234458,-0.00423475609677208,0.00562614639425707,-0.00307616576148657,1.64032214847014e-05,-0.0033344004053035,0.000666261999216496,-0.000229755964827226,-0.00081679314552114,-0.229828565046817,-0.000420625008076032,-0.000813414844741792,-0.000530419904140449,-0.00256089290653876,0.000428339561794673,-0.000841876491281156,0.00147589654447231,0.000825718795493258,0.00016098138387996,0.275598163850476,0.000212809695794781,-1.81134407230382e-05,0.000253891930563081,-3.48863633964222e-05,4.51235840540092e-16,0.00138628428795426,-0.000563883463131287,4.90698052556565e-05,0.000272180107361728,-0.000878991077071378,-0.069124252452787,-0.0067538456459593,0.00107639711663774,1.40819543098662e-05,-0.00277945089031325,-7.25336987245161e-16,-8.14339584742156e-05,-5.98790636675224e-16,0.000430392177110981,2.89341945930037e-05,-1.68006577438837e-05,2.11869140187909e-05,0.000225234473318617,0.00034887855476648,-7.66013321030102e-15,-0.00046492458930834,7.78797660487158e-05,-0.0126086647260157,-0.303155216920779,0.00018504900962058,3.79732540881611e-08,2.70996516316116e-15,-0.000575719526240574,0.0564655028949335,-0.000839327439473877,-0.415231820089978,0.000261287094888934,5.28753315756845e-05,1.60071266574407e-05,9.44054401435254e-06,-2.11839923531198e-06,2.4189837384386e-06,-4.51309039742461e-06,-0.00324469066373509,4.91611763865289e-07,2.63586585970895e-06,2.11972776074406e-05,-4.69194829567781e-06,-9.33491702383175e-06,0.170421251309088,-2.36982635140065e-15,5.08980331326578e-08,-4.198845607462e-08,8.91406789345013e-08,3.79128576976617e-15,2.66063068372938e-15,-7.95445953077935e-16,3.44129322192517e-08,7.42396443365903e-09,9.76579172487474e-16,-1.32831704047451e-15,-4.60410687022256e-11,-2.92541701946653e-11,9.52765470106881e-06,0.00043431161770316,-3.17967591423723e-16,-2.77751425323511e-06,-9.08159554589683e-08,2.16319130069929e-06,2.90358726573093e-14,5.98831498664432e-15,1.32225232639567e-05,-7.05770915731447e-08,9.83653066117666e-09,-5.56992674150834e-15,3.84330782485881e-16,-6.51186866195575e-15,3.50488240278318e-15,-5.05799331395528e-06,1.42539193004403e-15,-1.99480107814858e-07,1.47440348811124e-14,-6.66646112238145e-15,4.80249479896257e-05,-3.09978399101514e-15,-1.08059265487357e-13,2.48230005748099e-09,-2.64562653706566e-15,-9.01688262986401e-15,-5.85995312839972e-14,0.707106781186563,6.15733431483633e-13,-4.97093673196954e-13,-0.0920574617896076
"t78",0.0615700348415846,-0.177756731121194,0.0702190607647333,0.140779028266143,-0.0219189031785728,-0.00419577967608775,0.00553836780219866,-0.00302513199812238,1.60808017844366e-05,-0.00324356375975561,0.000647517189901096,-0.000221657345948389,-0.000784816329229332,-0.219818986702282,-0.000399056518993494,-0.000771033034252983,-0.000494208705877201,-0.00236816388975355,0.000395445013895993,-0.000768064686460427,0.00132962382318153,0.00073232803364255,0.000141789044916185,0.239915668734362,0.000179908265635164,-1.51129842534452e-05,0.000209842899724518,-2.8558742629741e-05,7.60964455507752e-16,0.00109985866181157,-0.000438323161376375,3.81158971137219e-05,0.000210405886484323,-0.000661353980172559,-0.0496155980363847,-0.00481509977376122,0.000751661946304181,9.81623162003351e-06,-0.00178165820737966,1.43008224597263e-15,-4.81863781934973e-05,-5.11673939299879e-16,0.000205036378024939,1.26119904439163e-05,-6.89849176975375e-06,6.57071819003218e-06,6.41463421650023e-05,8.89839542687866e-05,-1.58963327086885e-15,-9.21505272569701e-05,-2.11403549436388e-06,0.00148074207546127,0.0385465117469789,-2.83530135928053e-05,-1.19898636128055e-08,-7.35765536573288e-15,0.000293801131695993,-0.0380094499628875,0.000597308035449185,0.516925214109082,-0.000439601279009673,-0.000108268400418472,-3.76446709908668e-05,-2.83454364193083e-05,8.58562455716902e-06,-4.69642016259671e-05,0.000112287701215916,-0.0116920541726816,1.26137918598726e-06,5.58593169308121e-06,4.36912940655517e-05,-9.4068050674913e-06,-1.62336314474436e-05,0.228419761425959,5.44984633851121e-15,-5.1832282871092e-06,-1.35929566008259e-07,2.22646321416162e-07,1.17926637446126e-14,-4.22602548839941e-16,1.68653301398718e-14,6.71974034075234e-08,1.40883604740418e-08,1.11413209051261e-14,3.86843536413302e-15,-8.39859466347171e-11,-5.16325670048251e-11,1.60736716607316e-05,0.000732480198019027,2.55605262232179e-14,-4.52719040584271e-06,-1.47888206153588e-07,3.46489405447779e-06,0.707106781186555,1.24359743186722e-14,2.06437785163326e-05,-1.09455817905319e-07,1.51187146123781e-08,5.20949005507542e-14,-1.02911583643385e-14,2.78214111298703e-15,1.20550013560541e-15,-7.50457162523229e-06,8.46980136996475e-15,-2.85935564363423e-07,-1.21984036294349e-15,-3.22182424807711e-15,6.78157292193084e-05,-1.47554181979063e-15,-2.03510362872057e-15,3.43389227158653e-09,-1.62451905368407e-15,5.15125968335002e-16,-1.14146137132079e-15,3.16744185911735e-15,-1.52576358040888e-14,-5.33198695272045e-13,-0.0920574617898247
"t79",0.0615700348415846,-0.177756731121194,0.070219060764733,0.140779028266143,-0.021918903178573,-0.00419577967608759,0.00553836780219868,-0.00302513199812203,1.60808017845671e-05,-0.00324356375975633,0.000647517189901253,-0.00022165734594821,-0.000784816329229279,-0.219818986702282,-0.000399056518993214,-0.000771033034253505,-0.000494208705876313,-0.00236816388975461,0.000395445013895611,-0.00076806468646009,0.00132962382318084,0.000732328033642192,0.00014178904491776,0.239915668734357,0.000179908265634803,-1.51129842533428e-05,0.00020984289972285,-2.85587426279671e-05,5.51920028079988e-16,0.00109985866180904,-0.000438323161377055,3.81158971129262e-05,0.00021040588648564,-0.00066135398017148,-0.0496155980363866,-0.00481509977375991,0.000751661946302437,9.81623161717489e-06,-0.00178165820738265,-8.8216192263908e-16,-4.81863781922569e-05,1.46165214214511e-15,0.000205036378024949,1.2611990443811e-05,-6.8984917695173e-06,6.57071819178777e-06,6.41463421724658e-05,8.89839542675292e-05,1.74593022861572e-15,-9.2150527255114e-05,-2.11403549407228e-06,0.00148074207546042,0.0385465117469647,-2.8353013592608e-05,-1.19898663030129e-08,-3.80051860513176e-15,0.000293801131699517,-0.0380094499629007,0.00059730803544734,0.516925214109087,-0.000439601279004922,-0.000108268400418999,-3.76446709924197e-05,-2.83454364195036e-05,8.58562455766159e-06,-4.69642016312449e-05,0.000112287701220161,-0.0116920541726702,1.26137919069352e-06,5.58593168418243e-06,4.36912940641147e-05,-9.40680507699761e-06,-1.62336314412659e-05,0.228419761426004,-7.47942823707237e-15,-5.18322828076978e-06,-1.35929581365957e-07,2.22646306766018e-07,-7.38046592823157e-15,-1.04990082679897e-15,-2.69380024822675e-14,6.71973894667697e-08,1.4088382982515e-08,-8.63518991528763e-15,-2.3416119487539e-15,-8.39956855151679e-11,-5.16512296533295e-11,1.60736716299401e-05,0.000732480198136281,-2.9066727124992e-14,-4.52719040578782e-06,-1.47888287741157e-07,3.46489413317456e-06,-0.70710678118654,-1.26534390727313e-14,2.06437784982446e-05,-1.09455663593467e-07,1.5118603150771e-08,-5.51119202894618e-14,7.95459316138199e-15,-3.0571574435931e-15,-2.46588844899341e-16,-7.50457160771137e-06,-9.03183232226422e-15,-2.85935561862728e-07,6.56030574076494e-15,5.7371012096621e-15,6.78157291805573e-05,-5.03176207661875e-15,7.03021622664121e-15,3.4338911355595e-09,6.8597385957587e-15,1.06504588682148e-15,-7.81056358432769e-16,5.04594732611971e-14,3.306315528174e-15,-5.17250952377781e-13,-0.0920574617898174
"t47",0.0608367396853197,-0.173819826189467,0.068527632649511,0.13570482781125,-0.0207953206979505,-0.00393667592535989,0.00494439384815819,-0.00267880475247165,1.38726079815477e-05,-0.00260605883762026,0.000515562635124337,-0.000163165776228783,-0.000550333586931693,-0.145073244585468,-0.000232287475127789,-0.000442032121618819,-0.000187093602233598,-0.000656800234577845,0.00010017206023118,-4.63006095967536e-05,-0.000268233446821384,-0.000486016230707662,-0.000134493257412435,-0.39278417092363,-0.00164359777415911,-0.00139527804428522,0.00265554063474917,-0.000207883170667814,-7.97158641229718e-16,0.00392172497580453,-0.00125192321797075,0.000108175782419495,0.000573447486174779,-0.00150294879064059,-0.0911465873812933,-0.00863276376906806,0.00125837772747016,1.63440008367206e-05,-0.00239259713032508,5.07425684444944e-16,-5.52254903611928e-05,8.12805842175062e-16,0.000167312772322281,9.1190862650565e-06,-4.61336822448921e-06,3.0980196728791e-06,2.72247304864774e-05,3.28598255930846e-05,1.94200296300718e-15,-2.39539757656703e-05,-2.6842027799821e-06,0.000528455744019653,0.0127454229184229,-7.74037027284204e-06,-9.76267487548641e-10,-1.72973191893211e-15,-7.17849927929414e-06,0.00258363518721668,-4.40752768868733e-05,-0.00913578236792581,-8.04040928283861e-05,-4.75841891086798e-05,-2.67347039176929e-05,-4.12681573325011e-05,2.70298166246646e-05,0.00214582443879728,-0.00377978552162876,0.865775402107463,2.27113471171623e-05,4.54201078773182e-05,0.000321496328678667,-6.27204202240411e-05,-6.36637137034712e-05,0.0204307151141549,-6.50848918861547e-16,-7.31954718590017e-05,-1.13194532330673e-06,1.50176475184778e-06,-6.21425411843772e-15,1.33740957066512e-15,2.07504585727606e-15,3.3475554011935e-07,6.72080203980738e-08,2.40721737861763e-15,1.98400283215006e-15,-3.76325086807955e-10,-2.19102640630427e-10,6.30159005560684e-05,0.0028700601686452,-1.12996595078866e-15,-1.66748894285105e-05,-5.43787505253754e-07,1.23555738098244e-05,8.80742879759487e-15,9.43379346385791e-16,7.01367451337446e-05,-3.6714856898558e-07,4.98421149634484e-08,3.67995917041715e-15,6.33917828596891e-16,-8.7861952157167e-16,-3.09446230762266e-16,-2.30880278431923e-05,2.98491391166891e-15,-8.2076783632222e-07,9.3660563122773e-15,2.61971142033916e-15,0.000188785062468615,-1.85850510373342e-15,6.03867667711532e-15,9.16012291621947e-09,3.84665585730987e-15,-3.16685360021075e-16,-7.77409384563975e-16,3.28430413688504e-14,-6.80823011202309e-15,-5.26592413058715e-13,-0.0920574617898305
"t97",0.0610393044156528,-0.174892385934384,0.0689872244429067,0.137061145206077,-0.0210893565070015,-0.00400348578813775,0.00508775411232079,-0.00276149496233672,1.43818847595813e-05,-0.00273990459265888,0.000542938973143136,-0.000174117465488296,-0.00059156030586797,-0.15723044205039,-0.00025543094807252,-0.000486829767279334,-0.000212457101003646,-0.000755849239287423,0.000115617927554965,-5.45682956675211e-05,-0.000323202838416811,-0.000601837773235926,-0.000168559897448316,-0.50235960498808,-0.00221070863231203,-0.00191929966546063,0.00371203685910397,-0.000295346792687202,-1.54097755125814e-15,0.00587332463302863,-0.0019400475055951,0.000167836388062522,0.00089686318671807,-0.00245827724115421,-0.161046876695082,-0.01542178059203,0.00232485090189809,3.02820041319928e-05,-0.00507029513892841,-3.26248575535127e-16,-0.000132778330527443,6.5120371388797e-16,0.000563299085490993,3.52256906530876e-05,-1.95529518129365e-05,2.05349584749668e-05,0.000208075001794794,0.000304228460703603,-3.66349958451255e-15,-0.000361292820306353,3.46742619722758e-05,-0.00416682927636032,-0.0966297320709358,5.32706109240587e-05,4.39228607081339e-09,4.61807241832242e-16,2.38014343038819e-05,-0.00719200301584206,0.000118524674312849,0.0177037892054413,0.000133323574745067,7.19652921666159e-05,3.80776347631745e-05,5.34043968131531e-05,-3.16369445585913e-05,-0.00189988520481042,0.00328340722187476,-0.34650801960893,-5.59025706406466e-06,-6.69303259579874e-06,-4.27872520664266e-05,7.46621126120243e-06,3.33148390807746e-06,0.000623186178480886,-8.33917241077893e-17,-1.16097564266358e-05,-2.26159677064505e-07,3.43879827255645e-07,4.25920284281912e-15,5.22744042267783e-16,-2.53996930219517e-15,9.79433086960273e-08,2.04492343735182e-08,-1.09061320302004e-15,2.36508886708879e-16,-1.21353502183316e-10,-7.44029945778264e-11,2.30992239861292e-05,0.00105262223019586,2.3365692713792e-16,-6.49846180750436e-06,-2.1227801761035e-07,4.97156528446404e-06,3.7743349742907e-15,-3.50858297259683e-16,2.96055980283052e-05,-1.56952413817746e-07,2.16753483228873e-08,4.0361356617478e-15,3.78089161234085e-16,1.4833577107629e-14,6.31206603654972e-15,-1.07494875659902e-05,-2.63010883149032e-14,-4.0894260706799e-07,0.707106781186539,6.06737985901201e-14,9.68929028210948e-05,-1.92940762199674e-14,1.43899884463097e-14,4.8974035534883e-09,-6.4848520189923e-15,-9.04760864748558e-15,-1.05575131577748e-14,1.28972614059932e-14,1.27994308082197e-14,-5.29417371141224e-13,-0.0920574617898415
"t98",0.0610393044156528,-0.174892385934384,0.0689872244429067,0.137061145206077,-0.0210893565070015,-0.00400348578813731,0.00508775411232182,-0.00276149496233698,1.43818847595949e-05,-0.00273990459265909,0.000542938973142601,-0.000174117465488747,-0.000591560305867873,-0.15723044205039,-0.000255430948072517,-0.000486829767279053,-0.00021245710100375,-0.000755849239288408,0.000115617927555001,-5.45682956666869e-05,-0.000323202838416125,-0.000601837773235716,-0.000168559897448467,-0.502359604988075,-0.00221070863231141,-0.00191929966546149,0.00371203685910369,-0.000295346792688449,-1.28384821573334e-15,0.00587332463302633,-0.00194004750559471,0.000167836388061081,0.000896863186718855,-0.00245827724115397,-0.161046876695079,-0.0154217805920298,0.00232485090189716,3.02820041323071e-05,-0.00507029513893012,1.15026237475659e-16,-0.000132778330527191,3.14683624014786e-18,0.000563299085491191,3.52256906545003e-05,-1.95529518130283e-05,2.0534958473734e-05,0.000208075001798232,0.000304228460706324,-3.89736614251299e-15,-0.000361292820304969,3.46742619770042e-05,-0.00416682927636082,-0.0966297320709267,5.32706109228714e-05,4.39228459401857e-09,-7.53824443216651e-16,2.38014343034278e-05,-0.00719200301583556,0.000118524674312653,0.0177037892054432,0.000133323574746827,7.19652921663818e-05,3.8077634764547e-05,5.34043968145751e-05,-3.16369445591793e-05,-0.00189988520480738,0.00328340722187576,-0.34650801960891,-5.59025706221986e-06,-6.69303259303724e-06,-4.27872520653526e-05,7.46621126449645e-06,3.33148390623272e-06,0.000623186178499829,-2.52488892157574e-17,-1.16097564283087e-05,-2.26159676881859e-07,3.43879827141147e-07,3.42627436588787e-16,-3.44390363625023e-16,1.62888934446735e-15,9.79433121115968e-08,2.04492354271044e-08,-6.16665155433195e-16,-2.15814575378833e-15,-1.2135433575719e-10,-7.44016605095448e-11,2.3099223989369e-05,0.0010526222301925,2.56116602707576e-16,-6.49846181772155e-06,-2.12278031961495e-07,4.97156530117222e-06,-4.25223054905398e-15,-4.39894984309123e-16,2.96055980342278e-05,-1.56952412670346e-07,2.16753234419942e-08,-7.86006879197312e-15,2.43366268390363e-15,-1.47506258955181e-14,-6.44477462527511e-15,-1.07494875443728e-05,2.57733313901092e-14,-4.08942220322288e-07,-0.707106781186558,-6.05006336212217e-14,9.68929026198017e-05,1.31371923997898e-14,-1.50076696886136e-14,4.89738415754413e-09,1.19477675273244e-14,1.25639811851967e-14,4.40858781928792e-15,4.37475837027647e-14,-2.00191098336631e-14,-5.21883422764886e-13,-0.0920574617898128
