,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
t1,-0.37317917,-0.0754219,-0.28966007,0.24970296,4.981516,3.3855786,0.6888247,0.21999899,5.1293645,1.4863371,0.2885218,0.30285868,-0.77771384,-0.25171235,3.220272,-0.30507722,5.982645,0.2417088,-0.053759936,0.27135116,1.8312998,-0.01754552,-0.21474175,0.19744778,2.635786
t2,-0.5456502,-0.15325011,-0.48430452,0.5711209,9.631747,7.8575597,1.5738086,0.4257822,10.858388,2.7097867,0.7640129,-0.018559698,-2.756125,-0.61482525,7.803812,-0.5281341,12.970831,-0.13670665,-0.057551403,0.6636433,6.080386,1.3623449,-0.6003517,-0.016667435,6.669971
t3,-0.5474476,-0.15519606,-0.48841467,0.5787132,9.7385,7.9623013,1.5948292,0.43062478,10.977227,2.7276185,0.7731661,-0.023399848,-2.801216,-0.62602466,7.917629,-0.53270197,13.134288,-0.14319819,-0.0564566,0.674143,6.1893644,1.4226178,-0.60915095,-0.016739419,6.803241
t4,-0.8955475,-0.12175968,-0.50569713,0.5130248,7.290624,8.755127,1.4334297,0.49979758,8.043622,2.897179,0.756626,-0.08103465,-2.270193,-0.710584,5.8223605,-0.44805843,12.922853,-0.1302543,-0.15695678,0.61086655,3.4535725,2.7528923,-0.6463857,2.1659663,7.617858
t5,-0.4972704,-0.14984578,-0.48478323,0.5441131,9.624562,7.2048826,1.502815,0.40277365,10.860975,2.7039585,0.69536906,0.41782713,-2.5230763,-0.5414359,7.4758487,-0.5326782,12.3299885,-0.070593305,-0.045568034,0.61786693,5.77317,0.6159598,-0.54661036,-0.04431765,5.816836
t6,-0.48215476,-0.14552352,-0.47033995,0.5255653,9.4089,6.9389405,1.4553609,0.3908425,10.537562,2.63361,0.6677698,0.43424773,-2.4234197,-0.51994544,7.2719183,-0.5208451,11.93513,-0.057944465,-0.045538317,0.59591264,5.5455246,0.5201608,-0.5250307,-0.04524022,5.5709534
t7,-0.9110673,-0.10467235,-0.4670747,0.45339134,5.8766284,8.437504,1.3004278,0.4629666,6.6608553,2.6126096,0.7181292,-0.06595032,-2.0149853,-0.69069046,4.7795634,-0.39264825,12.205221,-0.050188787,-0.16884717,0.5442831,2.2984023,2.8702724,-0.5994454,2.5988548,7.294116
t8,-0.14917828,-0.11107916,-0.25980988,0.39858854,8.268811,5.1723585,1.17092,0.2077307,8.686227,1.5925263,0.49342853,-0.06161578,-2.1003146,-0.35244244,6.4515696,-0.36123097,8.43751,-0.013664352,1.0109546,0.4840753,5.934358,0.5096539,-0.3366924,-0.20894603,4.400451
t9,-0.5144539,-0.1408429,-0.50967646,0.4677058,9.476643,5.787568,1.3297468,0.37232578,10.509664,3.0450878,0.5968553,1.894054,-1.9768296,-0.39720267,6.36364,-0.5455407,11.472628,0.61876136,-0.047538538,0.5141442,4.5394588,-0.14873172,-0.45648926,-0.041051652,4.1632533
t10,-0.934591,-0.1270192,-0.51386636,0.5279714,7.437109,9.268975,1.5066242,0.51666117,8.349613,3.0348215,0.8137087,-0.09731522,-2.4164345,-0.75875795,6.113734,-0.46492988,13.829971,-0.104556255,-0.16243437,0.643013,3.4450924,3.1132896,-0.6701798,2.43251,8.073426
t11,-0.8747757,-0.1104067,-0.46725523,0.44952735,6.5666375,8.098698,1.3107134,0.45897695,7.1051316,2.7027447,0.7066762,-0.08353207,-1.9909825,-0.65886366,5.117115,-0.4248667,12.366642,-0.04942026,-0.15739457,0.5502414,2.4378717,2.8429763,-0.5841731,2.4896595,7.084821
t12,-1.1498717,-0.14226116,-0.5972557,0.6180046,6.5317645,11.365226,1.8113242,0.5904753,8.851705,3.7969959,1.0379112,-0.09263544,-3.163991,-0.9749765,6.560137,-0.4804144,16.540977,-0.10352999,-0.19508387,0.76004314,3.2592723,4.801429,-0.8147165,3.8558087,10.357572
t13,-1.0025109,-0.117002614,-0.50968623,0.49077514,4.813979,9.3700905,1.4631917,0.47033632,6.441162,3.2155018,0.83902794,-0.06924336,-2.381908,-0.8077644,4.782871,-0.39593607,13.839432,0.024810558,-0.17592207,0.5907302,1.4571422,4.136248,-0.6463783,3.9895577,8.67728
t14,1.2853428,-0.10963303,-0.20850664,0.43602726,9.466601,5.302786,1.2371178,0.16990003,9.634137,1.2958165,0.48103115,-0.17834577,-2.4587831,-0.37147135,7.649532,-0.3479521,7.810901,-0.118505806,2.9981196,0.5032324,7.14846,0.8647206,-0.3135047,-0.3721881,5.441934
t15,-0.9803715,-0.109542266,-0.5284162,0.45350826,7.643434,8.335779,1.2767382,0.4927895,6.6445594,2.4774275,0.69597805,-0.11697955,-1.5069785,-0.6626592,4.841328,-0.45706123,12.507659,-0.016201297,-0.1857871,0.50884813,1.8432032,2.194498,-0.5818693,2.9927175,6.7632627
t16,-0.58002144,-0.11902122,-0.52817416,0.30034053,7.622019,2.5016632,0.8260528,0.2841556,8.675606,2.9207697,0.27189755,4.3973136,-0.65819526,-0.08474087,3.9714355,-0.58163226,8.592749,2.5230064,-0.09686237,0.26088238,0.8902899,-0.5915123,-0.27959922,-0.040107064,0.4371313
