accepted_species,estimate
t290,0.6525406
t286,0.6524482
t176,0.6531664
t177,0.6531664
t162,0.65819794
t238,0.66242146
t61,0.81362057
t72,0.8165526
t226,0.61341494
t227,0.61341494
t158,0.6458145
t100,0.6242005
t200,0.85641736
t6,3.1929784
t29,-1.019379
t293,-1.0092918
t294,-1.0092918
t257,-1.0092918
t115,-1.0096911
t243,-1.0096761
t122,-1.02512
t164,-1.0458571
t157,-1.0458571
t150,-1.045998
t316,-1.0464796
t79,-1.0351273
t109,-0.9898344
t279,-0.9705457
t292,-0.970602
t58,-1.038548
t35,-1.0255449
t24,-0.42405212
