accepted_species,estimate
t50,0.6615420125483279
t80,0.7706405162496816
t233,-0.3396287994654018
t234,-0.24955254002651348
t358,0.16192246375863192
t436,0.12362091177621831
t425,0.08221220134681441
t220,-0.3732905378706918
t268,-0.41077589456730557
t380,-0.04464829222836203
t301,-0.08790202661355068
t306,-0.5694770693907292
t465,0.10271210371411095
t323,0.08661028629142395
t292,-0.6002612801677137
t295,0.158182613760719
t431,0.32908884335647837
t432,0.3192681444827057
t379,0.3467502278659565
t299,-0.42881728527960533
t219,-0.6484345017664428
t285,-0.7729351002297283
t335,-0.4955226544726118
t327,0.17278681985619765
t365,-0.2714998289805606
t366,-0.1285394626180735
t300,-0.8019795560906039
t470,0.021298453556174896
t471,0.021308440540635288
t402,-0.05168003313089442
t350,-0.16386797629917005
t363,0.07828468286331576
t354,0.06138829450416927
t258,-0.6432970171508026
t423,-0.029738109072463707
t424,-0.11391863649335626
t399,0.05897681880120434
t252,-0.7834281482421807
t98,0.38515163200336955
t84,0.2341117847380714
t78,0.6312596316082771
t152,-0.5972001326161454
t76,0.727360170727673
t168,-0.2958265996099909
t105,0.4912929549494588
t47,0.46240278693391224
t43,0.3958559705143741
