,Ev Model,Missing Type,Tree Type,Variable Type,phylopars,phylnn_fill_means,linear_eigenvecs,linear_umap,linear_autoencoded,xgb_eigenvecs,xgb_umap,xgb_autoencoded
0,large_BMT,mcar,ultrametric,continuous,0.14835040914471048,0.7320113155992438,0.37845195582495217,0.3203879545481133,0.3541661444423352,0.20083605475953115,0.3075220149341968,0.17046404651945082
1,large_BMT,mcar,ultrametric,continuous,0.27524200388204784,0.878774282174568,0.4176634248283546,0.39301812338842657,0.432142594443053,0.3127720540951671,0.3872403313249501,0.2942698376317976
2,large_BMT,mcar,ultrametric,continuous,0.24202204703701283,0.8146646590199138,0.4630696556565397,0.4159878861514269,0.4250253459266412,0.2980908859934093,0.39732176844716455,0.26557855073815034
3,large_BMT,mcar,ultrametric,continuous,0.22849953211029514,0.8056825952932383,0.3821032481666278,0.3565677350351624,0.3977647428157722,0.2387905885124573,0.32144066665557847,0.25986388286155926
4,large_BMT,mcar,ultrametric,continuous,0.12412867833181984,0.6890094382379427,0.29138239687286605,0.22890571965559445,0.2609252914444337,0.16013332058562516,0.22476485039850963,0.12249523887964876
5,large_BMT,mcar,ultrametric,continuous,0.2608434126732754,0.7653300564344854,0.45970244691549644,0.43053000587035206,0.41026702832274353,0.29538882420948254,0.3891889994976644,0.27268509179520317
6,large_BMT,mcar,ultrametric,continuous,0.26508607530420697,0.7599888291961028,0.4503045851937299,0.4417890880425675,0.42671433809651427,0.29891818975185935,0.36532810710780944,0.28091736041233945
7,large_BMT,mcar,ultrametric,continuous,0.13406330369869748,0.9444309036469696,0.309149445221204,0.2344672437320433,0.27981070671181973,0.15655489118781032,0.23489909453359512,0.1530981663944295
8,large_BMT,mcar,ultrametric,continuous,0.16569793042357744,0.8947903204804608,0.3231542084490494,0.2838986514803502,0.24837118283766238,0.17997833205097474,0.22227468979072654,0.16355008110932104
9,large_BMT,mcar,ultrametric,continuous,0.1965229117643317,0.777842851409795,0.4399951762013404,0.3731998991475892,0.4252625518950158,0.24234009342759005,0.35458314612532954,0.22206838975020457
