"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111"
"t1",-0.0376771580013895,0.0123444935610285,0.000899007602000802,-0.01288303736943,0.0364653898328477,0.00399556912050397,0.0647757856376366,0.00584338042920635,0.0128955264331099,-0.00807304002221637,-0.0127507496650449,-0.000678160211985118,-0.0134950373327292,0.00160036690274209,-0.00463479544631069,0.0396096684744483,0.611465695326162,-0.130761123993406,0.661213919857478,0.000182665080551331,0.226028659969382,0.0164727219393947,-0.0200191924995679,0.092016873368339,0.091094073183665,0.025811645065199,-0.00100478976122547,-0.0814300442238242,0.219723294899538,0.00439731433169763,-0.0059051152322942,-0.0339372596931468,0.0970854734610824,0.0477082200552201,0.00114982554614136,-0.0200935943274809,-0.004532325823449,-0.00142806041996394,-0.0648705194135707,-0.0108310571201957,-6.69141531834281e-05,-0.00177145743808276,-0.000262810912769887,0.000218797341650808,-1.39840769437858e-06,1.97560539077922e-06,0.0447550864812078,-1.67580671468348e-06,-6.55114223073122e-05,0.000510780627162602,-4.60513940285653e-15,-0.020935692984722,0.000519247192145259,3.21104148729567e-05,-0.000230925953132877,0.000505411304783894,-0.000257002960425898,-0.000513278544756864,-0.0323944271827541,-0.057368712692564,0.00156314505151717,4.00715180215203e-16,2.67569028999146e-05,3.42961020666933e-05,0.00603675393819132,7.43194090141085e-16,-0.000477327933950255,-8.8001897710215e-16,7.17344291086845e-16,-3.34321670966383e-16,-2.09158614673388e-15,0.0692902650835245,0.000865859811616252,7.28647766181428e-16,-0.000141057345421629,-0.000974695710167922,-0.00168102908192925,-2.40194959768421e-16,5.11886856670325e-16,-2.24264914029957e-05,-2.26120581999285e-16,-3.15972767033864e-17,-0.000282832562826966,6.56486112073218e-17,3.45851721226661e-17,-3.28158676057895e-16,-1.38870367742141e-05,-3.11215755639571e-16,4.14285757872979e-17,1.81733995724854e-06,4.6328484561036e-16,-3.04876442896647e-16,-9.24154794797581e-05,-1.0822565689753e-16,-6.36903190996204e-17,-8.55139299710163e-16,2.85229268595336e-05,2.9585515610233e-16,-5.90409938982135e-16,-1.09364222781185e-15,4.49124453215738e-06,3.78173742773931e-16,7.12866038162512e-18,-2.68899909695167e-15,-2.13191736165326e-07,-2.2745044781406e-15,4.31629051126544e-16,2.41667277007186e-07,5.62729431517419e-15,-1.54118732297648e-14,3.09897854289208e-13
"t3",-0.118349840307731,-0.00490863532838831,0.000103736163559348,-0.0369028362154534,0.005668617487148,0.00297667535896354,0.0550787486272366,-0.00396434652976106,0.000132424876877143,-0.00159138405014677,-0.0239741938109543,-0.000117516761198947,-0.00244855156701575,0.000336117838341723,-0.000973454691711711,0.00878772869138058,0.138430850809917,-0.0297423158168161,0.15398680077652,-0.000270723189529838,-0.0744416917759009,-0.0108035328073054,-0.00304909115774305,0.0134859044698396,0.00994125862833788,0.00217250372093293,0.000409654915201753,0.160669737503023,-0.903229442868949,0.00199064729831595,-0.194563818052991,-0.0129459955860715,0.0368628782607693,0.0178145291348366,-0.108474536612257,-0.0077455096346263,-0.00171565542847208,-0.027720546269292,-0.0242471183835258,-0.00411653850783326,-0.000339307069400615,-0.000722296451241891,-0.00257068454684722,0.000123064279846925,-9.08476747640515e-07,1.39975342556843e-06,0.163245060674609,-3.73267319246376e-06,-6.6867847651778e-06,8.56378141657281e-05,-8.29272674072642e-15,-0.00431577156241655,0.00401852981066806,7.6085833648455e-06,-5.55807007150549e-05,0.000125668736316129,-0.00138216178176192,-0.000134403095645609,-0.00865283459979144,-0.0153608608313639,0.000421018919380431,-1.18942027778508e-16,7.27932188252265e-06,9.33944266250394e-06,0.00165785339847164,3.93756863184941e-16,-0.00306805267164355,-4.34037674470297e-16,-6.71948512858324e-17,2.81997686755201e-16,-1.50297771085434e-15,0.0191942468029839,0.000241834544404925,-8.62430268058884e-16,-4.18637599063193e-05,-0.0104459886284184,-0.0129997449851896,5.94911834291154e-16,-7.86594502569969e-16,-6.10863407581421e-06,2.30171591182817e-16,-1.00076708405485e-16,-0.00260067876509658,-8.1953798435924e-17,-2.44082967277395e-17,8.90114484528104e-16,-3.86793784544656e-06,3.87862753368246e-16,-1.38496282966541e-16,5.08563966739522e-07,4.13693578888243e-16,-1.26689769748309e-16,-0.000675137504763241,-1.1366565166222e-16,-1.8011526642864e-17,-4.49942446818141e-16,0.000140245004261179,5.84484349672052e-16,-1.16864780698273e-15,-9.73089060618206e-16,1.26553536543785e-06,4.34249962596502e-16,-2.39982805639123e-16,-4.88306787467912e-15,-6.02780607993938e-08,-2.46342897839154e-15,2.7849464170851e-16,6.84421072246527e-08,6.89632381255844e-15,-1.60447900206875e-14,3.09545456351332e-13
"t64",-0.151717496573254,-0.0110366858367762,0.000521724509932224,-0.263132154865246,-0.0259884221882565,-0.00492536279756506,-0.0890402642248559,0.00500892034232816,-0.000111935391145794,0.000699243581521865,0.0101808414738827,3.6702206241461e-05,0.000696309732275382,-5.87304382160876e-05,0.000170068873260712,-0.00118532420902694,-0.017853853130485,0.00381888939790765,-0.0197372898548833,6.78172935714719e-05,0.0207850134287553,0.273731097548661,-6.88614508731928e-05,-0.000328860774440669,-0.000267473053837002,-5.78250012407552e-05,-9.44965647945325e-06,-0.00351730452277782,0.0195420491952027,-2.64712119834104e-05,0.00224325776448366,0.000131665988129843,-0.000318390235960358,-0.000133893286588373,0.000713662769017936,4.64143903709558e-05,8.74147091113087e-06,5.08577591236321e-05,3.72574430689707e-05,1.95171853713906e-06,-6.27578913913924e-07,-1.97561707190455e-06,-1.29339606489729e-05,7.45983452161376e-07,-5.94181483959274e-09,9.43789839335196e-09,0.00126533316051223,-2.99698686679088e-08,-6.69827746463551e-08,9.40798532938887e-07,-1.18125092382276e-15,-5.22607991408882e-05,5.63479976122015e-05,1.06904914238506e-07,-7.85307871548917e-07,1.84673016393322e-06,-2.10683017549643e-05,-2.0436474874852e-06,-0.000119900645603304,-0.000206661070608906,5.05557747990688e-06,9.62892976775679e-16,4.481034163236e-08,4.72012299129656e-08,-5.10519959671099e-05,-1.18868987371686e-15,0.0598511523719679,-3.74927878261546e-15,-2.55921407330345e-15,1.71638282094999e-15,2.38383266608316e-15,0.00017329157426598,-4.26679456771919e-07,2.50119288927641e-15,1.70839395782002e-06,0.013928388453284,-0.0024568942588837,2.10087210955397e-15,1.50581712024776e-14,8.43063423881905e-07,-1.7949966453284e-14,-1.1093822242434e-14,0.899809720033128,-3.89691748170718e-14,-2.2506883584439e-15,3.36558017507211e-14,-4.94846594291812e-07,-1.20024411090861e-14,-2.4060853701923e-15,5.29088136669882e-08,7.96660831293529e-15,2.55462288358684e-15,-0.00290277669605595,-3.63688993761748e-16,4.57393420287107e-15,1.32360651768197e-14,1.27866274754083e-05,-3.36092111216846e-15,-1.38371930430799e-15,5.67178347103793e-16,1.12634359392077e-07,1.52730837167101e-15,3.23342297631101e-15,-5.12869082409849e-15,-5.18934328416763e-09,2.25293891937506e-16,1.53773440892777e-15,5.83434476340365e-09,4.98529407254969e-15,-1.40844677099717e-14,3.10765186109024e-13
"t111",-0.152166506448249,-0.0111181205077504,0.000527229490125877,-0.266105356568969,-0.0263992326665977,-0.00502655975852902,-0.0908850325801112,0.00512312065293137,-0.000115005971835262,0.000727092015014064,0.0105951538606744,3.85309270594743e-05,0.00073331237480499,-6.31892747564361e-05,0.000182982030223561,-0.00129887232423984,-0.0196849483657402,0.00421530100606168,-0.0218789403993838,7.62695644337311e-05,0.0233871780979162,0.308914455927153,-7.82594571049852e-05,-0.000379099140426895,-0.000311750628202713,-6.76735404027264e-05,-1.12585823243432e-05,-0.00421073129630873,0.0234188360485916,-3.2870535818365e-05,0.00280979225587584,0.000166088755812959,-0.000405049759661254,-0.000171461000355084,0.000919195201726512,6.00065263639293e-05,1.13690162224942e-05,6.7778104647869e-05,4.97761512336621e-05,2.63168896875356e-06,-8.65678562509953e-07,-2.75189816360514e-06,-1.85465964378257e-05,1.08608678974171e-06,-8.71706697214917e-09,1.38924783888091e-08,0.00189621617383397,-4.51526989600994e-08,-1.0553228777662e-07,1.52358711078826e-06,6.76443113356846e-15,-8.80334253066188e-05,0.000105389308096321,2.00402132976394e-07,-1.48165231007431e-06,3.6940650982652e-06,-5.42719443411229e-05,-5.37552943544439e-06,-0.000441477688415461,-0.000819837085570614,2.57714528677411e-05,-1.99799981147366e-15,6.83662693850451e-07,9.40891804308966e-07,0.000627537247925603,4.15108847934563e-14,-0.505794600007254,2.47926298107523e-14,-9.77634281928145e-15,-7.02898119264649e-15,-2.48559296639549e-15,-0.000501195406654866,8.07729458187336e-07,-3.0516429676912e-15,-1.73778141850658e-06,-0.0120863091894636,0.00209092653666667,-1.17940982070646e-14,-5.8614354700375e-15,-3.41233762595187e-07,4.03135638667926e-15,4.29193722810567e-15,-0.18557516208174,8.12470982955164e-15,1.73093847977105e-15,-8.37316939754102e-16,-6.50401795485588e-08,4.77428212407026e-15,3.23337008809321e-15,1.325312635068e-08,-2.25373405378846e-15,-2.18807290917355e-16,-0.000943412649346837,-7.41395612874612e-16,2.7151310349465e-15,-3.54747741421465e-14,4.71472967072605e-06,-1.18517667670069e-15,1.09968428796708e-15,-8.32561348861999e-15,4.53430939335217e-08,-8.33680975730387e-15,-5.2639276066109e-15,-7.53781561151969e-15,-2.40811316155737e-09,-6.9800553038054e-15,-3.64480815747258e-14,2.86504240926462e-09,-3.50181526752703e-14,-9.86482651833625e-15,0.707106781186852
"t112",-0.15216650644825,-0.0111181205077499,0.000527229490125781,-0.266105356568968,-0.026399232666598,-0.00502655975852892,-0.090885032580111,0.0051231206529314,-0.000115005971835238,0.000727092015014115,0.010595153860674,3.85309270596455e-05,0.000733312374806004,-6.31892747564047e-05,0.000182982030223597,-0.00129887232424016,-0.0196849483657401,0.00421530100606238,-0.0218789403993825,7.62695644349985e-05,0.0233871780979167,0.30891445592715,-7.82594571048377e-05,-0.000379099140427117,-0.000311750628203291,-6.76735404024753e-05,-1.12585823249589e-05,-0.00421073129630791,0.0234188360485926,-3.2870535818827e-05,0.00280979225587503,0.000166088755812657,-0.000405049759664066,-0.000171461000356332,0.000919195201725379,6.00065263650326e-05,1.13690162234531e-05,6.77781046474427e-05,4.97761512358513e-05,2.63168897026841e-06,-8.65678562966592e-07,-2.75189816331907e-06,-1.85465964368515e-05,1.08608679049849e-06,-8.71707029516594e-09,1.38924779927162e-08,0.00189621617383408,-4.51526999356421e-08,-1.05532287162001e-07,1.52358710968399e-06,7.11755785200278e-15,-8.80334253070464e-05,0.000105389308094576,2.00402133647973e-07,-1.48165230728381e-06,3.69406509670105e-06,-5.42719443394879e-05,-5.37552943432132e-06,-0.000441477688406361,-0.000819837085565081,2.57714528689473e-05,-6.01608361399379e-16,6.83662690409456e-07,9.40891800214205e-07,0.000627537247924188,3.98402744058698e-14,-0.505794600007239,2.32282889904516e-14,-9.96299803344209e-15,-7.43867807624807e-15,-1.81369309352819e-16,-0.000501195406663693,8.0772945843551e-07,-2.80398766125473e-15,-1.73778141695981e-06,-0.0120863091894488,0.00209092653666631,-1.52834285602298e-14,-3.25069224030949e-15,-3.41233769017953e-07,7.01954627650195e-15,3.14402455430821e-15,-0.185575162081739,7.78151614361703e-15,1.67189204916804e-15,-5.93313690812593e-15,-6.50401893268173e-08,-1.5713072508283e-14,-6.73272155223321e-16,1.32531334679002e-08,-2.58793220780047e-15,2.18643343881524e-16,-0.000943412649367464,7.00558973998112e-16,-2.75277077436539e-15,2.08984864573065e-14,4.71472967769923e-06,7.24210076281588e-15,-2.86296417675571e-15,7.07146695035378e-15,4.53430889363352e-08,7.17995095019884e-15,3.5961653089484e-15,-5.25526777883239e-16,-2.40812651650934e-09,1.34079928396299e-15,3.7178193744832e-14,2.86507651260037e-09,4.69321310048679e-14,-1.97435447384663e-14,-0.707106781186243
"t85",-0.151935335510059,-0.0110760928107499,0.000524383511080229,-0.264567639019242,-0.0261862457092569,-0.00497395969570509,-0.0899260719693483,0.00506369001213056,-0.000113404065363004,0.000712468191317481,0.010377490243736,3.75656067363315e-05,0.000713746399944387,-6.08040437172769e-05,0.000176074175234602,-0.00123752726301983,-0.0186924057493094,0.00400029646640029,-0.0207147004963305,7.16390452652486e-05,0.0219612191877305,0.289603771624334,-7.30819164352983e-05,-0.000351211254692333,-0.000287027381716805,-6.21624870028183e-05,-1.02367346924237e-05,-0.00381803066876813,0.0212221472643465,-2.91763781612104e-05,0.00248126934532898,0.000146054182495506,-0.000354390564334791,-0.000149424926889582,0.000798276327331126,5.19945073428017e-05,9.81541882210327e-06,5.76477700755316e-05,4.22716298760284e-05,2.2221502802852e-06,-7.206128083057e-07,-2.27660342611788e-06,-1.50598218371867e-05,8.73198762302687e-07,-6.97331438063266e-09,1.10889289551218e-08,0.00149564230355614,-3.54872233281375e-08,-8.04517357788843e-08,1.1393791244408e-06,-5.01173802788143e-15,-6.40055087436949e-05,7.08203705611232e-05,1.34428881167913e-07,-9.88869708977451e-07,2.35234928959371e-06,-2.74930950698078e-05,-2.66654517074298e-06,-0.000147205528284704,-0.000245558409563868,4.95656704296911e-06,1.24409754672409e-15,-9.38330155555815e-08,-1.75035901348591e-07,-0.000468438515547124,-4.12975395510778e-14,0.491973303586131,-2.34397005555766e-14,1.13369531424419e-14,7.26985292974513e-15,2.9657747413927e-16,0.00238600582490158,2.5684992346884e-05,1.88157695951493e-15,-5.91543142348632e-06,-0.0348657085355852,0.0059265612447341,1.84852635842392e-14,-1.21732243028555e-15,-6.13777251312239e-07,4.16501331846975e-15,1.76013540826471e-15,-0.244983335370416,1.00298741008927e-14,-2.70884264664434e-16,-1.67736269156096e-14,-1.37672417746334e-07,4.47212433737512e-14,2.94568061480393e-16,2.24511021978999e-08,-2.00304659333214e-14,-9.30331196204691e-15,-0.0014686907015562,-1.48135784173691e-14,-5.48635716303029e-14,0.70710678118655,7.04135597698342e-06,1.80559407595754e-13,-3.07384568905252e-15,-1.52876108414346e-14,6.57550269501028e-08,4.88983462051361e-15,-9.2028503169803e-16,-7.60328138048462e-15,-3.32511715207962e-09,-2.90369409890629e-15,-2.43742856933791e-16,3.87726110131364e-09,4.09540903590137e-15,-1.77166233815788e-14,3.42813995190071e-13
"t86",-0.151935335510059,-0.0110760928107498,0.000524383511080487,-0.264567639019242,-0.0261862457092573,-0.00497395969570449,-0.0899260719693481,0.0050636900121302,-0.000113404065363196,0.000712468191318121,0.0103774902437355,3.75656067367376e-05,0.000713746399943069,-6.08040437172463e-05,0.000176074175233805,-0.00123752726301984,-0.0186924057493099,0.0040002964664002,-0.0207147004963303,7.16390452647741e-05,0.021961219187731,0.289603771624338,-7.3081916435409e-05,-0.000351211254691554,-0.000287027381717338,-6.21624870025005e-05,-1.02367346916669e-05,-0.00381803066876849,0.0212221472643471,-2.91763781607864e-05,0.00248126934532847,0.000146054182495063,-0.000354390564335612,-0.000149424926889475,0.000798276327327116,5.19945073432042e-05,9.81541882102928e-06,5.76477700752003e-05,4.22716298773837e-05,2.22215028032716e-06,-7.20612807695803e-07,-2.27660342671293e-06,-1.50598218405093e-05,8.73198762461163e-07,-6.97331355714342e-09,1.10889265242871e-08,0.00149564230355961,-3.54872338560071e-08,-8.0451737407359e-08,1.13937912502318e-06,-5.168502423538e-15,-6.40055087404417e-05,7.08203705637809e-05,1.34428883381738e-07,-9.88869707988849e-07,2.35234929006547e-06,-2.7493095066034e-05,-2.66654516961846e-06,-0.000147205528280736,-0.000245558409556097,4.95656704290585e-06,1.13853840594915e-15,-9.38330151945735e-08,-1.75035899062455e-07,-0.000468438515544774,-4.13277990070066e-14,0.491973303586146,-2.26589489941237e-14,1.16269257660465e-14,6.40886415836762e-15,1.68308402842476e-16,0.0023860058249054,2.56849923445874e-05,4.41563216637289e-15,-5.91543142347049e-06,-0.0348657085355827,0.00592656124475816,1.84931190764218e-14,-6.71903899620448e-15,-6.13777248923309e-07,2.66470504627464e-15,1.46213486489011e-15,-0.244983335370397,1.13875749686895e-14,-1.8909511850541e-15,-1.00356433914898e-14,-1.37672419749064e-07,-2.02939734552207e-14,-2.95560220157528e-16,2.24510990273521e-08,1.90334522299467e-14,2.16846095751589e-15,-0.00146869070176011,1.4604462310466e-14,5.04085459198702e-14,-0.707106781186545,7.04135654406233e-06,-1.81985766777128e-13,2.87317857860668e-15,1.12008485741678e-14,6.57550399393487e-08,-3.50950979242101e-15,-5.72046633209822e-16,7.72412722723768e-15,-3.32512176295785e-09,-3.46378813370574e-15,-2.19617734497092e-16,3.87725662228164e-09,6.94801149189234e-15,-1.5842807889642e-14,2.8617874314638e-13
"t63",-0.150798021882436,-0.0108662645809171,0.000510016150216168,-0.256783921231296,-0.025089910780489,-0.0046980740565012,-0.0848928020955522,0.00474904336701417,-0.000104749649041906,0.000628454338161454,0.00912104746109354,3.16828236330813e-05,0.000591879877650956,-4.28096685469051e-05,0.000123956061921574,-0.000634103857123155,-0.00759189068764615,0.00153053371178001,-0.00574852148385751,-3.97743070473959e-05,-0.013546146837044,-0.321477512445384,0.000466026635060128,-0.000983824140244732,-0.000542877476990859,-0.000108362761577422,-1.4381018406783e-05,-0.00516657681204426,0.0285061964797726,-3.28804607010736e-05,0.00271416892641224,0.00015622943956358,-0.000369726209788683,-0.000153067320151151,0.000805254707843237,5.19420116416948e-05,9.65922611946539e-06,5.35625802983949e-05,3.90580648125736e-05,2.01172632643165e-06,-6.21398906947567e-07,-1.923467045244e-06,-1.19840203939282e-05,6.73477152261916e-07,-5.29439142950647e-09,8.36114720262393e-09,0.00108654550461136,-2.54943050241313e-08,-5.25040322856832e-08,6.98893530097435e-07,2.17444335621442e-15,-3.57403284103736e-05,2.94415520657514e-05,5.54722721434901e-08,-3.99439140650322e-07,7.64344289711156e-07,8.11882706226502e-07,1.61899263701953e-07,9.71637933366886e-05,0.00020520608687707,-8.43522723626444e-06,-4.62802012829883e-15,-2.86634284571983e-07,-3.92908251750853e-07,-0.000122681006967179,-5.26532980850366e-15,0.0126033893599152,6.24187466006163e-16,5.81347903048527e-16,-4.61231725165011e-15,6.33406280575838e-16,-0.00272987573679728,-5.73558374678236e-05,-2.12674075324685e-14,5.67465099155773e-05,0.867554163790538,-0.181093590498774,-1.19850473050601e-13,2.76177989162615e-14,-2.4498375974114e-06,-1.53238111161467e-14,-5.34543144672539e-15,-0.0376112085519135,2.79259890853403e-15,-1.6246003595227e-15,5.5097244250187e-15,-6.30665470363941e-07,-1.27905751771555e-14,2.62528843649907e-15,7.45785522710225e-08,-1.78824850982766e-15,-2.22112803438311e-14,-0.0530018459149231,-1.51649356863476e-15,-9.66812408662489e-16,4.08431159851074e-15,1.76415088217697e-05,6.83130334913845e-15,1.53317558867355e-15,-2.23653151576512e-15,1.57844989958678e-07,1.90560755614315e-15,-3.10954754092424e-16,-4.98869259713654e-15,-7.30205142483202e-09,-1.25062834160262e-15,2.52704313611171e-15,8.18994712716458e-09,5.30368604388183e-15,-1.53464478724763e-14,3.21084101450753e-13
"t87",-0.151403874332522,-0.0109754650713739,0.000517362888213427,-0.260747207646725,-0.0256334768324629,-0.00483083532349107,-0.0873121829397282,0.00489821290330626,-0.000108722074476202,0.000663377839761818,0.00963930210084797,3.39020766239344e-05,0.000636207392875212,-4.74695809734564e-05,0.000137450530368837,-0.000722523690144106,-0.0087311529064316,0.00176321454640755,-0.00666536226703518,-4.71518517229045e-05,-0.0160711689545191,-0.383158566278163,0.000561556278239682,-0.00121245517370025,-0.000680968728584125,-0.000136829418551007,-1.86991189769297e-05,-0.00677160863424704,0.0374261374907322,-4.58685929801704e-05,0.00384426083359288,0.00022406827649266,-0.000538376409294559,-0.000225554764252305,0.0011991437371109,7.78836625714447e-05,1.46437500380261e-05,8.50190231412996e-05,6.22914545364531e-05,3.26614723320247e-06,-1.05523853024525e-06,-3.3315522329539e-06,-2.20500954102839e-05,1.28041895953033e-06,-1.02356812648029e-08,1.62847488620267e-08,0.00220328860846531,-5.23335844484872e-08,-1.19972236814986e-07,1.71350955455384e-06,-3.27074081426321e-15,-9.75966086170946e-05,0.000112897187626276,2.14527676653007e-07,-1.58293306527166e-06,3.8775233081535e-06,-5.29811829937748e-05,-5.21677683685604e-06,-0.000389211277647132,-0.000707349690136286,2.06737101993346e-05,1.25899630997509e-15,4.12413489280808e-07,5.38328732545656e-07,0.000118290193774566,5.6224506124523e-15,-0.0111881979265823,1.79675880845629e-16,-7.6845802894283e-16,2.45642524672575e-15,-1.48876067944958e-15,0.00160073137312464,2.59864490593368e-05,5.30289145906637e-15,-1.57156538965375e-05,-0.206898046669931,0.0423755310679241,2.41493095118675e-14,-6.97406459237942e-15,2.42127754398799e-07,4.88998937222678e-15,-6.29611737258218e-16,0.00112721884294783,-2.92807615395872e-15,3.07157431323783e-15,-1.20413516089182e-14,-3.80136897541772e-08,1.88871772930624e-14,7.32220062929487e-16,-4.70123441013145e-09,6.13553502841399e-14,3.62653271894839e-13,0.835596357103784,3.21286421484771e-14,3.09989358767858e-15,-1.2205672484423e-13,1.60637502515059e-05,-2.73587586566435e-14,-1.55348904017535e-16,-8.34703399925585e-15,1.0714177634056e-07,-3.10454779338788e-15,1.74565608828963e-15,-2.68060512456299e-14,-4.25043460153412e-09,-2.43748248374669e-15,-4.3901804061293e-16,4.70269284856102e-09,7.10197834716546e-15,-1.57956441527886e-14,2.96860401950142e-13
"t99",-0.151527940326726,-0.0109977610755655,0.000518859757766369,-0.261554313894485,-0.0257438452117615,-0.00485770919126358,-0.0878018657182696,0.00492836448529226,-0.000109522652296253,0.000670361823845751,0.00974288704464069,3.43431897142176e-05,0.000645000733870131,-4.8381811020049e-05,0.000140092210800698,-0.000739643167863864,-0.00895093006457928,0.001808071669899,-0.00684167394001777,-4.85587636032894e-05,-0.016552557815326,-0.394897996212601,0.000579665648847706,-0.00125545252336681,-0.000706781797306964,-0.000142138788705009,-1.9496808910749e-05,-0.00706735963087365,0.0390688780692237,-4.82172805709633e-05,0.00404773828552993,0.000236240363297237,-0.000568511664781185,-0.000238466019629178,0.00126910798679911,8.24832848341968e-05,1.5525042199053e-05,9.05180308746344e-05,6.6348370708148e-05,3.48427461529957e-06,-1.12992023352802e-06,-3.57291479639094e-06,-2.37544288068695e-05,1.38254056947353e-06,-1.10645047250007e-08,1.7612016602531e-08,0.00238902137166135,-5.67880611900528e-08,-1.30980709447398e-07,1.87740881888876e-06,-1.0916111811318e-15,-0.00010745209043318,0.000125754903682704,2.39016033763166e-07,-1.76479352015194e-06,4.34790973746485e-06,-6.06269428103302e-05,-5.97797593989843e-06,-0.000454209371880472,-0.00082807489407204,2.44158269488061e-05,1.77503599733206e-15,4.96597991358261e-07,6.49632144927396e-07,0.000145322495525905,1.72736409032903e-15,-0.0138109229005678,3.06030383401707e-16,-6.24557169333976e-17,1.33265913850869e-16,-2.66393346088618e-16,0.00203078357025941,3.36229329262079e-05,6.81732666778298e-15,-2.12049606861632e-05,-0.282956920149442,0.058053597659668,3.96194063930405e-14,-8.47547326989025e-15,3.58237283043063e-07,5.79619395221934e-15,2.12742281935995e-15,0.00180470448454101,-2.21211261240833e-16,-5.7305976417538e-16,4.91494751292974e-15,-1.13404054065757e-07,-6.4340487377176e-15,-8.03529286192973e-15,2.58738531569687e-08,-2.89073080659558e-14,-1.66703722284919e-13,-0.386622842848422,-1.6853727458963e-14,1.78412864454992e-15,6.19168478104035e-14,8.05980522680753e-07,1.37511973762959e-14,-1.38247479646327e-15,5.34797865006532e-15,2.92603599923349e-08,2.60113158252224e-15,1.30526724750101e-14,0.707106781186558,-2.19371470930693e-09,-1.19798095269476e-14,8.40652735244274e-15,2.76184658844964e-09,1.20523630944518e-14,2.86639122346695e-14,3.17446322876547e-13
