accepted_species,estimate
t28,0.13274632
t61,-0.25823924
t62,-0.25823924
t63,-0.49669066
t90,-1.0392989
t78,-1.184328
t54,0.22498803
t55,0.72056365
t125,0.9942703
t121,0.42592797
t122,0.9942703
t195,0.39062563
t135,1.050189
t143,1.050189
t120,1.050189
t92,0.2849756
t96,-0.06435333
t103,-0.030810393
t244,-0.2631902
t245,-0.2631902
t127,-0.014813476
t79,-0.06435333
t265,-0.10874197
t288,-0.84693253
t294,-0.15525535
t217,-0.10874197
t71,0.14991423
t75,0.95109886
t76,0.9794026
t81,1.2344944
t67,0.9565749
t48,-0.05710993
