"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114","t115","t116","t117","t118","t119","t120","t121","t122","t123","t124","t125","t126","t127","t128","t129","t130","t131","t132","t133","t134","t135","t136","t137","t138","t139","t140","t141","t142","t143","t144","t145","t146","t147","t148","t149","t150","t151","t152","t153","t154","t155","t156"
"t1",0,1.03119099930557,3.58468018522714,3.32662457962376,3.84010310680117,4.20309264346952,3.30426339317868,3.75093077380199,1.4564762679161,3.66790613421834,3.87736368844438,1.71338716195798,3.4071839675596,6.28556825565424,3.1238469417003,3.72820552288663,4.07916388049043,5.17797511500897,4.58311754248939,4.76693413948229,6.28556825565424,5.34049068683058,4.03776866325724,5.83434516228574,5.3592047600256,5.66529579075796,5.79126571662709,5.48558413899604,5.10547380000697,5.46933551317108,6.28556825565424,6.28556825565424,3.87318687983033,5.88709493681172,5.43056004779669,6.11452348498738,6.97538264488496,5.29209385342052,6.28556825565424,5.92483256205292,5.32091388181771,6.97538264488496,5.35675406810588,6.28556825565424,5.3209138818177,5.94640035873274,5.44508184105349,5.89338058499573,6.28556825565424,5.74745869821273,4.86578591813548,4.56567128673964,6.48426086415623,6.17688804908317,5.32091388181771,5.32091388181771,5.32091388181771,6.97538264488496,6.97538264488496,6.03218396409172,6.37701617668721,6.01317240225378,6.97538264488496,5.32091388181771,5.32091388181771,6.28556825565424,6.28556825565424,6.97538264488496,6.97538264488496,6.97538264488496,6.28556825565424,4.78531351079203,5.09407037417206,6.63775964708952,6.28556825565424,6.97538264488496,6.28556825565424,6.28556825565424,6.81567795538035,4.68444342418485,5.32091388181771,5.32091388181771,5.32091388181771,6.28556825565424,6.28556825565424,6.97538264488496,6.97538264488496,6.97538264488496,4.75246318194189,5.32091388181771,5.32091388181771,5.03866063360227,6.28556825565424,6.28556825565424,6.97538264488496,6.06483840181622,6.28556825565424,6.97538264488496,6.28556825565424,6.97538264488496,6.97538264488496,6.97538264488496,6.28556825565424,6.97538264488496,6.97538264488496,6.97538264488496,5.32091388181771,5.32091388181771,6.28556825565424,6.28556825565424,5.32091388181771,5.32091388181771,6.97538264488496,6.28556825565424,6.28556825565424,6.97538264488496,6.97538264488496,5.32091388181771,5.23443596518255,6.97538264488496,6.97538264488496,6.28556825565424,6.28556825565424,6.97538264488496,6.97538264488496,6.81788779324503,6.97538264488496,6.28556825565424,6.28556825565424,6.28556825565424,5.3209138818177,5.3209138818177,6.97538264488496,6.97538264488496,5.32091388181771,5.32091388181771,5.32091388181771,5.32091388181771,5.32091388181771,5.32091388181771,5.32091388181771,5.32091388181771,6.97538264488496,6.97538264488496,6.28556825565424,6.28556825565424,6.97538264488496,6.97538264488496,5.3209138818177,5.3209138818177,6.97538264488496,6.97538264488496,6.28556825565424,6.28556825565424,5.32091388181771,5.32091388181771
"t2",1.03119099930557,0,3.54767828743173,3.28962268182835,3.80310120900576,4.16609074567411,3.26726149538327,3.71392887600658,1.41947437012069,3.63090423642293,3.84036179064897,1.67638526416257,3.37018206976419,6.24856635785883,3.08684504390489,3.69120362509122,4.04216198269502,5.14097321721356,4.54611564469397,4.72993224168688,6.24856635785883,5.30348878903517,4.00076676546183,5.79734326449033,5.32220286223019,5.62829389296255,5.75426381883168,5.44858224120063,5.06847190221156,5.43233361537567,6.24856635785883,6.24856635785883,3.83618498203492,5.85009303901631,5.39355815000128,6.07752158719197,6.93838074708955,5.25509195562511,6.24856635785883,5.88783066425751,5.28391198402229,6.93838074708955,5.31975217031047,6.24856635785883,5.28391198402229,5.90939846093733,5.40807994325808,5.85637868720032,6.24856635785883,5.71045680041732,4.82878402034007,4.52866938894423,6.44725896636082,6.13988615128776,5.28391198402229,5.28391198402229,5.28391198402229,6.93838074708955,6.93838074708955,5.99518206629631,6.3400142788918,5.97617050445837,6.93838074708955,5.28391198402229,5.28391198402229,6.24856635785883,6.24856635785883,6.93838074708955,6.93838074708955,6.93838074708955,6.24856635785883,4.74831161299662,5.05706847637665,6.60075774929411,6.24856635785883,6.93838074708955,6.24856635785883,6.24856635785883,6.77867605758494,4.64744152638944,5.28391198402229,5.28391198402229,5.28391198402229,6.24856635785883,6.24856635785883,6.93838074708955,6.93838074708955,6.93838074708955,4.71546128414647,5.28391198402229,5.28391198402229,5.00165873580686,6.24856635785883,6.24856635785883,6.93838074708955,6.02783650402081,6.24856635785883,6.93838074708955,6.24856635785883,6.93838074708955,6.93838074708955,6.93838074708955,6.24856635785883,6.93838074708955,6.93838074708955,6.93838074708955,5.28391198402229,5.28391198402229,6.24856635785883,6.24856635785883,5.28391198402229,5.28391198402229,6.93838074708955,6.24856635785883,6.24856635785883,6.93838074708955,6.93838074708955,5.28391198402229,5.19743406738714,6.93838074708955,6.93838074708955,6.24856635785883,6.24856635785883,6.93838074708955,6.93838074708955,6.78088589544962,6.93838074708955,6.24856635785883,6.24856635785883,6.24856635785883,5.28391198402229,5.28391198402229,6.93838074708955,6.93838074708955,5.28391198402229,5.28391198402229,5.28391198402229,5.28391198402229,5.28391198402229,5.28391198402229,5.28391198402229,5.28391198402229,6.93838074708955,6.93838074708955,6.24856635785883,6.24856635785883,6.93838074708955,6.93838074708955,5.28391198402229,5.28391198402229,6.93838074708955,6.93838074708955,6.24856635785883,6.24856635785883,5.28391198402229,5.28391198402229
"t3",3.58468018522714,3.54767828743173,0,1.71056135800854,4.61301081984673,4.97600035651508,2.04960604005205,2.49627342067535,3.9290183096402,4.44081384726389,6.34990573016848,4.18592920368207,3.6614554558651,6.53983974395974,4.86140902858239,3.48827195481008,4.85207159353599,5.95088282805452,5.35602525553494,5.53984185252785,5.03091090252761,6.11339839987614,5.77533075013933,6.6072528753313,6.13211247307116,6.43820350380352,6.56417342967265,4.23092678586941,3.85081644688033,6.24224322621664,5.0730990664025,5.0730990664025,5.61074896671242,5.64716136873517,6.20346776084225,6.88743119803293,7.74829035793052,7.02965594030261,5.03091090252761,6.69774027509848,7.05847596869979,7.74829035793051,4.10209671497924,5.0309109025276,7.05847596869979,6.7193080717783,5.20514827297693,6.66628829804128,5.0309109025276,4.4928013450861,6.60334800501757,6.30323337362173,7.25716857720179,6.94979576212873,7.05847596869979,7.05847596869979,7.0584759686998,7.74829035793052,7.74829035793052,4.77752661096509,7.14992388973276,6.78608011529934,7.74829035793052,7.05847596869979,7.05847596869979,5.03091090252761,5.03091090252761,7.74829035793052,7.74829035793052,7.74829035793052,6.04563468757768,6.52287559767412,6.83163246105415,7.41066736013508,5.0309109025276,7.74829035793052,5.0309109025276,5.0309109025276,7.58858566842591,6.42200551106694,7.0584759686998,7.0584759686998,7.05847596869979,5.0730990664025,5.0730990664025,7.74829035793052,7.74829035793052,7.74829035793052,6.49002526882397,7.05847596869979,7.05847596869979,6.77622272048436,5.0309109025276,5.0309109025276,7.74829035793052,4.81018104868959,5.0309109025276,7.74829035793052,5.0309109025276,7.74829035793052,7.74829035793052,7.74829035793052,5.0309109025276,7.74829035793052,7.74829035793052,7.74829035793052,7.05847596869979,7.05847596869979,5.0309109025276,5.0309109025276,7.05847596869979,7.05847596869979,7.74829035793052,5.0309109025276,5.0309109025276,7.74829035793052,7.74829035793052,7.05847596869979,6.97199805206464,7.74829035793052,7.74829035793052,5.0309109025276,5.0309109025276,7.74829035793052,7.74829035793052,7.59079550629059,7.74829035793052,5.0309109025276,5.0309109025276,5.0309109025276,7.05847596869979,7.05847596869979,7.74829035793052,7.74829035793052,7.05847596869979,7.05847596869979,7.05847596869979,7.0584759686998,7.0584759686998,7.05847596869979,7.0584759686998,7.0584759686998,7.74829035793052,7.74829035793052,5.0309109025276,5.0309109025276,7.74829035793052,7.74829035793052,7.05847596869979,7.05847596869979,7.74829035793052,7.74829035793052,6.04563468757768,6.04563468757768,7.05847596869979,7.05847596869979
"t4",3.32662457962376,3.28962268182835,1.71056135800854,0,4.35495521424335,4.71794475091169,1.79155043444866,2.23821781507197,3.67096270403681,4.18275824166051,6.09185012456509,3.92787359807869,3.40339985026172,6.28178413835635,4.603353422979,3.23021634920669,4.5940159879326,5.69282722245114,5.09796964993156,5.28178624692446,4.77285529692422,5.85534279427276,5.51727514453595,6.34919726972792,5.87405686746778,6.18014789820014,6.30611782406926,3.97287118026603,3.59276084127695,5.98418762061326,4.81504346079912,4.81504346079912,5.35269336110904,5.38910576313178,5.94541215523886,6.62937559242955,7.49023475232713,6.77160033469923,4.77285529692422,6.43968466949509,6.80042036309641,7.49023475232713,3.84404110937586,4.77285529692422,6.80042036309641,6.46125246617492,4.94709266737355,6.4082326924379,4.77285529692422,4.23474573948271,6.34529239941419,6.04517776801835,6.9991129715984,6.69174015652535,6.80042036309641,6.80042036309641,6.80042036309641,7.49023475232713,7.49023475232713,4.5194710053617,6.89186828412938,6.52802450969596,7.49023475232713,6.80042036309641,6.80042036309641,4.77285529692422,4.77285529692422,7.49023475232713,7.49023475232713,7.49023475232713,5.7875790819743,6.26481999207074,6.57357685545077,7.15261175453169,4.77285529692422,7.49023475232713,4.77285529692422,4.77285529692422,7.33053006282252,6.16394990546355,6.80042036309641,6.80042036309641,6.80042036309641,4.81504346079912,4.81504346079912,7.49023475232713,7.49023475232713,7.49023475232713,6.23196966322059,6.80042036309641,6.80042036309641,6.51816711488097,4.77285529692422,4.77285529692422,7.49023475232713,4.5521254430862,4.77285529692422,7.49023475232713,4.77285529692422,7.49023475232713,7.49023475232713,7.49023475232713,4.77285529692422,7.49023475232713,7.49023475232713,7.49023475232713,6.80042036309641,6.80042036309641,4.77285529692422,4.77285529692422,6.80042036309641,6.80042036309641,7.49023475232713,4.77285529692422,4.77285529692422,7.49023475232713,7.49023475232713,6.80042036309641,6.71394244646126,7.49023475232713,7.49023475232713,4.77285529692422,4.77285529692422,7.49023475232713,7.49023475232713,7.3327399006872,7.49023475232713,4.77285529692422,4.77285529692422,4.77285529692422,6.80042036309641,6.80042036309641,7.49023475232713,7.49023475232713,6.80042036309641,6.80042036309641,6.80042036309641,6.80042036309641,6.80042036309641,6.80042036309641,6.80042036309641,6.80042036309641,7.49023475232713,7.49023475232713,4.77285529692422,4.77285529692422,7.49023475232713,7.49023475232713,6.80042036309641,6.80042036309641,7.49023475232713,7.49023475232713,5.7875790819743,5.7875790819743,6.80042036309641,6.80042036309641
"t5",3.84010310680117,3.80310120900576,4.61301081984673,4.35495521424335,0,1.14919030360558,4.33259402779827,4.77926140842158,4.18444123121423,0.614003794354396,6.60532865174251,4.44135212525611,4.43551460217919,7.31389889027383,5.11683195015642,4.75653615750622,2.5200253573658,3.61883659188434,1.52921520262544,1.71303179961835,7.31389889027383,3.78135216370596,6.03075367171336,4.27520663916112,3.80006623690097,4.10615726763334,4.23212719350246,6.51391477361563,6.13380443462655,3.91019699004645,7.31389889027383,7.31389889027383,5.86617188828646,6.91542557143131,3.87142152467206,4.55538496186275,5.41624412176033,7.28507886187664,7.31389889027383,4.36569403892829,7.31389889027383,5.41624412176033,6.38508470272547,7.31389889027383,7.31389889027382,4.38726183560811,6.47341247567308,4.3342420618711,7.31389889027382,6.77578933283232,6.85877092659161,6.55865629519577,4.9251223410316,4.61774952595855,7.31389889027383,7.31389889027382,7.31389889027383,5.41624412176033,5.41624412176033,7.06051459871131,4.81787765356258,4.45403387912916,5.41624412176033,7.31389889027383,7.31389889027383,7.31389889027383,7.31389889027383,5.41624412176033,5.41624412176033,5.41624412176033,7.31389889027383,6.77829851924816,7.08705538262818,5.07862112396489,7.31389889027383,5.41624412176033,7.31389889027383,7.31389889027383,5.25653943225572,6.67742843264097,7.31389889027383,7.31389889027383,7.31389889027383,7.31389889027383,7.31389889027383,5.41624412176033,5.41624412176033,5.41624412176033,6.74544819039801,7.31389889027383,7.31389889027383,7.03164564205839,7.31389889027383,7.31389889027383,5.41624412176033,7.09316903643581,7.31389889027383,5.41624412176033,7.31389889027383,5.41624412176033,5.41624412176033,5.41624412176033,7.31389889027383,5.41624412176033,5.41624412176033,5.41624412176033,7.31389889027383,7.31389889027383,7.31389889027383,7.31389889027383,7.31389889027383,7.31389889027383,5.41624412176033,7.31389889027383,7.31389889027383,5.41624412176033,5.41624412176033,7.31389889027383,7.22742097363867,5.41624412176033,5.41624412176033,7.31389889027383,7.31389889027383,5.41624412176033,5.41624412176033,5.2587492701204,5.41624412176033,7.31389889027383,7.31389889027383,7.31389889027383,7.31389889027383,7.31389889027383,5.41624412176033,5.41624412176033,7.31389889027383,7.31389889027383,7.31389889027383,7.31389889027383,7.31389889027383,7.31389889027383,7.31389889027383,7.31389889027383,5.41624412176033,5.41624412176033,7.31389889027383,7.31389889027383,5.41624412176033,5.41624412176033,7.31389889027382,7.31389889027382,5.41624412176033,5.41624412176033,7.31389889027383,7.31389889027383,7.31389889027383,7.31389889027383
"t6",4.20309264346952,4.16609074567411,4.97600035651508,4.71794475091169,1.14919030360558,0,4.69558356446662,5.14225094508993,4.54743076788258,0.918766188384226,6.96831818841086,4.80434166192445,4.79850413884754,7.67688842694217,5.47982148682477,5.11952569417457,2.88301489403415,3.98182612855269,1.83397759665527,2.01779419364818,7.67688842694217,4.1443417003743,6.39374320838171,4.63819617582946,4.16305577356932,4.46914680430168,4.59511673017081,6.87690431028398,6.4967939712949,4.2731865267148,7.67688842694217,7.67688842694217,6.2291614249548,7.27841510809966,4.23441106134041,4.9183744985311,5.77923365842868,7.64806839854499,7.67688842694217,4.72868357559664,7.67688842694217,5.77923365842868,6.74807423939381,7.67688842694217,7.67688842694217,4.75025137227646,6.83640201234143,4.69723159853945,7.67688842694217,7.13877886950067,7.22176046325995,6.92164583186411,5.28811187769995,4.98073906262689,7.67688842694217,7.67688842694217,7.67688842694217,5.77923365842868,5.77923365842868,7.42350413537966,5.18086719023093,4.8170234157975,5.77923365842868,7.67688842694217,7.67688842694217,7.67688842694217,7.67688842694217,5.77923365842868,5.77923365842868,5.77923365842868,7.67688842694217,7.1412880559165,7.45004491929653,5.44161066063324,7.67688842694217,5.77923365842868,7.67688842694217,7.67688842694217,5.61952896892407,7.04041796930932,7.67688842694217,7.67688842694217,7.67688842694217,7.67688842694217,7.67688842694217,5.77923365842868,5.77923365842868,5.77923365842868,7.10843772706635,7.67688842694217,7.67688842694217,7.39463517872674,7.67688842694217,7.67688842694217,5.77923365842868,7.45615857310416,7.67688842694217,5.77923365842868,7.67688842694217,5.77923365842868,5.77923365842868,5.77923365842868,7.67688842694217,5.77923365842868,5.77923365842868,5.77923365842868,7.67688842694217,7.67688842694217,7.67688842694217,7.67688842694217,7.67688842694217,7.67688842694217,5.77923365842868,7.67688842694217,7.67688842694217,5.77923365842868,5.77923365842868,7.67688842694217,7.59041051030702,5.77923365842868,5.77923365842868,7.67688842694217,7.67688842694217,5.77923365842868,5.77923365842868,5.62173880678875,5.77923365842868,7.67688842694217,7.67688842694217,7.67688842694217,7.67688842694217,7.67688842694217,5.77923365842868,5.77923365842868,7.67688842694217,7.67688842694217,7.67688842694217,7.67688842694217,7.67688842694217,7.67688842694217,7.67688842694217,7.67688842694217,5.77923365842868,5.77923365842868,7.67688842694217,7.67688842694217,5.77923365842868,5.77923365842868,7.67688842694217,7.67688842694217,5.77923365842868,5.77923365842868,7.67688842694217,7.67688842694217,7.67688842694217,7.67688842694217
"t7",3.30426339317868,3.26726149538327,2.04960604005205,1.79155043444866,4.33259402779827,4.69558356446662,0,1.14389762883182,3.64860151759174,4.16039705521543,6.06948893812002,3.90551241163361,3.38103866381664,6.25942295191128,4.58099223653393,3.20785516276162,4.57165480148753,5.67046603600606,5.07560846348648,5.25942506047939,4.00788527977131,5.83298160782768,5.49491395809087,6.32683608328284,5.8516956810227,6.15778671175506,6.28375663762418,3.20790116311312,2.82779082412404,5.96182643416818,4.79268227435404,4.79268227435404,5.33033217466396,5.36674457668671,5.92305096879379,6.60701440598447,7.46787356588205,6.74923914825415,4.00788527977131,6.41732348305002,6.77805917665133,7.46787356588205,3.07907109222295,4.00788527977131,6.77805917665133,6.43889127972984,4.92473148092847,6.38587150599282,4.00788527977131,3.46977572232981,6.32293121296911,6.02281658157327,6.97675178515332,6.66937897008027,6.77805917665133,6.77805917665133,6.77805917665133,7.46787356588205,7.46787356588205,3.7545009882088,6.8695070976843,6.50566332325088,7.46787356588205,6.77805917665133,6.77805917665133,4.00788527977131,4.00788527977131,7.46787356588205,7.46787356588205,7.46787356588205,5.76521789552922,6.24245880562566,6.55121566900569,7.13025056808661,4.00788527977131,7.46787356588205,4.00788527977131,4.00788527977131,7.30816887637744,6.14158871901848,6.77805917665133,6.77805917665133,6.77805917665133,4.79268227435404,4.79268227435404,7.46787356588205,7.46787356588205,7.46787356588205,6.20960847677551,6.77805917665133,6.77805917665133,6.4958059284359,4.00788527977131,4.00788527977131,7.46787356588205,3.7871554259333,4.00788527977131,7.46787356588205,4.00788527977131,7.46787356588205,7.46787356588205,7.46787356588205,4.00788527977131,7.46787356588205,7.46787356588205,7.46787356588205,6.77805917665133,6.77805917665133,4.00788527977131,4.00788527977131,6.77805917665133,6.77805917665133,7.46787356588205,4.00788527977131,4.00788527977131,7.46787356588205,7.46787356588205,6.77805917665133,6.69158126001618,7.46787356588205,7.46787356588205,4.00788527977131,4.00788527977131,7.46787356588205,7.46787356588205,7.31037871424213,7.46787356588205,4.00788527977131,4.00788527977131,4.00788527977131,6.77805917665133,6.77805917665133,7.46787356588205,7.46787356588205,6.77805917665133,6.77805917665133,6.77805917665133,6.77805917665133,6.77805917665133,6.77805917665133,6.77805917665133,6.77805917665133,7.46787356588205,7.46787356588205,4.00788527977131,4.00788527977131,7.46787356588205,7.46787356588205,6.77805917665133,6.77805917665133,7.46787356588205,7.46787356588205,5.76521789552922,5.76521789552922,6.77805917665133,6.77805917665133
"t8",3.75093077380199,3.71392887600658,2.49627342067535,2.23821781507197,4.77926140842158,5.14225094508993,1.14389762883182,0,4.09526889821504,4.60706443583874,6.51615631874332,4.35217979225692,3.82770604443995,6.70609033253458,5.02765961715723,3.65452254338492,5.01832218211083,6.11713341662937,5.52227584410979,5.70609244110269,4.45455266039462,6.27964898845099,5.94158133871418,6.77350346390615,6.298363061646,6.60445409237837,6.73042401824749,3.65456854373643,3.27445820474735,6.40849381479149,5.23934965497735,5.23934965497735,5.77699955528727,5.81341195731001,6.36971834941709,7.05368178660778,7.91454094650536,7.19590652887746,4.45455266039462,6.86399086367332,7.22472655727464,7.91454094650536,3.52573847284626,4.45455266039462,7.22472655727464,6.88555866035315,5.37139886155178,6.83253888661613,4.45455266039462,3.91644310295312,6.76959859359242,6.46948396219658,7.42341916577663,7.11604635070358,7.22472655727464,7.22472655727464,7.22472655727464,7.91454094650536,7.91454094650536,4.2011683688321,7.31617447830761,6.95233070387419,7.91454094650536,7.22472655727464,7.22472655727464,4.45455266039462,4.45455266039462,7.91454094650536,7.91454094650536,7.91454094650536,6.21188527615253,6.68912618624897,6.997883049629,7.57691794870992,4.45455266039462,7.91454094650536,4.45455266039462,4.45455266039462,7.75483625700075,6.58825609964178,7.22472655727464,7.22472655727464,7.22472655727464,5.23934965497735,5.23934965497735,7.91454094650536,7.91454094650536,7.91454094650536,6.65627585739882,7.22472655727464,7.22472655727464,6.9424733090592,4.45455266039462,4.45455266039462,7.91454094650536,4.2338228065566,4.45455266039462,7.91454094650536,4.45455266039462,7.91454094650536,7.91454094650536,7.91454094650536,4.45455266039462,7.91454094650536,7.91454094650536,7.91454094650536,7.22472655727464,7.22472655727464,4.45455266039462,4.45455266039462,7.22472655727464,7.22472655727464,7.91454094650536,4.45455266039462,4.45455266039462,7.91454094650536,7.91454094650536,7.22472655727464,7.13824864063949,7.91454094650536,7.91454094650536,4.45455266039462,4.45455266039462,7.91454094650536,7.91454094650536,7.75704609486543,7.91454094650536,4.45455266039462,4.45455266039462,4.45455266039462,7.22472655727464,7.22472655727464,7.91454094650536,7.91454094650536,7.22472655727464,7.22472655727464,7.22472655727464,7.22472655727464,7.22472655727464,7.22472655727464,7.22472655727464,7.22472655727464,7.91454094650536,7.91454094650536,4.45455266039462,4.45455266039462,7.91454094650536,7.91454094650536,7.22472655727464,7.22472655727464,7.91454094650536,7.91454094650536,6.21188527615253,6.21188527615253,7.22472655727464,7.22472655727464
"t9",1.4564762679161,1.41947437012069,3.9290183096402,3.67096270403681,4.18444123121423,4.54743076788258,3.64860151759174,4.09526889821504,0,4.01224425863139,2.81989374276366,0.655917216277257,3.75152209197266,6.62990638006729,3.46818506611335,4.07254364729969,4.42350200490349,5.52231323942202,4.92745566690244,5.11127226389535,6.62990638006729,5.68482881124364,4.3821067876703,6.1786832866988,5.70354288443866,6.00963391517102,6.13560384104014,5.8299222634091,5.44981192442002,5.81367363758414,6.62990638006729,6.62990638006729,4.21752500424339,6.23143306122478,5.77489817220975,6.45886160940043,7.31972076929801,5.63643197783358,6.62990638006729,6.26917068646598,5.66525200623076,7.31972076929801,5.70109219251893,6.62990638006729,5.66525200623076,6.2907384831458,5.78941996546654,6.23771870940878,6.62990638006729,6.09179682262579,5.21012404254854,4.9100094111527,6.82859898856928,6.52122617349623,5.66525200623076,5.66525200623076,5.66525200623076,7.31972076929801,7.31972076929801,6.37652208850478,6.72135430110026,6.35751052666684,7.31972076929801,5.66525200623076,5.66525200623076,6.62990638006729,6.62990638006729,7.31972076929801,7.31972076929801,7.31972076929801,6.62990638006729,5.12965163520509,5.43840849858512,6.98209777150257,6.62990638006729,7.31972076929801,6.62990638006729,6.62990638006729,7.1600160797934,5.0287815485979,5.66525200623076,5.66525200623076,5.66525200623076,6.62990638006729,6.62990638006729,7.31972076929801,7.31972076929801,7.31972076929801,5.09680130635494,5.66525200623076,5.66525200623076,5.38299875801532,6.62990638006729,6.62990638006729,7.31972076929801,6.40917652622928,6.62990638006729,7.31972076929801,6.62990638006729,7.31972076929801,7.31972076929801,7.31972076929801,6.62990638006729,7.31972076929801,7.31972076929801,7.31972076929801,5.66525200623076,5.66525200623076,6.62990638006729,6.62990638006729,5.66525200623076,5.66525200623076,7.31972076929801,6.62990638006729,6.62990638006729,7.31972076929801,7.31972076929801,5.66525200623076,5.57877408959561,7.31972076929801,7.31972076929801,6.62990638006729,6.62990638006729,7.31972076929801,7.31972076929801,7.16222591765808,7.31972076929801,6.62990638006729,6.62990638006729,6.62990638006729,5.66525200623076,5.66525200623076,7.31972076929801,7.31972076929801,5.66525200623076,5.66525200623076,5.66525200623076,5.66525200623076,5.66525200623076,5.66525200623076,5.66525200623076,5.66525200623076,7.31972076929801,7.31972076929801,6.62990638006729,6.62990638006729,7.31972076929801,7.31972076929801,5.66525200623076,5.66525200623076,7.31972076929801,7.31972076929801,6.62990638006729,6.62990638006729,5.66525200623076,5.66525200623076
"t10",3.66790613421834,3.63090423642293,4.44081384726389,4.18275824166051,0.614003794354396,0.918766188384226,4.16039705521543,4.60706443583874,4.01224425863139,0,6.43313167915967,4.26915515267327,4.26331762959636,7.14170191769099,4.94463497757358,4.58433918492339,2.34782838478297,3.4466396193015,0.91597115313975,1.09978775013265,7.14170191769099,3.60915519112312,5.85855669913053,4.10300966657828,3.62786926431814,3.9339602950505,4.05993022091963,6.3417178010328,5.96160746204372,3.73800001746362,7.14170191769099,7.14170191769099,5.69397491570362,6.74322859884848,3.69922455208923,4.38318798927992,5.2440471491775,7.11288188929381,7.14170191769099,4.19349706634546,7.14170191769099,5.2440471491775,6.21288773014263,7.14170191769099,7.14170191769099,4.21506486302528,6.30121550309024,4.16204508928826,7.14170191769099,6.60359236024948,6.68657395400877,6.38645932261293,4.75292536844877,4.44555255337571,7.14170191769099,7.14170191769099,7.14170191769099,5.2440471491775,5.2440471491775,6.88831762612847,4.64568068097975,4.28183690654632,5.2440471491775,7.14170191769099,7.14170191769099,7.14170191769099,7.14170191769099,5.2440471491775,5.2440471491775,5.2440471491775,7.14170191769099,6.60610154666532,6.91485841004535,4.90642415138206,7.14170191769099,5.2440471491775,7.14170191769099,7.14170191769099,5.08434245967289,6.50523146005813,7.14170191769099,7.14170191769099,7.14170191769099,7.14170191769099,7.14170191769099,5.2440471491775,5.2440471491775,5.2440471491775,6.57325121781517,7.14170191769099,7.14170191769099,6.85944866947555,7.14170191769099,7.14170191769099,5.2440471491775,6.92097206385298,7.14170191769099,5.2440471491775,7.14170191769099,5.2440471491775,5.2440471491775,5.2440471491775,7.14170191769099,5.2440471491775,5.2440471491775,5.2440471491775,7.14170191769099,7.14170191769099,7.14170191769099,7.14170191769099,7.14170191769099,7.14170191769099,5.2440471491775,7.14170191769099,7.14170191769099,5.2440471491775,5.2440471491775,7.14170191769099,7.05522400105584,5.2440471491775,5.2440471491775,7.14170191769099,7.14170191769099,5.2440471491775,5.2440471491775,5.08655229753757,5.2440471491775,7.14170191769099,7.14170191769099,7.14170191769099,7.14170191769099,7.14170191769099,5.2440471491775,5.2440471491775,7.14170191769099,7.14170191769099,7.14170191769099,7.14170191769099,7.14170191769099,7.14170191769099,7.14170191769099,7.14170191769099,5.2440471491775,5.2440471491775,7.14170191769099,7.14170191769099,5.2440471491775,5.2440471491775,7.14170191769099,7.14170191769099,5.2440471491775,5.2440471491775,7.14170191769099,7.14170191769099,7.14170191769099,7.14170191769099
