"accepted_species","trait_ARD"
"t15","1"
"t16","0"
"t30","0"
"t44","1"
"t45","1"
"t35","0"
"t36","0"
"t56","0"
"t137","0"
"t252","0"
"t253","0"
"t112","0"
"t82","0"
"t73","0"
"t184","0"
"t185","0"
"t226","0"
"t227","0"
"t250","0"
"t251","0"
"t98","0"
"t114","0"
"t254","0"
"t255","0"
"t109","0"
"t6","0"
"t43","0"
"t75","0"
"t76","0"
"t72","0"
"t89","0"
"t118","0"
"t162","1"
"t163","0"
"t166","1"
"t231","1"
"t275","1"
"t276","1"
"t104","0"
"t85","0"
"t86","0"
"t242","1"
"t243","1"
"t133","0"
"t221","0"
"t222","0"
"t216","0"
"t217","0"
"t245","0"
"t246","0"
"t169","0"
"t146","0"
"t111","0"
"t96","0"
"t97","0"
"t59","0"
"t68","0"
"t93","0"
"t94","0"
"t138","0"
"t197","0"
"t198","0"
"t173","0"
"t168","0"
"t258","0"
"t259","0"
"t225","0"
"t105","0"
"t80","0"
"t78","1"
"t84","0"
"t119","0"
"t126","0"
"t127","0"
"t121","0"
"t71","0"
"t283","0"
"t284","0"
"t161","0"
"t244","0"
"t248","0"
"t249","0"
"t214","0"
"t154","0"
"t151","0"
"t99","0"
"t100","0"
"t52","0"
"t41","0"
"t10","0"
"t40","0"
"t46","0"
"t47","1"
"t38","1"
"t39","1"
"t23","0"
"t2","0"
"t13","1"
"t51","1"
"t196","1"
"t218","1"
"t271","1"
"t272","1"
"t208","1"
"t232","1"
"t233","1"
"t215","1"
"t195","1"
"t132","1"
"t152","1"
"t281","1"
"t282","1"
"t204","1"
"t239","0"
"t279","0"
"t280","0"
"t102","1"
"t103","1"
"t67","1"
"t79","1"
"t273","0"
"t274","0"
"t211","0"
"t160","1"
"t199","1"
"t200","1"
"t92","1"
"t236","1"
"t237","1"
"t70","1"
"t66","1"
"t58","1"
"t212","1"
"t260","1"
"t261","1"
"t170","0"
"t175","0"
"t176","0"
"t150","0"
"t240","1"
"t241","1"
"t189","1"
"t190","1"
"t178","1"
"t179","1"
"t180","1"
"t110","1"
"t65","1"
"t90","1"
"t91","1"
"t148","1"
"t265","1"
"t266","1"
"t183","1"
"t101","1"
"t144","0"
"t145","1"
"t130","0"
"t55","1"
"t62","1"
"t81","1"
"t122","1"
"t128","0"
"t129","0"
"t87","1"
"t186","0"
"t187","0"
"t193","1"
"t194","1"
"t143","1"
"t171","1"
"t172","1"
"t167","1"
"t277","1"
"t278","1"
"t264","1"
"t63","1"
"t60","1"
"t61","1"
"t53","1"
"t141","1"
"t142","1"
"t158","1"
"t219","1"
"t220","1"
"t159","1"
"t107","1"
"t95","1"
"t134","1"
"t135","0"
"t238","1"
"t269","1"
"t270","1"
"t230","1"
"t213","1"
"t149","1"
"t136","1"
"t174","0"
"t188","1"
"t262","1"
"t263","1"
"t203","1"
"t209","1"
"t210","1"
"t147","1"
"t106","1"
"t234","1"
"t235","1"
"t223","1"
"t224","1"
"t164","0"
"t165","1"
"t113","1"
"t115","1"
"t116","1"
"t120","1"
"t131","1"
"t181","1"
"t182","1"
"t117","1"
"t108","1"
"t156","1"
"t177","1"
"t191","1"
"t192","1"
"t69","1"
"t64","1"
"t54","1"
"t50","1"
"t49","1"
"t42","1"
"t37","1"
"t5","1"
"t11","1"
"t12","1"
"t7","0"
"t25","0"
"t26","0"
"t3","0"
"t4","0"
"t57","1"
"t74","1"
"t83","1"
"t88","1"
"t201","0"
"t202","0"
"t157","1"
"t267","1"
"t268","1"
"t123","1"
"t77","1"
"t207","1"
"t247","1"
"t256","1"
"t257","1"
"t205","1"
"t206","1"
"t139","1"
"t140","1"
"t125","1"
"t124","1"
"t48","1"
"t153","0"
"t228","1"
"t229","1"
"t155","1"
"t27","1"
"t19","0"
"t33","0"
"t34","1"
"t21","1"
"t28","1"
"t29","1"
"t14","1"
"t17","0"
"t18","0"
"t20","0"
"t24","1"
"t31","1"
"t32","1"
"t22","0"
"t8","0"
"t9","0"
"t1","0"
