accepted_species,estimate
t33,1.1683443
t34,0.78453934
t2,-4.7586775
t48,-0.58129305
t286,0.23913114
t268,0.22988161
t192,0.5345958
t358,0.39853716
t257,0.7072362
t108,0.72772163
t320,0.056030206
t178,-0.44481787
t80,-0.44005027
t109,-0.4538187
t42,0.17749909
t90,0.4312321
t229,0.37900326
t271,0.27291957
t346,0.50551516
t324,-0.591134
t283,-0.06824237
t315,0.29716003
t236,0.048681367
t269,0.29404047
t341,0.11052118
t117,-0.07524979
t70,-0.95044684
t78,-1.6845564
t62,-1.3933588
t216,-0.09920016
t250,-0.05631862
t284,-0.43277007
t352,-0.7974159
t305,0.005965993
t306,0.15487829
t191,-0.44861713
t167,-0.39362898
