,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
t1,-2.8195932,5.6887755,2.1849072,7.8243146,3.304862,6.2215514,5.8343253,6.399027,5.484014,3.1292048,2.7285085,4.348298,6.2341714,5.9732633,3.711216,5.060989,4.4500732,5.5328264,4.2743087,5.575884,4.881177,3.254394,6.477565
t2,-2.7950392,5.7355394,2.1770082,7.8604937,3.3079479,6.2298512,5.8725095,6.3185196,5.5768614,3.1390235,2.7689297,4.382034,6.3249445,5.989049,3.7068913,5.074019,4.4011717,5.587658,4.2255526,5.5592103,4.797436,3.2935185,6.514129
t3,-2.7842953,5.7561207,2.1680484,7.867986,3.295349,6.259227,5.890197,6.2231393,5.691791,3.158218,2.812041,4.4223084,6.4329557,6.013495,3.7175295,5.0724974,4.3577123,5.641323,4.182224,5.5408034,4.704505,3.3177457,6.550083
t4,-2.7760103,5.7617764,2.1665971,7.8706713,3.2932258,6.2641525,5.89961,6.1684966,5.7459216,3.1700275,2.8288498,4.4457264,6.4839263,6.016886,3.7177296,5.0748906,4.3313136,5.6687555,4.1592064,5.528057,4.6567445,3.3290703,6.5701036
t5,-2.8198717,5.6913595,2.1830888,7.8256164,3.3011463,6.226941,5.837054,6.3857474,5.498845,3.1286564,2.7348602,4.3518233,6.2489924,5.978136,3.7150753,5.0587244,4.4436827,5.5393476,4.270419,5.5776725,4.8677373,3.2574143,6.4808455
t6,-2.7295756,5.81293,2.1768692,7.8927684,3.3045573,6.302897,5.952139,5.939839,5.9775834,3.2190266,2.9162626,4.5391006,6.7028923,6.0417986,3.7014968,5.1104054,4.2328525,5.7911596,4.0663276,5.4763575,4.4540043,3.4093158,6.6566825
t7,-2.7161293,5.7702966,2.1906986,7.831608,3.3064892,6.2867227,5.9507895,5.8656063,6.0307894,3.2697818,2.9373133,4.599923,6.7514763,6.007017,3.691005,5.115753,4.1796083,5.841874,4.0284114,5.4268694,4.4004374,3.41538,6.7066574
t8,-2.7221138,5.8225613,2.1975076,7.9018188,3.3248048,6.3009825,5.955969,5.9460855,5.9695344,3.2097359,2.9065278,4.541204,6.6936154,6.043673,3.6816397,5.1310797,4.225712,5.7892327,4.0781307,5.485285,4.4466567,3.4241238,6.6475916
t9,-2.707205,5.758902,2.2181106,7.71563,3.3570802,6.22408,5.9748354,5.843547,6.0106993,3.3037546,2.9320586,4.652749,6.7341537,5.939958,3.6419387,5.1636004,4.132359,5.8778706,4.0290437,5.40111,4.400805,3.4605048,6.7218466
t10,-2.7498238,5.815305,2.1502242,7.8653703,3.294324,6.273063,5.954249,5.9329014,5.9672604,3.208709,2.8938825,4.539299,6.6904287,6.0270753,3.7153695,5.0917926,4.2274656,5.782734,4.076306,5.4890556,4.4625235,3.3911521,6.6420836
