,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
t1,-0.03160906,7.5755186,3.6052349,0.015125546,0.013935015,0.8509497,4.479375,-0.015916869,-0.1418482,3.1334941,0.2319857,2.0311975,-0.09938847,0.8497934,-0.31183845,0.009402545,0.0010900177,4.3242283,-0.57174695
t2,0.39815015,6.6186085,3.1014602,1.0464721,-0.17074399,3.2937303,5.7639227,2.685974,-0.25073457,0.9462578,0.68494093,-0.07004326,-0.007642209,-0.8214437,-0.0004845846,0.02629327,0.0012539345,7.6246758,-0.9718309
t3,0.023181416,7.4179263,3.451814,0.0054631094,-0.028394567,1.2356924,4.582246,-0.00069755304,-0.15521385,2.7059042,0.26742676,1.6097871,-0.08955323,0.51787,-0.2353518,0.009212762,0.0034253139,4.4579687,-0.58957994
t4,-0.07800809,6.878795,3.1346087,0.0021555296,-0.052131865,1.6711811,4.378921,0.16084993,-0.16390789,2.257213,0.31021866,1.2624422,-0.062440526,0.04945197,-0.19684644,0.013518247,0.0040369583,4.4819374,-0.55043733
t5,1.187813,5.9738617,2.673504,1.5899525,-0.2665312,4.203501,5.7530227,4.3600636,-0.32462645,0.16828004,0.7215369,-0.23703647,1.3743433,-1.3193479,1.0642096,0.03466395,0.07142401,9.367856,-1.1888937
t6,1.5722718,5.5711036,2.4897535,1.5210322,-0.2763013,4.173592,5.752853,4.6302056,-0.3293304,0.12172127,0.6595167,-0.2553002,1.5467336,-1.371357,1.1629174,0.033599738,0.12078416,9.648459,-1.2604681
t7,0.13119462,5.0335765,2.5943017,1.0411187,-0.08727029,3.2293937,4.3558946,1.5691876,-0.15647115,0.6082143,0.42984954,-0.17950004,-0.0113890255,-0.33660036,1.4448391,0.022788117,0.006714891,5.787654,-0.6987005
t8,1.8220502,4.6502557,2.0391335,1.6874213,-0.18721403,4.2326665,5.608036,4.899607,-0.32538867,0.19328824,0.6348058,-0.32514134,1.3640074,-1.2387371,1.8606375,0.024121901,0.0009626278,9.0986595,-1.3088112
t9,3.0225027,4.6232133,1.8927004,1.7857206,-0.28611675,5.284634,6.5248857,6.712477,-0.44061914,-0.049915068,0.72364634,-0.17362121,2.4262035,-1.8437986,1.702787,0.02274684,0.82659054,11.782207,-1.8102006
t10,0.42991102,3.729717,2.403592,0.99424994,-0.052840713,2.5361857,3.6607058,1.555573,-0.16605444,1.1649076,0.34419248,0.12800948,0.4021654,-0.20470005,0.84102887,0.011705166,0.0070293345,4.664839,-0.6559576
t11,1.7851856,3.8511944,2.2664893,1.6105208,-0.17420797,3.9991417,4.7511864,4.0771923,-0.29096767,0.26298773,0.24960792,-0.029496612,1.9814614,-1.1134663,1.5896627,0.019192014,0.044021368,8.4401,-1.1878377
t12,2.3984482,4.5167356,1.9634244,2.737264,-0.17541432,5.9360185,6.2231135,5.0410666,-0.37579757,0.22592464,-0.02066288,-0.06468815,2.6882572,-1.7076501,2.7260258,0.01709644,0.00062001665,11.9367895,-1.9809554
t13,6.2821774,-0.041411072,0.7528855,0.019341752,-0.3601779,3.0790224,4.2127576,8.884916,-0.55162793,-0.61818826,3.2840796,1.0927454,0.8910758,-2.33393,-0.4411119,0.08702013,6.639314,7.2704306,-1.1452496
t14,6.6732626,-0.027992476,0.94917464,0.02040539,-0.385819,3.5588927,5.0350723,9.861967,-0.611166,-0.5720111,3.5561402,1.1295346,1.0610341,-2.6065931,-0.45396376,0.09090251,7.02241,8.2403965,-1.3274134
t15,6.2141376,-0.07905397,2.3183858,0.06943749,-0.46050104,2.9256508,4.8686323,10.723837,-0.63053185,-1.1243006,6.172555,-0.19316718,-0.065642126,-2.8513532,-0.60778916,0.12357232,9.108905,6.8063745,-0.8502094
t16,5.863071,-0.08575517,2.5349412,0.068686694,-0.4494029,2.6445591,4.6996927,10.21681,-0.5974291,-1.112618,6.1220217,-0.20017914,-0.075401306,-2.700233,-0.6052558,0.123621315,8.9700985,6.1566477,-0.7375292
t17,4.7801785,-0.11236462,3.572501,0.09100123,-0.397477,1.7049607,3.9504466,7.422945,-0.46651953,-1.462152,6.135722,-0.13669795,-0.1142694,-2.2163968,-0.59386986,0.11231946,8.648097,3.329827,-0.095797926
t18,11.149606,-0.15140434,-0.13098359,1.2540498,-0.3300966,1.0718777,7.504456,8.006737,-0.55943245,-0.6794483,1.4603382,3.348643,2.232744,-2.603828,-1.0090224,0.15508053,7.3468595,7.066702,-1.7646921
t19,11.271179,-0.15603605,-0.12528217,1.5444841,-0.3074781,0.8622543,7.233372,7.6288667,-0.53210133,-0.6292116,1.2891866,3.1784923,1.9538819,-2.4761722,-1.0034847,0.16011249,7.367416,6.458041,-1.7008172
t20,-0.26028004,3.610835,3.9814255,3.3296165,6.114264,5.8356013,3.9854581,-0.0385279,-0.062236566,8.21255,-0.21488267,2.811081,-0.07297156,0.6518736,8.312913,0.02944051,1.0423584,10.829456,-1.5358425
t21,-0.2154155,2.686894,3.7546215,3.8038554,4.8053627,7.2475214,4.821673,0.29020274,-0.10650134,5.761264,-0.23852557,0.9520662,0.33820105,-0.39247158,9.271379,0.010446005,0.00420489,12.260376,-1.7084504
t22,-0.24923648,3.0027888,4.1256332,4.2806706,5.799955,7.4827375,4.7618628,-0.010337439,-0.089889705,7.3774834,-0.26354128,1.9115919,-0.0265288,-0.25973403,10.114927,0.028733281,0.3197682,13.122153,-1.728166
t23,7.3167124,-0.071815245,1.0483882,0.07919104,-0.50396985,2.042206,4.845287,12.216523,-0.70173335,-0.6323662,6.8625565,-0.63367397,-0.08199216,-2.9026215,-0.63237363,0.13461123,9.425956,6.1110563,-0.7734142
t24,4.936713,4.683156,6.9893866,0.086504705,-0.3986177,1.4254335,2.3089454,12.979263,-0.52045375,7.494918,-0.14052,0.027654812,13.287975,-1.8817104,-0.5266783,2.1611958,1.059445,8.472658,-1.64845
t25,9.499908,-0.0006522846,-0.033121172,0.063361384,-0.067868724,-0.17721371,2.680969,-0.04286342,-0.12950535,-0.7349716,-0.15707847,3.4185395,-0.008343914,-0.23603207,-0.71284175,0.06950673,0.84960055,-0.039058056,-0.21015927
t26,6.402064,-0.09418706,0.74190277,0.07553107,-0.40833655,0.8952804,3.118266,9.760598,-0.5853883,-0.36264077,6.802607,-1.0477885,-0.12591259,-2.183468,-0.4742663,0.1477183,8.266634,2.0956469,-0.08389091
t27,0.95350343,9.440307,2.764481,0.044551488,5.130829,-0.004413939,2.8683307,-0.1396881,-0.097505294,5.356088,-0.2260808,5.7497983,-0.07918468,6.429326,-0.17026104,2.08105,0.012959443,3.7218297,-0.6436739
