,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
t1,5.1758223,11.840076,3.8999465,3.9749084,4.680084,5.522871,6.481041,0.9058404,7.048881,4.2706995,3.611442,7.6005907,6.41265,7.868676,7.820975,3.9744554,6.131041,4.331275,1.3712523
t2,5.1524515,11.795666,3.9082286,4.0001163,4.615253,5.4861736,6.5213647,1.0218961,7.082587,4.2128468,3.6891673,7.57452,6.4529724,7.909226,7.903902,4.049166,6.052817,4.3708425,1.3290267
t3,5.127214,11.892605,3.9412444,3.923619,4.6573343,5.570836,6.4331875,0.9303174,7.0785756,4.2404194,3.634514,7.574587,6.450024,7.8671255,7.8246784,3.99394,6.104587,4.368323,1.3828835
t4,5.1315584,11.836642,3.93433,3.956813,4.632094,5.5088124,6.4969983,0.97326994,7.0872846,4.221234,3.6698525,7.593782,6.4292655,7.905412,7.8738737,4.030401,6.076612,4.344958,1.3370855
t5,5.2027025,11.667582,3.8658152,4.1237283,4.6299667,5.4576054,6.530597,1.1577637,7.0235987,4.2195215,3.6694832,7.527315,6.4541316,7.9240108,7.9663935,4.08413,6.0155134,4.3714156,1.2913864
t6,5.1291537,11.721874,3.9142141,4.030399,4.561003,5.3992968,6.6777525,1.1292354,7.1311793,4.158122,3.79986,7.6204896,6.4522643,7.9676504,8.021183,4.14009,5.9725814,4.358676,1.2714036
t7,5.0815244,11.828915,3.981794,3.9143407,4.639791,5.490772,6.430409,0.96648425,7.1331263,4.1689,3.68922,7.603516,6.4062796,7.9533067,7.8872023,4.0620484,6.0410976,4.392474,1.2922193
t8,5.1642275,11.724882,3.881559,4.022346,4.5947146,5.37619,6.7170973,1.1582657,7.141049,4.149557,3.8362703,7.626735,6.481309,7.9366064,8.057038,4.172015,5.9416795,4.308183,1.3043604
t9,5.130925,11.711819,3.920536,4.0284514,4.576096,5.394071,6.678872,1.1422198,7.1258745,4.1573577,3.7892148,7.618826,6.4424376,7.977247,8.021845,4.142716,5.9682617,4.3496356,1.2594116
t10,5.0649643,11.832624,3.9973972,3.9138298,4.6052413,5.4986043,6.443127,1.04821,7.164343,4.139736,3.7465754,7.588216,6.4570036,7.962448,7.951871,4.1077666,5.9971714,4.4420605,1.2872941
