"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114","V_115","V_116"
"t1",-0.0849025046198661,-0.000765747026296643,0.0198971244834224,-0.000406748037131132,0.0550049387400293,-0.000392326846283204,0.0101866304241635,-0.026639873803686,0.0044893398603361,-0.00151539155306897,0.00127296469663046,-0.0500980290358753,0.0253411531649076,-0.00331585555863164,0.110625863608677,-0.000880508425825555,0.00104755729735807,-0.0265831281011163,-0.00126081001399369,0.000466442234127534,-0.035545770695676,0.00091712104336588,-0.0212981392451702,0.0213260254748915,-0.031465296727935,0.0168328812321902,-0.0237957652782822,1.19089278896786e-10,0.017596487316342,-0.000313944882915968,0.0113060896139867,-0.00315785640143948,0.00896335277280895,-0.00928053548232165,0.139130295108586,-0.460998351028631,-0.712608037958864,0.13508788170266,-0.207516111926498,0.000247026870167585,0.109847023746264,-0.00844177568793844,-0.00471446897876952,0.0143652388644741,0.0109103203790875,-1.86997633674085e-15,-0.198993467191111,2.86499289455791e-15,0.0212582551854703,-0.00054132722659003,-0.0029188640818212,0.00329896666764545,0.00448533181515091,0.000193686928718966,0.000646939775414735,-0.118960275143118,-3.28184374387314e-06,-0.00020910467452981,0.0918505804965419,6.80631140327569e-16,6.08153745419513e-05,0.0146112698030428,-0.0258127060879124,0.000365647007038908,0.00180864808591984,9.41476479300465e-06,1.70870066861717e-05,0.258006001366965,-1.83222614820528e-15,-3.74507410501047e-07,-0.000361968951184232,-0.124793876271734,8.35349248969969e-07,0.000258462671418481,1.91762123450795e-06,-0.00123953767959639,-4.17182241037458e-16,4.69588898047951e-06,1.30242834192175e-18,5.15793512802056e-05,6.4475594247216e-05,1.88667087259262e-05,-0.00736969857255386,-3.8239108847362e-06,-8.80848461451871e-06,-8.99229472197042e-18,2.76933561607856e-16,-2.105579973158e-17,0.00190447190354121,-0.000302526692418316,4.18391993152537e-18,-1.59988072396623e-16,1.10195300342509e-05,2.64236978609963e-06,7.5762702051173e-17,1.34532498768981e-17,-8.1012728393192e-07,-1.15191240644094e-17,1.79618922490264e-17,-2.81031914413211e-17,8.85148285807132e-17,5.15086594664118e-05,-5.18471767999883e-18,-1.60639996374321e-17,-6.34055898488508e-17,2.68598826338634e-16,1.09523696239154e-14,-0.000821483200688877,4.00560557327443e-17,-5.13661122499705e-17,-4.25922009018681e-17,1.04423890532964e-16,-5.57052918916882e-16,9.07655463058535e-18,9.15980711313754e-18,-2.72505292870869e-17
"t109",-0.102518686334829,-0.00496515229673313,0.0471433380316343,-0.00100650202221322,0.318646514935385,-0.0117465240913535,-0.0332852092496638,0.243990682281861,-0.00168778978052534,0.000653869146100015,-0.000572561624246606,0.0238978876722294,-0.00873307370969478,0.00107197598727399,-0.0352798257660197,0.000391458317275185,-0.000226391576507173,0.00446079008464636,0.000146178024437296,-4.68908590325182e-05,0.00367107258121677,-6.88723777163799e-05,0.00143575664274549,-0.00139921944159022,0.00156028030712287,-0.0008152461059447,0.000305537407530837,1.00043688614811e-12,0.000425350194457351,-1.6903815045567e-05,0.000844973145365897,-0.000231865470326086,0.00113505444416101,-0.00183899182951413,0.545964758894088,0.0826142515935087,0.0860348401694376,-0.0134097823513061,0.0123192653856597,-1.15316862910724e-05,-0.00465715172130247,0.000349177857583384,0.000140735047605357,-0.00041519893843469,-0.0001963562357564,3.52439279527522e-16,5.05302036515748e-05,-2.9033529295389e-16,0.000236268621452403,-1.32254026652526e-06,-4.90119888654002e-05,3.81831307690902e-05,6.04577970311532e-05,2.68608006529351e-06,1.03636291012286e-05,-0.00344712243853984,1.23153743913275e-06,-4.35326453560394e-06,0.00308492825905264,-5.3119528048852e-16,1.9080294324781e-06,0.000515031019795897,-0.00103775254181168,1.49406695351932e-05,7.88120646249545e-05,4.94098130573665e-07,9.28641371989144e-07,0.0161151191069125,3.65012656562341e-17,3.96322635189825e-08,4.08186225643657e-07,-0.00127185699412603,2.14954141211976e-08,1.69105133062428e-05,3.24711206226957e-08,-0.0385777365669263,-8.59597565706777e-15,7.91714997892921e-08,-8.35330656479951e-16,1.45215450946588e-06,3.70656754810839e-06,6.69532940546039e-07,-0.00281814496742516,-1.01339007744194e-07,-3.15292958522213e-07,6.35443933922936e-14,-0.707106781186547,1.87101218021773e-11,7.65930485394248e-05,-1.23862403562807e-05,1.86746213764225e-15,-1.31286953897364e-15,4.86420956065638e-07,1.17356465656265e-07,-8.74310001410501e-16,-7.24972493495752e-17,-4.0935763137849e-08,2.35103944066637e-16,4.4529805137367e-16,5.71517358145512e-16,1.26616491589247e-16,2.85647813416065e-06,2.5402911021811e-16,2.28887059624756e-17,4.78260128194849e-17,3.4923245984358e-16,7.48847987226699e-16,-4.87518045179029e-05,-2.58844189299368e-16,3.38674409338826e-17,6.75956722079101e-17,8.82943797449525e-17,3.31802843773513e-16,1.22606394172789e-16,2.04753228026791e-16,3.89211475381371e-17
"t69",-0.102518686334829,-0.004965152296733,0.0471433380316344,-0.00100650202221305,0.318646514935385,-0.0117465240913535,-0.033285209249664,0.243990682281862,-0.00168778978052551,0.000653869146100181,-0.000572561624246971,0.0238978876722295,-0.00873307370969501,0.00107197598727399,-0.0352798257660198,0.000391458317275091,-0.000226391576507022,0.00446079008464603,0.000146178024437237,-4.68908590327309e-05,0.0036710725812167,-6.8872377716154e-05,0.00143575664274541,-0.00139921944159106,0.00156028030712286,-0.000815246105944519,0.000305537407530849,9.99921156072783e-13,0.000425350194457429,-1.69038150455362e-05,0.000844973145366442,-0.000231865470325865,0.00113505444416106,-0.00183899182951423,0.545964758894087,0.082614251593508,0.086034840169438,-0.0134097823513056,0.01231926538566,-1.15316862912913e-05,-0.00465715172130269,0.000349177857583314,0.000140735047604072,-0.000415198938434735,-0.000196356235756606,-5.45613267628235e-16,5.0530203650978e-05,5.41916233390289e-16,0.000236268621452432,-1.32254026675424e-06,-4.90119888647788e-05,3.8183130768806e-05,6.04577970316931e-05,2.68608006586538e-06,1.03636291018435e-05,-0.00344712243854006,1.23153743854187e-06,-4.35326453518661e-06,0.00308492825905259,8.35569669216122e-16,1.90802943232992e-06,0.000515031019796103,-0.00103775254181049,1.49406695351256e-05,7.88120646258586e-05,4.94098129432722e-07,9.28641371804452e-07,0.016115119106908,-4.49184156661579e-17,3.96322640860848e-08,4.08186226532811e-07,-0.00127185699412573,2.14954123220289e-08,1.6910513309032e-05,3.2471120939497e-08,-0.038577736566925,-7.85059580892465e-15,7.91714996424477e-08,8.72525169330616e-16,1.45215451385762e-06,3.70656755720609e-06,6.69532936087621e-07,-0.00281814496743431,-1.01339002256693e-07,-3.15292941610686e-07,-6.33902465408401e-14,0.707106781186547,-1.87102457850704e-11,7.65930485402305e-05,-1.23862403518979e-05,-1.81282081716197e-15,1.46777201180456e-15,4.86420961895285e-07,1.17356457998119e-07,9.88982167307595e-16,-1.00320726528742e-17,-4.09357626159993e-08,-1.89552552466436e-16,-3.22784065939068e-16,-2.9289257867033e-16,3.47384961996844e-17,2.85647813328168e-06,-2.51187102715449e-16,-6.59474727450716e-17,-3.0600643358741e-16,-2.48101932898585e-16,7.13723410702588e-16,-4.87518045190958e-05,5.0217482842976e-16,-1.83821410026605e-16,-1.3447684150714e-16,-3.50627964289986e-16,-8.37648103581274e-16,-3.43433091257063e-17,-9.82386921110477e-17,-5.66710946846328e-17
"t121",-0.10332282144807,-0.00508777324259188,0.0487797795509554,-0.00104159126173165,0.335259496896206,-0.0124522767291607,-0.0362553202769097,0.269946585551154,-0.00191278433152926,0.000745777538111466,-0.000669014721189008,0.0281912996775158,-0.0106169883658511,0.00133481048534569,-0.044662073521345,0.000510203710028768,-0.000314009505855958,0.00670143980122825,0.000226377156868084,-7.92707231307543e-05,0.00681716238451277,-0.000130932784499557,0.0030490707945361,-0.00342911687213145,0.0041362825216731,-0.00220417447442092,0.00322788469148306,-1.58315301654655e-11,-0.00211859228269097,4.11306999163988e-05,-0.00170542607011742,0.000442771458582464,-0.00152583197946265,0.00199504150308091,-0.382100561313736,-0.0281495426112236,-0.0195531759301692,0.00223835924048622,0.000170685421035391,-1.29965478465404e-06,-0.000528957178278444,4.19574815809275e-05,2.15322727735348e-05,-8.45309070659954e-05,-5.55058063929801e-05,4.68272604921205e-16,1.72380048215348e-05,4.85396209324098e-17,9.88947136923487e-05,-5.65666735774344e-07,-2.24656543546662e-05,1.89077130795599e-05,3.07442779170423e-05,1.37303562508757e-06,5.43967802506604e-06,-0.00189352707109865,6.79588118965008e-07,-2.49014568080535e-06,0.00181187743218341,-6.74301339082702e-16,1.26573057017399e-06,0.000356269520564277,-0.000752634379346829,1.08970458283548e-05,5.87349782575298e-05,3.88036070746137e-07,7.35077030967733e-07,0.0130839106089623,1.50908486381944e-16,3.45563676288047e-08,3.6145388765754e-07,-0.00113265834439403,1.93947111509576e-08,3.36268742287741e-05,7.33694807178472e-08,-0.375769284499468,-7.76099657265256e-14,-3.78098516206678e-07,3.57829111798466e-16,-1.1574241397277e-06,-2.14596842532725e-06,-1.57944008473323e-07,0.000274560673166397,4.8033495930855e-09,-2.91444381969905e-08,1.22866484121467e-15,-7.23779540246434e-16,-2.03663204703742e-19,1.65100719363757e-05,-2.89621733761749e-06,-6.92000604252672e-17,-4.9489386730013e-16,1.48261539007337e-07,3.6396081963409e-08,1.49408451137089e-16,-1.47096435063642e-16,-1.66706508253935e-08,6.4398044600443e-17,7.9262211530264e-16,2.82585992601181e-16,-8.70986317752438e-17,1.32092185783278e-06,5.26769242912635e-16,1.47870147023195e-16,-4.40849628648816e-16,9.92802949788765e-16,1.81287281140291e-15,-2.42241385675635e-05,-9.38361605828514e-16,-8.2909584835711e-16,1.44548655029275e-16,6.40703779619848e-15,-0.707106781186549,2.20464488496745e-16,-8.1674718353266e-16,8.84745426884502e-17
"t122",-0.10332282144807,-0.0050877732425923,0.0487797795509553,-0.00104159126173155,0.335259496896206,-0.0124522767291605,-0.0362553202769096,0.269946585551154,-0.00191278433152924,0.000745777538111539,-0.000669014721189137,0.0281912996775155,-0.0106169883658511,0.00133481048534556,-0.0446620735213444,0.000510203710028577,-0.000314009505855939,0.00670143980122848,0.000226377156868176,-7.92707231306895e-05,0.00681716238451263,-0.000130932784499571,0.00304907079453561,-0.00342911687213163,0.00413628252167305,-0.00220417447442102,0.00322788469148329,-1.58305589306758e-11,-0.00211859228269048,4.11306999162715e-05,-0.00170542607011811,0.000442771458582432,-0.0015258319794624,0.00199504150308126,-0.382100561313735,-0.0281495426112232,-0.0195531759301688,0.00223835924048663,0.000170685421035516,-1.29965478474802e-06,-0.000528957178278659,4.19574815807072e-05,2.15322727732444e-05,-8.45309070662834e-05,-5.55058063929584e-05,1.68160964981186e-16,1.72380048212573e-05,4.01498880334336e-16,9.88947136926054e-05,-5.65666735135044e-07,-2.24656543540123e-05,1.89077130795692e-05,3.07442779170931e-05,1.37303562521136e-06,5.43967802511147e-06,-0.00189352707109839,6.79588118915884e-07,-2.49014568049744e-06,0.00181187743218345,-3.30534285808373e-16,1.26573057112666e-06,0.000356269520564409,-0.000752634379346558,1.08970458284085e-05,5.87349782577874e-05,3.88036069939546e-07,7.35077031122358e-07,0.013083910608964,6.34845595494026e-18,3.45563673025182e-08,3.61453887667542e-07,-0.00113265834439598,1.93947109208012e-08,3.36268742285953e-05,7.33694808456159e-08,-0.375769284499468,-7.85407744129177e-14,-3.78098515904917e-07,3.6821304382077e-16,-1.15742414045259e-06,-2.14596842522233e-06,-1.5794400936875e-07,0.000274560673165801,4.80334983895322e-09,-2.91444389060668e-08,9.43987075290616e-16,1.3569129268385e-16,-1.73791191611806e-16,1.65100719371994e-05,-2.89621733729358e-06,1.35291818936363e-16,-4.02367933341121e-16,1.48261538627926e-07,3.63960807387491e-08,-2.23362149242663e-16,5.91267331789742e-17,-1.66706502446548e-08,4.81522651728786e-17,-6.83261656805541e-16,-5.62645478847572e-16,2.55282597396953e-16,1.32092185829879e-06,-5.46655814653214e-16,-2.12494731159609e-16,4.51695671987631e-16,-7.97007149008909e-16,-1.17161380118882e-15,-2.42241385708228e-05,9.311248355229e-16,6.67729391732416e-16,-2.93711704581927e-16,-6.1392857979276e-15,0.707106781186548,-1.71522283005304e-16,8.63774460280338e-16,-2.17045575325106e-16
"t64",-0.102998842869968,-0.00503920916200307,0.0481380131982626,-0.00102783225822586,0.328851313032415,-0.0121820294471642,-0.0351468486254683,0.260397245544175,-0.00183175689021321,0.000712861218442956,-0.000635170984891231,0.0266966322697921,-0.00997677154140392,0.00124711955761656,-0.0415701444682136,0.000471883016094337,-0.000286893315896544,0.00604076062589121,0.000203128205278099,-7.02985162340687e-05,0.0059818129209263,-0.000114615852565274,0.00264254778985504,-0.00294094952411216,0.00353040642625894,-0.0018792065956456,0.00265716700664343,-1.28322180027006e-11,-0.00169770701939482,3.24786866405729e-05,-0.00133979176849981,0.000347277994527918,-0.00118315275128578,0.00153490276025417,-0.288882660821798,-0.0206683086400592,-0.0141496575248628,0.00160454996798461,0.000117599181400238,-8.65969034310781e-07,-0.000352323298190557,2.78715607494387e-05,1.40973979734864e-05,-5.38924230838594e-05,-3.34646232242005e-05,-4.64258979450281e-16,9.80322300056513e-06,-6.32235263562348e-16,5.01202304141832e-05,-2.8164552264183e-07,-1.04490286455777e-05,7.92568635869665e-06,1.23170031449734e-05,5.44859849149347e-07,2.04774131693566e-06,-0.000638820403966844,2.26403708102614e-07,-7.41858289051768e-07,0.000488676625251989,5.33564398088368e-16,1.44656673514323e-07,1.85312410347308e-05,1.70029950068082e-05,-3.45832955462265e-07,-3.94328994052847e-06,-6.02914467862098e-08,-1.24129838278965e-07,-0.00278036154240974,-7.06608942477314e-16,-1.16143558178603e-08,-1.31163690439542e-07,0.000422139449677783,-7.66605677914426e-09,-4.94101133158022e-05,-1.1628734384023e-07,0.845202407597895,1.75776666305689e-13,1.08569837765977e-06,-6.11360255916586e-16,5.77811772816578e-06,1.27889485268895e-05,1.75763062864059e-06,-0.00647160745572677,-2.20788488666343e-07,-5.84696760712179e-07,-2.45110088417416e-15,-1.12754184818768e-15,2.04090339299914e-16,0.000120899114785875,-1.90587751414663e-05,-5.32273773556081e-17,1.11145350223989e-15,6.75453290472475e-07,1.61679821001966e-07,-9.27104102041903e-18,-1.2648256570885e-17,-4.87266466669561e-08,-1.60370211344359e-16,-1.03027847331457e-16,2.67180217327638e-16,9.79476578320397e-18,3.13555800743943e-06,5.73903470035181e-17,4.94200117975814e-17,5.86258109525763e-17,-1.1457062216503e-16,4.55274204555995e-16,-5.10452615670545e-05,-1.40065762326846e-16,3.18435998523e-17,2.22967887298157e-17,-3.12729012759451e-16,-1.01083673320817e-16,-7.26846707404135e-17,-5.18279825299843e-17,-9.65208807401761e-17
"t52",-0.100286938238226,-0.00455263348562257,0.0408877260647093,-0.000872096455658003,0.236637171870571,-0.00775586951662792,0.000339880045595542,-0.40176632453168,-0.00915612087765023,0.0025665532593363,-0.00142375490021066,0.0550159921142928,-0.017620219825244,0.00205665813966878,-0.0662490208281359,0.000718647838810318,-0.000409866481104873,0.0081853228258793,0.000270900947821769,-9.01977343557125e-05,0.00741861213505599,-0.000141058455866266,0.00314654918000865,-0.00337551520735498,0.00398006044941417,-0.002109503308526,0.0025236014847523,-1.09523572968119e-11,-0.00130766488838819,2.09041825696324e-05,-0.000794318806734039,0.000200008834459351,-0.000525212786103692,0.000517991770234167,-0.0100810006736452,0.0177521625569881,0.024400221899433,-0.00427103051527033,0.00507410320532088,-5.20039276801643e-06,-0.00210155228190725,0.00015830615763605,6.51269994324153e-05,-0.000196240557903416,-9.26341348940337e-05,1.90600839899342e-16,2.27667912375551e-05,-1.25428621875985e-16,8.81874759994516e-05,-4.74083108132337e-07,-1.45250036730719e-05,7.20600897568483e-06,8.34857259592904e-06,3.41630759018125e-07,6.78380694904795e-07,0.0002381110860665,-1.04654685651693e-07,9.97371097844488e-07,-0.00111248636322608,5.57308180747192e-16,-2.76829544181875e-06,-0.00111282834380613,0.00351850632370976,-5.3519777299608e-05,-0.000350079178949758,-3.91315494391957e-06,-8.11394193279645e-06,-0.199834413615061,7.03692185700059e-15,-3.42792524394506e-06,-0.00125064731260883,-0.359506719504435,1.80002501235751e-06,0.00012319863884822,2.2723848243741e-07,-0.00740218025500404,-2.50109808213061e-15,1.18052649543088e-06,-5.88409812945868e-17,2.14860547420688e-05,6.17884553378755e-05,2.15911116105755e-05,-0.764147285838478,8.95552503031919e-06,3.73996456198055e-06,6.26812417411381e-16,-5.51849133878098e-15,-6.71756457465706e-16,-0.000304018508734347,4.14879565113126e-05,1.39711494872487e-16,-2.74697357107833e-15,-7.62447871941599e-07,-1.71872972633204e-07,2.21299551977123e-16,9.40294099143401e-17,3.9056125852103e-09,1.10199063328672e-16,-4.28533485704081e-18,-5.28816710511061e-17,2.52657913029008e-17,1.05192863352304e-06,-1.40064079836727e-17,3.5957427041149e-17,-2.98510106207273e-16,2.4588444293835e-16,1.73655092815205e-16,-2.80931334748082e-05,2.97158423461958e-17,-7.54143529834799e-17,-5.88513519626489e-17,-1.36850790605766e-16,-8.3223259912665e-16,1.14070874432501e-17,7.87153578286114e-17,-8.86521737519155e-17
"t75",-0.100823590870711,-0.00462754503170548,0.0418203576638105,-0.000892070724633195,0.244553831858968,-0.00805170672582562,0.000358408124221166,-0.427307256224488,-0.00986124305831106,0.00277310277626154,-0.00155650966719049,0.0604145231940116,-0.0196112823065868,0.00231221146134471,-0.0749771158265514,0.000822430623430133,-0.00047929352490178,0.0098037857739005,0.000327124276001012,-0.000111236562688792,0.00932563309564201,-0.000178083794096384,0.0040452446121326,-0.00442348059608001,0.00526200395249476,-0.0027947001155979,0.00356851974666815,-1.59464052553668e-11,-0.00194593638513512,3.19996933179602e-05,-0.00122807270004385,0.00031020663112523,-0.000832958584050615,0.000834264400939717,-0.0168088267199129,0.0314037978131254,0.044474018529772,-0.00793936942016178,0.010262251809289,-1.13230499502704e-05,-0.00457943471365597,0.000347053452700294,0.00014755545334062,-0.000472888630034016,-0.000255832180059711,-1.07447619382577e-16,7.33575189228453e-05,3.62224131704529e-16,0.000404628482194545,-2.31508659409628e-06,-9.27746344362114e-05,8.03160151888757e-05,0.000132605228539564,5.94206927398053e-06,2.39993860771406e-05,-0.00871450234907911,3.14314664069451e-06,-1.20345599264557e-05,0.00910030611455245,-5.1337573715206e-16,8.28650301790623e-06,0.00267118446372481,-0.00684821365286847,0.000101831556056555,0.000613156614604848,5.73508541354284e-06,1.16057288733992e-05,0.26533596755635,-8.2548140327509e-15,3.79609027026034e-06,0.00133773325176926,0.379810897273096,-1.849613067843e-06,-5.883953218826e-05,-1.03320663092287e-07,0.00268241864446412,8.66159190482717e-16,-3.66419372302973e-07,1.33494128590533e-15,-4.8138560115943e-06,-1.25998063332553e-05,-3.32136746048384e-06,0.0932269106030243,-9.65385425739588e-07,-2.12985574047447e-07,2.30779206712335e-15,2.74266600382451e-15,1.10118769456491e-15,-2.52018613993484e-06,8.43151407541173e-07,-3.03469489990297e-12,-0.707106781186547,-5.70175161820232e-08,-1.36529854091114e-08,2.12991992622416e-15,1.08293700851464e-15,7.08095558577872e-10,2.10651055539274e-16,-1.78873352152947e-16,3.69607982558178e-17,-2.09852408656257e-16,2.69160585149901e-07,-3.83478331139727e-16,-1.97876500906646e-16,5.62454770666173e-16,3.08534568393638e-16,-5.64447632876796e-16,-8.67904777263908e-06,3.78627839975967e-16,-1.07827254428883e-16,-7.36418577235491e-17,2.6278731657288e-16,2.77932781594882e-16,1.57599540011672e-17,-3.26543351796822e-18,1.63653950251023e-16
"t76",-0.100823590870711,-0.00462754503170545,0.0418203576638105,-0.000892070724633362,0.244553831858968,-0.00805170672582591,0.000358408124221499,-0.427307256224488,-0.00986124305831115,0.00277310277626135,-0.00155650966719053,0.0604145231940111,-0.0196112823065871,0.00231221146134475,-0.074977115826552,0.000822430623430187,-0.000479293524901635,0.00980378577390051,0.00032712427600065,-0.000111236562688808,0.00932563309564222,-0.000178083794096594,0.00404524461213239,-0.00442348059607958,0.00526200395249476,-0.00279470011559799,0.00356851974666793,-1.5946459204293e-11,-0.00194593638513486,3.19996933182352e-05,-0.00122807270004383,0.000310206631124944,-0.00083295858405051,0.000834264400939593,-0.0168088267199131,0.0314037978131248,0.0444740185297717,-0.00793936942016147,0.0102622518092888,-1.13230499503308e-05,-0.00457943471365612,0.000347053452700457,0.000147555453341031,-0.000472888630034034,-0.000255832180059817,-3.80776159767821e-16,7.33575189236363e-05,-1.72610954641569e-16,0.000404628482193968,-2.3150865938982e-06,-9.27746344366433e-05,8.03160151889863e-05,0.000132605228539476,5.94206927372555e-06,2.39993860771388e-05,-0.00871450234907833,3.14314664102104e-06,-1.20345599268805e-05,0.0091003061145519,-6.29324861444987e-16,8.28650301744215e-06,0.00267118446372466,-0.00684821365286782,0.000101831556056374,0.000613156614604606,5.73508541339274e-06,1.16057288742096e-05,0.265335967556348,-8.30784520283389e-15,3.79609027037992e-06,0.0013377332517691,0.379810897273094,-1.84961306827683e-06,-5.88395321861378e-05,-1.0332066224388e-07,0.00268241864446217,-4.54989792067495e-16,-3.66419371520412e-07,-1.06130770197959e-15,-4.81385601101277e-06,-1.2599806334076e-05,-3.32136745905012e-06,0.0932269106030204,-9.65385424739232e-07,-2.12985575313111e-07,-2.56539113428483e-15,1.17541973107422e-16,-1.06319726204487e-15,-2.52018614190245e-06,8.43151406188956e-07,3.03448871745261e-12,0.707106781186549,-5.70175196145582e-08,-1.36529876514389e-08,-2.41139482390259e-15,-1.27352346812121e-15,7.08094247688295e-10,-1.66163110558191e-16,2.77491931485454e-16,1.47919713324578e-16,2.37788706606351e-16,2.69160585091178e-07,3.54377467586205e-16,1.41441120663002e-16,-3.71727879313761e-16,-4.11360951089212e-16,6.19966228383066e-16,-8.67904777279325e-06,-2.75886008755885e-16,3.75725795362749e-18,-5.29701504040659e-17,-1.77209408652033e-16,9.949072063759e-18,2.0597877949637e-17,5.09535858089627e-17,-1.45768256832227e-16
"t38",-0.0993171753646849,-0.00441823539276288,0.0392212772259846,-0.000836408079552098,0.222585898533564,-0.00723231398275129,0.000307415567834313,-0.35725506658737,-0.00793689429679886,0.00221012148202443,-0.00119632391052096,0.0457926878748418,-0.0142463001635546,0.00162623794632709,-0.051606989003495,0.00054569425694041,-0.000295624652830492,0.00555866912858563,0.000180077200602605,-5.66117183385829e-05,0.00440631296942851,-8.27116507335808e-05,0.00174422384890588,-0.00175692591625948,0.00200931963768122,-0.00105728561185943,0.000971676986252487,-3.64178437556455e-12,-0.000383034157764958,5.04412926124694e-06,-0.000177167133016437,4.34469382396179e-05,-9.24314357509479e-05,7.62995895089071e-05,-0.000827992946684758,-0.000557159570271592,-0.00219483527374857,0.000550831800703623,-0.00152806211835009,2.38706780621235e-06,0.0009682985520751,-7.50424475665099e-05,-3.56401808832819e-05,0.000135183829618073,9.50019028690442e-05,3.73668199858096e-17,-3.30632031057682e-05,2.92073796825279e-17,-0.000235682219196626,1.38957802390177e-06,6.15265093440561e-05,-5.98487368918945e-05,-0.000102943582169537,-4.65003279408577e-06,-1.95668418601088e-05,0.00762158229983159,-2.76824844003771e-06,1.11921542162361e-05,-0.00880023720554932,2.04848138019564e-16,-9.41341202441746e-06,-0.0031756294332353,0.00850817503788738,-0.000127113342302148,-0.000778513882224649,-7.53765686194997e-06,-1.53206372671376e-05,-0.354766058489937,1.15270380546441e-14,-5.20637200225485e-06,-0.00184145260546401,-0.523452331087143,2.55537209038931e-06,6.55619531415153e-05,1.08989788431309e-07,-0.00177942861088097,1.72230130085376e-15,9.39973708788067e-08,-1.15612918594568e-16,-5.4054787782768e-06,-2.13114163825827e-05,-1.3290341174697e-05,0.630561361206982,-8.33926238411005e-06,-5.22871841582025e-06,-4.54452888467765e-16,2.84647843609764e-15,6.3625192325286e-16,0.000710741703905102,-0.000107202563913308,1.3858287363291e-16,6.69062680929916e-16,3.2752126928478e-06,7.76124635576849e-07,1.0389702651058e-16,-7.25582428997131e-17,-1.97119223598336e-07,-1.90580449266429e-16,-2.73619052804117e-17,6.14670726987351e-17,2.54612138009889e-16,1.15134124806333e-05,1.65633769605318e-17,1.70575224422199e-17,3.19650910924909e-16,-8.76377226830947e-17,2.68960416353573e-15,-0.000175789430739498,-5.10027055496115e-17,-5.39226831205018e-17,4.92988612868675e-17,-3.31318240475365e-16,-3.83763497786714e-16,-1.47937908308969e-17,4.0457381455838e-17,-5.38224499482971e-17
