"accepted_species","trait_ARD"
"t15","0"
"t40","0"
"t41","0"
"t13","0"
"t14","0"
"t29","0"
"t3","0"
"t10","1"
"t99","0"
"t100","0"
"t80","0"
"t58","0"
"t45","0"
"t9","0"
"t27","0"
"t28","0"
"t39","0"
"t85","0"
"t86","0"
"t62","1"
"t63","1"
"t25","1"
"t60","1"
"t61","1"
"t81","0"
"t82","0"
"t42","0"
"t43","0"
"t64","0"
"t65","0"
"t34","0"
"t35","0"
"t17","0"
"t89","1"
"t90","1"
"t66","1"
"t67","1"
"t6","0"
"t16","1"
"t95","1"
"t96","1"
"t93","1"
"t94",NA
"t4","0"
"t48",NA
"t68","1"
"t7",NA
"t12","0"
"t18","1"
"t33",NA
"t56",NA
"t57",NA
"t72",NA
"t87",NA
"t88","1"
"t31",NA
"t26",NA
"t52","1"
"t53","0"
"t51","1"
"t97","0"
"t98","0"
"t69","0"
"t70","0"
"t59","0"
"t54","0"
"t11","1"
"t8","1"
"t71","1"
"t21","1"
"t2","1"
"t55","1"
"t5","1"
"t36","0"
"t77","0"
"t78","0"
"t49","0"
"t50","0"
"t46","0"
"t47","0"
"t44","0"
"t30","0"
"t38","0"
"t83","0"
"t84","0"
"t79","0"
"t32","0"
"t74","0"
"t75","0"
"t76","0"
"t73","1"
"t91","0"
"t92","0"
"t22","0"
"t37","0"
"t1","1"
"t23","1"
"t24","1"
"t19","1"
"t20","0"
