"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114"
"t13",0.00139490594936165,-0.0439940098377832,0.0169544972191199,-0.0166882977712324,-0.000392530386541083,-0.0254393051658156,0.0040031837461954,0.00574193548257973,-0.0484901641564058,-0.181250666128407,-0.0929163139292812,0.000435193684500382,0.076975161248928,-0.572708622641302,0.04544722080174,-0.0116871335814113,-0.0332231006188092,0.00239549786117261,0.00202914785288321,-0.00452760141461075,-0.0241548615634573,-0.00527300494131657,0.0204066363401287,0.00228942476405792,-0.00961364295899533,0.000211438242415506,-8.48582422928377e-05,0.000518784850439036,0.00172835699101943,-0.00145014019155356,-0.000147241277965836,0.00103420156457692,0.000622589613754286,-0.00234671904734949,0.000708844500884878,-0.0001053528461618,-6.90680826788411e-05,-5.46250094899843e-06,6.69502355254394e-06,-5.11485553174032e-06,-2.91161439213562e-06,6.44154988221182e-17,0.00112128841532996,-1.12910630360589e-16,0.00102422181730904,-0.00072917341049616,-0.0126995331001774,0.00122008594981547,-0.00044795000796119,0.00031877091178628,-9.40084964492186e-15,-0.000741254702383748,0.0349123713341061,0.0597770058630289,-0.269886213498905,0.723510139768308,-2.51339527321835e-15,1.42328354749022e-15,-0.000960513413727878,0.000771851063581007,-9.31989518231787e-05,-0.00600221673695134,-1.33229392480258e-15,0.00178864903202609,-3.12060897505184e-16,4.44540412016169e-16,-0.000761864374260947,0.00137337676014374,-0.00116665991513683,-0.000555433482148677,-0.000202403749522338,0.000673005952519431,1.69893873498885e-16,0.00110506726051751,-0.00146309737288104,-0.000460098968910904,-0.000172577849534776,2.56943722373018e-16,-0.0668121474205193,-9.73035900498622e-17,-0.00307429622004864,-4.99314312953046e-16,-0.000552773719773457,-2.51362510571646e-05,-0.000779933980302049,2.12341130455798e-08,0.00293691969058553,5.25651220280195e-06,-1.85456072919828e-16,0.000829252537567841,8.65819932723937e-05,-1.17812197662708e-16,0.000453672741517261,-0.000135278787541866,5.48211759478081e-05,-8.07592764890538e-17,6.39105728491062e-16,-4.502273618147e-06,3.38492969403973e-16,-1.10550335043559e-15,1.32223689018377e-17,-5.00230283304535e-05,-2.56346062229155e-16,-1.64734061213147e-16,3.33770745607349e-16,-4.28710891481467e-16,-3.1530323710106e-15,-9.80086606732061e-16,-1.78364783339352e-16,7.78000110404645e-16,-4.18919561164753e-15,7.08250595687014e-16,-2.00711118989702e-14,0.0936585811581677
"t14",0.00142018499755777,-0.0458914236744217,0.0178032470919644,-0.0175783069023415,-0.000416344234690383,-0.0271257141821552,0.00441371327225146,0.006373493809118,-0.0567118007648163,-0.213025734793556,-0.11084587597128,0.000522870886578312,0.095961672642127,-0.715967990095186,0.0586225148821862,-0.0154804120659376,-0.0476436549583508,0.00355053237826089,0.00318879809511205,-0.00722002858223679,-0.040268109123635,-0.00983695193511045,0.0384580352560947,0.0044255711740282,-0.0196389683233852,0.00046238255088049,-0.000185763183308642,0.00124304083410139,0.00422371614795867,-0.0037242741092701,-0.000455420673076909,0.00335464248952962,0.00215998926199352,-0.00831612589837383,0.00310221745502446,-0.000540680316329075,-0.000650445829812186,-5.63898132158474e-05,8.39791033738015e-05,-0.000176095702140631,0.000104697659215711,-1.54821686105979e-16,-0.00392219586349347,1.11562758117118e-16,-0.0027751988242814,0.00177131908958671,0.0191961269052022,-0.00182353522734418,0.000656151958428106,-0.000364277900823673,8.86622006632871e-15,0.000755954980594912,-0.0343562382617071,-0.0537986186348464,0.24013978997801,-0.577029954456974,2.01892348010487e-15,-1.35046228963006e-15,0.00063630429994732,-0.000508253836052592,5.13776072313672e-05,0.00318742087420921,1.10229584698963e-15,-0.000736804232251561,2.33460427365965e-16,-7.84783272986795e-17,0.000270238381938582,-0.000462649140993849,0.000373361208153721,0.000167946050230063,6.0875176052328e-05,-0.000199063034062175,-1.27847987695316e-16,-0.000307333523508545,0.000405820530654572,0.000114956767673162,3.7853266174014e-05,-5.2199518621214e-17,0.0112341751682738,4.18768434198572e-16,0.000406673514428489,4.14824013752407e-17,6.49187689928054e-05,2.89822248652087e-06,7.89085073001537e-05,-2.07220149819092e-09,-0.000257897408711381,-4.22325992101965e-07,-7.54905408699869e-17,-3.59493130989301e-05,-1.98094667150272e-06,2.00442177595574e-16,2.8941470117362e-06,-8.66221678178081e-07,1.01215971095232e-06,7.64341090297112e-18,1.88500780546024e-16,-1.11958850869041e-07,1.9314560806499e-16,-9.5685026215574e-17,-2.65570018662652e-16,-4.53418054099593e-06,1.1606394321801e-16,-2.57498682797663e-16,-2.0199673903023e-16,-1.45525866717716e-16,-1.29903367109353e-15,-4.68890044107787e-16,2.08471604024908e-16,2.55231377720328e-15,-3.85505766764562e-15,5.25572002840385e-16,-2.03451688642846e-14,0.0936585811581696
"t4",-0.0804677991086189,-0.0603542022825599,-0.0704201041786836,0.0817022671830552,-7.68284900918378e-05,0.000483726872890121,0.000280690398609142,0.00017747052502943,-0.0102825334270623,-0.00980425246241753,-0.0054232311059709,0.00210287476027738,0.00273183612317985,-0.0190399920360283,8.41257978191635e-05,0.000399212626948135,0.00698747703797456,-0.0007874865001655,-0.00135366236997985,0.0108938000437611,0.0321436023682506,0.0865072969902596,-0.825202643084704,0.0441035340196457,-0.194867921517597,0.00221676152679805,-0.000201646909107528,0.000781349000967959,0.00188008494268138,0.481722196813694,-0.000413940960787446,0.00306773981200514,0.00294007182025553,-0.0757549727102975,0.022727780512929,-0.000254985444910202,-0.00344412872730635,-2.37685737591821e-05,0.000420594502415042,-6.83398089293044e-05,0.00279288371312459,1.09394321346832e-16,-0.00104172380239949,-2.33431807474397e-16,-0.00188202228847942,0.000399256596722048,0.00307455693809832,-0.00106141475413286,0.00527259327660773,-9.10870635660699e-05,-5.55239679787752e-16,0.000124508434489833,-0.00229260925230757,-0.00548317111340957,0.00900432228600485,-0.00517605694969425,-4.96579915885075e-17,1.3031365312348e-16,-3.24949393618192e-05,0.000350398180665768,-6.81290995924869e-05,-0.000438439449595672,-4.2548618786393e-16,0.00846792815724945,-3.59583780790958e-16,1.87850518309299e-16,-0.000842887963278036,0.000175809788784422,-0.000155411150080478,-0.000640107881890085,-2.79826021247374e-05,0.000776332598834138,-3.72781795440046e-16,0.00016064691141984,-0.000213033254761338,-7.09145078186247e-05,-0.000727913110313018,-5.16054484562351e-16,-0.0123187749820755,3.44316740786694e-16,-0.000693923394561063,-5.44496119795699e-16,-0.0229270726836311,0.000174177209414803,-0.000121955781995115,3.90055295163965e-07,0.0024910370495668,1.85348275807958e-05,5.59600250881549e-17,0.000157586662318584,1.71325290599927e-05,-5.61456516063915e-17,0.00118147052292312,1.90976453679721e-05,1.14965959958679e-05,1.06251152393738e-17,2.10522892712369e-16,-9.53154903985007e-07,1.37089630687449e-16,5.92815656129058e-16,4.1068457547669e-17,-1.1454132220495e-05,-2.69746175394435e-16,-7.93322507467794e-17,8.0471380411935e-17,-3.33076335442755e-16,-2.14048956729281e-15,-4.24413239543194e-16,-6.54570226366824e-17,1.91596118765083e-15,-4.3745206277435e-15,5.13570076436722e-16,-1.91085439697508e-14,0.0936585811581697
"t28",-0.0954809622849316,-0.100770485214222,-0.134143402612973,0.16708375951885,-0.000189383099527809,0.00142602792660381,-0.00182958898575426,-0.00065527171409464,0.00678423744790608,0.00585136308018341,0.00243191143751366,-0.000828480603696878,-0.000558509056526713,0.00369905365423352,-8.68466896225735e-06,-1.94278894068627e-05,0.000377335279294921,-6.48832302725423e-05,-0.000165834813197744,0.00142914406506308,0.00499903138413314,0.0184658850045741,-0.180819095409941,0.0103265661561274,-0.0534217487763157,0.000790091339554326,-7.22349601089287e-05,0.000654230333601128,0.00272811224200378,-0.428225722638002,-1.33476847061257e-05,0.000180698367505301,0.000247197844176248,-0.00682825734903439,0.00288385200353039,-3.59993506088038e-05,-0.000568919723008447,-3.97059743445739e-06,7.16330782138464e-05,-1.22871453372151e-05,0.100587198614531,8.08543057611807e-17,-0.000180707078211532,3.47421960517224e-15,-0.000298940133003761,5.8272892516156e-05,-0.0037454310311059,0.0021562056149637,-0.82869519792694,-4.15132915891943e-05,2.59321674273566e-14,5.00215967022893e-05,-0.000898457491782472,-0.00205554011620719,0.00336122104777049,-0.00187652765800528,1.02237999869863e-15,1.4947955948737e-15,-1.15993251315789e-05,0.00012508488455871,-2.47728105839126e-05,-0.000160912131387954,-6.21071238932869e-16,0.0388308304695357,-1.57349093558447e-15,1.42972151150414e-16,-0.000270289208945988,5.88805095815623e-05,-5.36743746368997e-05,-0.000227405534887371,-9.9659927365248e-06,0.00027863318194403,1.93864071045875e-15,5.92894496428716e-05,-7.87187367851763e-05,-2.75316093148941e-05,-0.00292990961536483,-1.92212770504467e-15,-0.00654592682934702,9.71617152070698e-16,-0.000682471417125758,-2.23276406868714e-15,-0.0895427750221964,0.00170419114092114,8.10959758621048e-05,1.49378403093132e-06,-0.000421105121220698,-1.17195993234352e-06,-3.080086240141e-16,2.08251008110103e-05,2.95958057696397e-06,-1.92495152028155e-15,0.000245110460907721,3.96245490308989e-06,2.50102703586253e-06,-2.5034808542122e-17,8.95305764229866e-16,-2.11819363427347e-07,-4.48033081034673e-16,-1.89336734310817e-15,-1.7612134993149e-17,-2.92011167176153e-06,6.90686108620333e-16,5.90916034401944e-16,1.38984018526921e-16,-1.36027755510585e-16,-3.2051478360264e-15,-4.50010431878466e-16,1.78045926831158e-15,-1.4723334897709e-15,1.94330001943793e-16,5.19956174414925e-17,-2.03272536243997e-14,0.0936585811581582
"t30",-0.0955932385434466,-0.101049980323997,-0.13457419325626,0.167654731369797,-0.000190117388559577,0.00143205757632571,-0.00184140509977349,-0.000659798959423677,0.00685502573990101,0.0059143671842903,0.00246056189914891,-0.000838641840433152,-0.000566769846486537,0.00375447467817094,-8.83350693243134e-06,-1.97964775789796e-05,0.000386581426543111,-6.66232019120614e-05,-0.000170964823843315,0.00147482933439983,0.00517451284539939,0.0192609734109425,-0.188734516725931,0.0107971354222824,-0.056064107495555,0.000832947804906724,-7.6158366931697e-05,0.000693874858696356,0.00289714058511925,-0.456217180369644,-1.43863867227824e-05,0.000195319069691349,0.000268262014156221,-0.00741923329600135,0.00317024065001246,-3.98951989109514e-05,-0.000646281813382305,-4.5238138171993e-06,8.20730943141954e-05,-1.43373820426579e-05,0.120230344039511,-1.12127786539325e-15,-0.000265507832512568,-7.42349854126844e-17,-0.000511327561546914,0.000112729302912497,0.00292766489095953,-0.00142116603013279,0.395446951691946,-1.57373447100923e-05,-0.707106781186555,2.55661662278436e-05,-0.0004867080082008,-0.00124100010685358,0.00205186758608423,-0.00124741913971577,-2.88832691190679e-15,7.47710632275691e-16,-8.44298962929089e-06,9.12508397237933e-05,-1.90583392426182e-05,-0.000124877621243264,-3.03580646636047e-16,0.031516842937212,-5.87638331433858e-16,5.41063456801671e-16,-0.000223422631237004,4.89311217900254e-05,-4.48232758415072e-05,-0.000190853384540051,-8.36783738799343e-06,0.000234273073755484,-9.01828516516027e-16,5.00894646261167e-05,-6.65170732431168e-05,-2.34318297025265e-05,-0.00251265852622991,-4.66824442216221e-16,-0.00568146399933549,7.76006092960125e-16,-0.000597027989319557,-1.23186574546875e-15,-0.0785787858584369,0.00149619290377169,7.14064177690986e-05,1.31626607986782e-06,-0.000371796549927912,-1.03627729506528e-06,-2.44419431453177e-16,1.85466417877984e-05,2.64585634313065e-06,6.67599281640455e-16,0.000220287839231186,3.5611875249807e-06,2.25251933625882e-06,-2.73109739202019e-16,-4.24353707614653e-16,-1.90984602101814e-07,1.84842579794339e-15,2.92202002782613e-15,1.7640817691763e-16,-2.66174833069826e-06,-5.23454854620332e-16,-6.02123370151757e-16,7.85138768990192e-16,-7.15726582765795e-16,-1.64887718858804e-15,-7.46052385431884e-16,-1.81388376194391e-16,5.3847711543672e-16,-5.95721794608789e-15,6.18201629370244e-16,-2.22637737583391e-14,0.0936585811581812
"t31",-0.0955932385434466,-0.101049980323997,-0.13457419325626,0.167654731369797,-0.000190117388559621,0.00143205757632523,-0.00184140509977327,-0.000659798959423333,0.0068550257399013,0.00591436718428981,0.00246056189914889,-0.000838641840433355,-0.000566769846486938,0.00375447467817124,-8.83350693283271e-06,-1.97964775791271e-05,0.000386581426542325,-6.66232019121372e-05,-0.000170964823843559,0.00147482933439976,0.00517451284539801,0.0192609734109421,-0.18873451672593,0.0107971354222819,-0.0560641074955555,0.000832947804906924,-7.61583669310947e-05,0.000693874858697098,0.00289714058511949,-0.456217180369639,-1.43863867232706e-05,0.000195319069692095,0.00026826201415605,-0.00741923329600244,0.00317024065001273,-3.98951989108374e-05,-0.000646281813381746,-4.52381381650143e-06,8.20730943141063e-05,-1.43373820426921e-05,0.120230344039508,-1.27907200962401e-15,-0.000265507832515293,-2.39510768077431e-15,-0.00051132756154794,0.000112729302912468,0.00292766489096054,-0.00142116603013404,0.395446951691984,-1.57373447300358e-05,0.70710678118654,2.55661666138724e-05,-0.000486708008206144,-0.00124100010688259,0.0020518675860596,-0.00124741913970187,2.0951735467612e-15,-3.63861445581782e-15,-8.44298962650721e-06,9.12508397335325e-05,-1.90583392393169e-05,-0.000124877621243719,4.57736551539777e-16,0.0315168429372172,-2.03193617522294e-15,2.21056689590867e-15,-0.000223422631234582,4.89311217968444e-05,-4.48232758404132e-05,-0.000190853384543151,-8.36783739174911e-06,0.000234273073765791,-1.48102745729988e-15,5.00894646279101e-05,-6.65170732433028e-05,-2.34318297058445e-05,-0.00251265852624504,-1.57928251293992e-15,-0.00568146399932768,1.71783493002749e-16,-0.000597027989316074,-1.21644436906728e-15,-0.0785787858584169,0.00149619290376853,7.14064177698021e-05,1.31626607990172e-06,-0.000371796549928918,-1.03627729393354e-06,1.9101649985359e-16,1.85466417889448e-05,2.64585634074435e-06,-1.54654766419313e-16,0.000220287839226577,3.56118752531448e-06,2.25251933583442e-06,-3.49460350543474e-17,-2.02167307610985e-16,-1.90984601068586e-07,-3.7547805359331e-16,2.77335784387388e-15,5.46178333392959e-16,-2.66174833246589e-06,5.3735657903771e-16,-2.3638311988813e-16,-7.79808648305412e-16,4.40085378635781e-16,-1.34865640083777e-15,-4.20426826967406e-16,-3.53645272440793e-16,3.23459010286105e-15,-6.19767891844403e-15,5.51850987085539e-16,-2.02558236003173e-14,0.0936585811581728
"t34",-0.0971437615321314,-0.105453594643295,-0.141615992422454,0.177152012620239,-0.000202820005193001,0.00153956927146162,-0.00209871130398815,-0.000762650156994339,0.00917364015828497,0.00805956954266455,0.00356488768150029,-0.00125574553411456,-0.00106441408155758,0.00720917946553536,-2.36545594969912e-05,-8.94654005755562e-05,-0.000854416585007576,7.59767151397119e-05,8.55930115606585e-05,-0.000617592854058502,-0.00128397268290076,-0.000954875470984793,0.00744997569339291,-0.000188292133822202,-0.0010288998407762,3.92450799627591e-05,-3.61424668457052e-06,4.84050869686046e-05,0.000211641753009166,-0.036290075902485,-1.28284008378275e-06,1.74564478471823e-05,2.3807460734775e-05,-0.000655660245624901,0.00025939145928523,-2.99883795299436e-06,-3.20212401361289e-05,-2.08622685084968e-07,3.22562997464127e-06,-1.75392443120495e-07,-0.0850591787543548,5.61188387978384e-16,2.15335964315406e-05,-6.5884539110813e-16,5.90019493048093e-05,-1.48302655436876e-05,-0.000270748209617512,0.000103649159618978,-0.00896574666600743,9.74959163795415e-06,-1.21439656112912e-14,-1.58322179623361e-05,0.000307508378637592,0.000840531378961261,-0.00140410761745309,0.000952384134328452,-2.84635746216589e-16,4.33597921605301e-15,8.00857880316868e-06,-8.72169216202959e-05,2.32943746552683e-05,0.000162006150181573,1.7483236965689e-15,-0.154575964567847,7.08529207590167e-15,-5.17653132529791e-15,0.000291908767356691,-7.6720066045357e-05,7.97851757922817e-05,0.000381309039379135,1.68878789136145e-05,-0.000487700932330441,2.99921672596865e-15,-0.000116264340372085,0.00015510356696056,6.50586877995013e-05,0.0194249296106268,1.11006447059374e-14,0.0308879816881831,-4.59574643462073e-15,0.00531068363592001,2.07317509536465e-14,0.940483245820636,-0.0188397961745316,-0.0013647862005052,-1.77400577161912e-05,0.013784062685316,8.0231958815948e-05,-2.32238318840689e-15,0.000333618012460672,2.85259777022602e-05,1.36134254434919e-15,0.00151949128030432,2.45570514464721e-05,1.35495105125558e-05,-5.11904174952158e-16,5.26821360754188e-15,-1.07629691861526e-06,2.72803335784674e-15,-1.3823574762189e-14,-1.92164324435484e-15,-9.18782824702469e-06,-4.06961915721926e-15,4.17675333262717e-16,-6.90662763572331e-16,-2.14560742585638e-15,-5.08913946866748e-15,-6.09523412105414e-16,-7.38820894341494e-16,6.36378888754901e-15,-3.77809790089079e-15,5.10027092449833e-16,-1.70429499370913e-14,0.0936585811581512
"t56",-0.100385330429819,-0.114044678856828,-0.155104302450524,0.195189078425047,-0.000226493389715358,0.00173710357637533,-0.00253203816860656,-0.000932950313629644,0.0125583995090634,0.0111558316932241,0.00510552808856493,-0.00182843412752647,-0.00169475525907658,0.0115591346773426,-4.11359597983886e-05,-0.000167356620626974,-0.00204674290083143,0.000205058211990294,0.000295429503765131,-0.00228739558012354,-0.00607585165533429,-0.0135574958513458,0.127922619426001,-0.00668772238412874,0.0290606154212593,-0.000355824173632932,3.24446883262914e-05,-0.000236425363173058,-0.000943860769350001,0.133444301723335,2.96001248246775e-06,-3.71066118184543e-05,-4.57866467914739e-05,0.0012257671662037,-0.000389253302471071,4.01818063167564e-06,3.44491918737867e-05,2.20898559735471e-07,-3.33119462914644e-06,1.75463379647519e-07,0.0940948372051603,-1.25315603182367e-15,-4.83616856789378e-07,8.26523667556372e-16,-2.42136975905306e-06,5.31877270694801e-07,-1.18793854412126e-05,4.84340122939135e-06,-0.000465578695168136,1.25383487072665e-06,1.16317522788349e-15,-2.74469659726689e-06,5.81361688897123e-05,0.000195575365122684,-0.000335258661732682,0.000290346933374198,3.42764610734811e-15,3.14013266611967e-15,3.73928405408547e-06,-4.13256312763181e-05,1.80607797153505e-05,0.000142540870878,1.59336878765481e-15,-0.781989826853848,2.75788423446077e-14,-9.57660380363792e-15,-0.000950321495641006,0.000160910079442316,-0.0001240135641571,-0.000462320794121701,-2.00658817555382e-05,0.000545469142666629,-3.94896582359245e-16,0.000107371129145455,-0.000142195464164269,-4.76437543211872e-05,-0.458464208038094,9.38683193203956e-16,-0.00952356584898702,-1.16838095366327e-15,-0.00126425554115394,-3.01839586601822e-15,-0.198922543989634,0.00391532945067433,0.000251599376866441,-3.58927399736692e-06,-0.00225307935115293,-1.22180594308725e-05,8.13415111820865e-16,-3.38930859119284e-05,-2.17700863672601e-06,-5.94780979735642e-16,-6.51600758328878e-05,-1.05243363710768e-06,-4.04464169794803e-07,-6.28810986645771e-16,-1.96485427380375e-15,2.48672428809608e-08,-4.79524694101341e-15,2.38252283271327e-15,8.81552734622354e-16,-3.77232285746055e-07,2.47778407268922e-15,2.55430909324981e-16,7.05536147243521e-16,2.00207586289306e-15,1.02210783412469e-15,-1.07718629562899e-15,-4.42403513368404e-17,3.30731769020676e-15,-4.56314926406837e-15,-6.78800989539383e-16,-1.77599673157836e-14,0.0936585811581788
"t69",-0.100925179236338,-0.115491856757578,-0.157383461440176,0.198241273216861,-0.000230512294263651,0.00177072021134678,-0.00260692348681112,-0.000962470886835184,0.0131590522535344,0.0117064842835237,0.00538132865151844,-0.00193127480182902,-0.00180977784149823,0.0123538542041418,-4.43727108653045e-05,-0.000181940524946655,-0.00227740232219579,0.000230362386514268,0.000337522351654558,-0.0026242594833761,-0.00705911734852332,-0.0162534069720875,0.153788421113166,-0.00809592173025679,0.035708171602538,-0.00044517570609242,4.06028757892298e-05,-0.000302839005110829,-0.00121502963697063,0.173920180647182,4.03161784067041e-06,-5.10829861096216e-05,-6.39646002178512e-05,0.00172018166868397,-0.000569863802099692,6.05347017439577e-06,5.64924275625214e-05,3.65818612576902e-07,-5.62002465992917e-06,3.1404123445775e-07,0.181529990951905,-1.48302501187618e-15,-1.61867861544124e-06,6.50556534549389e-16,-1.14170713030714e-05,3.244636813049e-06,6.41017933333834e-05,-2.44618097572118e-05,0.00210308750783959,-2.03153596963501e-06,7.88199011238574e-15,3.03958302570729e-06,-5.73036655854597e-05,-0.000143889343222263,0.000237491964006015,-0.00014101176274846,1.32510470924896e-15,1.45855387590734e-16,-8.34845211100706e-07,8.9460876325625e-06,-9.10482939616248e-07,-3.20576500781886e-06,6.52511680237345e-16,-0.0945597403366267,8.6776991350083e-15,2.15943015478795e-15,-0.000165862288941736,3.02457735029285e-05,-2.46017425766926e-05,-9.513009297622e-05,-4.13744748720047e-06,0.000113011345358397,-4.90666074867441e-15,2.20287433750656e-05,-2.91248988310723e-05,-7.5544511841406e-06,0.546717362709668,-8.59900608624398e-15,-0.0048995331996005,-7.89277920538022e-15,-0.000625106127786964,1.01237839000146e-14,-0.0987850233607568,0.00194648649403344,0.000126306714866868,-0.70495869791949,-0.00114240954300798,-6.23821437172711e-06,-1.90546891799804e-15,-1.79692616190489e-05,-1.1798674700643e-06,-2.14781070172223e-15,-3.64463497237485e-05,-5.88678645299577e-07,-2.29166455305606e-07,2.01351967272257e-15,-1.65884419341192e-16,1.41854481963247e-08,3.09554047022609e-15,-1.47566531167279e-15,2.65721716512719e-16,-2.30056758425877e-07,-1.90026588763625e-15,-3.21827927438789e-17,-3.41342080184202e-17,-8.51640296342996e-16,-1.57723094088745e-15,-1.40344231829714e-15,-1.30910147981824e-15,2.32357390315143e-15,-1.22133971638789e-14,2.17051214132588e-15,-2.14595651362368e-14,0.0936585811581832
"t70",-0.100927899100918,-0.115499145108107,-0.157394938657407,0.198256642478286,-0.000230532529171009,0.00177088945482046,-0.00260730030391309,-0.000962619416875939,0.0131620720279828,0.0117092524839722,0.00538271483566464,-0.00193179163005191,-0.00181035558712343,0.0123578458356919,-4.43889610245824e-05,-0.000182013717328916,-0.00227855873443059,0.000230489196629902,0.000337733147406697,-0.00262594616462578,-0.00706403804855569,-0.0162668820321942,0.153917693381264,-0.00810295781274723,0.0357413680392383,-0.000445621621878074,4.0643589475376e-05,-0.000303170180423855,-0.00121638161089209,0.174121900268714,4.03695103681723e-06,-5.11525219526002e-05,-6.40550011427283e-05,0.00172264012549646,-0.000570760830813824,6.06357119410688e-06,5.66016059736813e-05,3.66536234078026e-07,-5.63135404636728e-06,3.14726349171052e-07,0.181961663641184,-6.35399482760352e-16,-1.62424474697724e-06,-3.67107308881493e-16,-1.14610806039733e-05,3.25789181756972e-06,6.44701407794573e-05,-2.46038419804564e-05,0.00211553121712685,-2.04734268693046e-06,8.07615000175788e-15,3.06729905400136e-06,-5.78560141658054e-05,-0.000145507143407522,0.000240220040295632,-0.000143054354484222,-1.54130283389836e-15,-3.7606321854332e-16,-8.56224491267979e-07,9.18093663827462e-06,-9.97506833530399e-07,-3.87108418337459e-06,-3.85133920050752e-15,-0.0915734514229323,4.39509193634317e-15,1.19122420082205e-14,-0.000162637921724124,2.97237702493095e-05,-2.42187607045635e-05,-9.37903162568667e-05,-4.07968573010377e-06,0.000111475325698795,-3.65251266399058e-15,2.17554006202357e-05,-2.87648380868914e-05,-7.47250983828839e-06,0.541523081036575,1.74172828697742e-15,-0.00486133319191117,1.03972576187423e-14,-0.000620769913549463,-2.3166403839972e-14,-0.0981217471345115,0.00193344417180888,0.000125346022157336,0.709241929336925,-0.00113637493543302,-6.2046381114021e-06,-1.70336673825137e-15,-1.78799610457639e-05,-1.17433305009233e-06,1.32794373118814e-15,-3.62890770928212e-05,-5.86138558460304e-07,-2.28210892937175e-07,-2.16393325606345e-15,2.25911683040995e-15,1.41273588070274e-08,4.13964295630023e-16,4.9748355758253e-16,-1.13248343316317e-15,-2.29271721827511e-07,1.91784276788082e-15,4.04650647107559e-16,1.07071445088619e-16,-1.05875024882098e-16,-1.33540686023982e-15,1.47235152400978e-15,1.03097679998175e-15,-2.21362992202138e-15,1.31438676907776e-16,-2.2426067875224e-16,-1.87203898444486e-14,0.093658581158153
