,0,1,2,3,4,5,6,7,8,9,10
t1,7.189747,8.2082405,6.8173633,5.0153036,4.772995,8.995457,4.457975,5.0265965,7.8398566,6.2390614,3.982169
t2,7.094537,3.0268576,-1.590445,2.6564183,5.1879215,1.9370266,5.86417,2.425838,4.7862782,2.1932173,5.007501
t3,7.881288,8.0635605,6.322668,4.4847684,4.3013544,7.819528,5.490534,4.0376463,5.438284,5.6277356,5.292916
t4,8.521811,7.18737,0.6025592,5.927768,7.4408402,6.2638087,0.8550216,-0.24945715,-3.7320616,10.1962,-1.8975943
t5,6.54064,8.454135,6.061827,8.082162,6.094059,0.77553236,4.4013395,2.6133206,3.1522975,3.416,0.13325211
t6,7.0685806,8.175676,6.6973777,5.0322676,4.58881,8.717817,4.5818205,5.0333567,7.531114,6.053148,3.8252156
t7,8.062884,8.096041,6.1955013,4.497503,4.2235775,7.550119,5.81797,3.9751282,5.1187353,5.6342144,5.5610547
t8,7.0180902,8.388127,6.70906,5.105518,4.6063766,8.996908,4.4051456,5.332686,7.7095647,6.195582,3.2948105
t9,7.1441455,8.264406,6.778266,5.072212,4.7486773,9.000095,4.4104495,5.08867,7.850889,6.2493086,3.8906271
t10,7.831223,7.9254436,6.4695415,4.44197,4.3682737,7.7489486,5.363915,3.9321654,5.5411615,5.5805106,5.1008344
t11,7.2392874,8.307695,6.8796487,4.98104,4.791245,9.156968,4.343657,5.144639,8.0219755,6.3886566,3.8862514
t12,-3.0694726,-0.7848326,5.3192954,7.488548,7.818038,6.0475273,1.4012421,-3.919554,10.113665,2.9770267,5.104386
t13,6.982902,8.111388,6.61471,5.106145,4.519259,8.452421,4.639726,4.9749217,7.3162127,5.9046955,3.6814315
t14,6.8323946,8.03681,6.523571,5.207989,4.402349,8.121927,4.705149,4.944539,7.2055492,5.7518835,3.5230563
t15,7.19582,8.274502,6.8255005,5.0271993,4.783694,9.088273,4.3907647,5.1099963,7.9281073,6.3085217,3.8729582
t16,-3.0236568,-0.8513977,5.3189163,7.5613465,7.811684,5.9997387,1.3321887,-3.5825374,9.8909645,2.9687438,5.238925
t17,7.1249156,8.557218,6.8364573,5.030309,4.7495146,9.535725,4.1200066,5.428006,8.011531,6.467623,3.157773
t18,7.008192,8.460632,6.8273497,5.095581,4.6692038,9.422986,4.172008,5.4110155,8.063296,6.422785,3.0906172
t19,7.7955413,7.9588714,6.4662247,4.5087314,4.400234,7.8766637,5.3003993,4.0195975,5.5494175,5.618724,5.19928
t20,7.1304016,8.162438,6.8212357,5.0479226,4.832816,9.016687,4.4453216,4.9932566,7.8561115,6.2229,3.9802952
t21,7.0498424,8.45203,6.6816087,5.0684752,4.6363397,9.208083,4.3190784,5.485682,7.896802,6.346016,3.1192336
t22,6.9374433,8.4883795,6.7356296,5.174043,4.5643225,9.082991,4.3390803,5.4840484,7.777674,6.2715855,3.0997028
t23,6.85753,8.062517,6.510689,4.9975195,4.2446923,8.3155,4.8204103,5.0171256,7.175906,5.783836,3.71998
t24,7.0190043,8.184777,6.6271815,4.941818,4.401591,8.6232,4.7045636,5.0755053,7.3378797,5.9667425,3.7891698
t25,7.0917807,7.9217696,5.667696,8.593721,5.6493773,1.1725501,4.721519,2.9002614,3.0124211,3.5679882,0.23293601
t26,7.1779723,7.8121705,5.6624956,8.613769,5.6658683,1.1766181,4.7079873,2.8547304,3.1199477,3.4802773,0.29883528
t27,7.129191,2.9863584,-1.7193568,2.56396,5.0508733,1.7873704,5.867812,2.2071571,4.7101984,2.16007,5.1831875
t28,8.408633,7.1374774,0.5949456,5.981898,7.4751267,6.236895,0.7762598,-0.19936465,-3.6248822,10.118259,-1.8562791
t29,6.4997396,8.462625,6.047964,8.138735,6.0523605,0.7838383,4.421502,2.6181707,3.099216,3.464171,0.16546798
