"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114"
"t1",0,5.01928557858202,5.48760444751662,7.22795277124257,7.22795277124257,3.65132379049882,5.48760444751662,5.48760444751662,3.9168632449529,5.48760444751662,3.58124021247585,7.22795277124257,5.31477350012025,7.22795277124257,3.52908814497988,7.22795277124257,5.48760444751662,5.48760444751662,5.48760444751662,3.48598486949039,5.48760444751662,5.48760444751662,6.27176189975814,4.61064810111368,5.66190819451639,7.22795277124257,5.01928557858202,7.22795277124257,7.22795277124257,7.22795277124257,7.22795277124257,7.22795277124257,5.48760444751662,6.23867633021652,7.22795277124257,7.22795277124257,7.22795277124257,7.22795277124257,5.48760444751662,4.51555491173409,5.11745717172353,5.48760444751662,7.22795277124257,7.22795277124257,7.22795277124257,5.01928557858202,5.01928557858202,5.48760444751662,7.22795277124257,7.22795277124257,5.01928557858202,6.27176189975814,5.48760444751662,5.48760444751662,7.22795277124257,7.22795277124257,5.01928557858202,7.22795277124257,5.48760444751662,6.27176189975814,6.27176189975814,7.22795277124257,5.48760444751662,5.48760444751662,7.22795277124257,7.22795277124257,5.01928557858202,5.01928557858202,7.22795277124257,7.22795277124257,7.22795277124257,6.85411326270514,5.01928557858202,7.22795277124257,7.22795277124257,7.22795277124257,5.01928557858202,4.91553956987359,5.48760444751662,5.48760444751662,5.48760444751662,5.48760444751662,7.22795277124257,7.22795277124257,7.22795277124257,7.22795277124257,7.22795277124257,7.22795277124257,5.48760444751662,5.01928557858202,5.01928557858202,7.22795277124257,7.22795277124257,6.27176189975814,5.48760444751662,5.48760444751662,6.27176189975814,6.27176189975814,5.48760444751662,5.48760444751662,5.48760444751662,5.48760444751662,7.22795277124257,7.22795277124257,5.48760444751662,5.48760444751662,7.22795277124257,7.22795277124257,7.22795277124257,7.22795277124257,5.48760444751662,5.48760444751662,7.22795277124257,7.22795277124257
"t2",5.01928557858202,0,10.4373642351235,12.1777125588495,12.1777125588495,8.60108357810572,10.4373642351235,10.4373642351235,8.86662303255979,10.4373642351235,8.53100000008275,12.1777125588495,10.2645332877271,12.1777125588495,8.47884793258677,12.1777125588495,10.4373642351235,10.4373642351235,10.4373642351235,8.43574465709728,10.4373642351235,10.4373642351235,11.221521687365,9.56040788872057,10.6116679821233,12.1777125588495,8.70256104070187,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,10.4373642351235,11.1884361178234,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,10.4373642351235,9.46531469934098,10.0672169593304,10.4373642351235,12.1777125588495,12.1777125588495,12.1777125588495,8.70256104070187,8.70256104070187,10.4373642351235,12.1777125588495,12.1777125588495,8.70256104070187,11.221521687365,10.4373642351235,10.4373642351235,12.1777125588495,12.1777125588495,8.70256104070187,12.1777125588495,10.4373642351235,11.221521687365,11.221521687365,12.1777125588495,10.4373642351235,10.4373642351235,12.1777125588495,12.1777125588495,8.70256104070187,8.70256104070187,12.1777125588495,12.1777125588495,12.1777125588495,11.803873050312,8.70256104070187,12.1777125588495,12.1777125588495,12.1777125588495,8.70256104070187,8.59881503199344,10.4373642351235,10.4373642351235,10.4373642351235,10.4373642351235,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,10.4373642351235,8.70256104070187,8.70256104070187,12.1777125588495,12.1777125588495,11.221521687365,10.4373642351235,10.4373642351235,11.221521687365,11.221521687365,10.4373642351235,10.4373642351235,10.4373642351235,10.4373642351235,12.1777125588495,12.1777125588495,10.4373642351235,10.4373642351235,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,10.4373642351235,10.4373642351235,12.1777125588495,12.1777125588495
"t3",5.48760444751662,10.4373642351235,0,12.1777125588495,12.1777125588495,8.60108357810572,7.88566952441175,9.24001236595224,7.66927116338851,8.13862588236325,7.33364813091147,12.1777125588495,10.2645332877271,12.1777125588495,7.28149606341549,12.1777125588495,9.24001236595224,9.24001236595224,8.13862588236325,7.23839278792601,9.24001236595224,9.24001236595224,11.221521687365,9.56040788872057,10.6116679821233,12.1777125588495,10.4373642351235,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,7.88566952441175,11.1884361178234,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,9.24001236595224,8.2679628301697,8.86986509015914,9.24001236595224,12.1777125588495,12.1777125588495,12.1777125588495,10.4373642351235,10.4373642351235,7.88566952441175,12.1777125588495,12.1777125588495,10.4373642351235,11.221521687365,7.88566952441175,7.88566952441175,12.1777125588495,12.1777125588495,10.4373642351235,12.1777125588495,7.88566952441175,11.221521687365,11.221521687365,12.1777125588495,7.88566952441175,9.24001236595224,12.1777125588495,12.1777125588495,10.4373642351235,10.4373642351235,12.1777125588495,12.1777125588495,12.1777125588495,11.803873050312,10.4373642351235,12.1777125588495,12.1777125588495,12.1777125588495,10.4373642351235,10.3336182264151,8.13862588236325,8.13862588236325,7.88566952441175,7.88566952441175,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,7.88566952441175,10.4373642351235,10.4373642351235,12.1777125588495,12.1777125588495,11.221521687365,7.88566952441175,7.88566952441175,11.221521687365,11.221521687365,9.24001236595224,9.24001236595224,9.24001236595224,9.24001236595224,12.1777125588495,12.1777125588495,7.88566952441175,7.88566952441175,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,7.88566952441175,7.88566952441175,12.1777125588495,12.1777125588495
"t4",7.22795277124257,12.1777125588495,12.1777125588495,0,10.4990195526907,9.55727444959015,12.1777125588495,12.1777125588495,10.6069713562857,12.1777125588495,10.2713483238087,8.7931784878119,10.0041536116139,11.9173328827362,10.2191962563127,8.7931784878119,12.1777125588495,12.1777125588495,12.1777125588495,10.1760929808232,12.1777125588495,12.1777125588495,12.1777125588495,10.516598760205,8.93297497596451,10.4990195526907,12.1777125588495,6.46657636671037,10.4990195526907,6.46657636671037,6.46657636671037,10.4990195526907,12.1777125588495,5.47729992568432,10.4990195526907,10.4990195526907,10.4990195526907,10.4990195526907,12.1777125588495,11.2056630230669,11.8075652830564,12.1777125588495,8.7931784878119,10.4990195526907,10.4990195526907,12.1777125588495,12.1777125588495,12.1777125588495,10.4990195526907,10.4990195526907,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,8.7931784878119,6.46657636671037,12.1777125588495,8.7931784878119,12.1777125588495,12.1777125588495,12.1777125588495,8.7931784878119,12.1777125588495,12.1777125588495,10.4990195526907,10.4990195526907,12.1777125588495,12.1777125588495,6.46657636671037,6.46657636671037,8.7931784878119,8.41933897927447,12.1777125588495,8.7931784878119,8.7931784878119,8.7931784878119,12.1777125588495,12.073966550141,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,8.7931784878119,8.7931784878119,8.7931784878119,8.7931784878119,6.46657636671037,6.46657636671037,12.1777125588495,12.1777125588495,12.1777125588495,8.7931784878119,8.7931784878119,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,8.7931784878119,8.7931784878119,12.1777125588495,12.1777125588495,8.7931784878119,8.7931784878119,6.46657636671037,6.46657636671037,12.1777125588495,12.1777125588495,8.7931784878119,8.7931784878119
"t5",7.22795277124257,12.1777125588495,12.1777125588495,10.4990195526907,0,9.55727444959015,12.1777125588495,12.1777125588495,10.6069713562857,12.1777125588495,10.2713483238087,10.4990195526907,10.0041536116139,11.9173328827362,10.2191962563127,10.4990195526907,12.1777125588495,12.1777125588495,12.1777125588495,10.1760929808232,12.1777125588495,12.1777125588495,12.1777125588495,10.516598760205,7.46859369799837,9.03463827472455,12.1777125588495,10.4990195526907,6.45396246858798,10.4990195526907,10.4990195526907,6.45396246858798,12.1777125588495,9.50974311166464,9.03463827472455,9.03463827472455,6.45396246858798,6.45396246858798,12.1777125588495,11.2056630230669,11.8075652830564,12.1777125588495,10.4990195526907,6.45396246858798,6.45396246858798,12.1777125588495,12.1777125588495,12.1777125588495,9.03463827472455,9.03463827472455,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,10.4990195526907,10.4990195526907,12.1777125588495,10.4990195526907,12.1777125588495,12.1777125588495,12.1777125588495,10.4990195526907,12.1777125588495,12.1777125588495,9.03463827472455,9.03463827472455,12.1777125588495,12.1777125588495,10.4990195526907,10.4990195526907,10.4990195526907,10.1251800441533,12.1777125588495,10.4990195526907,10.4990195526907,10.4990195526907,12.1777125588495,12.073966550141,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,10.4990195526907,10.4990195526907,10.4990195526907,10.4990195526907,10.4990195526907,10.4990195526907,12.1777125588495,12.1777125588495,12.1777125588495,10.4990195526907,10.4990195526907,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,10.4990195526907,10.4990195526907,12.1777125588495,12.1777125588495,10.4990195526907,10.4990195526907,10.4990195526907,10.4990195526907,12.1777125588495,12.1777125588495,10.4990195526907,10.4990195526907
"t6",3.65132379049882,8.60108357810572,8.60108357810572,9.55727444959015,9.55727444959015,0,8.60108357810572,8.60108357810572,7.03034237554199,8.60108357810572,6.69471934306494,9.55727444959015,7.64409517846783,9.55727444959015,6.64256727556897,9.55727444959015,8.60108357810572,8.60108357810572,8.60108357810572,6.59946400007948,8.60108357810572,8.60108357810572,2.71596590933112,1.05485211068666,7.99122987286397,9.55727444959015,8.60108357810571,9.55727444959015,9.55727444959015,9.55727444959015,9.55727444959015,9.55727444959015,8.60108357810572,8.5679980085641,9.55727444959015,9.55727444959015,9.55727444959015,9.55727444959015,8.60108357810572,7.62903404232318,8.23093630231262,8.60108357810572,9.55727444959015,9.55727444959015,9.55727444959015,8.60108357810572,8.60108357810572,8.60108357810572,9.55727444959015,9.55727444959015,8.60108357810571,8.51298069823255,8.60108357810572,8.60108357810572,9.55727444959015,9.55727444959015,8.60108357810571,9.55727444959015,8.60108357810572,8.51298069823255,8.51298069823255,9.55727444959015,8.60108357810572,8.60108357810572,9.55727444959015,9.55727444959015,8.60108357810571,8.60108357810571,9.55727444959015,9.55727444959015,9.55727444959015,9.18343494105272,8.60108357810571,9.55727444959015,9.55727444959015,9.55727444959015,8.60108357810571,8.49733756939728,8.60108357810572,8.60108357810572,8.60108357810572,8.60108357810572,9.55727444959015,9.55727444959015,9.55727444959015,9.55727444959015,9.55727444959015,9.55727444959015,8.60108357810572,8.60108357810571,8.60108357810571,9.55727444959015,9.55727444959015,8.51298069823255,8.60108357810572,8.60108357810572,8.51298069823255,8.51298069823255,8.60108357810572,8.60108357810572,8.60108357810572,8.60108357810572,9.55727444959015,9.55727444959015,8.60108357810572,8.60108357810572,9.55727444959015,9.55727444959015,9.55727444959015,9.55727444959015,8.60108357810572,8.60108357810572,9.55727444959015,9.55727444959015
"t7",5.48760444751662,10.4373642351235,7.88566952441175,12.1777125588495,12.1777125588495,8.60108357810572,0,9.24001236595224,7.66927116338851,8.13862588236325,7.33364813091147,12.1777125588495,10.2645332877271,12.1777125588495,7.28149606341549,12.1777125588495,9.24001236595224,9.24001236595224,8.13862588236325,7.238392787926,9.24001236595224,9.24001236595224,11.221521687365,9.56040788872057,10.6116679821233,12.1777125588495,10.4373642351235,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,5.24428833638006,11.1884361178234,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,9.24001236595224,8.2679628301697,8.86986509015914,9.24001236595224,12.1777125588495,12.1777125588495,12.1777125588495,10.4373642351235,10.4373642351235,5.24428833638006,12.1777125588495,12.1777125588495,10.4373642351235,11.221521687365,7.76605815138397,7.76605815138397,12.1777125588495,12.1777125588495,10.4373642351235,12.1777125588495,5.24428833638006,11.221521687365,11.221521687365,12.1777125588495,7.76605815138397,9.24001236595224,12.1777125588495,12.1777125588495,10.4373642351235,10.4373642351235,12.1777125588495,12.1777125588495,12.1777125588495,11.803873050312,10.4373642351235,12.1777125588495,12.1777125588495,12.1777125588495,10.4373642351235,10.3336182264151,8.13862588236325,8.13862588236325,7.76605815138397,7.76605815138397,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,5.24428833638006,10.4373642351235,10.4373642351235,12.1777125588495,12.1777125588495,11.221521687365,7.76605815138396,7.76605815138396,11.221521687365,11.221521687365,9.24001236595224,9.24001236595224,9.24001236595224,9.24001236595224,12.1777125588495,12.1777125588495,5.24428833638006,5.24428833638006,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,5.24428833638006,5.24428833638006,12.1777125588495,12.1777125588495
"t8",5.48760444751662,10.4373642351235,9.24001236595224,12.1777125588495,12.1777125588495,8.60108357810572,9.24001236595224,0,3.24336051830939,9.24001236595224,6.57569283355895,12.1777125588495,10.2645332877271,12.1777125588495,6.52354076606297,12.1777125588495,8.48205706859972,8.48205706859972,9.24001236595224,6.48043749057349,8.48205706859972,8.48205706859972,11.221521687365,9.56040788872057,10.6116679821233,12.1777125588495,10.4373642351235,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,9.24001236595224,11.1884361178234,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,8.48205706859972,7.51000753281719,8.11190979280662,8.48205706859972,12.1777125588495,12.1777125588495,12.1777125588495,10.4373642351235,10.4373642351235,9.24001236595224,12.1777125588495,12.1777125588495,10.4373642351235,11.221521687365,9.24001236595224,9.24001236595224,12.1777125588495,12.1777125588495,10.4373642351235,12.1777125588495,9.24001236595224,11.221521687365,11.221521687365,12.1777125588495,9.24001236595224,8.48205706859972,12.1777125588495,12.1777125588495,10.4373642351235,10.4373642351235,12.1777125588495,12.1777125588495,12.1777125588495,11.803873050312,10.4373642351235,12.1777125588495,12.1777125588495,12.1777125588495,10.4373642351235,10.3336182264151,9.24001236595224,9.24001236595224,9.24001236595224,9.24001236595224,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,9.24001236595224,10.4373642351235,10.4373642351235,12.1777125588495,12.1777125588495,11.221521687365,9.24001236595224,9.24001236595224,11.221521687365,11.221521687365,8.48205706859972,8.48205706859972,8.48205706859972,8.48205706859972,12.1777125588495,12.1777125588495,9.24001236595224,9.24001236595224,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,9.24001236595224,9.24001236595224,12.1777125588495,12.1777125588495
"t9",3.9168632449529,8.86662303255979,7.66927116338851,10.6069713562857,10.6069713562857,7.03034237554199,7.66927116338851,3.24336051830939,0,7.66927116338851,5.00495163099523,10.6069713562857,8.69379208516341,10.6069713562857,4.95279956349925,10.6069713562857,6.911315866036,6.911315866036,7.66927116338851,4.90969628800976,6.911315866036,6.911315866036,9.65078048480131,7.98966668615685,9.04092677955956,10.6069713562857,8.86662303255979,10.6069713562857,10.6069713562857,10.6069713562857,10.6069713562857,10.6069713562857,7.66927116338851,9.61769491525969,10.6069713562857,10.6069713562857,10.6069713562857,10.6069713562857,6.911315866036,5.93926633025346,6.5411685902429,6.911315866036,10.6069713562857,10.6069713562857,10.6069713562857,8.86662303255979,8.86662303255979,7.66927116338851,10.6069713562857,10.6069713562857,8.86662303255979,9.65078048480131,7.66927116338851,7.66927116338851,10.6069713562857,10.6069713562857,8.86662303255979,10.6069713562857,7.66927116338851,9.65078048480131,9.65078048480131,10.6069713562857,7.66927116338851,6.911315866036,10.6069713562857,10.6069713562857,8.86662303255979,8.86662303255979,10.6069713562857,10.6069713562857,10.6069713562857,10.2331318477483,8.86662303255979,10.6069713562857,10.6069713562857,10.6069713562857,8.86662303255979,8.76287702385136,7.66927116338851,7.66927116338851,7.66927116338851,7.66927116338851,10.6069713562857,10.6069713562857,10.6069713562857,10.6069713562857,10.6069713562857,10.6069713562857,7.66927116338851,8.86662303255979,8.86662303255979,10.6069713562857,10.6069713562857,9.65078048480131,7.66927116338851,7.66927116338851,9.65078048480131,9.65078048480131,6.911315866036,6.911315866036,6.911315866036,6.911315866036,10.6069713562857,10.6069713562857,7.66927116338851,7.66927116338851,10.6069713562857,10.6069713562857,10.6069713562857,10.6069713562857,7.66927116338851,7.66927116338851,10.6069713562857,10.6069713562857
"t10",5.48760444751662,10.4373642351235,8.13862588236325,12.1777125588495,12.1777125588495,8.60108357810572,8.13862588236325,9.24001236595224,7.66927116338851,0,7.33364813091147,12.1777125588495,10.2645332877271,12.1777125588495,7.28149606341549,12.1777125588495,9.24001236595224,9.24001236595224,4.70918787839945,7.23839278792601,9.24001236595224,9.24001236595224,11.221521687365,9.56040788872057,10.6116679821233,12.1777125588495,10.4373642351235,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,8.13862588236325,11.1884361178234,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,9.24001236595224,8.2679628301697,8.86986509015914,9.24001236595224,12.1777125588495,12.1777125588495,12.1777125588495,10.4373642351235,10.4373642351235,8.13862588236325,12.1777125588495,12.1777125588495,10.4373642351235,11.221521687365,8.13862588236325,8.13862588236325,12.1777125588495,12.1777125588495,10.4373642351235,12.1777125588495,8.13862588236325,11.221521687365,11.221521687365,12.1777125588495,8.13862588236325,9.24001236595224,12.1777125588495,12.1777125588495,10.4373642351235,10.4373642351235,12.1777125588495,12.1777125588495,12.1777125588495,11.803873050312,10.4373642351235,12.1777125588495,12.1777125588495,12.1777125588495,10.4373642351235,10.3336182264151,4.70918787839945,4.70918787839945,8.13862588236325,8.13862588236325,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,8.13862588236325,10.4373642351235,10.4373642351235,12.1777125588495,12.1777125588495,11.221521687365,8.13862588236325,8.13862588236325,11.221521687365,11.221521687365,9.24001236595224,9.24001236595224,9.24001236595224,9.24001236595224,12.1777125588495,12.1777125588495,8.13862588236325,8.13862588236325,12.1777125588495,12.1777125588495,12.1777125588495,12.1777125588495,8.13862588236325,8.13862588236325,12.1777125588495,12.1777125588495
