,0,1,2,3,4,5,6,7,8,9,10
t1,10.275847,5.9286695,0.018927505,7.981902,0.29137293,5.720645,-3.774706,0.07336269,9.379925,12.970396,11.875826
t2,-0.12214819,0.28602698,0.56928504,-0.4197101,4.535258,-0.01440675,-0.60325366,3.6761239,-0.13341364,-0.37395558,0.20970124
t3,1.6189423,4.004782,1.5385531,-0.753474,0.023116522,1.4077344,-1.5163003,5.4228272,-0.027469533,-0.6176116,3.6913378
t4,7.1163735,7.680148,0.024359196,13.2999,6.758641,0.38128155,9.023623,2.2400732,5.014356,-0.4021805,-0.49520856
t5,7.5781507,11.529433,0.093645,6.4708686,1.6319313,8.009728,11.857339,6.6850805,13.051357,-0.5192559,-1.2312561
t6,3.4585068,2.1250193,0.014277044,1.969153,0.12661403,1.6338739,-1.3145711,0.023476603,4.140804,4.819143,4.3611217
t7,1.9184191,6.429099,1.5250314,-0.99221104,0.0114366785,1.1118673,-2.1037374,7.175658,0.093547836,-0.72832507,5.4482517
t8,1.904705,1.4460555,1.9012481,-0.5570544,0.089267455,1.485231,-0.85862005,3.4299645,-0.024546616,-0.5545243,2.1013591
t9,4.538577,2.2274175,0.467604,-0.26623973,0.1754579,3.5718236,-1.9751221,1.3298807,3.3293958,1.0015413,5.0176663
t10,1.5034753,3.7963867,1.6036785,-0.7163122,0.043454815,1.233131,-1.3874774,5.1661425,-0.002918132,-0.5304397,3.7162926
t11,8.179603,1.518825,1.1174301,-0.020432815,0.45186782,6.5044465,-2.7394288,0.021666514,5.5924916,2.7198186,6.5891027
t12,0.070994824,0.5998925,0.00021193187,20.35842,5.7375307,0.4506774,12.134561,0.046000093,2.267514,3.477182,-0.6009242
t13,0.20706342,1.5690098,0.013446688,0.45041338,1.634924,0.68963486,-0.21403202,0.00830777,1.8177055,1.0244498,1.0388744
t14,-0.16561037,3.4596522,0.0037608778,-0.18080673,2.297975,2.9645367,2.3650253,1.3138473,1.0754212,-0.65429777,-0.4362563
t15,8.2840395,1.5679749,1.1246184,0.025735281,0.45493105,6.543574,-2.7597733,0.023155564,5.6765423,2.9410625,6.7147913
t16,0.08256542,0.73891526,0.5372433,21.111895,5.7595096,0.36180055,12.464564,0.051213812,2.6766968,3.7148669,-0.52578187
t17,4.254804,-0.011426565,2.249011,-0.50534123,0.24668676,4.054742,-1.465468,0.9451698,1.4185112,-0.6070889,2.2540555
t18,4.2256517,-0.019121442,2.1534836,-0.50556594,0.22320658,4.0441337,-1.4684865,1.1314951,1.3489488,-0.5856353,2.2557704
t19,1.5296221,3.665713,1.7058083,-0.7097003,0.067062154,1.2630144,-1.3356646,5.120681,-0.0123422025,-0.55543315,3.5749633
t20,8.436707,1.6147646,1.1462494,0.064832136,0.4690241,6.693055,-2.8104622,0.024331681,5.7558546,2.953885,6.7767515
t21,2.9639506,-0.0032956367,2.0986924,-0.48921657,0.2147415,2.9463449,-1.0699625,1.099784,0.8976809,-0.598332,1.6214224
t22,2.9967065,-0.007832092,2.0172274,-0.49344435,0.19179088,2.9759126,-1.124024,1.2974799,0.8558493,-0.5851881,1.7245526
t23,-0.14072108,1.8106722,2.7964902,-0.30691454,1.0031971,1.4732373,1.3664837,1.83095,-0.28000596,-0.46873236,-0.22910294
t24,0.92344624,1.2542952,0.0064687105,-0.10332038,1.0328957,0.99805534,-0.5747777,0.61705023,1.4970614,1.1871107,1.575055
t25,0.5288229,10.815411,0.118035406,9.917235,6.2491846,6.746295,0.9836693,1.396082,17.26896,2.6318998,-0.028368907
t26,-0.08685638,12.0154915,0.12882946,7.1847076,10.024813,6.5358825,4.8773866,6.2503624,17.896393,-0.5855148,-0.54205287
t27,-0.39195627,-0.027904464,0.043394018,-0.37772998,8.43999,-0.0036889275,-1.1974881,5.056625,-0.2265412,-0.08919035,-0.11964326
t28,11.456798,10.1363945,0.01797596,15.660412,8.099978,0.44262773,10.54575,2.9570282,6.501617,-0.45142752,-0.2877979
t29,10.921801,14.393245,0.12255374,7.712557,0.05520458,9.290337,15.287538,8.275577,15.954478,-0.6338902,-1.4627378
t30,11.291312,10.099023,0.019219318,15.536128,7.8944306,0.56779516,10.255735,2.9922273,6.520838,-0.421172,-0.3553216
t31,11.416221,9.961822,0.016337767,15.547225,8.030743,0.47436178,10.458191,2.9075096,6.4878035,-0.43107083,-0.32342324
t32,10.961321,14.527463,0.12658818,7.6691556,0.19880484,9.473081,15.352709,8.236278,16.438923,-0.66403234,-1.4348568
t33,2.149691,7.7986794,1.4590489,-1.08936,0.01902768,1.1429663,-2.4310994,8.029797,-0.010370895,-0.76910454,6.3262095
t34,10.455476,9.793179,0.044303715,16.676044,5.7494793,0.21161139,7.7505283,1.1145718,7.4919105,0.97407484,-0.039704278
t35,-0.029203862,11.444388,0.116448365,6.8862667,9.83079,5.9859433,5.066552,6.126742,17.322231,-0.5417297,-0.5322112
t36,-0.02940183,11.480849,0.11458292,6.731165,9.68804,5.8431606,4.860802,6.119589,17.04875,-0.5062206,-0.52944297
t37,10.939693,14.571619,0.12248773,7.798025,0.09598646,9.481479,15.345315,8.2879095,16.438717,-0.628926,-1.4626383
t38,10.683264,14.638409,0.12743954,7.5662813,0.04644718,9.695218,15.246289,8.174734,16.451038,-0.6414843,-1.453875
t39,4.3431625,0.100347735,2.5347335,-0.51589465,0.30670714,4.127963,-1.4214491,1.1359439,1.1445352,-0.63648283,2.184104
t40,6.2641926,0.12425726,1.455379,-0.30852446,0.37798992,5.7052674,-2.1106231,0.10656869,3.5241265,-0.12206198,4.097415
t41,5.0784397,0.16171235,1.9852114,-0.41673857,0.32540685,4.6960516,-1.6900818,0.9286169,2.0844977,-0.3837239,3.0503519
t42,4.3949404,0.15091741,2.4558234,-0.48537695,0.3072503,4.1097946,-1.404514,1.2768283,1.0766621,-0.58696723,2.2502391
t43,-0.13162178,0.3487647,0.0048358077,22.27741,5.894676,0.1060268,12.74764,0.056513023,2.3635108,4.133474,-0.5358394
t44,11.105161,14.816149,0.12574609,7.739639,0.0021130294,9.647524,15.496836,8.27996,16.597195,-0.6377619,-1.4821658
t45,11.062526,14.670791,0.12564118,7.6970816,0.01027768,9.564131,15.330018,8.123033,16.620897,-0.62710834,-1.4460763
t46,-0.3953784,-0.018605147,0.037848722,-0.3570063,8.068749,-9.512883e-07,-1.1686904,4.854034,-0.22628789,-0.12287908,-0.10509647
t47,-0.37968227,-0.025695667,0.039723292,-0.34933925,8.188129,-0.0007571866,-1.1986144,4.8651257,-0.21594137,-0.09736852,-0.08893263
t48,2.3069794,8.1975765,1.493924,-1.1289263,0.02740655,1.2557892,-2.5431764,8.458525,-0.013464475,-0.78979975,6.591442
t49,-0.101314284,11.83761,0.12857422,7.3413925,10.203644,6.653824,4.8660636,6.2118807,18.139906,-0.57702196,-0.5329041
t50,-0.095800936,12.013349,0.12801719,7.316841,10.414785,6.4410634,4.8367453,6.3554873,18.082409,-0.6042669,-0.5354275
t51,-0.41953424,-0.03251272,0.032728225,-0.39257333,7.963686,-0.007703955,-1.1519887,4.755479,-0.22567995,-0.20022039,-0.095499836
