"accepted_species","traits"
"t1",0
"t2",0
"t3",0
"t4",1
"t5",1
"t6",1
"t7",0
"t8",0
"t9",1
"t10",1
"t11",0
"t12",1
"t13",1
"t14",0
"t15",1
"t16",0
"t17",0
"t18",1
"t19",0
"t20",0
"t21",1
"t22",0
"t23",1
"t24",0
"t25",1
"t26",1
"t27",0
"t28",NA
"t29",0
"t30",NA
"t31",1
"t32",NA
"t33",1
"t34",1
"t35",1
"t36",0
"t37",1
"t38",1
"t39",1
"t40",1
"t41",1
"t42",NA
"t43",0
"t44",1
"t45",NA
"t46",0
"t47",0
"t48",0
"t49",0
"t50",0
"t51",0
"t52",NA
"t53",1
"t54",0
"t55",0
"t56",0
"t57",NA
"t58",1
"t59",NA
"t60",NA
"t61",1
"t62",NA
"t63",1
"t64",1
"t65",1
"t66",0
"t67",1
"t68",1
"t69",1
"t70",1
"t71",1
"t72",1
"t73",1
"t74",1
"t75",0
"t76",1
"t77",1
"t78",0
"t79",0
"t80",0
"t81",1
"t82",1
"t83",1
"t84",0
"t85",0
"t86",0
"t87",1
"t88",1
"t89",1
"t90",1
"t91",1
"t92",NA
"t93",0
"t94",0
"t95",0
"t96",1
"t97",1
"t98",1
"t99",1
"t100",1
"t101",1
"t102",1
"t103",1
"t104",0
"t105",0
"t106",0
"t107",1
"t108",1
"t109",1
"t110",1
"t111",1
"t112",1
"t113",1
"t114",1
"t115",1
"t116",1
"t117",0
"t118",0
"t119",NA
"t120",0
"t121",0
"t122",0
