"accepted_species","traits"
"t1",0
"t2",1
"t3",1
"t4",1
"t5",1
"t6",1
"t7",1
"t8",1
"t9",1
"t10",1
"t11",1
"t12",1
"t13",1
"t14",NA
"t15",1
"t16",1
"t17",1
"t18",1
"t19",1
"t20",1
"t21",0
"t22",1
"t23",0
"t24",1
"t25",1
"t26",1
"t27",1
"t28",1
"t29",1
"t30",1
"t31",1
"t32",1
"t33",1
"t34",1
"t35",1
"t36",1
"t37",0
"t38",0
"t39",0
"t40",1
"t41",1
"t42",1
"t43",NA
"t44",NA
"t45",1
"t46",1
"t47",1
"t48",0
"t49",1
"t50",NA
"t51",1
"t52",1
"t53",NA
"t54",1
"t55",1
"t56",1
"t57",0
"t58",1
"t59",1
"t60",NA
"t61",1
"t62",0
"t63",1
"t64",1
"t65",NA
"t66",0
"t67",0
"t68",0
"t69",0
"t70",1
"t71",1
"t72",1
"t73",1
"t74",0
"t75",1
"t76",1
"t77",0
"t78",0
"t79",NA
"t80",1
"t81",0
"t82",0
"t83",1
"t84",1
"t85",1
"t86",1
"t87",1
"t88",1
"t89",0
"t90",0
"t91",NA
"t92",1
"t93",0
"t94",0
"t95",1
"t96",1
"t97",1
"t98",1
"t99",1
"t100",1
"t101",1
"t102",1
"t103",1
"t104",0
"t105",1
"t106",1
"t107",0
"t108",1
"t109",0
"t110",1
"t111",1
"t112",NA
"t113",0
"t114",1
"t115",NA
"t116",1
"t117",0
"t118",NA
"t119",1
"t120",1
"t121",0
"t122",1
"t123",1
"t124",1
"t125",1
"t126",0
"t127",1
"t128",1
"t129",1
"t130",1
"t131",1
"t132",1
"t133",1
"t134",1
"t135",0
"t136",1
"t137",1
"t138",1
"t139",1
"t140",1
"t141",1
"t142",1
"t143",1
"t144",1
"t145",1
"t146",1
"t147",1
"t148",1
"t149",1
"t150",1
"t151",1
"t152",1
"t153",1
"t154",1
"t155",1
"t156",0
"t157",0
"t158",1
"t159",1
"t160",1
"t161",1
"t162",1
"t163",1
"t164",1
"t165",1
"t166",1
"t167",1
"t168",1
"t169",1
"t170",1
"t171",0
"t172",0
"t173",1
"t174",1
"t175",1
"t176",NA
"t177",1
"t178",NA
"t179",1
"t180",1
"t181",0
"t182",1
"t183",1
"t184",0
"t185",1
"t186",1
"t187",1
"t188",1
"t189",0
"t190",1
"t191",0
"t192",0
"t193",1
"t194",1
"t195",1
"t196",0
"t197",0
"t198",1
"t199",1
"t200",1
"t201",NA
"t202",0
"t203",1
"t204",1
"t205",1
"t206",1
"t207",NA
"t208",1
"t209",1
"t210",1
"t211",1
"t212",1
"t213",1
"t214",0
"t215",1
"t216",1
"t217",1
"t218",1
"t219",1
"t220",0
"t221",NA
"t222",1
"t223",1
"t224",NA
"t225",1
"t226",1
"t227",1
"t228",1
"t229",NA
"t230",1
"t231",NA
"t232",1
"t233",1
"t234",1
"t235",1
"t236",1
"t237",1
"t238",1
"t239",1
"t240",1
"t241",1
"t242",1
"t243",1
"t244",1
"t245",1
"t246",NA
"t247",1
"t248",1
"t249",1
"t250",0
"t251",NA
"t252",1
"t253",NA
"t254",1
"t255",1
"t256",1
"t257",NA
"t258",1
"t259",NA
"t260",1
"t261",NA
"t262",1
"t263",1
"t264",1
"t265",1
"t266",1
"t267",1
"t268",NA
"t269",1
"t270",1
"t271",1
"t272",1
"t273",1
"t274",1
"t275",1
"t276",1
"t277",1
"t278",1
"t279",1
"t280",NA
"t281",1
"t282",1
"t283",1
"t284",1
"t285",1
"t286",NA
