accepted_species,estimate
t83,-0.36587013571162647
t136,-0.5855086481909016
t4,3.0095262251928117
t176,-0.6001436443561945
t141,-0.47773659286099934
t142,-0.3078386193682806
t122,-0.5887191133651143
t45,-0.12890166113402096
t88,-0.27396956906651343
t56,-0.3324190698024774
t131,-0.017630048483508007
t30,0.7885390264203148
t37,0.5154320313766397
t196,-0.1249624989637862
t189,-0.42374566959281357
t146,-0.40640162945103236
t121,-1.0550390992943113
t198,1.5219872236257457
t199,1.5219872236257457
t15,1.8026584469175422
