"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105"
"t1",0,5.36467762619085,7.4797738662436,5.74363880886522,6.12438872819125,5.81112137121252,7.22012348710353,7.4797738662436,7.4797738662436,7.22012348710353,7.22012348710353,7.4797738662436,8.53951281050116,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.22012348710353,7.22012348710353,7.4797738662436,7.22012348710353,8.53951281050116,8.53951281050116,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,6.36825704026309,7.22012348710353,7.4797738662436,7.4797738662436,7.4797738662436,6.36825704026309,6.36825704026309,7.4797738662436,7.4797738662436,7.4797738662436,7.22012348710353,7.22012348710353,7.22012348710353,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.12953684455103,7.22012348710353,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.22012348710353,7.22012348710353,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,8.53951281050116,8.53951281050116,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,8.53951281050116,8.53951281050116,8.53951281050116,8.53951281050116,8.53951281050116,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436
"t2",5.36467762619085,0,3.81867158156571,1.34906508592379,1.72981500524982,3.95567551029984,5.36467762619085,3.08520014330218,3.81867158156571,5.36467762619085,5.36467762619085,3.81867158156571,6.4244165704484,3.81867158156571,4.1228976998482,3.08520014330218,3.81867158156571,3.81867158156571,3.81867158156571,3.81867158156571,4.1228976998482,4.1228976998482,4.1228976998482,4.1228976998482,5.36467762619085,5.36467762619085,4.1228976998482,5.36467762619085,6.42441657044841,6.42441657044841,4.1228976998482,3.81867158156571,3.81867158156571,4.1228976998482,3.08520014330218,3.81867158156571,4.1228976998482,4.1228976998482,4.1228976998482,4.1228976998482,3.08520014330218,3.08520014330218,3.81867158156571,4.1228976998482,4.1228976998482,3.81867158156571,3.81867158156571,4.1228976998482,4.1228976998482,4.1228976998482,4.1228976998482,5.36467762619085,5.36467762619085,4.1228976998482,3.81867158156571,3.08520014330218,5.36467762619085,5.36467762619085,4.1228976998482,3.81867158156571,3.81867158156571,5.36467762619085,5.36467762619085,5.36467762619085,3.08520014330218,3.08520014330218,4.1228976998482,4.1228976998482,5.27409098363835,5.36467762619085,3.08520014330218,3.08520014330218,4.1228976998482,4.1228976998482,5.36467762619085,5.36467762619085,3.81867158156571,3.81867158156571,3.81867158156571,3.81867158156571,4.1228976998482,4.1228976998482,4.1228976998482,4.1228976998482,4.1228976998482,4.1228976998482,4.1228976998482,6.42441657044841,6.42441657044841,3.81867158156571,3.81867158156571,4.1228976998482,4.1228976998482,4.1228976998482,6.4244165704484,6.42441657044841,6.42441657044841,6.42441657044841,6.42441657044841,3.81867158156571,3.81867158156571,4.1228976998482,4.1228976998482,4.1228976998482,4.1228976998482
"t3",7.4797738662436,3.81867158156571,0,4.19763276424007,4.5783826835661,6.0707717503526,7.4797738662436,5.93376782161846,4.92532538055474,7.4797738662436,7.4797738662436,4.92532538055474,8.53951281050116,4.92532538055474,6.23799393990095,5.93376782161846,4.92532538055474,4.92532538055474,5.26018839234039,5.26018839234039,6.23799393990095,6.23799393990095,6.23799393990095,6.23799393990095,7.4797738662436,7.4797738662436,6.23799393990095,7.4797738662436,8.53951281050116,8.53951281050116,6.23799393990095,4.92532538055474,4.92532538055474,6.23799393990095,5.93376782161846,4.92532538055474,6.23799393990095,6.23799393990095,6.23799393990095,6.23799393990095,5.93376782161846,5.93376782161846,4.92532538055474,6.23799393990095,6.23799393990095,4.92532538055474,4.92532538055474,6.23799393990095,6.23799393990095,6.23799393990095,6.23799393990095,7.4797738662436,7.4797738662436,6.23799393990095,4.92532538055474,5.93376782161846,7.4797738662436,7.4797738662436,6.23799393990095,4.92532538055474,4.92532538055474,7.4797738662436,7.4797738662436,7.4797738662436,5.93376782161846,5.93376782161846,6.23799393990095,6.23799393990095,7.38918722369111,7.4797738662436,5.93376782161846,5.93376782161846,6.23799393990095,6.23799393990095,7.4797738662436,7.4797738662436,4.92532538055474,4.92532538055474,4.92532538055474,4.92532538055474,6.23799393990095,6.23799393990095,6.23799393990095,6.23799393990095,6.23799393990095,6.23799393990095,6.23799393990095,8.53951281050116,8.53951281050116,4.92532538055474,4.92532538055474,6.23799393990095,6.23799393990095,6.23799393990095,8.53951281050116,8.53951281050116,8.53951281050116,8.53951281050116,8.53951281050116,4.92532538055474,4.92532538055474,6.23799393990095,6.23799393990095,6.23799393990095,6.23799393990095
"t4",5.74363880886522,1.34906508592379,4.19763276424007,0,1.44885867352244,4.33463669297421,5.74363880886521,2.85428403756827,4.19763276424007,5.74363880886521,5.74363880886521,4.19763276424007,6.80337775312277,4.19763276424007,4.50185888252256,2.85428403756827,4.19763276424007,4.19763276424007,4.19763276424007,4.19763276424007,4.50185888252256,4.50185888252256,4.50185888252257,4.50185888252257,5.74363880886521,5.74363880886521,4.50185888252256,5.74363880886521,6.80337775312277,6.80337775312277,4.50185888252256,4.19763276424007,4.19763276424007,4.50185888252256,2.85428403756827,4.19763276424007,4.50185888252256,4.50185888252256,4.50185888252256,4.50185888252256,2.85428403756827,2.85428403756827,4.19763276424007,4.50185888252256,4.50185888252256,4.19763276424007,4.19763276424007,4.50185888252256,4.50185888252256,4.50185888252256,4.50185888252256,5.74363880886521,5.74363880886521,4.50185888252256,4.19763276424007,2.85428403756827,5.74363880886521,5.74363880886521,4.50185888252256,4.19763276424007,4.19763276424007,5.74363880886521,5.74363880886521,5.74363880886521,2.85428403756827,2.85428403756827,4.50185888252256,4.50185888252256,5.65305216631272,5.74363880886521,2.85428403756827,2.85428403756827,4.50185888252256,4.50185888252256,5.74363880886521,5.74363880886521,4.19763276424007,4.19763276424007,4.19763276424007,4.19763276424007,4.50185888252256,4.50185888252256,4.50185888252256,4.50185888252256,4.50185888252256,4.50185888252256,4.50185888252256,6.80337775312277,6.80337775312277,4.19763276424007,4.19763276424007,4.50185888252256,4.50185888252256,4.50185888252256,6.80337775312277,6.80337775312277,6.80337775312277,6.80337775312277,6.80337775312277,4.19763276424007,4.19763276424007,4.50185888252256,4.50185888252256,4.50185888252256,4.50185888252256
"t5",6.12438872819125,1.72981500524982,4.5783826835661,1.44885867352244,0,4.71538661230024,6.12438872819124,3.2350339568943,4.5783826835661,6.12438872819124,6.12438872819124,4.5783826835661,7.1841276724488,4.5783826835661,4.88260880184859,3.2350339568943,4.5783826835661,4.5783826835661,4.5783826835661,4.5783826835661,4.88260880184859,4.88260880184859,4.88260880184859,4.88260880184859,6.12438872819124,6.12438872819124,4.88260880184859,6.12438872819124,7.1841276724488,7.1841276724488,4.88260880184859,4.5783826835661,4.5783826835661,4.88260880184859,3.2350339568943,4.5783826835661,4.88260880184859,4.88260880184859,4.88260880184859,4.88260880184859,3.2350339568943,3.2350339568943,4.5783826835661,4.88260880184859,4.88260880184859,4.5783826835661,4.5783826835661,4.88260880184859,4.88260880184859,4.88260880184859,4.88260880184859,6.12438872819124,6.12438872819124,4.88260880184859,4.5783826835661,3.2350339568943,6.12438872819124,6.12438872819124,4.88260880184859,4.5783826835661,4.5783826835661,6.12438872819124,6.12438872819124,6.12438872819124,3.2350339568943,3.2350339568943,4.88260880184859,4.88260880184859,6.03380208563875,6.12438872819124,3.2350339568943,3.2350339568943,4.88260880184859,4.88260880184859,6.12438872819124,6.12438872819124,4.5783826835661,4.5783826835661,4.5783826835661,4.5783826835661,4.88260880184859,4.88260880184859,4.88260880184859,4.88260880184859,4.88260880184859,4.88260880184859,4.88260880184859,7.1841276724488,7.1841276724488,4.5783826835661,4.5783826835661,4.88260880184859,4.88260880184859,4.88260880184859,7.1841276724488,7.1841276724488,7.1841276724488,7.1841276724488,7.1841276724488,4.5783826835661,4.5783826835661,4.88260880184859,4.88260880184859,4.88260880184859,4.88260880184859
"t6",5.81112137121252,3.95567551029984,6.0707717503526,4.33463669297421,4.71538661230024,0,2.56460295762908,6.07077175035259,6.07077175035259,3.33764329013304,3.33764329013304,6.07077175035259,7.13051069461015,6.07077175035259,6.07077175035259,6.07077175035259,6.07077175035259,6.07077175035259,6.07077175035259,6.07077175035259,6.07077175035259,6.07077175035259,6.07077175035259,6.07077175035259,3.33764329013304,3.33764329013304,6.07077175035259,2.25523650429497,7.13051069461015,7.13051069461015,6.07077175035259,6.0707717503526,6.0707717503526,6.07077175035259,6.07077175035259,6.0707717503526,6.07077175035259,6.07077175035259,6.07077175035259,6.07077175035259,6.07077175035259,6.07077175035259,6.0707717503526,6.07077175035259,6.07077175035259,6.07077175035259,6.07077175035259,6.0707717503526,6.0707717503526,6.07077175035259,6.07077175035259,5.81112137121252,2.56460295762908,6.07077175035259,6.0707717503526,6.07077175035259,5.81112137121252,5.81112137121252,6.0707717503526,6.07077175035259,6.07077175035259,2.25523650429497,2.25523650429497,2.25523650429497,6.0707717503526,6.0707717503526,6.07077175035259,6.07077175035259,2.47401631507659,2.56460295762908,6.07077175035259,6.07077175035259,6.07077175035259,6.07077175035259,2.25523650429497,2.25523650429497,6.0707717503526,6.0707717503526,6.0707717503526,6.0707717503526,6.07077175035259,6.07077175035259,6.07077175035259,6.07077175035259,6.0707717503526,6.0707717503526,6.0707717503526,7.13051069461015,7.13051069461015,6.0707717503526,6.0707717503526,6.07077175035259,6.07077175035259,6.07077175035259,7.13051069461015,7.13051069461015,7.13051069461015,7.13051069461015,7.13051069461015,6.0707717503526,6.0707717503526,6.07077175035259,6.07077175035259,6.07077175035259,6.07077175035259
"t7",7.22012348710353,5.36467762619085,7.4797738662436,5.74363880886521,6.12438872819124,2.56460295762908,0,7.4797738662436,7.4797738662436,4.74664540602404,4.74664540602404,7.4797738662436,8.53951281050115,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,4.74664540602404,4.74664540602404,7.4797738662436,3.97360507352009,8.53951281050116,8.53951281050116,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.22012348710353,3.5776017357436,7.4797738662436,7.4797738662436,7.4797738662436,7.22012348710353,7.22012348710353,7.4797738662436,7.4797738662436,7.4797738662436,3.97360507352009,3.97360507352009,3.97360507352009,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,3.4870150931911,3.5776017357436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,3.97360507352009,3.97360507352009,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,8.53951281050116,8.53951281050116,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,8.53951281050115,8.53951281050116,8.53951281050116,8.53951281050116,8.53951281050116,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436
"t8",7.4797738662436,3.08520014330218,5.93376782161846,2.85428403756827,3.2350339568943,6.07077175035259,7.4797738662436,0,5.93376782161846,7.4797738662436,7.4797738662436,5.93376782161846,8.53951281050116,5.93376782161846,6.23799393990095,3.40327212705461,5.93376782161846,5.93376782161846,5.93376782161846,5.93376782161846,6.23799393990095,6.23799393990095,6.23799393990095,6.23799393990095,7.4797738662436,7.4797738662436,6.23799393990095,7.4797738662436,8.53951281050116,8.53951281050116,6.23799393990095,5.93376782161846,5.93376782161846,6.23799393990095,3.40327212705461,5.93376782161846,6.23799393990095,6.23799393990095,6.23799393990095,6.23799393990095,3.40327212705461,3.40327212705461,5.93376782161846,6.23799393990095,6.23799393990095,5.93376782161846,5.93376782161846,6.23799393990095,6.23799393990095,6.23799393990095,6.23799393990095,7.4797738662436,7.4797738662436,6.23799393990095,5.93376782161846,3.40327212705461,7.4797738662436,7.4797738662436,6.23799393990095,5.93376782161846,5.93376782161846,7.4797738662436,7.4797738662436,7.4797738662436,3.40327212705461,3.40327212705461,6.23799393990095,6.23799393990095,7.3891872236911,7.4797738662436,3.40327212705461,3.40327212705461,6.23799393990095,6.23799393990095,7.4797738662436,7.4797738662436,5.93376782161846,5.93376782161846,5.93376782161846,5.93376782161846,6.23799393990095,6.23799393990095,6.23799393990095,6.23799393990095,6.23799393990095,6.23799393990095,6.23799393990095,8.53951281050116,8.53951281050116,5.93376782161846,5.93376782161846,6.23799393990095,6.23799393990095,6.23799393990095,8.53951281050116,8.53951281050116,8.53951281050116,8.53951281050116,8.53951281050116,5.93376782161846,5.93376782161846,6.23799393990095,6.23799393990095,6.23799393990095,6.23799393990095
"t9",7.4797738662436,3.81867158156571,4.92532538055474,4.19763276424007,4.5783826835661,6.07077175035259,7.4797738662436,5.93376782161846,0,7.4797738662436,7.4797738662436,4.87133582575652,8.53951281050115,3.32122721531781,6.23799393990095,5.93376782161846,4.69576426430417,4.69576426430417,5.26018839234039,5.26018839234039,6.23799393990095,6.23799393990095,6.23799393990095,6.23799393990095,7.4797738662436,7.4797738662436,6.23799393990095,7.4797738662436,8.53951281050116,8.53951281050116,6.23799393990095,3.32122721531781,4.87133582575652,6.23799393990095,5.93376782161846,4.87133582575652,6.23799393990095,6.23799393990095,6.23799393990095,6.23799393990095,5.93376782161846,5.93376782161846,4.87133582575652,6.23799393990095,6.23799393990095,4.69576426430418,4.69576426430418,6.23799393990095,6.23799393990095,6.23799393990095,6.23799393990095,7.4797738662436,7.4797738662436,6.23799393990095,4.69576426430418,5.93376782161846,7.4797738662436,7.4797738662436,6.23799393990095,4.69576426430418,4.69576426430418,7.4797738662436,7.4797738662436,7.4797738662436,5.93376782161846,5.93376782161846,6.23799393990095,6.23799393990095,7.3891872236911,7.4797738662436,5.93376782161846,5.93376782161846,6.23799393990095,6.23799393990095,7.4797738662436,7.4797738662436,4.87133582575652,4.87133582575652,4.69576426430417,4.69576426430417,6.23799393990095,6.23799393990095,6.23799393990095,6.23799393990095,6.23799393990095,6.23799393990095,6.23799393990095,8.53951281050116,8.53951281050116,3.32122721531781,3.32122721531781,6.23799393990095,6.23799393990095,6.23799393990095,8.53951281050115,8.53951281050116,8.53951281050116,8.53951281050116,8.53951281050116,4.69576426430418,4.69576426430418,6.23799393990095,6.23799393990095,6.23799393990095,6.23799393990095
"t10",7.22012348710353,5.36467762619085,7.4797738662436,5.74363880886521,6.12438872819124,3.33764329013304,4.74664540602404,7.4797738662436,7.4797738662436,0,3.32121670447092,7.4797738662436,8.53951281050116,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,4.66470798513523,4.66470798513523,7.4797738662436,4.74664540602404,8.53951281050116,8.53951281050116,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.22012348710353,4.74664540602404,7.4797738662436,7.4797738662436,7.4797738662436,7.22012348710353,7.22012348710353,7.4797738662436,7.4797738662436,7.4797738662436,4.74664540602404,4.74664540602404,4.74664540602404,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,4.65605876347155,4.74664540602404,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,4.74664540602404,4.74664540602404,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,8.53951281050116,8.53951281050116,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,8.53951281050116,8.53951281050116,8.53951281050116,8.53951281050116,8.53951281050116,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436,7.4797738662436
