"accepted_species","traits"
"t1",1
"t2",0
"t3",0
"t4",1
"t5",1
"t6",1
"t7",1
"t8",1
"t9",1
"t10",0
"t11",0
"t12",1
"t13",0
"t14",0
"t15",1
"t16",0
"t17",1
"t18",1
"t19",0
"t20",0
"t21",0
"t22",0
"t23",1
"t24",1
"t25",0
"t26",1
"t27",1
"t28",0
"t29",0
"t30",1
"t31",0
"t32",1
"t33",1
"t34",0
"t35",1
"t36",1
"t37",1
"t38",1
"t39",1
"t40",1
"t41",0
"t42",1
"t43",1
"t44",1
"t45",1
"t46",1
"t47",0
"t48",1
"t49",1
"t50",0
"t51",1
"t52",1
"t53",1
"t54",0
"t55",1
"t56",1
"t57",1
"t58",0
"t59",0
"t60",0
"t61",0
"t62",1
"t63",0
"t64",0
"t65",1
"t66",0
"t67",0
"t68",1
"t69",1
"t70",0
"t71",1
"t72",0
"t73",1
"t74",1
"t75",0
"t76",1
"t77",0
"t78",0
"t79",1
"t80",1
"t81",1
"t82",1
"t83",1
"t84",1
"t85",1
"t86",1
"t87",1
"t88",1
"t89",0
"t90",1
"t91",1
"t92",1
"t93",0
"t94",1
"t95",1
"t96",1
"t97",1
"t98",0
"t99",1
"t100",0
"t101",1
"t102",0
"t103",1
"t104",1
"t105",0
"t106",1
"t107",1
"t108",0
"t109",1
"t110",0
"t111",1
"t112",1
"t113",1
"t114",1
"t115",0
"t116",0
"t117",1
"t118",1
"t119",0
"t120",1
"t121",0
"t122",1
"t123",1
"t124",1
"t125",1
"t126",0
"t127",0
"t128",1
"t129",0
"t130",1
"t131",1
"t132",1
"t133",1
"t134",1
"t135",1
"t136",1
"t137",0
"t138",1
"t139",1
"t140",1
"t141",1
"t142",1
"t143",1
"t144",1
"t145",0
"t146",0
"t147",0
"t148",1
"t149",1
"t150",1
"t151",1
"t152",1
"t153",0
"t154",1
"t155",0
"t156",1
"t157",1
"t158",1
"t159",1
"t160",1
"t161",1
"t162",1
"t163",1
"t164",1
"t165",1
"t166",1
"t167",1
"t168",0
"t169",1
"t170",0
"t171",1
"t172",1
"t173",0
"t174",0
"t175",1
"t176",1
"t177",1
"t178",0
"t179",1
"t180",1
"t181",1
"t182",0
"t183",1
"t184",0
"t185",1
"t186",1
"t187",0
"t188",0
"t189",1
"t190",1
"t191",0
"t192",0
"t193",1
"t194",1
"t195",0
"t196",0
"t197",0
"t198",1
"t199",1
"t200",1
"t201",1
"t202",0
"t203",0
"t204",1
"t205",1
"t206",1
"t207",1
"t208",1
"t209",1
"t210",0
"t211",1
"t212",1
"t213",0
"t214",1
"t215",1
"t216",1
"t217",1
"t218",0
"t219",1
"t220",1
"t221",1
"t222",1
"t223",1
"t224",1
"t225",1
"t226",0
"t227",1
"t228",0
"t229",1
"t230",0
"t231",1
"t232",1
"t233",0
"t234",0
"t235",1
"t236",1
"t237",1
"t238",1
"t239",1
"t240",1
"t241",1
"t242",0
"t243",0
"t244",0
"t245",1
"t246",1
"t247",0
"t248",1
"t249",0
"t250",1
"t251",1
"t252",1
"t253",1
"t254",1
"t255",1
"t256",1
"t257",0
"t258",1
"t259",1
"t260",1
"t261",1
"t262",0
"t263",1
"t264",0
"t265",1
"t266",1
"t267",0
"t268",0
"t269",1
"t270",0
"t271",0
"t272",0
"t273",1
"t274",0
"t275",1
"t276",1
"t277",0
"t278",1
"t279",1
"t280",1
"t281",1
"t282",1
"t283",1
"t284",0
"t285",1
"t286",0
"t287",1
"t288",0
"t289",0
"t290",0
"t291",1
"t292",1
"t293",1
"t294",1
"t295",0
"t296",1
"t297",1
"t298",1
"t299",1
"t300",1
"t301",1
"t302",0
"t303",1
"t304",0
"t305",1
"t306",0
"t307",1
"t308",1
"t309",0
"t310",0
"t311",0
"t312",1
"t313",1
"t314",0
"t315",0
"t316",1
"t317",0
"t318",0
"t319",0
"t320",0
"t321",0
"t322",0
"t323",0
"t324",1
"t325",1
"t326",0
"t327",0
"t328",0
"t329",1
"t330",0
"t331",1
"t332",1
"t333",1
"t334",0
"t335",1
"t336",0
"t337",1
"t338",1
"t339",0
"t340",1
"t341",1
"t342",1
"t343",1
"t344",1
"t345",1
"t346",0
"t347",1
"t348",1
"t349",1
"t350",0
"t351",1
"t352",0
"t353",0
"t354",1
"t355",1
"t356",0
"t357",0
"t358",0
"t359",1
"t360",0
"t361",1
"t362",1
"t363",1
"t364",0
"t365",0
"t366",0
"t367",0
"t368",0
"t369",0
"t370",0
"t371",0
"t372",1
"t373",0
"t374",1
"t375",1
"t376",0
"t377",1
"t378",0
"t379",1
"t380",1
"t381",1
"t382",0
"t383",0
"t384",0
"t385",1
"t386",1
"t387",0
"t388",1
"t389",1
"t390",1
"t391",1
"t392",1
"t393",1
"t394",0
"t395",0
"t396",1
"t397",1
"t398",0
"t399",0
"t400",0
"t401",0
"t402",1
"t403",1
"t404",0
"t405",0
"t406",0
"t407",0
"t408",0
"t409",0
"t410",0
"t411",1
"t412",0
"t413",0
"t414",1
"t415",1
"t416",1
"t417",0
"t418",1
"t419",1
"t420",0
"t421",1
"t422",1
"t423",0
"t424",0
"t425",0
"t426",0
"t427",1
"t428",1
"t429",1
"t430",1
"t431",0
"t432",0
"t433",1
"t434",1
"t435",0
"t436",0
"t437",0
"t438",0
"t439",1
"t440",0
"t441",1
"t442",1
"t443",0
"t444",0
"t445",1
"t446",1
"t447",0
"t448",0
"t449",0
"t450",1
"t451",1
"t452",1
"t453",0
"t454",0
"t455",0
"t456",0
"t457",1
"t458",0
"t459",0
"t460",0
"t461",0
