accepted_species,estimate
t245,1.3609447
t178,0.6424956
t171,0.4289189
t225,1.0234699
t66,-0.36951187
t61,-1.0042658
t90,-0.5523581
t226,0.74914247
t269,0.7801673
t97,0.16443354
t49,-1.0232685
t181,0.3758901
t217,0.3758901
t126,0.16676874
t42,-0.8943873
t68,-0.57131827
t107,0.03697437
t307,0.8585519
t253,0.5522551
t44,-0.8256726
t256,0.47007862
t302,0.6544587
t277,0.4767379
t67,-0.46652302
t303,0.87230843
t157,1.007258
t175,0.6975888
t70,-0.95356286
t300,0.5364053
t311,0.6431443
t88,-0.80216575
t58,-1.12515
