accepted_species,estimate
t273,-1.8467064
t77,-1.1485168
t145,-0.72148365
t146,-1.4647477
t43,-0.5906667
t54,-0.5835062
t71,-0.6773502
t75,-0.9257988
t67,-0.52833086
t48,-0.6259697
t292,-0.039925743
t222,-0.60037786
t147,-0.26863053
t326,-0.920344
t313,0.32408288
t172,-0.80333364
t139,-0.34942633
t177,-0.68947756
t118,-0.3032483
t72,-0.22509807
t114,0.79075545
t202,0.7292752
t311,0.20824838
t218,1.686343
t97,1.621122
t249,1.4650433
t176,1.8106558
t233,2.3995595
t150,1.3087158
t151,1.3700436
t39,1.3121772
t26,0.52883816
t19,0.4938994
