,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
t32,5.328761,4.133672,3.2163014,5.2446413,4.6846585,6.475908,4.8179283,5.24169,7.359605,5.8596716,6.2457185,4.5753746,4.6275907,5.4673915,6.9710255,3.4502244,1.3612558,5.184542,5.7573967,4.0228357,6.026836,4.454378,6.689159,4.6942544,4.417005,3.9666257,5.976802
t37,5.322039,4.1193743,3.2169027,5.2323914,4.6975574,6.4921308,4.8130016,5.2641215,7.375476,5.8817434,6.233852,4.5975657,4.620423,5.4853773,6.9817705,3.4439352,1.3403822,5.180352,5.778669,4.0088773,6.013419,4.4600353,6.6914206,4.700653,4.4107304,3.9446507,5.982324
t40,5.263837,4.134273,3.1544204,5.2374134,4.6834083,6.444438,4.8647723,5.210315,7.3407836,5.8333173,6.243235,4.5605674,4.666673,5.4636564,6.929944,3.4680421,1.3822334,5.2423086,5.7541523,4.024482,6.052744,4.3975644,6.662708,4.7430787,4.4732103,3.9711905,5.923235
t41,5.2582426,4.1739016,3.155161,5.18159,4.7344666,6.43085,4.8714805,5.1940794,7.3114877,5.8104763,6.1885934,4.531277,4.66138,5.436589,6.915751,3.4767075,1.3998133,5.2322946,5.726278,3.9714942,6.0303645,4.389139,6.638359,4.7228527,4.4798627,3.9980779,5.9235506
t22,5.205169,4.0681424,3.149194,5.119929,4.8034234,6.5120463,4.843846,5.293968,7.376368,5.909845,6.1258597,4.641829,4.623723,5.5292344,6.980985,3.4508,1.2997196,5.2242923,5.8326,3.9022548,5.963924,4.4015527,6.658111,4.7830853,4.4632564,3.8915844,5.9504194
t17,5.227694,4.107417,3.1424463,5.1497216,4.7748747,6.4751306,4.871797,5.2612743,7.3578434,5.8848615,6.154798,4.608889,4.6535316,5.4901137,6.949675,3.4585006,1.3409827,5.24341,5.7902603,3.9341402,5.9581084,4.397613,6.633318,4.765144,4.471498,3.9342456,5.9214873
t25,5.2927227,4.0993295,3.1899965,5.228102,4.701546,6.4968486,4.824603,5.2691193,7.383856,5.8964167,6.2303085,4.6161656,4.630383,5.5027127,6.9825425,3.443515,1.3288225,5.2047863,5.797753,4.0049963,6.0028543,4.441069,6.689631,4.7282925,4.4298077,3.9260259,5.9666715
t26,5.2468615,4.109811,3.1742067,5.1290164,4.7983847,6.4989,4.844739,5.2887516,7.3702707,5.905105,6.1328664,4.622803,4.623602,5.49662,6.975278,3.4480858,1.32106,5.2046514,5.797858,3.9095354,5.929009,4.4323606,6.640989,4.7346997,4.43625,3.9251919,5.954666
t7,5.961491,5.1142554,2.8137975,5.013106,4.8934073,5.763982,5.8964267,4.7770753,6.954459,5.4874754,6.0100327,4.0648136,5.279163,4.79873,5.9595904,3.4909382,2.0884037,5.636759,5.090708,3.638104,5.6978946,4.1596584,5.566,4.6075945,4.7328305,4.636939,4.9579268
t8,6.0412464,5.154829,2.814904,5.033298,4.893253,5.7480183,5.928441,4.7721357,6.962036,5.486288,6.0250735,4.063153,5.29398,4.7838144,5.925295,3.485392,2.107666,5.6382923,5.0622797,3.6269257,5.6939316,4.1705046,5.5272803,4.593976,4.7225776,4.6558733,4.9224067
t6,6.092613,5.1716266,2.7971992,5.013158,4.888651,5.7311134,5.930508,4.7525268,6.938674,5.4653764,6.004145,4.037585,5.303115,4.7685533,5.925357,3.4966302,2.1223087,5.6484118,5.052444,3.6162388,5.68188,4.1481867,5.5197754,4.61531,4.7464023,4.6734447,4.913541
t4,6.17409,5.246395,2.8540134,5.0937514,4.9022703,5.7763257,5.975951,4.8000517,7.0147185,5.529115,6.0837455,4.106339,5.316293,4.782351,5.861662,3.4425917,2.0834827,5.6174607,5.058402,3.6179671,5.717315,4.2250195,5.499754,4.536637,4.668959,4.6337657,4.9268436
t5,6.195357,5.228089,2.820218,5.0610986,4.893442,5.7375703,5.965938,4.769628,6.9760733,5.49001,6.0471044,4.065822,5.3135495,4.7675066,5.880038,3.4738386,2.1220877,5.6365576,5.033679,3.611529,5.6933017,4.187156,5.4867454,4.5760283,4.7070484,4.6715555,4.891503
t10,6.457616,5.4135036,2.8568304,5.1486006,4.886174,5.753185,6.0643578,4.7778025,7.028485,5.5213575,6.1246552,4.0977206,5.3739815,4.7249675,5.7527,3.418334,2.118988,5.6159377,4.9933825,3.5702946,5.7025948,4.2584605,5.4004736,4.4982615,4.6351943,4.680426,4.860408
t79,6.980855,7.646204,3.4247694,5.3043795,5.023118,5.6534286,7.2231464,4.9815297,7.8848233,5.770632,6.9617386,3.9867654,5.9533415,4.6115665,4.443851,3.1807477,2.2899525,5.725675,4.496917,2.3144042,6.2661366,5.093267,4.8914995,3.8159986,4.502139,5.159957,4.872017
t112,7.033115,7.603621,3.3679774,5.310196,5.057551,5.6408,7.177111,4.9319286,7.829853,5.708038,6.9496665,4.030499,5.9550014,4.604605,4.497575,3.2347422,2.2827246,5.7325234,4.5005283,2.3476472,6.2408533,5.0527163,4.870293,3.8133686,4.4606385,5.150432,4.894347
t113,6.993475,7.6493325,3.4055793,5.2942343,5.071074,5.623388,7.1761703,4.94013,7.877608,5.7605524,6.978737,4.0009737,5.950864,4.6228704,4.4595585,3.2205307,2.269178,5.714518,4.509763,2.3545628,6.235491,5.063378,4.8929744,3.8013,4.4596515,5.156062,4.8976374
t36,7.012291,6.5609713,3.0166976,5.4141154,4.858709,5.7605534,6.456149,4.7598467,7.344203,5.6079946,6.5150733,4.1865726,5.656632,4.5612144,5.144794,3.2990584,2.09516,5.5373178,4.747445,3.2568474,5.7627473,4.5344887,5.07965,4.2554092,4.426184,4.737107,4.792941
t91,7.0778656,7.3433733,3.253876,5.3703966,4.937201,5.679088,7.0166245,4.9103246,7.6849685,5.7050776,6.8003287,4.1131954,5.8678646,4.5193887,4.689134,3.2222462,2.2196555,5.6599474,4.561407,2.5554488,6.1266613,4.9171853,4.913106,3.9610841,4.4855404,5.0084977,4.8516793
t92,7.1093297,7.325205,3.2290454,5.360612,4.903098,5.689308,7.063941,4.9373336,7.6614895,5.692902,6.7738714,4.1384034,5.8503933,4.4870987,4.7090898,3.2151604,2.2413352,5.6797814,4.56791,2.5258179,6.1766596,4.9075994,4.915208,3.9856184,4.5315623,5.0055213,4.8533807
t204,7.026777,7.5397077,3.3586838,5.3440137,4.9744,5.672938,7.1659265,4.97645,7.8148584,5.7449255,6.898514,4.0476317,5.925868,4.5761833,4.5359054,3.186853,2.254245,5.6968575,4.518996,2.3598814,6.2172318,5.0496387,4.8854513,3.8839717,4.5191774,5.0896235,4.8545055
t205,7.03967,7.543366,3.3454378,5.382946,4.9483647,5.712253,7.192933,5.0145736,7.7954645,5.7185955,6.901057,4.073013,5.939841,4.593624,4.548808,3.1603267,2.2391715,5.6812263,4.5033565,2.3109348,6.2090125,5.0859118,4.851362,3.9157233,4.5560074,5.055991,4.8168983
t185,7.02103,7.5993123,3.3802054,5.34084,5.025564,5.658349,7.178144,4.9581423,7.8495564,5.730079,6.9501457,4.0376244,5.957143,4.6191535,4.48929,3.2135012,2.2447746,5.697864,4.5039105,2.3216598,6.2145925,5.079135,4.8622932,3.840643,4.4848022,5.1164894,4.8711147
t186,7.022731,7.5453033,3.3624463,5.3551598,4.965326,5.683419,7.17391,4.992365,7.8201375,5.751999,6.900907,4.0505533,5.9276986,4.582067,4.533948,3.1746264,2.2440317,5.6863575,4.518232,2.3414216,6.212976,5.0633855,4.8807945,3.8950136,4.5342703,5.0769343,4.8436294
t100,7.074669,7.370502,3.2668417,5.3635297,4.9377475,5.6791058,7.0514975,4.927126,7.7022815,5.710633,6.812229,4.1063886,5.874744,4.523359,4.6671977,3.2150524,2.2283895,5.6691666,4.5557528,2.5177436,6.1516104,4.9391627,4.909105,3.9521074,4.5008874,5.0221677,4.853419
t101,7.077024,7.3952756,3.27573,5.3547225,4.9388814,5.6782055,7.089056,4.943895,7.7150607,5.714272,6.81925,4.1024914,5.880577,4.522311,4.65018,3.2101595,2.2401161,5.68172,4.550385,2.4764717,6.180879,4.9592524,4.904446,3.9426897,4.517456,5.0371313,4.857088
t54,7.072598,7.1962156,3.176628,5.4761863,4.881061,5.714955,6.7034845,4.796683,7.627175,5.7074337,6.7815523,4.165204,5.824603,4.5238686,4.775366,3.237548,2.0938923,5.509165,4.601455,3.0234888,5.8670855,4.7587824,4.936704,4.074677,4.3705544,4.8557186,4.793496
t55,7.0546703,7.15102,3.1719036,5.512477,4.8338213,5.7300553,6.6179376,4.7773266,7.60874,5.716229,6.7553196,4.1850324,5.7825327,4.522264,4.810611,3.2430644,2.0675607,5.4866157,4.637568,3.1168728,5.7976513,4.689481,4.9693108,4.1458063,4.339973,4.7907233,4.757374
t67,7.0594397,7.27918,3.1832714,5.520856,4.843162,5.7097073,6.6069813,4.765689,7.669893,5.758206,6.8215404,4.174246,5.825965,4.51426,4.728211,3.2250035,2.0318756,5.4286695,4.60534,3.1626291,5.7680907,4.730841,4.9362397,4.1019664,4.312784,4.8113523,4.772111
t117,7.0166907,7.4259343,3.2457755,5.510216,4.8485394,5.678933,6.6332474,4.7821136,7.7676487,5.819684,6.908355,4.135047,5.8406982,4.547639,4.619378,3.2087755,1.9938766,5.386302,4.613479,3.1341639,5.7558665,4.782621,4.9480586,4.071431,4.317202,4.8300214,4.773527
t118,6.641298,8.113758,3.6151924,5.425357,4.8623295,5.505026,6.6559453,4.869154,8.290863,6.177646,7.336891,3.886903,5.7983885,4.8423634,4.102644,3.1514907,1.7140336,5.103325,4.7849407,3.132434,5.5622954,4.980736,5.1558466,4.0132775,4.399375,4.8267035,4.739199
t121,6.4976616,8.26814,3.7715137,5.337797,4.920076,5.471639,6.642564,4.932957,8.457244,6.304205,7.417398,3.8105733,5.7960525,4.9272494,3.918923,3.0995364,1.6809036,4.9877734,4.837844,3.1156335,5.5033183,5.07399,5.266033,3.929813,4.4780483,4.9122925,4.8052177
t122,6.676189,8.21369,3.6499174,5.448535,4.88107,5.477525,6.7075796,4.8779397,8.299032,6.1741476,7.3762865,3.8857427,5.8265977,4.813999,4.100914,3.1503823,1.691143,5.141266,4.747811,3.0920954,5.5969205,4.98414,5.101066,3.9973223,4.422957,4.836152,4.73558
t89,7.045019,7.38333,3.2176075,5.529287,4.840281,5.6964946,6.6102057,4.767238,7.731429,5.794405,6.878233,4.1610155,5.841133,4.5242505,4.6554937,3.215388,2.0077753,5.3977385,4.60055,3.1696455,5.7491603,4.7564287,4.931411,4.0863743,4.2984247,4.8163342,4.766394
t94,7.0481563,7.351639,3.2032793,5.531905,4.8373528,5.7026796,6.5940065,4.761863,7.7056355,5.7808475,6.855416,4.1688976,5.8302536,4.5217037,4.685589,3.2207425,2.0100229,5.4029446,4.606864,3.1892436,5.742827,4.7371283,4.9370227,4.100883,4.2994466,4.8043723,4.7639647
t155,6.4491544,8.258315,3.7807,5.303579,4.849173,5.417184,6.572133,4.9503484,8.492914,6.353859,7.450308,3.8113832,5.710892,5.009058,3.8936954,3.1556985,1.6555119,4.9308105,4.9151125,3.1924338,5.4591784,5.072688,5.331643,3.98975,4.4664598,4.879793,4.7533574
t221,6.463385,8.284201,3.782311,5.343272,4.8842382,5.4312887,6.56488,4.917846,8.514415,6.357376,7.4859786,3.7752717,5.761984,4.961196,3.8754263,3.1044016,1.611459,4.924639,4.8668513,3.2188952,5.421517,5.0953155,5.2960453,3.9679158,4.4590096,4.8697233,4.7706027
t266,6.50038,8.276727,3.738985,5.380851,4.8627687,5.418608,6.552066,4.900387,8.48669,6.3391967,7.486813,3.7959292,5.7659116,4.9355206,3.912381,3.1195357,1.5955707,4.9397836,4.8509502,3.244114,5.4096456,5.073664,5.256,3.9963968,4.4364347,4.8443775,4.747875
t267,6.4776783,8.233631,3.7143111,5.3491073,4.852105,5.441986,6.563283,4.8886323,8.487472,6.3212266,7.4885845,3.7669902,5.731957,4.9857664,3.9023142,3.1329024,1.6027297,4.951157,4.899588,3.2118638,5.4461865,5.0832253,5.299109,4.0113354,4.4110594,4.8298454,4.73111
t162,6.546087,8.224713,3.7602441,5.400572,4.8802767,5.466015,6.649439,4.9137216,8.394327,6.266873,7.3968034,3.8644972,5.811174,4.8789625,3.9860094,3.133124,1.6756643,5.0161324,4.8152595,3.150174,5.494499,5.0189085,5.2093625,3.9806693,4.4581327,4.8521614,4.7678223
t129,6.564668,8.190636,3.7022293,5.4027295,4.8677297,5.481307,6.6460285,4.8994107,8.37104,6.2474914,7.3763146,3.8666012,5.7957597,4.8781376,4.016196,3.1383145,1.6907736,5.0327487,4.8102827,3.1462014,5.509604,5.0100617,5.205562,3.99327,4.4309278,4.8414493,4.753754
t130,6.4829254,8.296083,3.7912624,5.35376,4.911192,5.452281,6.6135836,4.922207,8.500254,6.3395343,7.45924,3.7832732,5.791502,4.928316,3.8838825,3.091082,1.6408888,4.958801,4.834179,3.1639113,5.461148,5.098578,5.2673655,3.9390347,4.471918,4.8955936,4.793771
t68,7.110371,7.321397,3.1656487,5.582763,4.809004,5.7385373,6.558324,4.7324467,7.6784596,5.7588224,6.832609,4.221774,5.8509836,4.466483,4.6983237,3.2234027,2.0319154,5.409621,4.5625744,3.2361615,5.7216444,4.7054033,4.884781,4.120299,4.247758,4.7813497,4.7396407
t82,7.035341,7.3831325,3.2185686,5.5162754,4.8475833,5.6902227,6.618488,4.773706,7.7281055,5.795041,6.874434,4.1513066,5.8369684,4.5331435,4.663217,3.2150226,2.0063553,5.3988023,4.608477,3.1599815,5.757298,4.7619553,4.9410567,4.0818214,4.311827,4.8228245,4.7743573
t142,6.5679183,8.194472,3.6858838,5.459041,4.820039,5.4957604,6.6667113,4.8743596,8.365874,6.2614923,7.3496976,3.8806102,5.7876806,4.8269987,4.0361767,3.1504245,1.6976881,5.0240893,4.7552986,3.1551213,5.473964,5.0045333,5.1837735,4.032515,4.3862004,4.7741,4.7104363
t182,6.5902767,8.540532,3.7684085,5.438006,4.9097433,5.4365454,6.655739,4.889805,8.46525,6.3131776,7.481336,3.7955427,5.836564,4.825381,3.9472919,3.0834274,1.5974549,5.0328827,4.708332,3.1655028,5.4779553,5.087926,5.1459217,3.9507275,4.457057,4.854421,4.763363
t260,6.5344205,8.442648,3.7990954,5.41059,4.929466,5.438522,6.607361,4.906242,8.483881,6.33776,7.4803553,3.7915196,5.8446865,4.8528795,3.917552,3.0610576,1.5937438,4.9723897,4.7478833,3.2088819,5.426271,5.0944014,5.198082,3.928038,4.4810286,4.8807454,4.7977977
t261,6.511626,8.475184,3.8121743,5.3930645,4.9462605,5.4290094,6.5710974,4.9070854,8.521973,6.378095,7.531647,3.74926,5.856943,4.8936605,3.8892572,3.0280948,1.5424343,4.9491186,4.7844877,3.2552705,5.3921304,5.114448,5.2249146,3.9139903,4.485069,4.8763685,4.8106337
t187,6.5651393,8.376772,3.7008343,5.4236155,4.86611,5.4598393,6.6343546,4.8718505,8.433459,6.2816887,7.4532824,3.805839,5.7924933,4.8796387,3.9697838,3.1202493,1.619349,5.0239553,4.785356,3.173225,5.4823003,5.055298,5.1917453,3.9998686,4.407638,4.8152056,4.7299266
t42,7.0983524,7.128692,3.1292174,5.506188,4.8584986,5.7465706,6.635911,4.767672,7.57062,5.6762495,6.725966,4.2007194,5.806693,4.5037303,4.84152,3.2481613,2.097024,5.512555,4.6032443,3.1087263,5.8271656,4.6986732,4.9333134,4.120164,4.3476863,4.811599,4.7742615
t28,7.022475,6.516994,3.0126462,5.4149165,4.857807,5.7642035,6.4460607,4.7608795,7.325293,5.6025066,6.495803,4.1869655,5.6471157,4.5580854,5.1700163,3.297567,2.1024637,5.5433474,4.7556443,3.267904,5.765004,4.522295,5.0878143,4.263422,4.426174,4.7394977,4.7896686
t30,7.040979,6.6162977,3.0395544,5.44572,4.86293,5.7519855,6.5014443,4.7572336,7.3941107,5.6253123,6.5659304,4.1911273,5.7013316,4.539505,5.0928354,3.2786758,2.0863361,5.5181885,4.7042546,3.2090397,5.7813225,4.5815773,5.036669,4.211155,4.400839,4.7612014,4.794468
t49,7.1066103,6.865258,3.0833833,5.448668,4.908225,5.750722,6.6873655,4.7827134,7.458424,5.598911,6.641551,4.1972194,5.776941,4.5152745,4.97205,3.276874,2.1539614,5.5851254,4.625025,2.9762087,5.910033,4.6833076,4.959373,4.11562,4.398767,4.8422666,4.809088
t146,7.2451444,7.358668,3.1596932,5.3155484,5.214911,5.7292724,7.2471,4.8390727,7.534545,5.3748045,6.8339396,4.1393857,6.02638,4.5398602,4.740249,3.343968,2.483256,5.943127,4.390671,2.2796738,6.384083,4.9738207,4.7256017,3.7463355,4.3788176,5.2251744,4.930113
t147,7.2305903,7.3141003,3.1520667,5.328005,5.1876264,5.7288294,7.1990814,4.8294344,7.5276146,5.3948326,6.817073,4.143995,6.002805,4.5367165,4.7605815,3.3387234,2.453383,5.910714,4.412898,2.3409653,6.345445,4.945722,4.749812,3.7756348,4.376942,5.1940155,4.920033
t199,7.1974845,7.423891,3.2272167,5.2861943,5.20138,5.699875,7.3123503,4.8931136,7.597569,5.4100847,6.8880434,4.082404,6.0222116,4.561283,4.671114,3.305498,2.4822474,5.9427156,4.4023914,2.215439,6.4254622,5.0411997,4.748609,3.7210162,4.4214616,5.2574825,4.923438
t200,7.238522,7.4194365,3.1910753,5.288144,5.2418685,5.7179933,7.31483,4.8648806,7.561195,5.365864,6.8726687,4.1119947,6.05283,4.5523987,4.696034,3.33963,2.5193217,5.9811015,4.368343,2.2062411,6.442767,5.0262604,4.7102127,3.69996,4.391154,5.275402,4.941746
t201,7.2345066,7.4213343,3.1939,5.289452,5.2382607,5.7169857,7.310312,4.865429,7.565859,5.372399,6.8735876,4.110946,6.050761,4.553728,4.6931086,3.337859,2.5138528,5.9754696,4.3711386,2.2106254,6.4373126,5.0258512,4.713328,3.7028756,4.391812,5.271922,4.94053
t192,7.2252812,7.427564,3.2051191,5.278323,5.241692,5.7093263,7.319215,4.8777685,7.576188,5.378305,6.883971,4.0983977,6.0549884,4.5593104,4.6840496,3.3320615,2.519502,5.98174,4.369208,2.2036374,6.447401,5.0353966,4.7149143,3.6929195,4.400703,5.282001,4.9432034
t88,7.139082,6.9929256,3.1047442,5.424715,4.9630146,5.741629,6.8198423,4.7995067,7.4886365,5.565647,6.687876,4.186057,5.832968,4.511549,4.908141,3.282445,2.2169526,5.652852,4.57208,2.8116806,6.016424,4.7554126,4.9074507,4.03399,4.400802,4.9230824,4.8352046
t61,7.0473924,6.8889275,3.1222537,5.4702897,4.8649197,5.708627,6.6160355,4.7699265,7.5164185,5.68128,6.702578,4.17313,5.7755027,4.5157995,4.9259706,3.2362783,2.064136,5.493975,4.6478143,3.0722373,5.8218775,4.68571,4.9888654,4.12742,4.376325,4.804966,4.814411
t58,7.1183386,6.9323616,3.0639265,5.4891915,4.873955,5.7860456,6.6027875,4.7595954,7.46393,5.6126804,6.623156,4.2262106,5.757856,4.513234,4.9662824,3.2914927,2.131442,5.5486603,4.6330914,3.1009204,5.836851,4.625119,4.9561,4.170953,4.3587327,4.7933807,4.7611694
t13,6.671491,5.68203,2.8957164,5.2307816,4.877959,5.758424,6.174724,4.773691,7.10009,5.544274,6.220556,4.123279,5.4513097,4.6741385,5.5983405,3.3759193,2.1159291,5.5944824,4.930045,3.4965696,5.7153535,4.332992,5.3042955,4.4254932,4.571362,4.698244,4.8335023
t11,6.5667343,5.4817095,2.8712733,5.187735,4.8778257,5.762286,6.105359,4.7810273,7.040986,5.532518,6.1515403,4.1077375,5.3982096,4.703601,5.7049637,3.3927429,2.1196916,5.607886,4.9811006,3.5585861,5.701586,4.2872553,5.3621554,4.4666843,4.6033363,4.686156,4.8442283
t222,11.118636,2.6644478,4.0807476,3.841794,4.5273514,6.5991354,5.920485,5.905877,7.0670476,5.601499,4.655053,2.992834,5.0253615,3.8603635,6.625526,3.7934167,2.7424326,5.6622663,4.7034063,5.23785,4.814685,3.5399263,5.484072,4.1813235,4.0065,4.525981,4.61722
t223,11.121534,2.6054468,4.082142,3.778008,4.541716,6.586898,5.920576,5.9118705,7.078814,5.609822,4.658072,2.9951377,5.039107,3.8380568,6.6219234,3.843063,2.7603066,5.6477056,4.707673,5.230547,4.8265047,3.512373,5.470241,4.1797466,3.989918,4.5403905,4.609559
t116,11.079174,2.8193674,4.031879,3.9944656,4.5270963,6.5848203,5.925845,5.844724,7.026846,5.6086783,4.673946,3.020916,5.035454,3.8891847,6.595091,3.6983826,2.7207947,5.671416,4.710766,5.208814,4.805937,3.5877652,5.4801016,4.184917,4.018782,4.5287633,4.618537
t76,10.150993,4.4682627,2.9117253,5.4952955,4.466249,6.0589795,6.3024235,4.943518,6.270423,5.471018,5.5265074,3.856728,5.308271,4.3754816,5.939563,2.9933107,2.4223495,5.6448603,5.274416,4.2735195,5.269761,4.228165,4.95043,4.3941483,4.2009897,4.885606,4.2094646
t77,10.083955,4.524181,2.8978727,5.508151,4.479241,6.0410743,6.3076444,4.925906,6.283742,5.4719405,5.563352,3.87681,5.3175178,4.3883824,5.915022,2.9967277,2.409087,5.6415396,5.2691684,4.2365513,5.2900352,4.242058,4.9529624,4.394827,4.213653,4.883601,4.2215185
t20,9.236468,5.008971,2.8531008,5.487445,4.6086025,5.9021,6.292348,4.8247676,6.5029674,5.5200725,5.8484554,4.01455,5.380063,4.4865212,5.7406793,3.1010127,2.298269,5.6090755,5.1736054,3.932345,5.459984,4.312798,5.014957,4.399057,4.328473,4.837736,4.3921866
t135,11.17787,2.365252,4.230993,3.5475252,4.5126195,6.6582236,5.8738937,6.067985,7.082563,5.593626,4.560446,2.886555,4.9767256,3.8560112,6.7308364,3.9229765,2.7400212,5.670293,4.663624,5.3351593,4.781421,3.4703205,5.5402603,4.161963,4.0077467,4.4691625,4.697171
t196,11.181951,2.3549514,4.236969,3.5361154,4.5143447,6.6584244,5.8723135,6.0748763,7.0871215,5.5930743,4.5582013,2.8817928,4.976044,3.8539824,6.733445,3.9298382,2.7443895,5.668492,4.661744,5.3380117,4.7832856,3.4671066,5.5408254,4.160995,4.003677,4.4680667,4.6993666
t197,11.177125,2.3638465,4.22213,3.5393097,4.5200863,6.6487455,5.88024,6.0604105,7.0969706,5.592074,4.574386,2.893936,4.983924,3.8479779,6.7214575,3.9422238,2.7526636,5.6647453,4.669313,5.326276,4.7959123,3.4679325,5.5304775,4.1626034,3.9980845,4.4779563,4.6825147
t133,11.188902,2.6492279,4.2707562,3.9010098,4.3896146,6.7416778,5.858723,6.070628,6.962255,5.5719547,4.4067245,2.8501241,4.8917546,3.9907258,6.768775,3.3800611,2.6259878,5.7492247,4.6302643,5.423614,4.6149654,3.6189191,5.6572213,4.170806,4.11659,4.3616667,4.8900366
t165,11.474899,1.2736307,4.915791,2.362651,4.6733775,6.6932607,5.6246686,6.7591357,7.1944814,5.395006,4.471774,2.4116254,4.7922826,3.81369,7.181196,4.9270773,2.9398305,5.541226,4.4873514,5.626273,4.956008,3.1650686,5.6163507,3.995427,3.6922765,4.325441,4.938132
t166,11.439097,1.3119887,4.8734016,2.3699327,4.709652,6.6780324,5.6385293,6.7166185,7.1866364,5.3934364,4.5035977,2.432804,4.777164,3.840012,7.139611,4.9435787,2.9407766,5.547361,4.512488,5.590074,4.9842896,3.2002156,5.5858536,4.0450087,3.6811295,4.35102,4.8888674
t123,11.990783,0.724279,5.0767436,1.9261363,4.1415796,7.2416463,5.445168,6.6720047,7.735911,6.1250653,3.4618504,1.9648126,4.9889536,3.3590343,7.058683,3.800135,2.9219623,5.5777087,4.1784663,6.3217583,4.340706,2.442259,6.0526066,3.7699254,3.904448,4.243102,5.460797
